Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_SUB	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_AV	Thalamus_LD	Thalamus_LP	Thalamus_PO	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Hypothalamus_LHA	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MRN	Midbrain_NOT	Midbrain_PPN	Midbrain_PPT	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_NLL	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Pons_V	Medulla_AMB	Medulla_CU	Medulla_IRN	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MV	Medulla_MX	Medulla_PARN	Medulla_PGRNl	Medulla_SPIV	Medulla_SPVC	Medulla_SPVI	Medulla_SPVO	Medulla_SUV	Medulla_VII	Medulla_X	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_UVUgr	Cerebellum_UVUmo
0.47337	0.60943	0.58597	0.64382	0.60366	0.60708	0.69486	0.59031	0.52764	0.46923	0.531	0.25541	0.35532	0.16654	0.53378	0.59301	0.50103	0.70793	0.60733	0.89272	0.23431	0.77562	0.59312	0.89441	0.25724	0.86361	0.50919	0.0036906	0.94422	0.027269	1	0.11808	0.24365	0.93248	0.69875	0.067144	0.673	0.47558	0.63594	0.68786	0.64331	0.66522	0.63895	0.54164	0.4487	0.57914	0.39816	0.51375	0.20089	0.36249	0.48987	0.40312	0.41056	0.55121	0.60999	0.58441	0.35767	0.50481	0.37986	0.60718	0.61548	0.58384	0.40127	0.38073	0.32513	0.28292	0.41551	0.54157	0.57168	0.4956	0.58359	0.48281	0.57455	0.51206	0.47212	0.50857	0.53783	0.56315	0.37664	0.38306	0.38243	0.49722	0.36973	0.36356	0.44231	0.3278	0.36383	0.4732	0.22011	0.20289	0.23076	0.3387	0.35812	0.3077	0.40204	0.17838	0.40139	0.27301	0.32615	0.29159	0.43937	0.45845	0.29877	0.24435	0.36368	0.17696	0.17718	0.15363	0.18711	0.06326	0.17604	0.083446	0.083506	0.31069	0.34749	0.27689	0.33752	0.20885	0.19566	0.15087	0.31049
0.074093	0.12883	0.14064	0.34776	0.29768	0.12226	0.20863	0.42556	0.092808	0.28378	0.21729	0.1226	0.094768	0.053479	0.042807	0.076498	0.26659	0.32487	0.021413	0.12881	0.093482	0.055063	0.012911	0.054118	0.13629	0.088183	0.0076925	0.00037616	0.15199	0.019438	0.11808	1	0.64821	0.15817	0.022991	0.039505	0.10451	0.4222	0.32852	0.13872	0.081581	0.1745	0.22543	0.046802	0.091308	0.070424	0.15885	0.21166	0.51054	0.53839	0.46197	0.47195	0.4798	0.44298	0.35492	0.37259	0.55655	0.37207	0.52594	0.29141	0.37933	0.25427	0.46477	0.53547	0.10666	0.63896	0.45155	0.35994	0.36856	0.38151	0.24259	0.38579	0.37106	0.36096	0.25257	0.35567	0.23245	0.29633	0.24567	0.35385	0.48862	0.25705	0.23652	0.42582	0.37627	0.38649	0.16385	0.36635	0.23663	0.066141	0.22372	0.46038	0.16967	0.38631	0.39181	0.16228	0.35461	0.48885	0.18938	0.23821	0.31224	0.49862	0.25994	0.45231	0.48357	0.17278	0.069285	0.16975	0.1167	0.089823	0.14291	0.34036	0.14083	0.27759	0.48081	0.16257	0.39901	0.20274	0.1207	0.12392	0.38028
0.18014	0.26361	0.30931	0.50023	0.5817	0.31044	0.36987	0.65792	0.19813	0.47702	0.55949	0.26484	0.24091	0.15954	0.13156	0.15383	0.5041	0.49886	0.073916	0.32155	0.35732	0.15304	0.046757	0.13667	0.35168	0.20503	0.026967	0.0018264	0.28973	0.044502	0.24365	0.64821	1	0.31804	0.071446	0.082797	0.27755	0.51273	0.46981	0.32365	0.20172	0.35727	0.3948	0.12772	0.27451	0.21152	0.38861	0.35778	0.55285	0.6528	0.63752	0.64323	0.49008	0.5362	0.51939	0.45918	0.56	0.43462	0.44229	0.44282	0.50021	0.46844	0.53437	0.59811	0.21845	0.63769	0.64	0.52493	0.49703	0.50112	0.36581	0.47076	0.50855	0.48855	0.29242	0.48945	0.32432	0.41738	0.42457	0.51659	0.55883	0.35528	0.33544	0.37055	0.43134	0.37956	0.21555	0.40926	0.18702	0.11843	0.18064	0.53686	0.23217	0.37119	0.49934	0.11197	0.3318	0.35675	0.25563	0.18806	0.32288	0.47428	0.27796	0.32866	0.61593	0.27456	0.19632	0.28841	0.3281	0.098672	0.37816	0.17457	0.174	0.58858	0.49547	0.36049	0.62137	0.34903	0.29747	0.16808	0.71064
0.4821	0.64162	0.62043	0.70445	0.6767	0.65445	0.73533	0.67006	0.6058	0.54252	0.63224	0.27677	0.38163	0.1807	0.53739	0.62383	0.56262	0.77463	0.57497	0.89553	0.26381	0.7618	0.52443	0.82492	0.29354	0.80957	0.44377	0.0035059	0.89699	0.030562	0.93248	0.15817	0.31804	1	0.6791	0.077972	0.69697	0.5448	0.74532	0.72334	0.66095	0.72892	0.70004	0.57554	0.51853	0.62462	0.47868	0.62714	0.25199	0.43349	0.59924	0.51136	0.54405	0.65305	0.71748	0.67074	0.46933	0.59359	0.46235	0.68623	0.71928	0.67475	0.50477	0.48119	0.44526	0.39317	0.49053	0.64237	0.6721	0.62791	0.70635	0.59182	0.66639	0.64412	0.55269	0.63684	0.63618	0.68899	0.50715	0.50905	0.46307	0.61036	0.54532	0.45352	0.55388	0.43909	0.47854	0.59773	0.31166	0.30147	0.32279	0.4339	0.50516	0.4396	0.50134	0.2034	0.50439	0.35802	0.45648	0.386	0.56789	0.54185	0.40054	0.3139	0.48668	0.2531	0.19235	0.221	0.2035	0.10116	0.19351	0.10935	0.13348	0.35488	0.45768	0.38986	0.39001	0.30817	0.21274	0.2353	0.394
0.3475	0.38772	0.35835	0.28055	0.29214	0.40609	0.37874	0.2381	0.46459	0.2238	0.29337	0.11936	0.21011	0.09437	0.49457	0.50911	0.23162	0.32676	0.80903	0.64628	0.12076	0.78795	0.89635	0.81615	0.12514	0.63186	0.90668	0.0031128	0.57513	0.012315	0.69875	0.022991	0.071446	0.6791	1	0.03322	0.46697	0.16462	0.31733	0.4406	0.51389	0.4134	0.32024	0.55311	0.34596	0.49648	0.23427	0.29043	0.049308	0.10696	0.19236	0.14747	0.16238	0.21835	0.28137	0.25887	0.12279	0.21458	0.12522	0.31045	0.28817	0.32436	0.14698	0.1294	0.25502	0.093742	0.14724	0.23768	0.24644	0.22819	0.33828	0.20554	0.24496	0.24303	0.224	0.23163	0.28837	0.28915	0.20434	0.17096	0.12931	0.27071	0.23569	0.13525	0.19053	0.13382	0.23528	0.22427	0.11129	0.20604	0.11972	0.12272	0.28075	0.14961	0.16246	0.066695	0.17551	0.091111	0.20947	0.1501	0.22892	0.16257	0.14522	0.074101	0.14359	0.10004	0.079688	0.087754	0.075951	0.036341	0.067257	0.017743	0.045219	0.117	0.125	0.19717	0.11441	0.12496	0.079512	0.10451	0.11569
0.21022	0.13053	0.17146	0.099186	0.22659	0.17609	0.11369	0.14716	0.26761	0.37261	0.12987	0.46519	0.35391	0.57474	0.10724	0.15367	0.30052	0.12973	0.081174	0.13738	0.32999	0.14545	0.027229	0.039797	0.52929	0.1235	0.020962	0.30535	0.10256	0.83639	0.067144	0.039505	0.082797	0.077972	0.03322	1	0.057446	0.073458	0.13585	0.15928	0.1575	0.23427	0.10791	0.11142	0.26572	0.19635	0.39519	0.080076	0.18555	0.16371	0.12667	0.1302	0.073747	0.082779	0.080869	0.14026	0.029974	0.1132	0.074954	0.21305	0.17322	0.30821	0.10072	0.10262	0.10291	0.098861	0.26356	0.14097	0.069421	0.10375	0.073589	0.093452	0.077615	0.12951	0.094116	0.090178	0.059686	0.045095	0.16626	0.14537	0.22306	0.14222	0.081622	0.063637	0.10944	0.072986	0.047873	0.14367	0.038065	0.16516	0.028052	0.18602	0.10183	0.14247	0.18579	0.18304	0.064542	0.054971	0.083214	0.031969	0.047071	0.094334	0.081634	0.021902	0.183	0.46154	0.56563	0.47225	0.31389	0.34655	0.19266	0.004217	0.36484	0.13824	0.081852	0.23848	0.26808	0.388	0.24396	0.29212	0.232
0.67777	0.83867	0.82069	0.73165	0.67107	0.85603	0.85695	0.63996	0.42538	0.49873	0.72958	0.38434	0.54044	0.25468	0.75282	0.62871	0.60528	0.71594	0.55794	0.77169	0.32865	0.58725	0.48316	0.71786	0.33385	0.70263	0.29919	0.0033629	0.72482	0.023692	0.673	0.10451	0.27755	0.69697	0.46697	0.057446	1	0.53584	0.64496	0.87473	0.80339	0.74054	0.80874	0.70206	0.64731	0.71545	0.51099	0.71362	0.17182	0.30038	0.51287	0.44902	0.35935	0.50518	0.68793	0.56643	0.30732	0.53816	0.32297	0.65331	0.54717	0.56573	0.41389	0.37793	0.52734	0.27653	0.35904	0.60689	0.63087	0.53211	0.69248	0.52618	0.63343	0.51965	0.48097	0.55645	0.65614	0.63713	0.50685	0.45573	0.30382	0.54902	0.3952	0.33896	0.46562	0.37978	0.48118	0.41903	0.23945	0.26836	0.24992	0.3731	0.40743	0.23145	0.46076	0.10025	0.38731	0.22866	0.43453	0.26685	0.43663	0.34951	0.39658	0.23186	0.27527	0.1593	0.19459	0.14053	0.20237	0.046772	0.19161	0.095121	0.05946	0.37136	0.37206	0.36714	0.37689	0.19525	0.23391	0.15665	0.3888
0.39479	0.61882	0.59573	0.90075	0.68058	0.54748	0.76403	0.84503	0.3323	0.59784	0.57975	0.36137	0.38593	0.16879	0.32261	0.4225	0.65711	0.87839	0.18124	0.48341	0.21274	0.28896	0.12379	0.34748	0.29664	0.45577	0.077382	0.0015163	0.58017	0.028462	0.47558	0.4222	0.51273	0.5448	0.16462	0.073458	0.53584	1	0.85449	0.59465	0.44567	0.6318	0.82298	0.33691	0.37732	0.39218	0.45021	0.78315	0.58881	0.76016	0.89726	0.87705	0.81413	0.92752	0.91987	0.88464	0.74386	0.9002	0.85124	0.75188	0.81703	0.60618	0.89679	0.88303	0.4625	0.72121	0.69041	0.90518	0.95033	0.87559	0.7942	0.91426	0.93969	0.85011	0.81689	0.90305	0.82351	0.8318	0.68824	0.7971	0.72811	0.76049	0.58249	0.82139	0.87058	0.81925	0.59193	0.778	0.52837	0.22917	0.51867	0.80264	0.45367	0.53073	0.82567	0.32123	0.778	0.71639	0.58393	0.54237	0.71019	0.8181	0.70013	0.72565	0.61183	0.2405	0.18754	0.19973	0.17821	0.11607	0.17259	0.41876	0.14271	0.38717	0.88021	0.3066	0.5219	0.26965	0.20556	0.22514	0.49941
0.60215	0.798	0.78227	0.92176	0.8081	0.73827	0.89094	0.8702	0.61216	0.7889	0.66851	0.49155	0.55549	0.27511	0.5142	0.68489	0.81041	0.96444	0.36309	0.69936	0.29919	0.52944	0.2453	0.50932	0.42925	0.67259	0.17118	0.0045817	0.73372	0.054174	0.63594	0.32852	0.46981	0.74532	0.31733	0.13585	0.64496	0.85449	1	0.77389	0.67278	0.85567	0.90028	0.5696	0.60655	0.63089	0.65837	0.8846	0.51661	0.69333	0.89948	0.83935	0.79018	0.88574	0.94478	0.96892	0.628	0.93615	0.77019	0.93007	0.94137	0.826	0.8437	0.80719	0.66634	0.69815	0.73898	0.95895	0.91545	0.93089	0.89629	0.91816	0.90739	0.94005	0.8851	0.92263	0.87973	0.84331	0.83553	0.85705	0.7403	0.92642	0.7687	0.7651	0.90584	0.79941	0.70424	0.90248	0.59023	0.43415	0.55814	0.81059	0.70326	0.67296	0.86761	0.37974	0.79489	0.64703	0.728	0.58406	0.77356	0.77716	0.76293	0.54866	0.68543	0.38103	0.25986	0.32847	0.22391	0.19847	0.19949	0.24142	0.238	0.3998	0.80502	0.46671	0.56221	0.4299	0.25228	0.38288	0.5661
0.85702	0.93753	0.94439	0.8049	0.83361	0.97584	0.92867	0.7558	0.60404	0.74079	0.7723	0.61604	0.76611	0.45679	0.82249	0.77977	0.81833	0.8225	0.60242	0.84589	0.4595	0.70683	0.42953	0.64818	0.55027	0.79827	0.28516	0.012623	0.80828	0.075254	0.68786	0.13872	0.32365	0.72334	0.4406	0.15928	0.87473	0.59465	0.77389	1	0.94027	0.94424	0.89223	0.78274	0.82127	0.85729	0.73704	0.75855	0.27825	0.42873	0.62444	0.56322	0.4488	0.59119	0.73082	0.72063	0.31401	0.67045	0.42421	0.85035	0.71911	0.78782	0.51997	0.48065	0.62499	0.36992	0.52744	0.73993	0.6697	0.63657	0.73893	0.62663	0.68258	0.65309	0.60394	0.63658	0.68833	0.62186	0.65587	0.58759	0.47378	0.70403	0.47785	0.43203	0.59591	0.47618	0.52971	0.57886	0.30398	0.41843	0.29713	0.5374	0.52758	0.36095	0.64022	0.22123	0.48343	0.30932	0.53916	0.32673	0.49252	0.46848	0.50836	0.25737	0.40487	0.31889	0.36574	0.28106	0.32075	0.12253	0.27589	0.092522	0.1422	0.45966	0.46386	0.52574	0.55072	0.35523	0.35895	0.3098	0.52821
0.93476	0.9303	0.91748	0.6581	0.68441	0.93537	0.84498	0.58238	0.66825	0.65008	0.61848	0.58286	0.76591	0.44607	0.91366	0.89905	0.70532	0.68965	0.75077	0.79954	0.37039	0.78681	0.53501	0.67494	0.4801	0.81638	0.37368	0.016266	0.74065	0.07176	0.64331	0.081581	0.20172	0.66095	0.51389	0.1575	0.80339	0.44567	0.67278	0.94027	1	0.90008	0.77475	0.91869	0.83345	0.91885	0.68205	0.67514	0.18718	0.29966	0.47885	0.41847	0.33533	0.45	0.59097	0.61046	0.21047	0.56263	0.31616	0.76651	0.60596	0.7076	0.39544	0.35152	0.62836	0.26345	0.40075	0.61074	0.53101	0.52002	0.65596	0.50892	0.54323	0.54465	0.54872	0.5166	0.61224	0.50837	0.57628	0.47681	0.3546	0.6491	0.42704	0.33894	0.49349	0.38548	0.49722	0.49886	0.27441	0.47446	0.2625	0.42131	0.5352	0.30334	0.52076	0.20207	0.40104	0.23127	0.50366	0.28592	0.41661	0.35089	0.45452	0.17975	0.302	0.28735	0.30927	0.24677	0.22996	0.11765	0.18442	0.057762	0.12666	0.30783	0.3492	0.46214	0.40013	0.30933	0.26373	0.30115	0.3769
0.84999	0.90774	0.93065	0.80836	0.88153	0.93424	0.90449	0.79694	0.75337	0.86359	0.75809	0.68846	0.8038	0.48865	0.72935	0.84052	0.89532	0.86407	0.56684	0.83547	0.46744	0.72494	0.36899	0.58115	0.61301	0.79	0.25894	0.01706	0.78252	0.1088	0.66522	0.1745	0.35727	0.72892	0.4134	0.23427	0.74054	0.6318	0.85567	0.94424	0.90008	1	0.86558	0.76961	0.8525	0.87632	0.83737	0.77004	0.38273	0.53553	0.71367	0.65638	0.52784	0.65306	0.75799	0.81056	0.35878	0.74749	0.49876	0.93904	0.83153	0.91432	0.61262	0.57433	0.66457	0.46529	0.66551	0.82208	0.70143	0.72263	0.76779	0.70101	0.7232	0.76039	0.69215	0.71327	0.70895	0.6339	0.76233	0.70286	0.60616	0.81149	0.57486	0.50393	0.69024	0.55391	0.55718	0.71126	0.36693	0.50329	0.34504	0.6636	0.61611	0.49605	0.75058	0.31569	0.54952	0.38405	0.60882	0.37455	0.53818	0.5515	0.58249	0.29379	0.53918	0.45138	0.41132	0.402	0.3312	0.2086	0.27453	0.10229	0.24018	0.43722	0.55083	0.59167	0.58993	0.48582	0.34454	0.415	0.56397
0.69601	0.90433	0.87368	0.9393	0.79065	0.84218	0.96783	0.84174	0.49186	0.70011	0.721	0.5259	0.6294	0.30845	0.64194	0.68386	0.7912	0.93129	0.40451	0.70877	0.32257	0.51984	0.28518	0.5722	0.42438	0.70239	0.18108	0.0045576	0.7623	0.04398	0.63895	0.22543	0.3948	0.70004	0.32024	0.10791	0.80874	0.82298	0.90028	0.89223	0.77475	0.86558	1	0.63677	0.64652	0.68652	0.63119	0.90325	0.38867	0.56414	0.78994	0.73558	0.63091	0.78622	0.90746	0.86651	0.4916	0.85628	0.62611	0.87675	0.81035	0.73387	0.72232	0.67277	0.64892	0.52654	0.59796	0.89271	0.87633	0.81227	0.87157	0.82942	0.87495	0.80743	0.80055	0.83028	0.87353	0.80827	0.75328	0.73755	0.57979	0.822	0.59709	0.63733	0.78531	0.6878	0.65947	0.71822	0.46003	0.36207	0.44718	0.68233	0.56308	0.44723	0.77275	0.27599	0.67363	0.4886	0.63774	0.4704	0.65867	0.6329	0.68054	0.45404	0.48828	0.27618	0.26352	0.23029	0.22296	0.11773	0.19755	0.20946	0.13652	0.40313	0.67557	0.41579	0.53193	0.30979	0.26323	0.28348	0.52111
0.8646	0.83713	0.79899	0.50731	0.51203	0.80771	0.70703	0.41929	0.66302	0.49317	0.48018	0.45083	0.64314	0.32877	0.89658	0.92316	0.53782	0.54591	0.81111	0.67601	0.25225	0.75944	0.58762	0.64292	0.33786	0.73049	0.42172	0.011543	0.58333	0.04348	0.54164	0.046802	0.12772	0.57554	0.55311	0.11142	0.70206	0.33691	0.5696	0.78274	0.91869	0.76961	0.63677	1	0.76945	0.90116	0.56654	0.63298	0.12664	0.20654	0.37991	0.32717	0.25968	0.34979	0.49043	0.49215	0.15846	0.46289	0.23191	0.6208	0.47477	0.56861	0.31744	0.27013	0.67714	0.19831	0.2873	0.50459	0.43524	0.44591	0.6005	0.42693	0.44142	0.46946	0.49419	0.44552	0.56684	0.44865	0.53878	0.41629	0.25123	0.60107	0.41935	0.27085	0.41635	0.32363	0.50454	0.42301	0.26689	0.50654	0.2538	0.32546	0.54529	0.25127	0.41278	0.14909	0.33711	0.17877	0.49863	0.25772	0.36774	0.25415	0.41603	0.13818	0.22561	0.21812	0.19579	0.18861	0.12863	0.097885	0.0988	0.041333	0.10374	0.17679	0.27796	0.37184	0.23582	0.24244	0.14623	0.25324	0.24473
0.85714	0.77739	0.85943	0.53989	0.72342	0.88917	0.68769	0.56457	0.71985	0.74514	0.6972	0.73857	0.88201	0.6301	0.74258	0.72983	0.79528	0.60031	0.56972	0.70124	0.6035	0.6552	0.33556	0.43644	0.70281	0.63288	0.22005	0.031577	0.52801	0.13492	0.4487	0.091308	0.27451	0.51853	0.34596	0.26572	0.64731	0.37732	0.60655	0.82127	0.83345	0.8525	0.64652	0.76945	1	0.92852	0.9065	0.59011	0.24344	0.33009	0.48472	0.45047	0.29182	0.38137	0.51193	0.52283	0.19035	0.47091	0.25384	0.71242	0.55531	0.78213	0.37472	0.34632	0.6371	0.28613	0.47764	0.57986	0.44128	0.48082	0.5277	0.44214	0.46158	0.5159	0.43397	0.47274	0.46785	0.4001	0.65242	0.52488	0.37292	0.58195	0.44389	0.25926	0.43169	0.3291	0.37525	0.44764	0.2056	0.4997	0.18337	0.4456	0.4903	0.3108	0.51421	0.15147	0.29796	0.18342	0.44192	0.18449	0.30549	0.28353	0.38028	0.12885	0.36513	0.41661	0.43751	0.39712	0.32886	0.17146	0.25225	0.0377	0.20605	0.35455	0.32355	0.59636	0.45512	0.4634	0.32215	0.36343	0.49183
0.88265	0.8394	0.87329	0.55855	0.66882	0.89627	0.73872	0.53721	0.7699	0.65556	0.64542	0.61264	0.80311	0.48061	0.84147	0.85969	0.71419	0.63116	0.74066	0.78739	0.45126	0.79564	0.48899	0.60871	0.53813	0.78311	0.34853	0.021976	0.64134	0.087894	0.57914	0.070424	0.21152	0.62462	0.49648	0.19635	0.71545	0.39218	0.63089	0.85729	0.91885	0.87632	0.68652	0.90116	0.92852	1	0.78344	0.62424	0.20743	0.30931	0.47042	0.42159	0.29852	0.40206	0.53564	0.54078	0.19423	0.48799	0.25966	0.70632	0.56349	0.73923	0.37314	0.33513	0.62999	0.25465	0.43193	0.58409	0.47317	0.48942	0.58068	0.45912	0.49107	0.52793	0.49312	0.49675	0.53034	0.44598	0.61516	0.49868	0.34853	0.60968	0.44721	0.27584	0.44369	0.33339	0.41346	0.46262	0.22082	0.46726	0.20242	0.40782	0.49146	0.29565	0.48545	0.16421	0.32138	0.18895	0.45	0.21087	0.33351	0.29495	0.38748	0.14022	0.3331	0.33137	0.35013	0.29195	0.23621	0.13707	0.17905	0.04057	0.15824	0.27505	0.32001	0.47237	0.36101	0.3602	0.23813	0.29849	0.37526
0.72149	0.68149	0.78504	0.56722	0.79496	0.79109	0.64563	0.65409	0.71717	0.89544	0.70442	0.82638	0.86622	0.68373	0.54396	0.61147	0.90836	0.64834	0.38373	0.63449	0.69399	0.53455	0.19986	0.32453	0.85612	0.55574	0.13295	0.038599	0.49994	0.21834	0.39816	0.15885	0.38861	0.47868	0.23427	0.39519	0.51099	0.45021	0.65837	0.73704	0.68205	0.83737	0.63119	0.56654	0.9065	0.78344	1	0.55712	0.41085	0.48774	0.58492	0.56948	0.37374	0.45138	0.53941	0.59416	0.2486	0.52825	0.33709	0.76502	0.65324	0.8842	0.46661	0.45328	0.56116	0.39825	0.66901	0.65229	0.47721	0.54133	0.5032	0.49857	0.50103	0.58853	0.47438	0.52812	0.44679	0.39452	0.70789	0.62221	0.53836	0.60949	0.48923	0.31739	0.50148	0.39179	0.33976	0.53657	0.22429	0.46621	0.19173	0.58625	0.47576	0.42169	0.62458	0.22472	0.33762	0.24741	0.43795	0.19686	0.31762	0.37035	0.41107	0.16461	0.53161	0.58763	0.59095	0.55363	0.43519	0.27309	0.33059	0.05051	0.33178	0.44234	0.41277	0.63492	0.61612	0.62327	0.41034	0.45657	0.63965
0.61046	0.8252	0.76964	0.84363	0.67211	0.7446	0.86384	0.7212	0.46591	0.60099	0.62217	0.42289	0.52086	0.23171	0.58672	0.65601	0.66787	0.83225	0.35801	0.58305	0.23426	0.44687	0.2465	0.47576	0.32606	0.57484	0.15414	0.0026273	0.59424	0.028384	0.51375	0.21166	0.35778	0.62714	0.29043	0.080076	0.71362	0.78315	0.8846	0.75855	0.67514	0.77004	0.90325	0.63298	0.59011	0.62424	0.55712	1	0.35671	0.5031	0.79381	0.74959	0.6672	0.77565	0.91051	0.83417	0.51562	0.86674	0.62676	0.79181	0.74379	0.63951	0.76429	0.69498	0.82956	0.56751	0.5191	0.88653	0.88045	0.88388	0.941	0.87815	0.85307	0.86424	0.84053	0.88692	0.95414	0.87851	0.86608	0.82336	0.53241	0.90402	0.73272	0.69235	0.8486	0.77442	0.85248	0.75865	0.622	0.45326	0.60811	0.68781	0.70422	0.49207	0.7816	0.2511	0.75318	0.54599	0.82016	0.57933	0.76697	0.60545	0.81449	0.51266	0.47031	0.24931	0.17873	0.21612	0.15094	0.1263	0.1364	0.23689	0.14763	0.30837	0.72835	0.41148	0.39729	0.29908	0.18394	0.3047	0.44903
0.19088	0.26036	0.29297	0.4663	0.51443	0.26532	0.34178	0.5949	0.25113	0.54582	0.37074	0.34852	0.27799	0.17806	0.10864	0.19157	0.52725	0.511	0.061111	0.24868	0.23716	0.13968	0.029798	0.10366	0.33799	0.20621	0.019431	0.0042667	0.26105	0.086081	0.20089	0.51054	0.55285	0.25199	0.049308	0.18555	0.17182	0.58881	0.51661	0.27825	0.18718	0.38273	0.38867	0.12664	0.24344	0.20743	0.41085	0.35671	1	0.91357	0.70896	0.76681	0.58032	0.60316	0.48882	0.56969	0.51147	0.55043	0.60481	0.49365	0.59273	0.51266	0.70545	0.76423	0.22282	0.73188	0.84927	0.61238	0.50349	0.57203	0.3616	0.56794	0.52884	0.59983	0.44652	0.5641	0.34807	0.3688	0.5101	0.66101	0.85373	0.46803	0.36526	0.51582	0.57448	0.50474	0.23336	0.57686	0.26641	0.13785	0.2342	0.76874	0.23737	0.52796	0.67011	0.35356	0.42949	0.53363	0.29741	0.24366	0.33329	0.6288	0.3781	0.41988	0.77467	0.37462	0.24804	0.35994	0.23258	0.2415	0.20899	0.21079	0.33479	0.31443	0.65859	0.26617	0.50949	0.3962	0.19093	0.23632	0.50836
0.27464	0.38918	0.41729	0.66443	0.68335	0.39464	0.51238	0.79122	0.33869	0.64463	0.53445	0.38114	0.346	0.20039	0.18514	0.29081	0.64414	0.70995	0.11733	0.40873	0.28688	0.23992	0.068476	0.20838	0.37825	0.33988	0.046552	0.0039528	0.4438	0.072948	0.36249	0.53839	0.6528	0.43349	0.10696	0.16371	0.30038	0.76016	0.69333	0.42873	0.29966	0.53553	0.56414	0.20654	0.33009	0.30931	0.48774	0.5031	0.91357	1	0.86857	0.88864	0.7507	0.80332	0.68375	0.74111	0.67116	0.71088	0.74592	0.65388	0.77388	0.64857	0.84219	0.89173	0.3024	0.82478	0.92975	0.77905	0.70153	0.73818	0.53608	0.7352	0.72756	0.76236	0.58299	0.73971	0.5097	0.55819	0.60866	0.76635	0.94124	0.60623	0.47372	0.66038	0.72204	0.62991	0.343	0.72212	0.34508	0.18406	0.32299	0.85166	0.32994	0.61586	0.79149	0.3862	0.57869	0.64456	0.40092	0.35353	0.48756	0.80363	0.48043	0.5457	0.86645	0.39853	0.2757	0.36468	0.27971	0.21896	0.26589	0.27093	0.3024	0.42716	0.78697	0.34843	0.62313	0.43181	0.2465	0.27032	0.60878
0.43326	0.60928	0.61758	0.86955	0.80456	0.5916	0.74262	0.90431	0.44151	0.71707	0.68506	0.43993	0.45407	0.23063	0.33817	0.46478	0.74782	0.88434	0.21407	0.55448	0.30103	0.35665	0.13829	0.34178	0.39492	0.47455	0.089236	0.0031681	0.57109	0.050179	0.48987	0.46197	0.63752	0.59924	0.19236	0.12667	0.51287	0.89726	0.89948	0.62444	0.47885	0.71367	0.78994	0.37991	0.48472	0.47042	0.58492	0.79381	0.70896	0.86857	1	0.98419	0.84976	0.94036	0.92366	0.91015	0.74956	0.90739	0.81377	0.82446	0.88758	0.74578	0.96158	0.96008	0.54563	0.86414	0.84657	0.96446	0.91949	0.95192	0.81512	0.93995	0.92835	0.94963	0.77044	0.94589	0.78615	0.82455	0.82847	0.93543	0.8553	0.84048	0.67664	0.79797	0.90774	0.80986	0.60799	0.86179	0.53282	0.31215	0.51668	0.91069	0.54794	0.6672	0.91904	0.3414	0.76928	0.71782	0.64811	0.52642	0.7221	0.84214	0.70294	0.64796	0.79489	0.37089	0.23748	0.34663	0.24837	0.19194	0.24112	0.31979	0.25829	0.44692	0.90531	0.45771	0.59566	0.4356	0.24507	0.32144	0.63886
