Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_SUB	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_AV	Thalamus_LD	Thalamus_LP	Thalamus_PO	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Hypothalamus_LHA	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MRN	Midbrain_NOT	Midbrain_PPN	Midbrain_PPT	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_NLL	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Pons_V	Medulla_AMB	Medulla_CU	Medulla_IRN	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MV	Medulla_MX	Medulla_PARN	Medulla_PGRNl	Medulla_SPIV	Medulla_SPVC	Medulla_SPVI	Medulla_SPVO	Medulla_SUV	Medulla_VII	Medulla_X	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_UVUgr	Cerebellum_UVUmo
0.53408	0.64353	0.70655	0.72101	0.87618	0.76027	0.72563	0.82462	0.47308	0.6715	1	0.48893	0.57653	0.33916	0.4642	0.47455	0.75372	0.72938	0.34047	0.71133	0.55927	0.46812	0.24385	0.44149	0.51987	0.51269	0.15184	0.0064269	0.59799	0.061524	0.531	0.21729	0.55949	0.63224	0.29337	0.12987	0.72958	0.57975	0.66851	0.7723	0.61848	0.75809	0.721	0.48018	0.6972	0.64542	0.70442	0.62217	0.37074	0.53445	0.68506	0.65717	0.48017	0.59633	0.69997	0.60951	0.43419	0.56449	0.39003	0.72482	0.6785	0.76146	0.54958	0.54881	0.46376	0.47561	0.63433	0.70019	0.64996	0.62122	0.64489	0.58522	0.69054	0.62818	0.44037	0.6407	0.55041	0.60942	0.62804	0.62662	0.51395	0.56134	0.46585	0.37996	0.52685	0.44055	0.38261	0.51222	0.22345	0.28894	0.22587	0.56856	0.40059	0.37792	0.6116	0.13207	0.39212	0.29366	0.42916	0.24362	0.41963	0.45583	0.39453	0.26914	0.54721	0.37582	0.31948	0.36198	0.38474	0.12144	0.37943	0.11136	0.17365	0.57182	0.50102	0.63712	0.61233	0.45188	0.3363	0.26707	0.64856
0.73093	0.60742	0.70911	0.46568	0.64269	0.66949	0.54573	0.51925	0.48312	0.77524	0.48893	1	0.93261	0.8243	0.46398	0.50739	0.8075	0.5058	0.26653	0.4354	0.58439	0.35963	0.12237	0.20552	0.82064	0.41815	0.070603	0.061767	0.3622	0.27914	0.25541	0.1226	0.26484	0.27677	0.11936	0.46519	0.38434	0.36137	0.49155	0.61604	0.58286	0.68846	0.5259	0.45083	0.73857	0.61264	0.82638	0.42289	0.34852	0.38114	0.43993	0.43466	0.2389	0.32013	0.3921	0.4783	0.14011	0.4404	0.25694	0.6503	0.48392	0.67748	0.35842	0.34339	0.4097	0.28163	0.53214	0.51897	0.34854	0.38893	0.35907	0.38379	0.37584	0.42421	0.38115	0.3727	0.33687	0.26005	0.53111	0.46266	0.42704	0.48254	0.26821	0.24277	0.38861	0.29598	0.24569	0.38854	0.16248	0.32157	0.13322	0.49549	0.30744	0.25852	0.53565	0.21694	0.25272	0.1807	0.30979	0.13373	0.21069	0.27326	0.33593	0.11731	0.33052	0.41835	0.58245	0.39903	0.38701	0.19462	0.27985	0.038671	0.2178	0.34013	0.30502	0.43092	0.55624	0.40443	0.37712	0.31887	0.51808
0.88349	0.75869	0.84839	0.52445	0.68265	0.82749	0.66091	0.54552	0.5863	0.7612	0.57653	0.93261	1	0.7727	0.6599	0.66421	0.82192	0.5723	0.42524	0.56959	0.57879	0.50625	0.22158	0.32829	0.76173	0.56186	0.1342	0.048347	0.46981	0.19325	0.35532	0.094768	0.24091	0.38163	0.21011	0.35391	0.54044	0.38593	0.55549	0.76611	0.76591	0.8038	0.6294	0.64314	0.88201	0.80311	0.86622	0.52086	0.27799	0.346	0.45407	0.43333	0.25489	0.34884	0.45504	0.51236	0.15158	0.47105	0.25544	0.70462	0.51882	0.72226	0.36384	0.3371	0.51657	0.26323	0.488	0.55924	0.40188	0.42846	0.44685	0.4184	0.42694	0.4643	0.43386	0.42193	0.41838	0.32603	0.58208	0.48193	0.38789	0.54235	0.32331	0.25323	0.41423	0.31513	0.31142	0.41264	0.18246	0.38935	0.15525	0.46594	0.37298	0.25824	0.5307	0.19172	0.27774	0.17784	0.36773	0.15705	0.25061	0.27498	0.36942	0.12271	0.3153	0.38225	0.5306	0.34789	0.3425	0.16331	0.24873	0.038813	0.17999	0.33133	0.31061	0.4624	0.50148	0.38157	0.3484	0.31798	0.48068
0.56741	0.39352	0.4868	0.25439	0.45552	0.51422	0.32607	0.30736	0.36386	0.57651	0.33916	0.8243	0.7727	1	0.39647	0.3354	0.57693	0.28848	0.23631	0.33103	0.66774	0.30835	0.1019	0.13297	0.85023	0.30101	0.061642	0.16957	0.24514	0.44684	0.16654	0.053479	0.15954	0.1807	0.09437	0.57474	0.25468	0.16879	0.27511	0.45679	0.44607	0.48865	0.30845	0.32877	0.6301	0.48061	0.68373	0.23171	0.17806	0.20039	0.23063	0.22519	0.11677	0.15914	0.20307	0.25929	0.056999	0.22332	0.11944	0.40442	0.27941	0.48285	0.16999	0.16303	0.27459	0.1357	0.31651	0.28076	0.16837	0.20026	0.18727	0.18723	0.17982	0.22627	0.18071	0.18264	0.16273	0.12309	0.31732	0.24736	0.24673	0.26585	0.14563	0.10832	0.19546	0.13434	0.1281	0.20615	0.069688	0.26683	0.056408	0.26221	0.19245	0.14231	0.30146	0.12673	0.11998	0.077143	0.17527	0.059573	0.10183	0.13707	0.16462	0.041966	0.18861	0.35342	0.71581	0.36058	0.49608	0.15717	0.34009	0.0098864	0.174	0.32428	0.13724	0.39372	0.45004	0.34579	0.49247	0.28031	0.4295
0.86122	0.83211	0.80385	0.49626	0.50696	0.84944	0.69805	0.40714	0.5205	0.47625	0.4642	0.46398	0.6599	0.39647	1	0.77739	0.54248	0.52655	0.7783	0.68147	0.31232	0.72306	0.56858	0.6235	0.38783	0.75097	0.38596	0.014778	0.6084	0.048859	0.53378	0.042807	0.13156	0.53739	0.49457	0.10724	0.75282	0.32261	0.5142	0.82249	0.91366	0.72935	0.64194	0.89658	0.74258	0.84147	0.54396	0.58672	0.10864	0.18514	0.33817	0.28864	0.22191	0.31619	0.45539	0.44247	0.13107	0.41077	0.20791	0.56183	0.41426	0.50794	0.26987	0.23066	0.60507	0.16196	0.25218	0.45539	0.39639	0.38263	0.51571	0.37012	0.38935	0.39763	0.41842	0.37935	0.49688	0.39058	0.46013	0.34688	0.22213	0.50507	0.32617	0.22987	0.35798	0.26587	0.43019	0.34397	0.20139	0.40338	0.193	0.2747	0.43074	0.18337	0.36575	0.12308	0.28781	0.14586	0.41015	0.20222	0.30703	0.22538	0.34502	0.11387	0.17969	0.16805	0.2567	0.14432	0.17908	0.065018	0.13811	0.032421	0.069318	0.24008	0.2297	0.32757	0.27491	0.18942	0.23213	0.20517	0.2844
0.85897	0.85814	0.81973	0.59083	0.57342	0.78269	0.76483	0.50086	0.78266	0.60862	0.47455	0.50739	0.66421	0.3354	0.77739	1	0.62228	0.64758	0.72203	0.69849	0.24127	0.76598	0.49662	0.62775	0.3718	0.7766	0.37799	0.012909	0.65928	0.060807	0.59301	0.076498	0.15383	0.62383	0.50911	0.15367	0.62871	0.4225	0.68489	0.77977	0.89905	0.84052	0.68386	0.92316	0.72983	0.85969	0.61147	0.65601	0.19157	0.29081	0.46478	0.40355	0.34889	0.4407	0.55889	0.62538	0.21173	0.58093	0.33394	0.74862	0.61503	0.6804	0.40848	0.35689	0.64317	0.27262	0.39183	0.60047	0.51236	0.53559	0.65977	0.52364	0.52484	0.57189	0.63214	0.53083	0.63202	0.49807	0.59069	0.49421	0.35964	0.71306	0.4919	0.37221	0.52708	0.42211	0.53995	0.56565	0.35177	0.53955	0.3245	0.43443	0.62079	0.36861	0.51987	0.26282	0.44087	0.2653	0.55464	0.34291	0.44943	0.35962	0.51105	0.19545	0.31703	0.30036	0.22624	0.24883	0.13927	0.15618	0.10558	0.062844	0.15865	0.19028	0.36914	0.38758	0.29769	0.30996	0.15673	0.32808	0.27661
0.72501	0.77731	0.86032	0.77699	0.91255	0.83374	0.80618	0.84607	0.63369	0.96333	0.75372	0.8075	0.82192	0.57693	0.54248	0.62228	1	0.83759	0.35104	0.69684	0.60824	0.51675	0.20031	0.38345	0.78161	0.62678	0.12768	0.020359	0.63595	0.15997	0.50103	0.26659	0.5041	0.56262	0.23162	0.30052	0.60528	0.65711	0.81041	0.81833	0.70532	0.89532	0.7912	0.53782	0.79528	0.71419	0.90836	0.66787	0.52725	0.64414	0.74782	0.71774	0.51299	0.62984	0.71324	0.77641	0.37528	0.70806	0.51204	0.89983	0.80599	0.91956	0.62561	0.61621	0.54328	0.52998	0.79432	0.812	0.65661	0.68139	0.62632	0.66188	0.68173	0.71438	0.61263	0.66855	0.58492	0.53314	0.73675	0.71284	0.68368	0.71436	0.5158	0.4703	0.65257	0.52654	0.41956	0.66121	0.30161	0.38565	0.26869	0.7269	0.49172	0.48403	0.76961	0.29393	0.48001	0.37689	0.49243	0.28515	0.43832	0.54301	0.51718	0.28116	0.60966	0.49716	0.534	0.4577	0.44863	0.21899	0.36965	0.10637	0.2691	0.55239	0.56375	0.56625	0.76508	0.52817	0.4563	0.39294	0.73449
0.60921	0.81168	0.80871	0.96621	0.86495	0.77306	0.92985	0.93015	0.56094	0.78549	0.72938	0.5058	0.5723	0.28848	0.52655	0.64758	0.83759	1	0.37169	0.7632	0.34459	0.54207	0.26568	0.5616	0.44992	0.72051	0.18053	0.0047412	0.81533	0.05423	0.70793	0.32487	0.49886	0.77463	0.32676	0.12973	0.71594	0.87839	0.96444	0.8225	0.68965	0.86407	0.93129	0.54591	0.60031	0.63116	0.64834	0.83225	0.511	0.70995	0.88434	0.81807	0.73433	0.879	0.94202	0.94078	0.61586	0.89336	0.73059	0.92258	0.92297	0.82129	0.8014	0.77718	0.56016	0.64212	0.75358	0.93772	0.91463	0.86722	0.84971	0.8697	0.91828	0.872	0.80745	0.87557	0.83068	0.81832	0.74041	0.78141	0.72556	0.8357	0.6335	0.70124	0.83152	0.70971	0.60181	0.81078	0.46426	0.33215	0.44922	0.76145	0.56452	0.56298	0.8222	0.33049	0.71455	0.57607	0.60462	0.4903	0.68948	0.7605	0.65055	0.51389	0.64684	0.3339	0.28985	0.28886	0.27111	0.14762	0.24799	0.23117	0.18392	0.47089	0.74797	0.43572	0.62267	0.37551	0.2971	0.30113	0.60029
0.62885	0.57167	0.55227	0.32077	0.36832	0.60313	0.48302	0.27115	0.58991	0.33045	0.34047	0.26653	0.42524	0.23631	0.7783	0.72203	0.35104	0.37169	1	0.69467	0.20953	0.89618	0.87418	0.7424	0.24145	0.74386	0.75567	0.013417	0.57838	0.034463	0.60733	0.021413	0.073916	0.57497	0.80903	0.081174	0.55794	0.18124	0.36309	0.60242	0.75077	0.56684	0.40451	0.81111	0.56972	0.74066	0.38373	0.35801	0.061111	0.11733	0.21407	0.16969	0.14506	0.21021	0.29744	0.29934	0.089012	0.25426	0.12336	0.40546	0.31412	0.41617	0.16082	0.13748	0.3718	0.095853	0.17789	0.28851	0.25319	0.24754	0.36267	0.2284	0.25637	0.26937	0.26944	0.2466	0.32141	0.26887	0.27916	0.21024	0.14767	0.34186	0.23619	0.13655	0.21866	0.14844	0.268	0.24496	0.11832	0.30702	0.11699	0.15841	0.32567	0.14445	0.21357	0.086709	0.17895	0.085776	0.25447	0.13537	0.20995	0.15279	0.18746	0.062382	0.1394	0.13911	0.15989	0.12288	0.11764	0.052764	0.091065	0.014101	0.059347	0.14062	0.13184	0.25434	0.15836	0.1586	0.12858	0.14747	0.15727
0.65847	0.73635	0.76353	0.68314	0.78183	0.81074	0.77839	0.6852	0.68718	0.65646	0.71133	0.4354	0.56959	0.33103	0.68147	0.69849	0.69684	0.7632	0.69467	1	0.44035	0.87327	0.57669	0.8009	0.46129	0.90034	0.44997	0.01079	0.903	0.063426	0.89272	0.12881	0.32155	0.89553	0.64628	0.13738	0.77169	0.48341	0.69936	0.84589	0.79954	0.83547	0.70877	0.67601	0.70124	0.78739	0.63449	0.58305	0.24868	0.40873	0.55448	0.474	0.40291	0.53927	0.64062	0.62186	0.32357	0.53377	0.35756	0.7304	0.67398	0.76418	0.43029	0.41079	0.44287	0.32205	0.52002	0.61834	0.57585	0.54033	0.61205	0.50841	0.58828	0.56724	0.4753	0.54331	0.5426	0.54689	0.50158	0.47276	0.43855	0.56864	0.42497	0.34187	0.47303	0.34399	0.38333	0.50681	0.2146	0.30175	0.21399	0.41502	0.43111	0.34228	0.48803	0.17523	0.38232	0.25172	0.3837	0.25337	0.41296	0.43174	0.33553	0.20437	0.42942	0.28481	0.31781	0.26356	0.32411	0.099937	0.29022	0.06311	0.13368	0.4381	0.36695	0.44533	0.47599	0.33426	0.32162	0.2308	0.46982
0.39368	0.33837	0.44676	0.29712	0.58068	0.5076	0.3343	0.41782	0.33774	0.56559	0.55927	0.58439	0.57879	0.66774	0.31232	0.24127	0.60824	0.34459	0.20953	0.44035	1	0.31409	0.11171	0.1706	0.8397	0.31662	0.067596	0.056702	0.29851	0.25155	0.23431	0.093482	0.35732	0.26381	0.12076	0.32999	0.32865	0.21274	0.29919	0.4595	0.37039	0.46744	0.32257	0.25225	0.6035	0.45126	0.69399	0.23426	0.23716	0.28688	0.30103	0.29439	0.15186	0.20841	0.25842	0.26037	0.11199	0.21348	0.13055	0.38509	0.31242	0.5292	0.20055	0.20886	0.21816	0.18291	0.4219	0.31216	0.21527	0.22889	0.20081	0.20268	0.23063	0.25	0.15333	0.22249	0.16308	0.16296	0.31235	0.27713	0.28783	0.23079	0.16871	0.10778	0.1919	0.12949	0.10478	0.20033	0.051227	0.15904	0.045011	0.26808	0.1542	0.15037	0.28968	0.066492	0.11111	0.080046	0.1426	0.049538	0.10532	0.16192	0.1249	0.052829	0.28779	0.33117	0.69188	0.35869	0.73474	0.098722	0.60278	0.013662	0.14899	0.56909	0.16114	0.44278	0.56759	0.37598	0.61258	0.18566	0.62258
0.65424	0.63541	0.63875	0.45753	0.55058	0.68865	0.59676	0.4313	0.76115	0.51458	0.46812	0.35963	0.50625	0.30835	0.72306	0.76598	0.51675	0.54207	0.89618	0.87327	0.31409	1	0.7308	0.77239	0.36836	0.87537	0.65189	0.018201	0.75737	0.066122	0.77562	0.055063	0.15304	0.7618	0.78795	0.14545	0.58725	0.28896	0.52944	0.70683	0.78681	0.72494	0.51984	0.75944	0.6552	0.79564	0.53455	0.44687	0.13968	0.23992	0.35665	0.2928	0.26056	0.34919	0.43089	0.45832	0.17122	0.38277	0.22676	0.5736	0.50046	0.62328	0.27482	0.24934	0.41913	0.18927	0.33846	0.43431	0.37536	0.38133	0.46917	0.34975	0.38116	0.41778	0.3802	0.37363	0.41045	0.37163	0.39491	0.3328	0.292	0.47271	0.34866	0.2302	0.34123	0.23453	0.32578	0.39605	0.17344	0.35918	0.16836	0.27579	0.42012	0.27029	0.34287	0.16555	0.27906	0.16209	0.33107	0.20128	0.30776	0.28268	0.26101	0.11338	0.28446	0.25204	0.26094	0.22902	0.2127	0.10555	0.17055	0.027072	0.12679	0.24743	0.22821	0.36703	0.28737	0.28533	0.21732	0.23477	0.28136
0.38963	0.39281	0.36125	0.23625	0.24518	0.40788	0.35475	0.18718	0.36658	0.18127	0.24385	0.12237	0.22158	0.1019	0.56858	0.49662	0.20031	0.26568	0.87418	0.57669	0.11171	0.7308	1	0.78019	0.11231	0.59967	0.90453	0.0036849	0.50011	0.010249	0.59312	0.012911	0.046757	0.52443	0.89635	0.027229	0.48316	0.12379	0.2453	0.42953	0.53501	0.36899	0.28518	0.58762	0.33556	0.48899	0.19986	0.2465	0.029798	0.068476	0.13829	0.10277	0.099192	0.15096	0.21892	0.19767	0.070389	0.16608	0.080797	0.25897	0.20687	0.25129	0.10134	0.086048	0.22127	0.057669	0.10081	0.18481	0.18719	0.16413	0.27158	0.15219	0.18776	0.17301	0.17046	0.16699	0.23724	0.2186	0.15506	0.12106	0.083472	0.21415	0.14834	0.091297	0.13774	0.091768	0.19078	0.15243	0.075335	0.16033	0.081827	0.086441	0.2067	0.083833	0.12249	0.04244	0.12343	0.055336	0.15867	0.1003	0.16051	0.10533	0.11081	0.046295	0.081952	0.061506	0.070344	0.054743	0.065476	0.018877	0.056822	0.01092	0.023025	0.094315	0.082457	0.14778	0.090846	0.076016	0.071826	0.065933	0.091069
0.49087	0.61333	0.56649	0.51273	0.44811	0.58625	0.63541	0.42349	0.47299	0.337	0.44149	0.20552	0.32829	0.13297	0.6235	0.62775	0.38345	0.5616	0.7424	0.8009	0.1706	0.77239	0.78019	1	0.18303	0.83942	0.65505	0.0025551	0.81539	0.014315	0.89441	0.054118	0.13667	0.82492	0.81615	0.039797	0.71786	0.34748	0.50932	0.64818	0.67494	0.58115	0.5722	0.64292	0.43644	0.60871	0.32453	0.47576	0.10366	0.20838	0.34178	0.27284	0.27263	0.38612	0.4901	0.43582	0.22906	0.38347	0.23999	0.48378	0.44451	0.44201	0.27423	0.2454	0.32814	0.17038	0.2529	0.41514	0.4512	0.37469	0.51821	0.36597	0.45044	0.3844	0.39384	0.39757	0.4881	0.4791	0.30845	0.28262	0.22084	0.41143	0.31058	0.24906	0.32771	0.24485	0.33887	0.34058	0.17624	0.19248	0.18555	0.22324	0.3193	0.19511	0.28313	0.10376	0.29572	0.16871	0.28353	0.22499	0.34588	0.28375	0.24704	0.15946	0.21414	0.11137	0.11766	0.090637	0.10572	0.035977	0.094564	0.053146	0.044694	0.18518	0.23805	0.20578	0.20436	0.13212	0.11782	0.10691	0.19571
0.54899	0.46362	0.57666	0.39109	0.65138	0.59915	0.43814	0.49821	0.47887	0.78719	0.51987	0.82064	0.76173	0.85023	0.38783	0.3718	0.78161	0.44992	0.24145	0.46129	0.8397	0.36836	0.11231	0.18303	1	0.38705	0.071452	0.083038	0.35742	0.39476	0.25724	0.13629	0.35168	0.29354	0.12514	0.52929	0.33385	0.29664	0.42925	0.55027	0.4801	0.61301	0.42438	0.33786	0.70281	0.53813	0.85612	0.32606	0.33799	0.37825	0.39492	0.38831	0.22869	0.28702	0.33587	0.39996	0.14031	0.33922	0.22285	0.55395	0.45248	0.68841	0.29436	0.29762	0.32843	0.26625	0.54377	0.4341	0.28801	0.32996	0.28094	0.30349	0.30388	0.36512	0.27393	0.30951	0.24363	0.21167	0.45035	0.39406	0.42538	0.37112	0.26075	0.18958	0.31098	0.22604	0.17534	0.33586	0.11089	0.29487	0.091643	0.41746	0.27033	0.26554	0.44394	0.17304	0.19648	0.14823	0.24375	0.099217	0.1716	0.25149	0.23571	0.087957	0.38135	0.51416	0.80449	0.50889	0.64193	0.21994	0.48059	0.02414	0.27236	0.52227	0.2497	0.5197	0.67992	0.5239	0.62071	0.35799	0.66036
0.6967	0.77308	0.76173	0.62371	0.62147	0.76246	0.76188	0.55734	0.66948	0.57949	0.51269	0.41815	0.56186	0.30101	0.75097	0.7766	0.62678	0.72051	0.74386	0.90034	0.31662	0.87537	0.59967	0.83942	0.38705	1	0.48278	0.010782	0.89557	0.053064	0.86361	0.088183	0.20503	0.80957	0.63186	0.1235	0.70263	0.45577	0.67259	0.79827	0.81638	0.79	0.70239	0.73049	0.63288	0.78311	0.55574	0.57484	0.20621	0.33988	0.47455	0.39776	0.34716	0.47972	0.58094	0.59551	0.25125	0.51778	0.33542	0.67125	0.60009	0.65423	0.38251	0.34946	0.44112	0.25075	0.42466	0.57254	0.52834	0.48676	0.56624	0.47406	0.52605	0.51712	0.53313	0.49728	0.54725	0.48653	0.45876	0.41575	0.37276	0.56488	0.39445	0.32709	0.45269	0.32525	0.38358	0.47873	0.2233	0.2832	0.21244	0.35994	0.40638	0.28762	0.43632	0.20464	0.37155	0.23225	0.36305	0.24896	0.37783	0.38192	0.33986	0.18427	0.32977	0.21058	0.28529	0.1746	0.21066	0.082632	0.1677	0.05529	0.098369	0.28515	0.32423	0.28533	0.35583	0.23078	0.23847	0.19233	0.33922
0.25005	0.25131	0.22691	0.15035	0.16002	0.26094	0.22831	0.11973	0.32316	0.12432	0.15184	0.070603	0.1342	0.061642	0.38596	0.37799	0.12768	0.18053	0.75567	0.44997	0.067596	0.65189	0.90453	0.65505	0.071452	0.48278	1	0.003092	0.40318	0.0079285	0.50919	0.0076925	0.026967	0.44377	0.90668	0.020962	0.29919	0.077382	0.17118	0.28516	0.37368	0.25894	0.18108	0.42172	0.22005	0.34853	0.13295	0.15414	0.019431	0.046552	0.089236	0.064476	0.072289	0.105	0.1421	0.13759	0.049053	0.10954	0.057143	0.17699	0.15354	0.18566	0.065556	0.055734	0.14134	0.037113	0.06978	0.11963	0.12153	0.10992	0.18245	0.099385	0.12114	0.12007	0.12077	0.11108	0.15481	0.14457	0.09932	0.077781	0.060364	0.14659	0.11259	0.062922	0.092659	0.060052	0.12599	0.11395	0.052657	0.12478	0.056988	0.055126	0.15616	0.069704	0.078107	0.038495	0.086522	0.039291	0.10734	0.075659	0.11476	0.077969	0.070655	0.03009	0.06316	0.050563	0.048724	0.043378	0.04206	0.017736	0.035169	0.0060189	0.020745	0.057767	0.053468	0.10284	0.056371	0.060981	0.045428	0.054745	0.053166
0.026468	0.0088373	0.013155	0.0031733	0.012912	0.015684	0.0054401	0.0050907	0.024632	0.026166	0.0064269	0.061767	0.048347	0.16957	0.014778	0.012909	0.020359	0.0047412	0.013417	0.01079	0.056702	0.018201	0.0036849	0.0025551	0.083038	0.010782	0.003092	1	0.0061807	0.43569	0.0036906	0.00037616	0.0018264	0.0035059	0.0031128	0.30535	0.0033629	0.0015163	0.0045817	0.012623	0.016266	0.01706	0.0045576	0.011543	0.031577	0.021976	0.038599	0.0026273	0.0042667	0.0039528	0.0031681	0.0030634	0.0011989	0.0017215	0.0020583	0.0044214	0.00028168	0.0030461	0.0012558	0.01043	0.0059631	0.019677	0.0019687	0.0018892	0.0053671	0.0015427	0.0095857	0.0043996	0.0015024	0.0024786	0.00205	0.0021027	0.0017404	0.0035139	0.002526	0.0020059	0.0014988	0.00086305	0.0063074	0.0039517	0.0067713	0.0049891	0.0019082	0.001027	0.0026166	0.0012587	0.0012426	0.003863	0.0005658	0.013302	0.00037925	0.0050347	0.0038103	0.0032202	0.0059991	0.0076436	0.0012173	0.00069562	0.0024844	0.00047692	0.00084494	0.0018863	0.0019324	0.00017826	0.0045317	0.03416	0.13153	0.038357	0.052992	0.022561	0.024177	1.4945e-05	0.020427	0.0093974	0.0013163	0.018069	0.016252	0.025406	0.04066	0.020657	0.012769
0.58085	0.72729	0.70426	0.75822	0.70936	0.72089	0.81045	0.70094	0.56072	0.59906	0.59799	0.3622	0.46981	0.24514	0.6084	0.65928	0.63595	0.81533	0.57838	0.903	0.29851	0.75737	0.50011	0.81539	0.35742	0.89557	0.40318	0.0061807	1	0.045861	0.94422	0.15199	0.28973	0.89699	0.57513	0.10256	0.72482	0.58017	0.73372	0.80828	0.74065	0.78252	0.7623	0.58333	0.52801	0.64134	0.49994	0.59424	0.26105	0.4438	0.57109	0.48511	0.48458	0.62901	0.68779	0.69718	0.37986	0.61301	0.47069	0.73346	0.72219	0.68413	0.48064	0.45676	0.38754	0.34328	0.50389	0.64572	0.65165	0.57447	0.65157	0.57175	0.6534	0.59426	0.57242	0.58406	0.6123	0.60545	0.45669	0.46	0.48001	0.58928	0.41562	0.44589	0.53943	0.41476	0.42103	0.5653	0.26872	0.25716	0.27292	0.44023	0.41574	0.36686	0.51777	0.25503	0.48364	0.33766	0.3973	0.3426	0.49513	0.54599	0.38807	0.29029	0.4216	0.238	0.26661	0.1968	0.25185	0.09054	0.22776	0.10336	0.10972	0.39994	0.42756	0.33828	0.46907	0.26272	0.28375	0.2123	0.40821
0.10147	0.055571	0.079028	0.041139	0.11398	0.08451	0.04741	0.067752	0.12252	0.20723	0.061524	0.27914	0.19325	0.44684	0.048859	0.060807	0.15997	0.05423	0.034463	0.063426	0.25155	0.066122	0.010249	0.014315	0.39476	0.053064	0.0079285	0.43569	0.045861	1	0.027269	0.019438	0.044502	0.030562	0.012315	0.83639	0.023692	0.028462	0.054174	0.075254	0.07176	0.1088	0.04398	0.04348	0.13492	0.087894	0.21834	0.028384	0.086081	0.072948	0.050179	0.051971	0.027432	0.031385	0.030222	0.057361	0.010154	0.04326	0.02951	0.096524	0.076022	0.15639	0.036858	0.039094	0.038149	0.038595	0.12794	0.055931	0.024972	0.03799	0.025509	0.033709	0.028259	0.048701	0.033166	0.031721	0.01973	0.014623	0.065405	0.055364	0.10467	0.05262	0.02866	0.022466	0.040569	0.02568	0.015137	0.055772	0.011506	0.074887	0.0081952	0.07913	0.03866	0.059003	0.078617	0.086562	0.022502	0.019398	0.029491	0.010054	0.015695	0.038124	0.02869	0.0066905	0.081805	0.289	0.47875	0.30643	0.28358	0.20337	0.1696	0.0011226	0.21004	0.10143	0.029366	0.13801	0.18038	0.23039	0.2274	0.1655	0.13801
