Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AOBgl	OlfactoryAreas_AOBgr	OlfactoryAreas_AOBmi	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_DgmoInf	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_AV	Thalamus_LD	Thalamus_LP	Thalamus_Others	Thalamus_PO	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Thalamus_VPMpc	Hypothalamus_LHA	Hypothalamus_LM	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPN	Midbrain_PPT	Midbrain_RN	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_NLL	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Pons_V	Medulla_AMB	Medulla_CU	Medulla_ECU	Medulla_IRN	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MDRN	Medulla_MV	Medulla_MX	Medulla_PARN	Medulla_PGRNl	Medulla_SOL	Medulla_SPIV	Medulla_SPVC	Medulla_SPVI	Medulla_SPVO	Medulla_SUV	Medulla_VII	Cerebellum_ANcr1gr	Cerebellum_ANcr1mo	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT2gr	Cerebellum_CENT2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_COPYgr	Cerebellum_COPYmo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PRMgr	Cerebellum_PRMmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUgr	Cerebellum_UVUmo
0.12043	0.24094	0.17904	0.19908	0.41751	0.57946	0.21915	0.28848	0.85922	0.96972	1	0.39451	0.22052	0.79765	0.80127	0.76043	0.73422	0.7946	0.40088	0.3498	0.64707	0.37079	0.14181	0.81984	0.052081	0.41466	0.33104	0.74683	0.27308	0.38016	0.61526	0.7076	0.65826	0.35965	0.63318	0.51869	0.054356	0.045265	0.58892	0.71973	0.55608	0.5913	0.31581	0.35659	0.3041	0.58758	0.36358	0.43636	0.4414	0.4564	0.75504	0.022882	0.11473	0.49717	0.42611	0.30974	0.74202	0.3968	0.53649	0.47166	0.44646	0.60336	0.54731	0.68628	0.84256	0.63724	0.48114	0.61758	0.64815	0.63384	0.66126	0.45213	0.1803	0.49194	0.42325	0.42357	0.49572	0.57729	0.39944	0.5234	0.66112	0.34823	0.51607	0.52603	0.39572	0.46251	0.59049	0.47759	0.53154	0.49885	0.47111	0.59803	0.46085	0.54736	0.3568	0.35446	0.72389	0.44133	0.60215	0.76137	0.47298	0.3227	0.593	0.25992	0.27344	0.49107	0.2395	0.6948	0.39614	0.28903	0.62163	0.18823	0.47967	0.2654	0.067676	0.099159	0.14776	0.029918	0.047583	0.056059	0.098465	0.13057	0.2087	0.00048348	0.00089263	0.11804	0.21893	0.33763	0.51977	0.44091	0.30563	0.44405	0.14556	0.39897	0.54766	0.028159	0.04304	0.38214	0.50653	0.0004995	0.0010522	0.0010917	0.19338
0.36782	0.43119	0.46809	0.53459	0.55137	0.51432	0.45634	0.45821	0.51311	0.44948	0.39451	1	0.88967	0.38229	0.52971	0.62419	0.53408	0.65407	0.96422	0.90169	0.7499	0.88524	0.73168	0.64629	0.53529	0.75863	0.66801	0.43046	0.62298	0.65785	0.70248	0.59979	0.49814	0.75915	0.39585	0.34798	0.44446	0.41197	0.7058	0.60959	0.65476	0.57376	0.56491	0.63939	0.48492	0.50274	0.63788	0.61961	0.65635	0.47008	0.3077	0.0071367	0.05818	0.23539	0.14303	0.68013	0.62144	0.72172	0.7364	0.60402	0.78173	0.22491	0.30979	0.59301	0.50557	0.58954	0.63057	0.27707	0.32356	0.27201	0.40968	0.35886	0.18881	0.1972	0.18951	0.20063	0.26299	0.26579	0.16911	0.24689	0.27051	0.14765	0.23559	0.19301	0.16236	0.20436	0.30614	0.2097	0.28532	0.1757	0.25799	0.41274	0.17961	0.19821	0.14906	0.13362	0.36633	0.22843	0.16066	0.19487	0.21826	0.10723	0.33849	0.15372	0.15863	0.16042	0.1665	0.42178	0.20157	0.15424	0.18363	0.1453	0.19114	0.23556	0.071305	0.064764	0.056871	0.020928	0.01772	0.043174	0.045883	0.11085	0.1069	0.00034217	0.00038239	0.11869	0.098502	0.28386	0.22412	0.086891	0.22107	0.20292	0.04569	0.2665	0.23098	0.019743	0.017482	0.25994	0.24548	0.00035247	0.00037929	0.00064287	0.12621
0.44593	0.44054	0.52743	0.58499	0.47708	0.39618	0.48027	0.43529	0.35423	0.25939	0.22052	0.88967	1	0.21094	0.39935	0.48985	0.4291	0.45783	0.8752	0.93989	0.60974	0.72315	0.66797	0.46134	0.6396	0.52613	0.51239	0.33114	0.49685	0.41372	0.58704	0.33714	0.40799	0.53789	0.29659	0.26962	0.46931	0.44502	0.48735	0.48995	0.52113	0.46168	0.50686	0.57526	0.44249	0.35614	0.58168	0.54159	0.55712	0.40623	0.19035	0.0050434	0.043222	0.15531	0.08491	0.64439	0.44557	0.68337	0.64006	0.48559	0.6677	0.15493	0.24445	0.39988	0.31515	0.45413	0.49998	0.19091	0.22962	0.18432	0.29702	0.34176	0.19798	0.13968	0.135	0.1406	0.18854	0.19871	0.12171	0.16595	0.16616	0.10714	0.16591	0.12853	0.11561	0.1417	0.19717	0.14565	0.20602	0.11453	0.20194	0.33588	0.13089	0.13863	0.11879	0.094221	0.26252	0.1775	0.096062	0.096246	0.16711	0.081107	0.26567	0.13481	0.13975	0.1147	0.15184	0.29807	0.1635	0.13219	0.11498	0.15108	0.14109	0.23587	0.082597	0.044287	0.033261	0.015043	0.010842	0.032602	0.029377	0.08184	0.066516	0.0002621	0.00025186	0.091696	0.059147	0.20086	0.13041	0.049098	0.15054	0.12389	0.033775	0.17515	0.1325	0.013878	0.01056	0.16806	0.14775	0.00027821	0.00024302	0.00052143	0.085921
0.054496	0.11599	0.089909	0.10688	0.24417	0.34245	0.10927	0.15402	0.66992	0.88913	0.79765	0.38229	0.21094	1	0.65028	0.66216	0.60429	0.812	0.33232	0.31575	0.46091	0.30539	0.13776	0.69901	0.051512	0.50363	0.47752	0.56779	0.42293	0.45435	0.4051	0.73424	0.39501	0.43896	0.70819	0.63968	0.097109	0.082293	0.41722	0.55371	0.35831	0.38278	0.19444	0.25156	0.16457	0.40963	0.24623	0.35431	0.33965	0.41736	0.63387	0.026474	0.1306	0.5013	0.39797	0.26517	0.68972	0.41938	0.47703	0.38162	0.49934	0.33674	0.33784	0.76949	0.756	0.64943	0.58849	0.5335	0.45384	0.5434	0.6453	0.29628	0.16258	0.39404	0.40084	0.42134	0.43238	0.45096	0.35369	0.52004	0.54196	0.33559	0.47704	0.50768	0.39355	0.41763	0.57034	0.50235	0.42339	0.42597	0.38621	0.53964	0.33745	0.3981	0.27704	0.28816	0.60347	0.34412	0.31974	0.62327	0.30083	0.1963	0.45997	0.19766	0.16128	0.2886	0.15275	0.53954	0.25106	0.17904	0.35561	0.10731	0.32977	0.15354	0.039957	0.072981	0.084756	0.023146	0.025043	0.043685	0.062556	0.10058	0.13174	0.00034363	0.00045052	0.092796	0.14029	0.2848	0.3601	0.20025	0.27617	0.29713	0.073308	0.33896	0.38658	0.022594	0.02442	0.33823	0.35022	0.00031914	0.00050509	0.00070061	0.16477
0.2394	0.3817	0.32535	0.34329	0.54353	0.6776	0.35664	0.4125	0.95293	0.81768	0.80127	0.52971	0.39935	0.65028	1	0.96722	0.9791	0.84381	0.56074	0.58901	0.78003	0.44631	0.1858	0.90142	0.095673	0.39166	0.35821	0.92173	0.30789	0.3106	0.79731	0.53294	0.86307	0.34409	0.7666	0.65142	0.08344	0.07117	0.58813	0.92106	0.62502	0.68531	0.42797	0.48643	0.43229	0.60655	0.50299	0.5784	0.55956	0.62315	0.79723	0.035369	0.17198	0.59652	0.44843	0.42002	0.79209	0.58216	0.72006	0.52389	0.5604	0.6547	0.71005	0.6624	0.75782	0.74459	0.55301	0.77179	0.80103	0.77352	0.8629	0.72846	0.37803	0.65851	0.59084	0.5738	0.67611	0.79691	0.5722	0.65657	0.70891	0.50596	0.69239	0.65898	0.55647	0.62073	0.67934	0.62634	0.72377	0.6189	0.69473	0.86368	0.6309	0.69824	0.55329	0.48447	0.88513	0.5747	0.58872	0.58223	0.63339	0.41333	0.75173	0.37948	0.42913	0.5894	0.38279	0.84374	0.56797	0.43932	0.65598	0.34443	0.61102	0.46832	0.14532	0.095738	0.11391	0.029537	0.036959	0.064749	0.090833	0.1451	0.17923	0.0004762	0.00069415	0.13854	0.18149	0.3781	0.44608	0.35516	0.32779	0.40686	0.16801	0.40423	0.46126	0.027028	0.032853	0.38393	0.45389	0.00051212	0.00078906	0.0015195	0.20397
0.25256	0.39093	0.34169	0.3695	0.5531	0.64699	0.37424	0.42994	0.89145	0.79228	0.76043	0.62419	0.48985	0.66216	0.96722	1	0.98175	0.91545	0.63246	0.68387	0.80823	0.50748	0.24094	0.90638	0.13277	0.49087	0.46832	0.89769	0.41612	0.39091	0.81857	0.58664	0.82849	0.44277	0.79895	0.70015	0.13077	0.11306	0.59355	0.93366	0.6421	0.69265	0.44567	0.52037	0.42814	0.59797	0.53449	0.62724	0.60092	0.65802	0.70555	0.031615	0.16306	0.54988	0.39966	0.4806	0.80335	0.66138	0.75748	0.56594	0.64994	0.54885	0.61726	0.70719	0.73616	0.77609	0.63601	0.6784	0.67372	0.67797	0.80772	0.70236	0.37056	0.56154	0.51773	0.5104	0.59551	0.69399	0.49028	0.58678	0.60262	0.44311	0.60729	0.57368	0.48982	0.53549	0.61171	0.56939	0.61874	0.51302	0.61506	0.82526	0.53109	0.58732	0.47824	0.40792	0.80218	0.51906	0.45622	0.4752	0.53301	0.35216	0.70238	0.35454	0.36768	0.49125	0.34043	0.73964	0.48456	0.37894	0.51796	0.31456	0.52162	0.42172	0.13362	0.086073	0.096168	0.027353	0.031574	0.060152	0.079146	0.13383	0.15701	0.00044768	0.00061126	0.12992	0.1574	0.34645	0.38135	0.27594	0.30093	0.35062	0.14036	0.37046	0.39579	0.02512	0.028392	0.34718	0.39231	0.00047444	0.00068258	0.0013172	0.18572
0.25098	0.3928	0.33717	0.35625	0.54	0.6444	0.37071	0.42301	0.8869	0.75435	0.73422	0.53408	0.4291	0.60429	0.9791	0.98175	1	0.84099	0.55624	0.62594	0.76949	0.42829	0.18404	0.8741	0.10158	0.38515	0.37118	0.93692	0.32709	0.29709	0.79517	0.48706	0.86026	0.34252	0.797	0.69529	0.093867	0.080545	0.53127	0.9209	0.61242	0.68128	0.4252	0.49194	0.42172	0.57804	0.50865	0.60109	0.56653	0.6569	0.71294	0.035062	0.17043	0.55408	0.41335	0.43563	0.7572	0.6098	0.71764	0.52238	0.57512	0.59728	0.66566	0.63711	0.69237	0.73617	0.5675	0.70889	0.71193	0.70928	0.8091	0.76476	0.40093	0.60444	0.54456	0.52782	0.61815	0.74825	0.525	0.59725	0.61	0.47188	0.63563	0.60493	0.51899	0.56237	0.60549	0.59168	0.64421	0.54683	0.65714	0.85359	0.58456	0.64399	0.53589	0.44367	0.82895	0.56405	0.50083	0.47786	0.59038	0.40595	0.74689	0.39462	0.41802	0.55742	0.38278	0.75225	0.54071	0.42905	0.56744	0.36415	0.57891	0.47449	0.15558	0.089731	0.10178	0.02888	0.034525	0.064046	0.084976	0.13836	0.16343	0.00049584	0.0006922	0.13323	0.16444	0.34779	0.3907	0.31252	0.30308	0.36215	0.16428	0.37198	0.4029	0.026292	0.030609	0.34596	0.40043	0.00053282	0.00078165	0.0015134	0.19149
0.1664	0.27824	0.23804	0.27297	0.44877	0.53198	0.27029	0.3327	0.82069	0.8454	0.7946	0.65407	0.45783	0.812	0.84381	0.91545	0.84099	1	0.61317	0.61872	0.72916	0.53111	0.28468	0.85381	0.14101	0.67544	0.64882	0.74539	0.58303	0.57336	0.69408	0.77764	0.64035	0.60972	0.76434	0.682	0.18446	0.15974	0.60063	0.82778	0.5632	0.58971	0.36219	0.44122	0.32356	0.53953	0.44874	0.5519	0.53707	0.56804	0.66632	0.026524	0.14747	0.52984	0.38042	0.44553	0.80661	0.63939	0.6952	0.54364	0.69334	0.42119	0.4589	0.80467	0.77446	0.77707	0.71101	0.58573	0.53541	0.58773	0.74806	0.49785	0.26857	0.45418	0.44516	0.45501	0.5075	0.5515	0.403	0.54459	0.55885	0.37475	0.52408	0.50951	0.4238	0.4577	0.59337	0.5181	0.51205	0.43021	0.48623	0.69888	0.40569	0.45948	0.35268	0.3233	0.70562	0.40142	0.35292	0.47649	0.38208	0.24583	0.56494	0.25788	0.23874	0.35277	0.2248	0.62871	0.33753	0.25367	0.40015	0.19232	0.3878	0.26553	0.076059	0.067786	0.077758	0.021085	0.023865	0.04524	0.0616	0.10383	0.12813	0.00030838	0.00041693	0.10013	0.12993	0.28972	0.33239	0.20621	0.25876	0.29587	0.093109	0.32135	0.3522	0.019771	0.021928	0.30656	0.33787	0.00031231	0.00046688	0.00084725	0.15351
0.48349	0.53885	0.58806	0.64899	0.6363	0.59817	0.56209	0.5436	0.55565	0.4364	0.40088	0.96422	0.8752	0.33232	0.56074	0.63246	0.55624	0.61317	1	0.90314	0.79734	0.91359	0.70373	0.65394	0.51976	0.64632	0.53348	0.45129	0.48156	0.556	0.7829	0.54386	0.57793	0.63986	0.35785	0.30078	0.32938	0.30341	0.77343	0.64414	0.70733	0.6181	0.64364	0.68839	0.59013	0.53898	0.69796	0.62412	0.67686	0.45468	0.33583	0.0074125	0.059468	0.24524	0.15152	0.65562	0.60206	0.66586	0.73235	0.58797	0.69468	0.27002	0.36344	0.52613	0.49508	0.55138	0.53606	0.30339	0.37967	0.29786	0.42829	0.40326	0.20469	0.22553	0.20783	0.21501	0.29566	0.30199	0.19138	0.26231	0.30479	0.16134	0.2578	0.20572	0.17415	0.22815	0.32588	0.21559	0.33312	0.19857	0.29002	0.43162	0.21048	0.23017	0.17099	0.15326	0.39488	0.24334	0.20436	0.20904	0.25929	0.12445	0.35498	0.16136	0.19253	0.19112	0.19388	0.475	0.23925	0.18298	0.22935	0.17384	0.2176	0.28572	0.085675	0.066268	0.062501	0.020408	0.019404	0.04451	0.050214	0.11521	0.11607	0.0003243	0.0003992	0.12288	0.10631	0.29694	0.24604	0.10725	0.22362	0.22617	0.054636	0.27343	0.25124	0.018971	0.018601	0.26583	0.27076	0.00034949	0.00040198	0.00073879	0.12847
0.46099	0.51579	0.56077	0.61197	0.58921	0.53614	0.54004	0.52215	0.52389	0.39613	0.3498	0.90169	0.93989	0.31575	0.58901	0.68387	0.62594	0.61872	0.90314	1	0.77972	0.71385	0.53671	0.62718	0.44807	0.55323	0.54753	0.51787	0.51767	0.42823	0.74339	0.42185	0.58712	0.54331	0.45562	0.41254	0.35224	0.32457	0.56966	0.69011	0.65682	0.62786	0.56652	0.64865	0.51684	0.47366	0.66515	0.66002	0.66018	0.55613	0.3074	0.0094273	0.068913	0.24285	0.14036	0.71816	0.61511	0.81104	0.80144	0.61399	0.77373	0.27482	0.39642	0.53883	0.4622	0.62646	0.62573	0.31312	0.36513	0.30445	0.4421	0.52413	0.28695	0.24126	0.22427	0.22843	0.29273	0.33263	0.20635	0.26424	0.26512	0.18359	0.27215	0.22318	0.19899	0.23294	0.29748	0.24127	0.31756	0.20044	0.32714	0.51003	0.23094	0.24585	0.2128	0.16707	0.41671	0.29606	0.17563	0.16847	0.28695	0.15638	0.42956	0.22736	0.23562	0.21475	0.2431	0.44292	0.27866	0.22785	0.20771	0.24513	0.25208	0.35634	0.12705	0.064908	0.055404	0.022199	0.018647	0.045457	0.046071	0.11038	0.10031	0.00040169	0.00043105	0.11867	0.092275	0.26446	0.2019	0.10066	0.20756	0.19264	0.066694	0.24365	0.20669	0.0203	0.017492	0.231	0.22215	0.00043105	0.00043818	0.00084422	0.12296
0.43932	0.62249	0.55919	0.60005	0.7883	0.83366	0.60722	0.66271	0.769	0.6606	0.64707	0.7499	0.60974	0.46091	0.78003	0.80823	0.76949	0.72916	0.79734	0.77972	1	0.64605	0.35113	0.81118	0.20916	0.5085	0.43681	0.73485	0.38086	0.42538	0.88034	0.56906	0.81367	0.47592	0.55842	0.47278	0.15089	0.13254	0.75083	0.86193	0.93374	0.93733	0.67029	0.72988	0.65766	0.74294	0.76038	0.76261	0.7822	0.68064	0.49237	0.013532	0.082166	0.32724	0.2209	0.72589	0.83218	0.74827	0.89098	0.80506	0.74478	0.58665	0.68258	0.69643	0.74679	0.77834	0.65686	0.47459	0.58332	0.47115	0.53936	0.67721	0.29164	0.38148	0.30826	0.30966	0.39437	0.49851	0.29349	0.36289	0.40986	0.25402	0.37968	0.33626	0.27571	0.33218	0.41205	0.32723	0.42051	0.33253	0.46365	0.6389	0.38722	0.42855	0.32583	0.27552	0.58985	0.502	0.4014	0.36893	0.52455	0.33263	0.68481	0.37334	0.41144	0.45542	0.39478	0.63776	0.49142	0.4035	0.4389	0.37341	0.4754	0.5179	0.17885	0.13981	0.16514	0.049011	0.061262	0.079786	0.11016	0.19005	0.23524	0.0010847	0.0016386	0.1892	0.22723	0.39798	0.43733	0.33204	0.33197	0.41431	0.17966	0.40371	0.45208	0.044739	0.054937	0.37966	0.45611	0.0011933	0.0018098	0.0018815	0.21736
0.3665	0.4002	0.44978	0.50879	0.49408	0.47568	0.42128	0.39897	0.46437	0.39766	0.37079	0.88524	0.72315	0.30539	0.44631	0.50748	0.42829	0.53111	0.91359	0.71385	0.64605	1	0.81307	0.59803	0.55437	0.68054	0.49092	0.3474	0.43716	0.6433	0.70928	0.59438	0.47989	0.69044	0.26798	0.21643	0.32158	0.29875	0.80317	0.51568	0.58179	0.46633	0.53511	0.54931	0.47011	0.44771	0.54087	0.46285	0.52799	0.29695	0.2804	0.0038833	0.036869	0.18931	0.12342	0.50414	0.48355	0.47272	0.54871	0.45927	0.54113	0.19106	0.24725	0.43675	0.42039	0.40311	0.40394	0.21974	0.30465	0.21832	0.33809	0.2668	0.10759	0.15437	0.14437	0.15083	0.22399	0.20773	0.13127	0.19658	0.28032	0.10471	0.18755	0.14496	0.11496	0.16638	0.26809	0.14854	0.28286	0.14285	0.18873	0.28952	0.13725	0.15612	0.10187	0.098581	0.30975	0.14506	0.17573	0.19753	0.16549	0.069683	0.22706	0.082707	0.10711	0.12212	0.10567	0.40568	0.14378	0.10101	0.18849	0.087414	0.13531	0.16256	0.038196	0.045672	0.043283	0.012401	0.01202	0.030066	0.034361	0.085554	0.088758	0.00015668	0.00020303	0.091125	0.080613	0.25025	0.20854	0.077685	0.17721	0.17847	0.028001	0.23115	0.21094	0.011798	0.012097	0.22725	0.23069	0.00016571	0.00019701	0.0003186	0.094632
0.24655	0.22573	0.29077	0.34633	0.26707	0.21829	0.25507	0.22761	0.1912	0.16294	0.14181	0.73168	0.66797	0.13776	0.1858	0.24094	0.18404	0.28468	0.70373	0.53671	0.35113	0.81307	1	0.27972	0.84299	0.60344	0.45229	0.1328	0.42695	0.58709	0.37009	0.37098	0.19774	0.65372	0.11579	0.097318	0.53496	0.5193	0.47648	0.24504	0.31179	0.22678	0.32359	0.34103	0.25923	0.2133	0.33098	0.26707	0.31405	0.14721	0.10086	0.0012067	0.01425	0.073185	0.040728	0.35852	0.24114	0.31652	0.31559	0.2696	0.38192	0.058276	0.086573	0.23938	0.18868	0.2081	0.25993	0.07741	0.10412	0.075666	0.14091	0.10516	0.048228	0.050463	0.051116	0.055904	0.083913	0.070203	0.044203	0.073997	0.097939	0.036113	0.066697	0.047878	0.039484	0.058133	0.10731	0.053571	0.10287	0.044976	0.068727	0.11989	0.042814	0.047651	0.032148	0.031337	0.11383	0.050116	0.046257	0.059225	0.052735	0.019433	0.083779	0.02913	0.035413	0.034074	0.037601	0.15696	0.046969	0.033027	0.051995	0.03117	0.04164	0.061751	0.014838	0.017078	0.013478	0.0046894	0.0035485	0.011622	0.011207	0.03512	0.030786	5.5648e-05	5.9151e-05	0.039828	0.026807	0.10692	0.070694	0.017996	0.072796	0.061565	0.0074257	0.092896	0.072033	0.0045182	0.0037183	0.092208	0.081499	5.7623e-05	5.3782e-05	0.0001049	0.036462
0.22862	0.35855	0.32068	0.3499	0.53024	0.64494	0.34452	0.38371	0.86524	0.86516	0.81984	0.64629	0.46134	0.69901	0.90142	0.90638	0.8741	0.85381	0.65394	0.62718	0.81118	0.59803	0.27972	1	0.14323	0.52208	0.43803	0.84474	0.38263	0.44854	0.84357	0.68123	0.81592	0.48139	0.72246	0.61143	0.12619	0.11008	0.6943	0.85279	0.70334	0.70116	0.46775	0.52699	0.4331	0.63438	0.5237	0.59335	0.59483	0.56901	0.63915	0.015383	0.096347	0.43278	0.33328	0.52065	0.84116	0.6133	0.75586	0.61953	0.64932	0.52454	0.5848	0.75208	0.81133	0.74746	0.62014	0.56021	0.69411	0.56614	0.69878	0.60062	0.22622	0.43022	0.38068	0.37816	0.48179	0.55414	0.35821	0.46807	0.61739	0.30249	0.48089	0.44532	0.34425	0.4181	0.53558	0.42404	0.58642	0.41935	0.46534	0.65341	0.40185	0.46734	0.3271	0.29288	0.75327	0.43011	0.49746	0.57558	0.45343	0.26262	0.6139	0.26486	0.28456	0.41008	0.26552	0.78795	0.39157	0.28711	0.52969	0.22372	0.42905	0.34093	0.08833	0.10592	0.11533	0.032023	0.036121	0.065123	0.085429	0.16236	0.19462	0.00049268	0.0006961	0.158	0.19265	0.42919	0.46318	0.29563	0.35279	0.39019	0.10737	0.45326	0.47402	0.030195	0.034769	0.43595	0.47635	0.0005033	0.00074363	0.00087362	0.20978
0.24362	0.17628	0.26358	0.30695	0.17285	0.12023	0.20922	0.16309	0.089021	0.063308	0.052081	0.53529	0.6396	0.051512	0.095673	0.13277	0.10158	0.14101	0.51976	0.44807	0.20916	0.55437	0.84299	0.14323	1	0.33644	0.27507	0.068256	0.27407	0.30057	0.2279	0.15413	0.11216	0.3826	0.05889	0.051379	0.54138	0.54598	0.25039	0.13706	0.18497	0.1307	0.22983	0.24221	0.18264	0.10982	0.23505	0.17736	0.20504	0.091542	0.040307	0.00052207	0.0068725	0.031586	0.015397	0.27124	0.12237	0.22833	0.20389	0.16213	0.25201	0.025067	0.044785	0.11559	0.080638	0.11304	0.15294	0.034525	0.048765	0.033067	0.068785	0.067488	0.034829	0.022617	0.023377	0.025433	0.039876	0.033593	0.020259	0.03246	0.039022	0.01659	0.030393	0.020018	0.017747	0.026052	0.046141	0.023882	0.049326	0.018533	0.035198	0.065413	0.019588	0.020808	0.015991	0.013913	0.053027	0.025389	0.016939	0.018378	0.02597	0.0089356	0.043229	0.016558	0.020356	0.014937	0.022979	0.075748	0.02463	0.018255	0.020119	0.021382	0.019391	0.042343	0.011838	0.0084283	0.0052458	0.0024425	0.0014312	0.0064394	0.0049077	0.019408	0.013332	3.108e-05	2.6524e-05	0.02353	0.011033	0.056522	0.027963	0.0059857	0.03629	0.025552	0.0033284	0.044461	0.02797	0.0023183	0.0015192	0.043592	0.033891	3.2882e-05	2.2678e-05	5.8188e-05	0.017924
0.11902	0.16927	0.16799	0.20987	0.28112	0.2891	0.17817	0.20732	0.39977	0.47327	0.41466	0.75863	0.52613	0.50363	0.39166	0.49087	0.38515	0.67544	0.64632	0.55323	0.5085	0.68054	0.60344	0.52208	0.33644	1	0.90167	0.31605	0.84788	0.96303	0.45786	0.82708	0.30356	0.98602	0.36891	0.3349	0.4864	0.4427	0.53067	0.46372	0.40607	0.35971	0.26389	0.3248	0.20574	0.31835	0.31999	0.35814	0.37895	0.28752	0.26578	0.0047427	0.039908	0.19524	0.11742	0.44676	0.54258	0.52506	0.50462	0.46188	0.66279	0.1476	0.1788	0.63144	0.49653	0.50239	0.61175	0.20296	0.21433	0.20157	0.32867	0.19721	0.085951	0.13714	0.14133	0.15329	0.18077	0.17575	0.11933	0.19931	0.2394	0.10905	0.17764	0.15816	0.12657	0.14896	0.25158	0.16798	0.20588	0.13161	0.15999	0.27751	0.11331	0.1305	0.091191	0.089001	0.29228	0.12964	0.11462	0.20206	0.11886	0.059656	0.21258	0.077156	0.069157	0.094442	0.068245	0.29956	0.10248	0.072532	0.12962	0.054666	0.11359	0.088869	0.021285	0.02974	0.029671	0.008673	0.0079194	0.01686	0.020556	0.047892	0.053559	0.00010253	0.0001214	0.049111	0.051923	0.14865	0.1411	0.058155	0.12264	0.11966	0.021516	0.15681	0.15162	0.0084137	0.0078587	0.154	0.14883	9.9129e-05	0.00012528	0.00017473	0.064099
0.085943	0.12525	0.12386	0.15641	0.21337	0.21535	0.13296	0.15961	0.33795	0.39939	0.33104	0.66801	0.51239	0.47752	0.35821	0.46832	0.37118	0.64882	0.53348	0.54753	0.43681	0.49092	0.45229	0.43803	0.27507	0.90167	1	0.30437	0.98644	0.7916	0.3643	0.6568	0.24911	0.87359	0.42452	0.41969	0.56363	0.51252	0.35382	0.43936	0.31972	0.30975	0.18716	0.25301	0.14303	0.23599	0.2532	0.31916	0.31361	0.29998	0.22417	0.0053721	0.041886	0.17966	0.096239	0.43991	0.52166	0.60097	0.50336	0.43888	0.71277	0.1275	0.16509	0.63957	0.44305	0.54212	0.70462	0.18905	0.1797	0.18535	0.31512	0.20769	0.10216	0.13098	0.14081	0.15206	0.16072	0.16971	0.11681	0.18854	0.19367	0.11486	0.17187	0.15909	0.13497	0.13877	0.21609	0.17435	0.17653	0.12096	0.15933	0.29235	0.10778	0.12052	0.0979	0.086373	0.27914	0.1324	0.082879	0.15269	0.10955	0.060623	0.21893	0.089083	0.067728	0.086464	0.067593	0.24906	0.098519	0.0734	0.099799	0.059211	0.1105	0.085953	0.023785	0.022492	0.020675	0.0071066	0.00565	0.012663	0.014211	0.034955	0.035845	8.6887e-05	8.7953e-05	0.036083	0.035194	0.10706	0.09555	0.043806	0.093391	0.083616	0.020338	0.11403	0.10452	0.0068148	0.0054688	0.111	0.10019	8.2517e-05	9.2623e-05	0.00014448	0.048768
