Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AOBgl	OlfactoryAreas_AOBgr	OlfactoryAreas_AOBmi	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_DgmoInf	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_AV	Thalamus_LD	Thalamus_LP	Thalamus_Others	Thalamus_PO	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Thalamus_VPMpc	Hypothalamus_LHA	Hypothalamus_LM	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPN	Midbrain_PPT	Midbrain_RN	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_NLL	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Pons_V	Medulla_AMB	Medulla_CU	Medulla_ECU	Medulla_IRN	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MDRN	Medulla_MV	Medulla_MX	Medulla_PARN	Medulla_PGRNl	Medulla_SOL	Medulla_SPIV	Medulla_SPVC	Medulla_SPVI	Medulla_SPVO	Medulla_SUV	Medulla_VII	Cerebellum_ANcr1gr	Cerebellum_ANcr1mo	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT2gr	Cerebellum_CENT2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_COPYgr	Cerebellum_COPYmo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PRMgr	Cerebellum_PRMmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUgr	Cerebellum_UVUmo
0.19844	0.33201	0.27166	0.284	0.46599	0.58806	0.30642	0.35392	0.81858	0.75307	0.74683	0.43046	0.33114	0.56779	0.92173	0.89769	0.93692	0.74539	0.45129	0.51787	0.73485	0.3474	0.1328	0.84474	0.068256	0.31605	0.30437	1	0.26495	0.24455	0.75176	0.44208	0.87289	0.27885	0.82022	0.72263	0.06473	0.054808	0.45168	0.90026	0.60159	0.69745	0.34682	0.40229	0.34964	0.51606	0.41819	0.51156	0.47595	0.59373	0.63122	0.021395	0.10766	0.4234	0.31387	0.43429	0.76481	0.56578	0.68894	0.55768	0.52862	0.69143	0.73976	0.63306	0.7167	0.72876	0.54214	0.62031	0.73276	0.62404	0.69075	0.84416	0.30158	0.53518	0.44166	0.4185	0.49297	0.68606	0.43095	0.47873	0.57746	0.37894	0.53967	0.5253	0.42815	0.45986	0.4789	0.4807	0.59073	0.4848	0.57191	0.75843	0.53129	0.59817	0.48733	0.37936	0.81991	0.55571	0.57174	0.51497	0.60485	0.4378	0.77482	0.39869	0.42138	0.60273	0.36779	0.74287	0.54806	0.43514	0.62561	0.36731	0.59848	0.46382	0.14495	0.089739	0.11174	0.028908	0.038809	0.053434	0.077386	0.12477	0.16248	0.00050419	0.00078838	0.11742	0.1656	0.30252	0.37968	0.41812	0.26259	0.34157	0.18536	0.33506	0.39455	0.026237	0.034057	0.30625	0.38189	0.00054095	0.00090999	0.0010472	0.16643
0.074518	0.10724	0.1078	0.1377	0.18363	0.1793	0.11543	0.13835	0.2807	0.33894	0.27308	0.62298	0.49685	0.42293	0.30789	0.41612	0.32709	0.58303	0.48156	0.51767	0.38086	0.43716	0.42695	0.38263	0.27407	0.84788	0.98644	0.26495	1	0.73483	0.31457	0.57246	0.20955	0.8331	0.3972	0.40443	0.62384	0.57229	0.29528	0.38309	0.27726	0.26887	0.16406	0.22777	0.12127	0.20252	0.22568	0.29525	0.28429	0.28138	0.18136	0.0047613	0.037115	0.15162	0.079331	0.415	0.45944	0.57548	0.45643	0.3979	0.682	0.10035	0.13502	0.5809	0.37659	0.49247	0.67708	0.1565	0.14295	0.15301	0.26794	0.18187	0.093775	0.10699	0.1174	0.12794	0.1329	0.14008	0.096115	0.15743	0.15199	0.096347	0.1431	0.13216	0.11346	0.11417	0.17859	0.14923	0.14123	0.097401	0.13413	0.25603	0.087693	0.097509	0.082251	0.070899	0.23137	0.11524	0.061247	0.11767	0.089633	0.050588	0.19113	0.080252	0.056825	0.069986	0.058587	0.20245	0.081768	0.061891	0.075413	0.051893	0.091948	0.07402	0.021489	0.02015	0.017064	0.0066542	0.0047772	0.011675	0.012118	0.031616	0.030172	8.6207e-05	7.9731e-05	0.033003	0.029506	0.094061	0.077865	0.033029	0.08296	0.068605	0.016791	0.099724	0.085077	0.0064074	0.0046967	0.096538	0.082159	8.0623e-05	8.2363e-05	0.00012903	0.043537
0.093713	0.13731	0.13426	0.17117	0.23932	0.24886	0.14467	0.1719	0.33187	0.42777	0.38016	0.65785	0.41372	0.45435	0.3106	0.39091	0.29709	0.57336	0.556	0.42823	0.42538	0.6433	0.58709	0.44854	0.30057	0.96303	0.7916	0.24455	0.73483	1	0.38506	0.83439	0.24296	0.96586	0.28148	0.24919	0.42397	0.38634	0.51326	0.36655	0.35397	0.2983	0.23194	0.27933	0.17598	0.28869	0.27073	0.29658	0.32508	0.22149	0.22176	0.0033751	0.029653	0.157	0.099447	0.36026	0.44911	0.39529	0.39521	0.38612	0.53618	0.11543	0.13368	0.53902	0.43278	0.39405	0.49087	0.15738	0.16786	0.15756	0.25518	0.13727	0.056127	0.10243	0.10494	0.1161	0.14066	0.12963	0.087721	0.15591	0.19872	0.078702	0.13416	0.11909	0.09162	0.11381	0.20876	0.12615	0.15872	0.10142	0.11677	0.20345	0.083515	0.098395	0.062983	0.066056	0.22302	0.096118	0.095464	0.18306	0.08854	0.043043	0.15868	0.053479	0.048721	0.071103	0.048431	0.24186	0.074329	0.051073	0.10497	0.036048	0.084363	0.061753	0.013648	0.02676	0.027835	0.0076344	0.0073294	0.014751	0.018854	0.04274	0.050546	8.9865e-05	0.00011352	0.043508	0.049054	0.13303	0.13203	0.0495	0.10913	0.10939	0.016119	0.14283	0.14195	0.0075253	0.007455	0.14096	0.13877	8.5755e-05	0.00011574	0.00013948	0.05691
0.45229	0.57856	0.55154	0.58003	0.68176	0.73427	0.5642	0.56587	0.76609	0.60533	0.61526	0.70248	0.58704	0.4051	0.79731	0.81857	0.79517	0.69408	0.7829	0.74339	0.88034	0.70928	0.37009	0.84357	0.2279	0.45786	0.3643	0.75176	0.31457	0.38506	1	0.52361	0.92334	0.43263	0.51175	0.41736	0.13012	0.11489	0.76106	0.87116	0.77221	0.74959	0.6009	0.61898	0.59843	0.61451	0.63751	0.60702	0.63068	0.50141	0.50836	0.010956	0.074524	0.32999	0.23544	0.54234	0.6734	0.56931	0.71578	0.58687	0.56054	0.50371	0.57963	0.53091	0.60137	0.58837	0.46875	0.44968	0.60556	0.4501	0.56238	0.66326	0.23657	0.36576	0.30406	0.29571	0.41364	0.48629	0.29523	0.35603	0.48295	0.23995	0.38314	0.32306	0.26139	0.33743	0.41519	0.30636	0.5141	0.31961	0.41843	0.57273	0.35801	0.40233	0.29576	0.24641	0.61143	0.36027	0.44583	0.35691	0.43483	0.24868	0.52895	0.23772	0.30876	0.38635	0.27961	0.67369	0.39058	0.2978	0.47501	0.27347	0.37935	0.40948	0.11389	0.079143	0.091374	0.023184	0.029823	0.051656	0.068884	0.12947	0.15605	0.00036156	0.00056696	0.12926	0.14849	0.33005	0.35144	0.262	0.25061	0.31653	0.10803	0.32812	0.35447	0.021104	0.027072	0.30416	0.37268	0.000407	0.00060938	0.00083136	0.14983
0.10051	0.17322	0.14991	0.18205	0.31694	0.38891	0.17058	0.21497	0.58783	0.74896	0.7076	0.59979	0.33714	0.73424	0.53294	0.58664	0.48706	0.77764	0.54386	0.42185	0.56906	0.59438	0.37098	0.68123	0.15413	0.82708	0.6568	0.44208	0.57246	0.83439	0.52361	1	0.41053	0.7723	0.45459	0.38543	0.19893	0.17364	0.64302	0.55432	0.47374	0.43731	0.27468	0.32294	0.22991	0.42991	0.31942	0.36435	0.39174	0.31447	0.45254	0.0076942	0.055468	0.29808	0.21416	0.37346	0.66551	0.44057	0.51008	0.48089	0.56822	0.27134	0.27658	0.73111	0.71389	0.56524	0.56726	0.32741	0.36175	0.33196	0.45404	0.24284	0.090788	0.22942	0.21991	0.23303	0.27714	0.27891	0.19271	0.30854	0.42514	0.16924	0.27844	0.26519	0.19777	0.24113	0.39002	0.25644	0.32593	0.23822	0.23496	0.3575	0.19399	0.23226	0.14344	0.15186	0.44508	0.19624	0.26033	0.44972	0.199	0.10624	0.3039	0.1057	0.10452	0.17728	0.095663	0.46327	0.16255	0.11076	0.27414	0.070171	0.19399	0.11479	0.024523	0.048587	0.060996	0.013429	0.016359	0.02531	0.038708	0.070779	0.099146	0.00015901	0.00024214	0.067968	0.10026	0.21898	0.27305	0.14631	0.1862	0.22227	0.041153	0.24744	0.29295	0.013067	0.015915	0.24522	0.27559	0.00015505	0.00026468	0.0002847	0.10162
0.37562	0.52723	0.4645	0.47081	0.62309	0.72876	0.49295	0.51114	0.81056	0.62457	0.65826	0.49814	0.40799	0.39501	0.86307	0.82849	0.86026	0.64035	0.57793	0.58712	0.81367	0.47989	0.19774	0.81592	0.11216	0.30356	0.24911	0.87289	0.20955	0.24296	0.92334	0.41053	1	0.27492	0.55951	0.45377	0.063265	0.054349	0.6045	0.8884	0.70603	0.74798	0.499	0.51529	0.53154	0.57951	0.54158	0.5409	0.54248	0.50847	0.57729	0.014843	0.085822	0.36368	0.27334	0.44472	0.65651	0.49455	0.65924	0.53052	0.45727	0.67021	0.72355	0.48587	0.60665	0.57939	0.40651	0.53894	0.7284	0.54163	0.60641	0.80301	0.27203	0.46907	0.37047	0.34759	0.47042	0.61326	0.37204	0.40575	0.55072	0.30362	0.45981	0.40766	0.33106	0.4057	0.43994	0.36779	0.59288	0.41032	0.51112	0.64899	0.47656	0.53405	0.40644	0.32406	0.71791	0.45461	0.60552	0.43003	0.57284	0.36627	0.6421	0.31135	0.41354	0.54794	0.3556	0.74071	0.51679	0.40343	0.63874	0.3638	0.51255	0.50344	0.14707	0.084266	0.10843	0.024979	0.037009	0.053374	0.078492	0.12857	0.16906	0.00041071	0.00071231	0.12405	0.16533	0.31671	0.38484	0.39337	0.249	0.35105	0.16357	0.32686	0.38917	0.022355	0.03212	0.29866	0.39881	0.00047206	0.00080622	0.0010426	0.15548
0.12105	0.16622	0.16934	0.21287	0.27065	0.26738	0.1774	0.202	0.3445	0.41576	0.35965	0.75915	0.53789	0.43896	0.34409	0.44277	0.34252	0.60972	0.63986	0.54331	0.47592	0.69044	0.65372	0.48139	0.3826	0.98602	0.87359	0.27885	0.8331	0.96586	0.43263	0.7723	0.27492	1	0.32651	0.29788	0.54037	0.49748	0.50543	0.41448	0.39109	0.33628	0.26567	0.32579	0.20171	0.3016	0.31672	0.35065	0.37323	0.2694	0.21856	0.0037446	0.032875	0.16122	0.097191	0.44501	0.48658	0.49507	0.46807	0.44099	0.63477	0.12142	0.15123	0.57175	0.43501	0.44817	0.57005	0.16663	0.17835	0.16543	0.27571	0.17353	0.074391	0.11	0.11313	0.12402	0.14951	0.1433	0.09494	0.16218	0.19396	0.08634	0.1436	0.12561	0.10004	0.12018	0.2092	0.13633	0.16845	0.10483	0.13211	0.23654	0.09121	0.10528	0.073047	0.071131	0.24114	0.11125	0.091983	0.16333	0.09933	0.04911	0.18387	0.066769	0.058917	0.077548	0.05993	0.25531	0.086143	0.061291	0.10405	0.047739	0.094218	0.078961	0.019159	0.028913	0.02729	0.008629	0.0074464	0.016675	0.019338	0.04738	0.050731	0.00010791	0.00012344	0.049248	0.048593	0.14232	0.12695	0.047573	0.11606	0.10765	0.01814	0.14849	0.1357	0.0084244	0.0075554	0.14495	0.13533	0.0001035	0.00012404	0.0001632	0.060952
0.095267	0.17457	0.14189	0.15811	0.30016	0.38212	0.1647	0.21125	0.64939	0.7165	0.63318	0.39585	0.29659	0.70819	0.7666	0.79895	0.797	0.76434	0.35785	0.45562	0.55842	0.26798	0.11579	0.72246	0.05889	0.36891	0.42452	0.82022	0.3972	0.28148	0.51175	0.45459	0.55951	0.32651	1	0.97673	0.10331	0.088195	0.31741	0.74109	0.42615	0.51293	0.22286	0.29556	0.2004	0.39196	0.29524	0.44623	0.38604	0.60324	0.53647	0.028512	0.12312	0.41733	0.28135	0.39789	0.74432	0.61771	0.63738	0.50646	0.60276	0.46237	0.5264	0.7337	0.68066	0.78364	0.68823	0.55969	0.52385	0.55863	0.64901	0.62538	0.29503	0.4705	0.43517	0.42944	0.43223	0.57301	0.40127	0.47523	0.44987	0.38887	0.51711	0.52748	0.44724	0.4277	0.44641	0.51358	0.45058	0.44267	0.51242	0.7165	0.44122	0.48537	0.44277	0.35401	0.68116	0.51555	0.32926	0.42814	0.46229	0.35567	0.6955	0.38206	0.31587	0.44483	0.29184	0.5714	0.42489	0.34497	0.39499	0.26864	0.50477	0.32217	0.11391	0.085887	0.0854	0.031006	0.029552	0.050627	0.06061	0.11433	0.12197	0.00059506	0.00066592	0.10804	0.1283	0.27056	0.29124	0.25201	0.26018	0.26352	0.13721	0.30946	0.30828	0.029028	0.027343	0.28848	0.29038	0.00058762	0.00074073	0.00093872	0.16423
0.072864	0.13596	0.11045	0.12475	0.24034	0.30097	0.12941	0.16908	0.52949	0.60769	0.51869	0.34798	0.26962	0.63968	0.65142	0.70015	0.69529	0.682	0.30078	0.41254	0.47278	0.21643	0.097318	0.61143	0.051379	0.3349	0.41969	0.72263	0.40443	0.24919	0.41736	0.38543	0.45377	0.29788	0.97673	1	0.10904	0.093453	0.24373	0.64274	0.35256	0.43626	0.17655	0.24542	0.15381	0.31787	0.24416	0.39462	0.33018	0.56674	0.43167	0.025728	0.10886	0.34979	0.22592	0.36769	0.66287	0.598	0.57536	0.45822	0.57801	0.37166	0.43872	0.68158	0.58492	0.73213	0.68065	0.46748	0.41499	0.46476	0.55291	0.56008	0.27404	0.38997	0.36764	0.36603	0.35168	0.4797	0.33362	0.39852	0.34996	0.3344	0.43471	0.45035	0.38782	0.35246	0.36353	0.44994	0.35527	0.36163	0.43746	0.63954	0.3645	0.39798	0.38419	0.29579	0.57197	0.46252	0.24101	0.33221	0.38463	0.31054	0.62704	0.36201	0.26986	0.36869	0.25573	0.45855	0.36027	0.29938	0.29727	0.24083	0.43344	0.27618	0.10479	0.07373	0.069107	0.0282	0.024602	0.043347	0.049049	0.096273	0.097653	0.000577	0.00059394	0.091411	0.10309	0.22049	0.22692	0.19537	0.21814	0.20703	0.11818	0.25445	0.24218	0.026472	0.022921	0.23542	0.22589	0.00055739	0.00065656	0.0008054	0.13867
0.05892	0.058433	0.077262	0.10121	0.083174	0.061853	0.070177	0.069241	0.071129	0.07606	0.054356	0.44446	0.46931	0.097109	0.08344	0.13077	0.093867	0.18446	0.32938	0.35224	0.15089	0.32158	0.53496	0.12619	0.54138	0.4864	0.56363	0.06473	0.62384	0.42397	0.13012	0.19893	0.063265	0.54037	0.10331	0.10904	1	0.99613	0.13485	0.11904	0.11573	0.093663	0.097943	0.13361	0.064649	0.072454	0.12623	0.14315	0.144	0.10378	0.035559	0.00076394	0.0083982	0.033176	0.014631	0.25047	0.14275	0.29094	0.19598	0.16496	0.34994	0.016888	0.030264	0.18636	0.094532	0.15761	0.27919	0.031775	0.031238	0.030352	0.068158	0.051096	0.031652	0.019488	0.023256	0.026743	0.031191	0.027904	0.018232	0.033382	0.029759	0.017899	0.029199	0.022785	0.020552	0.023064	0.042135	0.029502	0.032674	0.016669	0.030129	0.06726	0.015542	0.016664	0.01475	0.012443	0.049152	0.025412	0.0087781	0.017377	0.017996	0.0078373	0.044382	0.01836	0.012985	0.011046	0.015654	0.052276	0.017272	0.013236	0.011483	0.013887	0.01667	0.023022	0.0072389	0.006644	0.0036482	0.0023095	0.001009	0.0045372	0.0031429	0.012963	0.0083218	3.1847e-05	2.0123e-05	0.015242	0.0074023	0.037398	0.018478	0.0038093	0.029382	0.016565	0.0025309	0.033734	0.019608	0.0022711	0.0011056	0.03313	0.021274	2.9107e-05	1.7657e-05	3.6575e-05	0.014486
0.054561	0.052581	0.071191	0.093543	0.073854	0.053667	0.063789	0.061867	0.06022	0.064129	0.045265	0.41197	0.44502	0.082293	0.07117	0.11306	0.080545	0.15974	0.30341	0.32457	0.13254	0.29875	0.5193	0.11008	0.54598	0.4427	0.51252	0.054808	0.57229	0.38634	0.11489	0.17364	0.054349	0.49748	0.088195	0.093453	0.99613	1	0.12015	0.10222	0.10238	0.081413	0.089499	0.12204	0.058259	0.063484	0.1146	0.12881	0.12997	0.09118	0.029397	0.00061833	0.0070405	0.027752	0.012141	0.22881	0.1232	0.26155	0.17363	0.14571	0.31581	0.013684	0.025166	0.16176	0.080108	0.13635	0.24758	0.026298	0.026025	0.025089	0.057693	0.043468	0.027284	0.015898	0.019141	0.022137	0.026128	0.023001	0.014929	0.027746	0.024599	0.014621	0.024141	0.018584	0.016777	0.019038	0.035432	0.02441	0.027323	0.013543	0.025049	0.056972	0.012638	0.013544	0.011988	0.010097	0.040958	0.021234	0.0070389	0.014095	0.0148	0.0063001	0.03727	0.015364	0.010771	0.0089096	0.013229	0.044277	0.014252	0.010915	0.0092439	0.011698	0.013615	0.019692	0.0062072	0.0058306	0.0030668	0.0020409	0.00084898	0.00406	0.0027024	0.011621	0.0071941	2.8406e-05	1.732e-05	0.013809	0.0063432	0.033387	0.015709	0.0029981	0.025967	0.014055	0.0020291	0.029708	0.016614	0.0020132	0.0009427	0.029218	0.018224	2.5818e-05	1.4945e-05	3.1353e-05	0.012742
0.38292	0.51626	0.48588	0.53625	0.69151	0.74676	0.51087	0.55293	0.68172	0.58433	0.58892	0.7058	0.48735	0.41722	0.58813	0.59355	0.53127	0.60063	0.77343	0.56966	0.75083	0.80317	0.47648	0.6943	0.25039	0.53067	0.35382	0.45168	0.29528	0.51326	0.76106	0.64302	0.6045	0.50543	0.31741	0.24373	0.13485	0.12015	1	0.59751	0.7174	0.61104	0.68107	0.67156	0.64652	0.72522	0.67165	0.58985	0.67313	0.41246	0.49423	0.012663	0.085534	0.34938	0.27313	0.41068	0.56237	0.41343	0.55877	0.463	0.47157	0.34829	0.3837	0.4794	0.55996	0.45866	0.38151	0.3973	0.44722	0.40111	0.47208	0.32169	0.17597	0.29451	0.26189	0.27733	0.39354	0.36003	0.24462	0.3485	0.4163	0.19839	0.32344	0.26772	0.2096	0.30703	0.46722	0.26923	0.38307	0.27893	0.33458	0.42878	0.27747	0.317	0.19627	0.21238	0.41835	0.28763	0.32963	0.35954	0.3224	0.16534	0.37592	0.16488	0.21528	0.26828	0.21371	0.54258	0.28087	0.20541	0.34603	0.16063	0.278	0.27481	0.075384	0.11041	0.13121	0.03347	0.042892	0.077248	0.10808	0.18005	0.22863	0.00061162	0.00098143	0.17987	0.21645	0.43347	0.47168	0.20121	0.33996	0.42296	0.084268	0.42606	0.47721	0.031701	0.041408	0.41908	0.49884	0.00066462	0.0010178	0.0016025	0.21189
0.28397	0.41729	0.36623	0.38977	0.55979	0.65745	0.39597	0.44427	0.86539	0.72581	0.71973	0.60959	0.48995	0.55371	0.92106	0.93366	0.9209	0.82778	0.64414	0.69011	0.86193	0.51568	0.24504	0.85279	0.13706	0.46372	0.43936	0.90026	0.38309	0.36655	0.87116	0.55432	0.8884	0.41448	0.74109	0.64274	0.11904	0.10222	0.59751	1	0.68146	0.75192	0.42396	0.48123	0.42967	0.54637	0.50753	0.56238	0.54626	0.58361	0.64579	0.019787	0.10784	0.4354	0.28366	0.53241	0.82303	0.68138	0.7981	0.63758	0.64506	0.65712	0.7302	0.68794	0.75105	0.78249	0.61612	0.61727	0.72449	0.61282	0.72904	0.80806	0.32255	0.53762	0.45884	0.43996	0.52311	0.67529	0.44309	0.50089	0.59618	0.39033	0.55206	0.50726	0.4315	0.47558	0.51699	0.46795	0.62747	0.47754	0.5882	0.77427	0.51992	0.56764	0.47154	0.38038	0.80851	0.49522	0.52277	0.46293	0.57876	0.37687	0.7091	0.34818	0.40748	0.53216	0.34678	0.76874	0.52728	0.41612	0.58658	0.34934	0.54421	0.46112	0.14281	0.074212	0.090684	0.022508	0.029047	0.043172	0.061215	0.10769	0.13369	0.00034115	0.00050496	0.10402	0.13393	0.28137	0.33304	0.33288	0.23583	0.30874	0.15307	0.29773	0.34761	0.020299	0.025004	0.27711	0.34141	0.00037893	0.00058073	0.00086814	0.14146
0.47432	0.68271	0.60223	0.64265	0.84363	0.85938	0.66741	0.72334	0.62465	0.56379	0.55608	0.65476	0.52113	0.35831	0.62502	0.6421	0.61242	0.5632	0.70733	0.65682	0.93374	0.58179	0.31179	0.70334	0.18497	0.40607	0.31972	0.60159	0.27726	0.35397	0.77221	0.47374	0.70603	0.39109	0.42615	0.35256	0.11573	0.10238	0.7174	0.68146	1	0.95926	0.76297	0.80174	0.73848	0.80937	0.82008	0.79456	0.83271	0.66209	0.3662	0.0095658	0.058031	0.23299	0.1691	0.72935	0.71933	0.63629	0.79509	0.80381	0.65135	0.52323	0.60606	0.59046	0.65311	0.65488	0.55569	0.35717	0.46407	0.35664	0.37751	0.55558	0.2291	0.2778	0.20906	0.21371	0.28666	0.37017	0.19992	0.25407	0.28496	0.16912	0.26411	0.23093	0.18156	0.23292	0.30243	0.2271	0.28611	0.24099	0.35312	0.48813	0.29645	0.3332	0.23807	0.20569	0.42706	0.47562	0.33257	0.30234	0.46832	0.30638	0.61985	0.36699	0.39395	0.40891	0.40355	0.50408	0.44418	0.37666	0.35422	0.36576	0.42006	0.51549	0.19156	0.21663	0.25132	0.084805	0.10654	0.11974	0.1632	0.27338	0.33926	0.0025858	0.0040362	0.27345	0.32359	0.47288	0.50806	0.35272	0.39674	0.48597	0.20557	0.47572	0.51737	0.078166	0.098537	0.44538	0.53231	0.0028338	0.0043383	0.0030337	0.28264
0.41365	0.63301	0.52982	0.55937	0.79762	0.84412	0.60597	0.68479	0.6647	0.59472	0.5913	0.57376	0.46168	0.38278	0.68531	0.69265	0.68128	0.58971	0.6181	0.62786	0.93733	0.46633	0.22678	0.70116	0.1307	0.35971	0.30975	0.69745	0.26887	0.2983	0.74959	0.43731	0.74798	0.33628	0.51293	0.43626	0.093663	0.081413	0.61104	0.75192	0.95926	1	0.65608	0.71381	0.65564	0.76563	0.74526	0.77159	0.77511	0.72755	0.40707	0.012862	0.068684	0.2598	0.18243	0.7125	0.77054	0.67702	0.82905	0.82942	0.65905	0.64451	0.72829	0.62655	0.69914	0.7332	0.59735	0.41966	0.52086	0.41764	0.42124	0.68168	0.28212	0.34487	0.25526	0.25578	0.3209	0.4525	0.24675	0.29266	0.31047	0.21572	0.31559	0.28742	0.23219	0.27476	0.32314	0.27631	0.31748	0.29421	0.4304	0.57896	0.37429	0.41393	0.31967	0.26152	0.49737	0.58728	0.38388	0.33075	0.57999	0.42161	0.75584	0.48327	0.50155	0.5287	0.49389	0.53794	0.55955	0.49057	0.4171	0.47614	0.53844	0.61187	0.24655	0.21252	0.26075	0.085587	0.11354	0.11227	0.16032	0.25116	0.32252	0.0026843	0.004252	0.2462	0.31495	0.42609	0.49423	0.44299	0.37323	0.48493	0.28022	0.44229	0.5095	0.077724	0.10056	0.40846	0.50891	0.0029787	0.0047752	0.0033445	0.27123
0.7028	0.86225	0.82435	0.86325	0.92828	0.81982	0.87236	0.88816	0.44046	0.32133	0.31581	0.56491	0.50686	0.19444	0.42797	0.44567	0.4252	0.36219	0.64364	0.56652	0.67029	0.53511	0.32359	0.46775	0.22983	0.26389	0.18716	0.34682	0.16406	0.23194	0.6009	0.27468	0.499	0.26567	0.22286	0.17655	0.097943	0.089499	0.68107	0.42396	0.76297	0.65608	1	0.96979	0.96104	0.81359	0.96362	0.82644	0.89697	0.57272	0.27148	0.017315	0.092833	0.23064	0.19085	0.43679	0.37973	0.38619	0.49605	0.41693	0.39106	0.26548	0.33467	0.29092	0.32349	0.34576	0.29043	0.28104	0.2688	0.28049	0.27938	0.31819	0.28221	0.21319	0.17617	0.19082	0.2762	0.27081	0.16857	0.2181	0.16847	0.1427	0.20728	0.16573	0.14045	0.20281	0.27779	0.1899	0.18685	0.17702	0.29494	0.37191	0.23215	0.2512	0.18108	0.17689	0.23097	0.3699	0.17002	0.14379	0.33166	0.21164	0.40021	0.28439	0.32177	0.26909	0.38918	0.30875	0.33058	0.29182	0.18964	0.31841	0.28736	0.47308	0.22248	0.24489	0.2366	0.10734	0.11535	0.21852	0.24591	0.37939	0.3909	0.0046898	0.0064475	0.39678	0.35527	0.56061	0.48089	0.16912	0.46689	0.50025	0.16097	0.51557	0.46989	0.099727	0.11201	0.48334	0.52744	0.0052647	0.0063605	0.010067	0.37004
0.62227	0.80215	0.75827	0.80966	0.92086	0.81934	0.81542	0.8617	0.48349	0.37784	0.35659	0.63939	0.57526	0.25156	0.48643	0.52037	0.49194	0.44122	0.68839	0.64865	0.72988	0.54931	0.34103	0.52699	0.24221	0.3248	0.25301	0.40229	0.22777	0.27933	0.61898	0.32294	0.51529	0.32579	0.29556	0.24542	0.13361	0.12204	0.67156	0.48123	0.80174	0.71381	0.96979	1	0.89999	0.84747	0.98988	0.92543	0.97016	0.69787	0.30142	0.021649	0.11206	0.2671	0.21236	0.51827	0.45995	0.49262	0.58892	0.49451	0.49999	0.28405	0.3663	0.37485	0.38528	0.43987	0.39168	0.32191	0.28877	0.3201	0.32698	0.36235	0.33742	0.24191	0.20642	0.22535	0.30513	0.30691	0.19385	0.25465	0.18328	0.171	0.24055	0.199	0.17096	0.23055	0.31251	0.23242	0.2019	0.2022	0.33809	0.44438	0.2595	0.27959	0.21168	0.20215	0.26753	0.43701	0.16933	0.16043	0.36244	0.2409	0.47565	0.34825	0.35057	0.29322	0.4302	0.33561	0.3646	0.326	0.19396	0.35283	0.32696	0.50336	0.24719	0.2658	0.2446	0.12145	0.11918	0.23112	0.25027	0.39949	0.39648	0.0053663	0.0067516	0.41763	0.36493	0.59123	0.49383	0.17319	0.51257	0.5134	0.17605	0.55483	0.48892	0.11342	0.11638	0.52102	0.53757	0.0058377	0.0066834	0.010491	0.40428
