Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AOBgl	OlfactoryAreas_AOBgr	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_DgmoInf	Hippocampus_SUB	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_AV	Thalamus_LD	Thalamus_LP	Thalamus_PO	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Hypothalamus_LHA	Hypothalamus_LM	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPN	Midbrain_PPT	Midbrain_RN	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Pons_V	Medulla_AMB	Medulla_CU	Medulla_IRN	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MDRN	Medulla_MV	Medulla_PARN	Medulla_PGRNl	Medulla_SOL	Medulla_SPIV	Medulla_SPVC	Medulla_SPVI	Medulla_SUV	Medulla_VII	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT2gr	Cerebellum_CENT2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PRMgr	Cerebellum_PRMmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUgr	Cerebellum_UVUmo
0.34697	0.36855	0.4104	0.42789	0.47651	0.37581	0.41601	0.37164	0.28152	0.23252	0.52649	0.49068	0.19716	0.10561	0.14724	0.086385	0.27947	0.45817	0.44636	0.37114	0.60925	0.68217	0.26655	0.51492	0.73546	0.67492	0.099695	0.7427	1	0.0027038	0.69472	0.013057	0.96729	0.05296	0.047805	0.63273	0.54702	0.081127	0.48024	0.29871	0.38337	0.35342	0.55759	0.53779	0.47192	0.30632	0.50014	0.49572	0.5358	0.31536	0.059652	0.031458	0.10841	0.13555	0.089691	0.054192	0.11551	0.087641	0.13431	0.017727	0.028924	0.12888	0.076224	0.087008	0.21095	0.074361	0.040556	0.067348	0.14851	0.044217	0.1084	0.023211	0.033967	0.033065	0.073035	0.016162	0.022031	0.057736	0.025266	0.038195	0.016479	0.022458	0.03163	0.072882	0.044161	0.054843	0.024645	0.094223	0.015231	0.017949	0.019556	0.026877	0.01637	0.021954	0.054164	0.017554	0.026769	0.045211	0.05338	0.0095972	0.026176	0.021824	0.015852	0.054949	0.047472	0.015899	0.02269	0.026109	0.024156	0.17056	0.090387	0.1625	0.066107	0.16264	0.082723	0.16903	0.082911	0.1229	0.086759	0.019249	0.18077	0.098728	0.026644	0.13324	0.056797	0.16854	0.047007	0.14955	0.10035	0.19427	0.060524	0.16546	0.050482
0.0033065	0.0036623	0.0044347	0.0038529	0.0033584	0.0077221	0.004467	0.0016818	0.0036538	0.0067012	0.0018779	0.0022342	0.00060426	0.013596	0.024931	0.083043	0.0023744	0.002637	0.003808	0.0013675	0.014991	0.001486	0.035143	0.0012201	0.00058954	0.00055583	0.050699	0.0006678	0.0027038	1	0.0027413	0.54505	0.0033748	0.0079332	0.027578	0.0013472	0.00069623	0.14818	0.00017984	0.00083285	0.0015436	0.0020292	0.0075594	0.0062842	0.0017306	0.0029998	0.0028425	0.0092446	0.0048575	0.013754	0.00082894	0.00030411	0.00063237	0.0022107	0.002017	0.0001066	4.6916e-05	6.3509e-05	6.2649e-05	1.4945e-05	0.00017824	6.1322e-05	4.0392e-05	3.9312e-05	6.0217e-05	0.00192	0.018421	0.0013813	0.0020775	0.00054542	0.00022305	0.00050991	0.00028055	0.00034703	0.0014884	0.00041183	0.00034723	0.00012824	0.00035308	0.00023549	0.00016923	0.00025591	0.00037746	0.00027374	0.00085461	0.0013538	0.0004696	0.0014645	0.00066822	0.00049683	0.00148	0.00055737	0.00070311	0.00030444	0.0008786	0.00072766	0.00057101	0.0019476	0.00027321	0.00028484	0.0013479	0.00053186	0.00052017	0.00094892	0.00083753	0.00024289	0.0002809	0.00042213	0.00096717	0.0052774	0.00013779	0.010314	0.00020482	0.014951	0.00019879	0.016548	0.00026748	0.0070177	0.0003851	5.2822e-05	0.0047971	0.00028114	0.00020563	0.0060309	6.2927e-05	0.00097017	2.4923e-05	0.007856	0.00039013	0.009734	9.8641e-05	0.0017324	4.9579e-05
0.37774	0.41356	0.49332	0.50505	0.75735	0.66857	0.50076	0.66034	0.55985	0.47044	0.63558	0.61864	0.40923	0.30252	0.33401	0.18722	0.5646	0.56937	0.64205	0.6587	0.53112	0.42259	0.39759	0.27296	0.72752	0.70574	0.20951	0.75245	0.69472	0.0027413	1	0.022716	0.8163	0.14023	0.10418	0.30019	0.20765	0.13496	0.31129	0.60311	0.69183	0.60129	0.64092	0.56553	0.70649	0.61173	0.53127	0.54517	0.58034	0.36918	0.24028	0.1528	0.31651	0.37221	0.28841	0.19838	0.30054	0.26933	0.31893	0.099715	0.13684	0.33367	0.25643	0.25775	0.42024	0.25135	0.10714	0.2396	0.36146	0.14097	0.30044	0.1152	0.15882	0.14698	0.25276	0.077699	0.10946	0.22831	0.11822	0.168	0.086464	0.1108	0.14716	0.26878	0.17847	0.20001	0.11075	0.24597	0.074753	0.086501	0.08242	0.12716	0.081241	0.097419	0.19343	0.079335	0.12054	0.12513	0.18733	0.046737	0.11788	0.098992	0.073302	0.16399	0.18527	0.07094	0.098546	0.12788	0.1038	0.1927	0.28521	0.23095	0.23998	0.22028	0.28374	0.19308	0.28104	0.14003	0.2732	0.093643	0.2074	0.30687	0.13074	0.19179	0.20712	0.23241	0.16967	0.15111	0.28628	0.21932	0.23146	0.23183	0.18321
0.012816	0.015768	0.021691	0.018028	0.026022	0.051832	0.020893	0.01364	0.040384	0.066546	0.017787	0.016629	0.012675	0.13397	0.17095	0.40684	0.022738	0.018966	0.028898	0.015674	0.044988	0.0054377	0.182	0.0036146	0.0047679	0.0047955	0.33392	0.0059729	0.013057	0.54505	0.022716	1	0.017639	0.10028	0.18841	0.0051589	0.0025473	0.57088	0.0013184	0.0089653	0.016902	0.021482	0.036589	0.029982	0.013686	0.027513	0.016002	0.04774	0.027669	0.083269	0.017094	0.0086986	0.011953	0.03325	0.032657	0.0027763	0.0011084	0.0015611	0.0012495	0.00076637	0.0047999	0.0013756	0.0011316	0.0010607	0.0012742	0.031547	0.17009	0.024921	0.028605	0.012467	0.005033	0.01275	0.0081708	0.009209	0.021917	0.010114	0.0093701	0.0041701	0.010053	0.0064905	0.0054028	0.00787	0.0091064	0.0064211	0.018978	0.026677	0.010597	0.02456	0.015165	0.012495	0.029343	0.012876	0.015306	0.0077548	0.015602	0.014959	0.014407	0.02302	0.0067881	0.0062925	0.02901	0.011793	0.012367	0.016577	0.018683	0.0052056	0.0067176	0.011756	0.020301	0.028469	0.0036576	0.044451	0.0044011	0.060888	0.0047569	0.058352	0.0057038	0.025111	0.0073364	0.0023645	0.024803	0.0056953	0.0066707	0.025853	0.0020766	0.0080968	0.0008008	0.027553	0.006396	0.051686	0.0031948	0.010889	0.001552
0.4205	0.44311	0.49633	0.5135	0.5906	0.48819	0.50081	0.48655	0.36391	0.30329	0.59636	0.58026	0.23935	0.15523	0.20891	0.12083	0.37728	0.54409	0.54417	0.46661	0.66927	0.68366	0.3183	0.508	0.78938	0.73812	0.12754	0.79494	0.96729	0.0033748	0.8163	0.017639	1	0.069286	0.062094	0.57929	0.46512	0.10536	0.46551	0.39394	0.48202	0.44136	0.64431	0.60921	0.58208	0.39994	0.56666	0.56524	0.60696	0.36304	0.09264	0.050587	0.15129	0.18729	0.12966	0.083256	0.15921	0.12677	0.18407	0.028733	0.047663	0.17837	0.11177	0.12417	0.26668	0.11046	0.057812	0.10097	0.19751	0.06294	0.1476	0.038598	0.054214	0.052441	0.11292	0.026677	0.036435	0.084758	0.040468	0.060404	0.027353	0.036446	0.051676	0.10933	0.068307	0.082355	0.040355	0.13121	0.025576	0.029641	0.031084	0.044169	0.027788	0.035337	0.083238	0.029065	0.04272	0.068509	0.079319	0.01657	0.041538	0.035846	0.026031	0.081242	0.07165	0.02664	0.036588	0.042152	0.038793	0.1912	0.12292	0.20241	0.099115	0.20021	0.11907	0.19846	0.1202	0.14793	0.12356	0.029363	0.20852	0.13953	0.042601	0.1663	0.08065	0.19441	0.066608	0.1681	0.13894	0.21677	0.087381	0.19882	0.072193
0.024914	0.035298	0.05572	0.046712	0.14091	0.16155	0.05182	0.077841	0.37091	0.45891	0.15985	0.11227	0.35209	0.39728	0.29935	0.40829	0.17787	0.08636	0.16357	0.17635	0.047181	0.015192	0.3835	0.0074479	0.047494	0.052797	0.69598	0.070993	0.05296	0.0079332	0.14023	0.10028	0.069286	1	0.78976	0.021761	0.01271	0.32117	0.023175	0.079596	0.18096	0.21185	0.095884	0.083978	0.082343	0.191	0.062795	0.1481	0.10646	0.27067	0.236	0.27068	0.29086	0.37256	0.39261	0.086125	0.051119	0.061981	0.043844	0.081095	0.10225	0.053979	0.051625	0.054804	0.061805	0.28533	0.38542	0.28961	0.32522	0.24571	0.21119	0.19218	0.19547	0.20186	0.16642	0.15022	0.17106	0.18129	0.22902	0.16148	0.12193	0.20793	0.14901	0.14909	0.32985	0.37345	0.15254	0.32676	0.16338	0.18416	0.279	0.21022	0.16255	0.1543	0.19215	0.14417	0.25648	0.16498	0.18239	0.061658	0.30728	0.1435	0.17026	0.26401	0.30436	0.064398	0.10852	0.24252	0.21418	0.16452	0.17989	0.11303	0.10616	0.13906	0.14463	0.11231	0.14589	0.049726	0.14333	0.15943	0.10694	0.14146	0.19339	0.08037	0.11292	0.11632	0.066166	0.071346	0.1211	0.21886	0.1748	0.078377	0.087639
0.027563	0.03822	0.056633	0.049069	0.1172	0.14822	0.054908	0.0616	0.26461	0.35843	0.11085	0.094792	0.1662	0.28577	0.25703	0.45256	0.13468	0.067768	0.14065	0.12082	0.056609	0.015616	0.45933	0.0082759	0.034612	0.037381	0.71434	0.049621	0.047805	0.027578	0.10418	0.18841	0.062094	0.78976	1	0.022393	0.013383	0.36958	0.017685	0.055491	0.13115	0.15363	0.10157	0.088944	0.065315	0.15774	0.057518	0.15431	0.10083	0.25777	0.12283	0.13006	0.16661	0.23344	0.25073	0.037666	0.023947	0.028556	0.022103	0.027102	0.043058	0.025465	0.021662	0.023897	0.030459	0.16168	0.2828	0.16022	0.21269	0.11008	0.10799	0.084741	0.080648	0.086547	0.098956	0.062359	0.071917	0.070656	0.09485	0.068517	0.044901	0.083714	0.067659	0.070159	0.16757	0.20324	0.069522	0.17545	0.071942	0.078399	0.13414	0.10028	0.074598	0.066504	0.10215	0.06524	0.1126	0.11324	0.079777	0.025718	0.13868	0.064125	0.072998	0.14931	0.14262	0.028426	0.046185	0.10014	0.097941	0.19637	0.084991	0.15129	0.054671	0.19222	0.069883	0.16654	0.076047	0.070572	0.075615	0.051996	0.12291	0.074056	0.075029	0.11146	0.043405	0.10881	0.028594	0.10619	0.071721	0.24849	0.071993	0.085159	0.035051
0.34336	0.34535	0.35697	0.34633	0.27962	0.19954	0.32773	0.23262	0.18319	0.15272	0.45793	0.45012	0.11232	0.054735	0.091153	0.047952	0.20814	0.41821	0.35171	0.25534	0.41811	0.74487	0.11416	0.71508	0.55892	0.54906	0.035877	0.56492	0.63273	0.0013472	0.30019	0.0051589	0.57929	0.021761	0.022393	1	0.94635	0.047043	0.74139	0.16273	0.23356	0.26923	0.36578	0.42253	0.31089	0.16601	0.44471	0.42074	0.46859	0.31985	0.029303	0.016252	0.064881	0.073005	0.045986	0.039057	0.084283	0.059216	0.10812	0.008162	0.017138	0.091249	0.043968	0.063063	0.15794	0.039723	0.026199	0.035727	0.081074	0.031345	0.073016	0.012484	0.016931	0.01868	0.043528	0.0098466	0.012291	0.026509	0.013986	0.02088	0.0084327	0.012263	0.017239	0.03836	0.025195	0.031715	0.016047	0.07885	0.0091379	0.010874	0.011636	0.015674	0.0096052	0.014989	0.035617	0.011472	0.01459	0.054837	0.037451	0.0073544	0.012122	0.013781	0.010494	0.054702	0.023527	0.012461	0.015509	0.012578	0.014137	0.15526	0.037682	0.12063	0.033212	0.12742	0.03869	0.14182	0.039373	0.13138	0.042959	0.0095332	0.18424	0.048377	0.012856	0.095252	0.026072	0.12402	0.020188	0.13561	0.046966	0.16302	0.026294	0.12501	0.023882
0.23612	0.24307	0.2488	0.24444	0.18879	0.12575	0.23045	0.14762	0.11589	0.095197	0.34523	0.32723	0.075873	0.027792	0.048329	0.025202	0.1255	0.29585	0.24487	0.1713	0.30628	0.63315	0.078844	0.61707	0.44432	0.42711	0.021155	0.44774	0.54702	0.00069623	0.20765	0.0025473	0.46512	0.01271	0.013383	0.94635	1	0.025217	0.68585	0.10437	0.15824	0.18196	0.26813	0.31894	0.21362	0.10628	0.33569	0.31424	0.35239	0.22968	0.014393	0.0079839	0.038515	0.041978	0.025325	0.020269	0.052467	0.034347	0.067735	0.0040397	0.0079057	0.055962	0.025187	0.03759	0.10984	0.020467	0.012976	0.018319	0.049496	0.016933	0.045461	0.005435	0.0079476	0.0087641	0.021762	0.0042276	0.0054261	0.014443	0.0064063	0.010073	0.003678	0.0055797	0.0079037	0.020395	0.012356	0.016247	0.0071374	0.044013	0.0038243	0.0047077	0.0051463	0.0070984	0.0039858	0.0069623	0.017937	0.0049228	0.006674	0.027961	0.019889	0.003015	0.0053983	0.0061082	0.0045448	0.028989	0.011755	0.005511	0.0071674	0.0056824	0.0062376	0.12272	0.023879	0.083636	0.018411	0.088586	0.022536	0.10441	0.02274	0.09578	0.0249	0.0047924	0.14174	0.02893	0.0060908	0.067336	0.015371	0.098598	0.012673	0.10799	0.028944	0.12561	0.015127	0.094584	0.01413
0.069581	0.083149	0.11419	0.092362	0.14477	0.21357	0.10146	0.089724	0.24559	0.33178	0.15131	0.1226	0.12124	0.48735	0.56043	0.78289	0.15634	0.13749	0.17555	0.12468	0.15767	0.04138	0.39642	0.028554	0.049006	0.052085	0.61659	0.063186	0.081127	0.14818	0.13496	0.57088	0.10536	0.32117	0.36958	0.047043	0.025217	1	0.020814	0.06464	0.1192	0.15809	0.15492	0.14087	0.093076	0.14236	0.10015	0.2188	0.15677	0.38892	0.12072	0.073344	0.096072	0.19926	0.18121	0.038002	0.018415	0.022958	0.020082	0.012296	0.049889	0.021807	0.017143	0.018267	0.021602	0.18657	0.55501	0.15825	0.16359	0.11117	0.055735	0.10144	0.076716	0.08548	0.13688	0.0854	0.082385	0.046286	0.091837	0.064469	0.053787	0.075985	0.076783	0.060819	0.14077	0.1763	0.091136	0.20591	0.11171	0.10315	0.18183	0.10012	0.11071	0.072987	0.1158	0.11087	0.11548	0.16799	0.073187	0.056392	0.17487	0.094225	0.10223	0.14977	0.13204	0.049424	0.063537	0.097052	0.1452	0.10903	0.033785	0.12741	0.038037	0.16443	0.042856	0.14961	0.046576	0.080624	0.055792	0.030826	0.10355	0.047369	0.063796	0.075057	0.024492	0.044989	0.0095748	0.078862	0.043618	0.18023	0.034225	0.049088	0.018436
0.25937	0.25738	0.27519	0.26924	0.27684	0.16831	0.24834	0.26294	0.21916	0.16193	0.48599	0.46512	0.17245	0.050202	0.069403	0.029498	0.26558	0.37298	0.34067	0.31704	0.22259	0.53214	0.073309	0.46694	0.62132	0.64024	0.022967	0.65808	0.48024	0.00017984	0.31129	0.0013184	0.46551	0.023175	0.017685	0.74139	0.68585	0.020814	1	0.20396	0.28476	0.31462	0.26329	0.3022	0.32722	0.17982	0.36089	0.30796	0.36907	0.22611	0.043333	0.033656	0.1108	0.088173	0.058674	0.082514	0.19131	0.13202	0.2287	0.026714	0.033647	0.1999	0.10657	0.15551	0.34119	0.048381	0.018191	0.047775	0.096424	0.047602	0.15226	0.021075	0.031691	0.034364	0.056442	0.016902	0.022135	0.05746	0.025862	0.040422	0.016133	0.024177	0.029688	0.069344	0.040274	0.044751	0.026782	0.11115	0.014028	0.018099	0.015987	0.027536	0.01511	0.027494	0.055381	0.017179	0.025109	0.070395	0.074019	0.011816	0.017802	0.021878	0.017268	0.089124	0.036982	0.021421	0.026754	0.023513	0.020444	0.15411	0.084395	0.10066	0.064417	0.10254	0.076383	0.10046	0.075064	0.097523	0.072896	0.024107	0.16771	0.089474	0.02615	0.08694	0.061942	0.18024	0.060055	0.1029	0.078969	0.14188	0.064358	0.14762	0.059819
0.57301	0.63905	0.70465	0.71209	0.88723	0.79577	0.71276	0.94059	0.61828	0.50343	0.56717	0.74257	0.38631	0.32193	0.34817	0.1436	0.76758	0.70813	0.76659	0.83257	0.41735	0.33376	0.23764	0.22972	0.56044	0.60419	0.1099	0.50489	0.29871	0.00083285	0.60311	0.0089653	0.39394	0.079596	0.055491	0.16273	0.10437	0.06464	0.20396	1	0.87068	0.75566	0.67159	0.64005	0.92018	0.87433	0.69745	0.56496	0.65038	0.32654	0.44391	0.28739	0.54932	0.54277	0.46898	0.46898	0.64414	0.63391	0.68076	0.23117	0.34285	0.67399	0.60472	0.5683	0.63207	0.44564	0.11376	0.43836	0.58203	0.26655	0.5248	0.21434	0.29412	0.27845	0.54844	0.15426	0.21985	0.42244	0.2026	0.35368	0.18501	0.20017	0.3362	0.58185	0.29951	0.32962	0.23804	0.32424	0.14135	0.15943	0.11857	0.25793	0.1515	0.22568	0.41518	0.16162	0.19422	0.24809	0.36446	0.12774	0.158	0.22211	0.13729	0.2508	0.30905	0.2196	0.26075	0.20471	0.17123	0.17262	0.47223	0.302	0.61645	0.23977	0.60585	0.20458	0.61501	0.22929	0.61565	0.18448	0.26557	0.65711	0.25403	0.2892	0.45348	0.25036	0.39132	0.18513	0.64562	0.16256	0.40709	0.34527	0.44528
0.48018	0.5676	0.67224	0.64557	0.92603	0.83145	0.65479	0.83661	0.83438	0.73895	0.78898	0.85846	0.57374	0.4279	0.45209	0.22483	0.85108	0.78279	0.91109	0.98039	0.42328	0.33615	0.37222	0.2235	0.62029	0.6663	0.21125	0.62722	0.38337	0.0015436	0.69183	0.016902	0.48202	0.18096	0.13115	0.23356	0.15824	0.1192	0.28476	0.87068	1	0.95025	0.71444	0.69732	0.87714	0.93224	0.72228	0.71732	0.76873	0.53475	0.49592	0.37267	0.69406	0.71	0.61524	0.46127	0.59918	0.58161	0.61752	0.23805	0.32921	0.61581	0.51277	0.53341	0.66191	0.5276	0.18657	0.52038	0.71624	0.35003	0.65972	0.24653	0.33152	0.32244	0.5393	0.1758	0.24777	0.46947	0.25311	0.37575	0.19227	0.24552	0.34287	0.58138	0.39418	0.44812	0.26255	0.4746	0.16502	0.19294	0.16289	0.3031	0.17155	0.25767	0.44402	0.18033	0.24251	0.32005	0.41919	0.12348	0.20535	0.2386	0.16745	0.37071	0.3726	0.20138	0.26559	0.24758	0.20682	0.25979	0.52078	0.33767	0.54133	0.29767	0.58857	0.25826	0.58639	0.23918	0.57781	0.22514	0.33186	0.63101	0.28778	0.30269	0.45073	0.32033	0.36152	0.22472	0.58994	0.25857	0.44404	0.36546	0.41317
0.46972	0.55484	0.66677	0.60896	0.85815	0.77855	0.61936	0.75675	0.90088	0.82964	0.86998	0.89106	0.61932	0.4985	0.53526	0.27803	0.88529	0.83496	0.93855	0.97846	0.40374	0.32805	0.36769	0.22873	0.56837	0.62867	0.23381	0.59835	0.35342	0.0020292	0.60129	0.021482	0.44136	0.21185	0.15363	0.26923	0.18196	0.15809	0.31462	0.75566	0.95025	1	0.66937	0.68371	0.80391	0.86183	0.72212	0.76341	0.79851	0.67485	0.519	0.40316	0.72596	0.75197	0.65131	0.48694	0.56006	0.5527	0.58576	0.22832	0.35712	0.57543	0.46361	0.51144	0.61549	0.58196	0.25826	0.56844	0.7454	0.43488	0.68533	0.28875	0.36172	0.36754	0.57833	0.21938	0.28913	0.46562	0.29944	0.40638	0.21926	0.28668	0.3754	0.57693	0.45544	0.52017	0.31588	0.60891	0.20932	0.24162	0.21498	0.35332	0.21273	0.31503	0.50565	0.23032	0.28934	0.4412	0.48257	0.161	0.24749	0.29009	0.21765	0.49497	0.41809	0.24622	0.31675	0.28243	0.25823	0.28959	0.46779	0.3394	0.49961	0.3149	0.54305	0.27524	0.54175	0.25769	0.54941	0.24517	0.36821	0.58319	0.31507	0.28948	0.42191	0.31378	0.3038	0.23407	0.52818	0.29767	0.41852	0.34655	0.37887
0.73709	0.83196	0.8926	0.90212	0.8839	0.86241	0.91869	0.75322	0.55308	0.51548	0.63473	0.81009	0.27046	0.29601	0.40351	0.24299	0.59648	0.78372	0.84627	0.66425	0.83917	0.58313	0.47953	0.44479	0.58876	0.59307	0.19873	0.53802	0.55759	0.0075594	0.64092	0.036589	0.64431	0.095884	0.10157	0.36578	0.26813	0.15492	0.26329	0.67159	0.71444	0.66937	1	0.97795	0.84328	0.75243	0.89375	0.90616	0.91428	0.56581	0.20221	0.10947	0.29997	0.37442	0.3001	0.15816	0.23818	0.21943	0.27432	0.049895	0.10928	0.25639	0.18645	0.19006	0.29549	0.2598	0.13008	0.23589	0.42849	0.13667	0.25212	0.082357	0.105	0.10521	0.29027	0.058888	0.07907	0.14799	0.077505	0.1242	0.058098	0.07081	0.12294	0.22798	0.14303	0.18227	0.093026	0.2154	0.058776	0.063651	0.064125	0.10286	0.062761	0.084981	0.20304	0.070238	0.082609	0.17171	0.15206	0.045983	0.07904	0.089255	0.057155	0.14856	0.14821	0.077797	0.095419	0.078762	0.080884	0.31061	0.20612	0.48324	0.24208	0.43003	0.24911	0.43089	0.26645	0.4085	0.29054	0.053699	0.43333	0.30198	0.08663	0.43185	0.15238	0.29303	0.12402	0.38709	0.33592	0.32064	0.14633	0.41811	0.14559
0.77337	0.87217	0.92476	0.91696	0.84593	0.80322	0.93082	0.72251	0.54141	0.50354	0.66947	0.85034	0.26422	0.27112	0.38109	0.21986	0.59042	0.83403	0.86094	0.66541	0.81665	0.62903	0.41673	0.50227	0.59498	0.60929	0.16818	0.54276	0.53779	0.0062842	0.56553	0.029982	0.60921	0.083978	0.088944	0.42253	0.31894	0.14087	0.3022	0.64005	0.69732	0.68371	0.97795	1	0.82776	0.71384	0.94902	0.93785	0.96098	0.60646	0.18961	0.10259	0.29559	0.36148	0.28556	0.16006	0.24359	0.22107	0.28463	0.046426	0.10608	0.25913	0.18141	0.19282	0.30146	0.25045	0.12802	0.22692	0.42001	0.14212	0.25401	0.077712	0.098682	0.10123	0.28077	0.057306	0.075558	0.13956	0.074002	0.11938	0.055155	0.067468	0.11765	0.21914	0.13755	0.177	0.091739	0.22267	0.05658	0.061584	0.061457	0.098862	0.059565	0.085557	0.20057	0.068957	0.078134	0.18637	0.15263	0.046745	0.071828	0.087835	0.056261	0.1561	0.13991	0.080058	0.09675	0.072378	0.077558	0.31269	0.18895	0.46531	0.22867	0.41405	0.2335	0.42395	0.24921	0.42716	0.2766	0.051357	0.45272	0.28558	0.081106	0.41547	0.14494	0.2851	0.11442	0.3937	0.31616	0.31676	0.13427	0.41136	0.13879
0.73489	0.80021	0.8658	0.86908	0.95796	0.84939	0.8636	0.96294	0.64417	0.53718	0.71187	0.89755	0.3744	0.31789	0.38446	0.17384	0.78573	0.86202	0.88901	0.85344	0.61154	0.53784	0.30356	0.39971	0.71958	0.75651	0.1281	0.65902	0.47192	0.0017306	0.70649	0.013686	0.58208	0.082343	0.065315	0.31089	0.21362	0.093076	0.32722	0.92018	0.87714	0.80391	0.84328	0.82776	1	0.84421	0.87237	0.746	0.8367	0.45186	0.32927	0.20131	0.45067	0.47266	0.3848	0.34825	0.51343	0.47606	0.57155	0.13634	0.2344	0.54582	0.43086	0.43659	0.57335	0.35977	0.11883	0.34354	0.51091	0.21651	0.43235	0.1543	0.20615	0.20191	0.43809	0.11286	0.15528	0.29382	0.14788	0.24841	0.1239	0.14165	0.23475	0.42066	0.23157	0.26511	0.17587	0.31223	0.1058	0.11853	0.097732	0.18738	0.11373	0.16406	0.33055	0.12423	0.14726	0.24405	0.28688	0.093521	0.12403	0.16365	0.105	0.23484	0.23599	0.15858	0.18676	0.14819	0.13531	0.23631	0.34969	0.37051	0.43625	0.31237	0.43755	0.28315	0.44981	0.30385	0.46224	0.12014	0.34986	0.49586	0.17364	0.33944	0.30784	0.29297	0.25922	0.25553	0.4949	0.23057	0.28584	0.39349	0.29974
0.51042	0.60265	0.6991	0.68379	0.93059	0.91175	0.70474	0.84105	0.80106	0.73831	0.62507	0.77288	0.47164	0.47864	0.51158	0.28648	0.82931	0.70251	0.8673	0.87697	0.4537	0.28076	0.43039	0.18532	0.47358	0.51182	0.25302	0.46013	0.30632	0.0029998	0.61173	0.027513	0.39994	0.191	0.15774	0.16601	0.10628	0.14236	0.17982	0.87433	0.93224	0.86183	0.75243	0.71384	0.84421	1	0.69656	0.71704	0.73302	0.50354	0.52163	0.3658	0.67593	0.72633	0.65979	0.4134	0.49073	0.50626	0.50731	0.21055	0.33169	0.50918	0.44994	0.43544	0.49663	0.57131	0.21705	0.55914	0.77052	0.34168	0.58075	0.25733	0.3273	0.32082	0.60357	0.1857	0.25435	0.43297	0.24915	0.37274	0.19754	0.23992	0.36297	0.57643	0.39969	0.46033	0.27425	0.42565	0.17821	0.19881	0.17561	0.31809	0.18784	0.26267	0.47538	0.19655	0.24768	0.32529	0.39126	0.13482	0.22061	0.25644	0.17389	0.334	0.39331	0.21817	0.27769	0.25075	0.22035	0.27903	0.49757	0.43036	0.5793	0.36992	0.59366	0.32297	0.61623	0.30399	0.62586	0.20486	0.36823	0.65084	0.28575	0.39937	0.42147	0.32305	0.34376	0.27979	0.65841	0.27397	0.41429	0.41881	0.39878
