Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AOBgl	OlfactoryAreas_AOBgr	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_DgmoInf	Hippocampus_SUB	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_AV	Thalamus_LD	Thalamus_LP	Thalamus_PO	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Hypothalamus_LHA	Hypothalamus_LM	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPN	Midbrain_PPT	Midbrain_RN	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Pons_V	Medulla_AMB	Medulla_CU	Medulla_IRN	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MDRN	Medulla_MV	Medulla_PARN	Medulla_PGRNl	Medulla_SOL	Medulla_SPIV	Medulla_SPVC	Medulla_SPVI	Medulla_SUV	Medulla_VII	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT2gr	Cerebellum_CENT2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PRMgr	Cerebellum_PRMmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUgr	Cerebellum_UVUmo
0.4296	0.49982	0.60583	0.54427	0.7342	0.6199	0.54567	0.60764	0.7511	0.675	1	0.8673	0.57302	0.36803	0.42506	0.21776	0.69356	0.85248	0.85241	0.84174	0.4443	0.44994	0.33224	0.33105	0.68195	0.72815	0.19096	0.74496	0.52649	0.0018779	0.63558	0.017787	0.59636	0.15985	0.11085	0.45793	0.34523	0.15131	0.48599	0.56717	0.78898	0.86998	0.63473	0.66947	0.71187	0.62507	0.71687	0.76091	0.80777	0.71405	0.29937	0.22087	0.47767	0.51131	0.39993	0.30282	0.39956	0.36043	0.43359	0.12047	0.19715	0.41818	0.29762	0.3533	0.52725	0.3631	0.19098	0.34347	0.51112	0.29542	0.47821	0.16329	0.21056	0.21563	0.34455	0.12655	0.16259	0.29206	0.17803	0.23548	0.12246	0.16614	0.20565	0.34591	0.2726	0.32222	0.1798	0.48348	0.12047	0.14154	0.13579	0.19597	0.12052	0.18169	0.3085	0.1359	0.1757	0.29852	0.31994	0.090304	0.15456	0.16626	0.13006	0.35781	0.25919	0.13608	0.18037	0.16637	0.1591	0.27382	0.30962	0.25993	0.28188	0.25651	0.33159	0.23691	0.32339	0.20886	0.33568	0.14225	0.33201	0.36526	0.18173	0.20843	0.26515	0.27796	0.18107	0.20379	0.32349	0.30105	0.26373	0.27327	0.23009
0.69223	0.76613	0.84688	0.80604	0.88107	0.75985	0.8023	0.81936	0.72813	0.63959	0.8673	1	0.43005	0.33692	0.42082	0.21095	0.81499	0.92716	0.96284	0.87633	0.57547	0.56626	0.33269	0.44237	0.71083	0.76645	0.15152	0.69997	0.49068	0.0022342	0.61864	0.016629	0.58026	0.11227	0.094792	0.45012	0.32723	0.1226	0.46512	0.74257	0.85846	0.89106	0.81009	0.85034	0.89755	0.77288	0.89814	0.86544	0.92717	0.64509	0.30246	0.20692	0.4801	0.48836	0.3957	0.33021	0.4654	0.42169	0.52527	0.11809	0.21131	0.48706	0.3507	0.39999	0.55768	0.35488	0.15273	0.33936	0.52532	0.25284	0.47237	0.15217	0.19434	0.20184	0.40295	0.11727	0.15297	0.2674	0.15459	0.23353	0.11467	0.1457	0.21508	0.37142	0.24894	0.29095	0.1792	0.40102	0.11059	0.12598	0.11348	0.19143	0.11636	0.1752	0.33605	0.13066	0.15531	0.32747	0.30813	0.094908	0.12847	0.16487	0.11642	0.31979	0.23737	0.15599	0.18572	0.14686	0.14326	0.33368	0.31587	0.40904	0.36126	0.37401	0.37507	0.34901	0.38637	0.36046	0.40137	0.11946	0.45411	0.43075	0.16534	0.35983	0.26665	0.35237	0.21364	0.31819	0.41793	0.32709	0.2583	0.42481	0.25463
0.12129	0.15787	0.21804	0.19269	0.43965	0.36226	0.19901	0.33426	0.72342	0.6434	0.57302	0.43005	1	0.4249	0.3361	0.19597	0.48953	0.37683	0.4782	0.60371	0.13206	0.10295	0.28327	0.058849	0.29864	0.33731	0.24836	0.37305	0.19716	0.00060426	0.40923	0.012675	0.23935	0.35209	0.1662	0.11232	0.075873	0.12124	0.17245	0.38631	0.57374	0.61932	0.27046	0.26422	0.3744	0.47164	0.27917	0.34735	0.34473	0.42139	0.49147	0.46377	0.66019	0.65064	0.57744	0.42598	0.40895	0.4133	0.3659	0.34112	0.35544	0.42485	0.39786	0.42231	0.48879	0.52273	0.25789	0.53545	0.64666	0.58322	0.68401	0.35838	0.47654	0.46483	0.4247	0.29713	0.36957	0.63093	0.4403	0.47323	0.33029	0.42207	0.38669	0.53515	0.52909	0.56408	0.34071	0.65709	0.27753	0.33312	0.33268	0.37895	0.27325	0.37245	0.48177	0.28001	0.44531	0.31153	0.59921	0.17562	0.39842	0.32657	0.30578	0.47924	0.57375	0.22704	0.33179	0.44579	0.35881	0.23979	0.6307	0.18074	0.44966	0.1813	0.5815	0.15114	0.54036	0.11466	0.53616	0.4857	0.23934	0.55894	0.48424	0.13776	0.56534	0.28852	0.36384	0.12083	0.44843	0.27853	0.63326	0.21567	0.48006
0.17211	0.20465	0.27642	0.23001	0.4173	0.51903	0.24627	0.34498	0.68168	0.74925	0.36803	0.33692	0.4249	1	0.92804	0.73657	0.5466	0.35969	0.44692	0.44734	0.19431	0.070223	0.39343	0.044632	0.13367	0.1542	0.50679	0.15747	0.10561	0.013596	0.30252	0.13397	0.15523	0.39728	0.28577	0.054735	0.027792	0.48735	0.050202	0.32193	0.4279	0.4985	0.29601	0.27112	0.31789	0.47864	0.24649	0.37069	0.31901	0.49518	0.60779	0.46773	0.5079	0.67971	0.67018	0.32498	0.17971	0.22974	0.18153	0.16938	0.40943	0.20061	0.20156	0.19317	0.16232	0.73486	0.71765	0.68636	0.59898	0.52082	0.36329	0.53597	0.48413	0.50461	0.6689	0.45547	0.48967	0.37524	0.49129	0.46058	0.37701	0.45311	0.50544	0.4488	0.62855	0.69165	0.50646	0.67964	0.50761	0.50294	0.57887	0.55952	0.50758	0.46397	0.61903	0.51868	0.54054	0.54962	0.47541	0.34776	0.62973	0.52301	0.47814	0.56461	0.62724	0.36767	0.43953	0.5138	0.57308	0.17478	0.2714	0.23961	0.33895	0.2529	0.35466	0.19811	0.36882	0.15008	0.40144	0.2647	0.20365	0.36393	0.4457	0.17184	0.26022	0.13746	0.13313	0.12445	0.31791	0.23031	0.30222	0.15384	0.21747
0.27123	0.31037	0.39596	0.33303	0.4852	0.61307	0.35375	0.40738	0.66699	0.743	0.42506	0.42082	0.3361	0.92804	1	0.79357	0.58894	0.46374	0.53612	0.47301	0.30759	0.11863	0.4381	0.083461	0.16968	0.1919	0.47649	0.19	0.14724	0.024931	0.33401	0.17095	0.20891	0.29935	0.25703	0.091153	0.048329	0.56043	0.069403	0.34817	0.45209	0.53526	0.40351	0.38109	0.38446	0.51158	0.34178	0.49546	0.42933	0.60839	0.475	0.32598	0.42096	0.59384	0.55987	0.26207	0.16035	0.19665	0.17389	0.10246	0.30403	0.18021	0.16297	0.16269	0.15109	0.61368	0.65369	0.55478	0.53457	0.39268	0.2954	0.3774	0.33384	0.35761	0.59471	0.31779	0.34071	0.25943	0.33208	0.33139	0.24693	0.30068	0.37555	0.35386	0.46645	0.53686	0.37902	0.58143	0.36024	0.35046	0.41149	0.40998	0.36315	0.33655	0.50785	0.38554	0.36976	0.53407	0.35895	0.26287	0.43396	0.38997	0.33696	0.47975	0.45147	0.2912	0.33253	0.34065	0.41493	0.20201	0.19693	0.30077	0.27211	0.31758	0.27343	0.26298	0.29189	0.21115	0.32763	0.15863	0.25255	0.29681	0.29234	0.21732	0.18259	0.1429	0.094634	0.16957	0.27314	0.26233	0.20511	0.17905	0.15512
0.12477	0.14748	0.19654	0.16412	0.25826	0.36404	0.17977	0.18135	0.4323	0.54822	0.21776	0.21095	0.19597	0.73657	0.79357	1	0.31063	0.21195	0.29466	0.2241	0.19411	0.051913	0.51547	0.034769	0.067888	0.075759	0.68298	0.082457	0.086385	0.083043	0.18722	0.40684	0.12083	0.40829	0.45256	0.047952	0.025202	0.78289	0.029498	0.1436	0.22483	0.27803	0.24299	0.21986	0.17384	0.28648	0.16447	0.32634	0.23651	0.47287	0.23829	0.1741	0.22868	0.35029	0.34902	0.090977	0.047962	0.061699	0.051481	0.036869	0.12209	0.055227	0.049733	0.049347	0.049026	0.34681	0.62351	0.30991	0.33098	0.21628	0.14002	0.20101	0.1595	0.17801	0.29959	0.17451	0.17136	0.11255	0.17958	0.14886	0.11593	0.15602	0.17359	0.14746	0.27163	0.32651	0.18887	0.3439	0.20948	0.19568	0.30247	0.22058	0.21462	0.1679	0.27258	0.21975	0.22272	0.31972	0.17286	0.12395	0.30554	0.20075	0.19603	0.28257	0.27338	0.12562	0.14915	0.19537	0.25491	0.22316	0.10165	0.28854	0.11884	0.34052	0.12404	0.2904	0.14006	0.18341	0.16125	0.072545	0.22285	0.14031	0.14573	0.20295	0.074397	0.12116	0.039296	0.17761	0.14049	0.30743	0.09802	0.13963	0.063136
0.52801	0.56712	0.6586	0.61077	0.81734	0.76569	0.61241	0.83333	0.86064	0.76856	0.69356	0.81499	0.48953	0.5466	0.58894	0.31063	1	0.74067	0.84555	0.8788	0.38252	0.29353	0.30333	0.2119	0.4811	0.54696	0.19723	0.49552	0.27947	0.0023744	0.5646	0.022738	0.37728	0.17787	0.13468	0.20814	0.1255	0.15634	0.26558	0.76758	0.85108	0.88529	0.59648	0.59042	0.78573	0.82931	0.62969	0.64149	0.66965	0.52712	0.55469	0.43974	0.70875	0.67551	0.60789	0.56176	0.57982	0.59922	0.62665	0.2641	0.44847	0.61438	0.51862	0.55194	0.57476	0.58584	0.24872	0.58203	0.67207	0.42025	0.66236	0.36206	0.41332	0.43268	0.67702	0.29226	0.35926	0.468	0.35216	0.47553	0.27566	0.33997	0.45785	0.6175	0.49053	0.51856	0.40345	0.60941	0.2764	0.30417	0.2645	0.43899	0.29535	0.3859	0.6091	0.30921	0.35043	0.53886	0.54393	0.23499	0.30276	0.37107	0.28263	0.55132	0.45986	0.34403	0.39241	0.34679	0.32351	0.27708	0.45305	0.37589	0.57243	0.34662	0.5622	0.2825	0.58732	0.28117	0.58991	0.25573	0.35829	0.61148	0.36208	0.33372	0.4195	0.31372	0.32816	0.23269	0.56278	0.27378	0.43569	0.36975	0.40312
0.71109	0.78455	0.87022	0.80145	0.83071	0.75601	0.80169	0.78137	0.6539	0.58117	0.85248	0.92716	0.37683	0.35969	0.46374	0.21195	0.74067	1	0.90853	0.82494	0.61397	0.57111	0.27759	0.46297	0.66191	0.7132	0.13725	0.63597	0.45817	0.002637	0.56937	0.018966	0.54409	0.08636	0.067768	0.41821	0.29585	0.13749	0.37298	0.70813	0.78279	0.83496	0.78372	0.83403	0.86202	0.70251	0.91457	0.83056	0.9219	0.64381	0.3069	0.18132	0.41307	0.47734	0.37344	0.31815	0.40879	0.38269	0.47125	0.097947	0.21599	0.43286	0.31332	0.34851	0.46364	0.37704	0.18105	0.3462	0.49351	0.25817	0.38407	0.15757	0.19281	0.199	0.42036	0.12326	0.15681	0.24437	0.15175	0.22845	0.11979	0.14155	0.22158	0.35818	0.23872	0.28555	0.18774	0.39321	0.11975	0.13202	0.11696	0.18968	0.12148	0.17729	0.32649	0.14241	0.15053	0.31966	0.28278	0.1094	0.13015	0.17768	0.12166	0.29429	0.22991	0.17043	0.1999	0.14037	0.15142	0.21664	0.23888	0.3001	0.31131	0.27018	0.31892	0.2552	0.3229	0.27845	0.35357	0.10628	0.33394	0.36424	0.15797	0.25048	0.22983	0.21459	0.15253	0.22272	0.34609	0.22891	0.20458	0.28495	0.2094
0.6347	0.73079	0.83406	0.78581	0.93007	0.8681	0.79741	0.82193	0.81578	0.75851	0.85241	0.96284	0.4782	0.44692	0.53612	0.29466	0.84555	0.90853	1	0.91253	0.58025	0.45967	0.43793	0.34047	0.62195	0.66836	0.22964	0.62276	0.44636	0.003808	0.64205	0.028898	0.54417	0.16357	0.14065	0.35171	0.24487	0.17555	0.34067	0.76659	0.91109	0.93855	0.84627	0.86094	0.88901	0.8673	0.86266	0.90642	0.92945	0.71886	0.38215	0.26266	0.55021	0.60708	0.51153	0.34908	0.43842	0.41898	0.48202	0.13305	0.24608	0.45938	0.34911	0.38325	0.50603	0.45306	0.21744	0.42989	0.62957	0.30105	0.50385	0.19324	0.23941	0.24497	0.48405	0.14468	0.19066	0.31071	0.19267	0.27578	0.14098	0.18096	0.26297	0.42649	0.31535	0.37462	0.21695	0.45903	0.14191	0.15925	0.1491	0.23928	0.14773	0.20916	0.39335	0.16251	0.19493	0.36739	0.34225	0.11298	0.17183	0.20273	0.14486	0.36056	0.2976	0.17822	0.21873	0.18626	0.18185	0.3447	0.35152	0.44796	0.40281	0.41346	0.42276	0.38101	0.4352	0.36694	0.45276	0.14369	0.45973	0.4778	0.2047	0.3839	0.29406	0.34557	0.22199	0.32833	0.46319	0.35374	0.29188	0.42292	0.27245
0.47631	0.55597	0.66227	0.61899	0.88475	0.78401	0.62442	0.81484	0.85067	0.75063	0.84174	0.87633	0.60371	0.44734	0.47301	0.2241	0.8788	0.82494	0.91253	1	0.4004	0.34273	0.32469	0.23472	0.63219	0.69041	0.19519	0.65064	0.37114	0.0013675	0.6587	0.015674	0.46661	0.17635	0.12082	0.25534	0.1713	0.12468	0.31704	0.83257	0.98039	0.97846	0.66425	0.66541	0.85344	0.87697	0.71815	0.70275	0.76741	0.5668	0.52548	0.39758	0.70904	0.72679	0.62146	0.51988	0.63813	0.62061	0.6627	0.2563	0.36956	0.65597	0.53586	0.57699	0.69661	0.55822	0.20906	0.54947	0.70948	0.39774	0.68809	0.28085	0.36781	0.36364	0.56844	0.20668	0.28344	0.49345	0.28981	0.41491	0.22041	0.28071	0.37854	0.60899	0.43292	0.48505	0.30434	0.54803	0.1942	0.22684	0.18907	0.33948	0.1992	0.29817	0.48083	0.21189	0.27409	0.37738	0.46864	0.15059	0.22898	0.27512	0.19943	0.43707	0.39906	0.23638	0.30675	0.27614	0.23925	0.238	0.49189	0.29621	0.52994	0.26552	0.57483	0.22855	0.56614	0.21771	0.56252	0.25088	0.31008	0.60863	0.3162	0.25687	0.4539	0.28518	0.33739	0.19489	0.54465	0.24152	0.44302	0.31888	0.40901
0.71731	0.74219	0.75923	0.77887	0.62756	0.63575	0.78201	0.54336	0.32106	0.29956	0.4443	0.57547	0.13206	0.19431	0.30759	0.19411	0.38252	0.61397	0.58025	0.4004	1	0.68539	0.34265	0.57972	0.49611	0.47971	0.13588	0.43437	0.60925	0.014991	0.53112	0.044988	0.66927	0.047181	0.056609	0.41811	0.30628	0.15767	0.22259	0.41735	0.42328	0.40374	0.83917	0.81665	0.61154	0.4537	0.72755	0.71043	0.72503	0.42025	0.095841	0.040554	0.12922	0.18902	0.13814	0.070022	0.10798	0.09696	0.13506	0.016073	0.048516	0.1222	0.08019	0.081782	0.14365	0.1325	0.087984	0.11358	0.21566	0.061397	0.10202	0.038468	0.045648	0.046807	0.15473	0.028299	0.035438	0.058423	0.033838	0.053913	0.025464	0.029687	0.056045	0.1015	0.063341	0.082615	0.0447	0.11361	0.029089	0.029869	0.032624	0.045818	0.031282	0.0371	0.097631	0.035855	0.037381	0.094155	0.066219	0.023392	0.039706	0.043137	0.027336	0.072395	0.067968	0.037499	0.043949	0.034716	0.041375	0.18825	0.077477	0.31762	0.1003	0.29382	0.10057	0.309	0.11011	0.28772	0.12844	0.018609	0.27262	0.12784	0.034637	0.26946	0.056711	0.14957	0.041529	0.26396	0.14785	0.21143	0.053766	0.23284	0.053293
0.66224	0.64051	0.61625	0.64106	0.4541	0.35175	0.6077	0.44608	0.20843	0.16362	0.44994	0.56626	0.10295	0.070223	0.11863	0.051913	0.29353	0.57111	0.45967	0.34273	0.68539	1	0.12468	0.94926	0.7075	0.688	0.033475	0.61255	0.68217	0.001486	0.42259	0.0054377	0.68366	0.015192	0.015616	0.74487	0.63315	0.04138	0.53214	0.33376	0.33615	0.32805	0.58313	0.62903	0.53784	0.28076	0.673	0.50817	0.60934	0.26936	0.047812	0.021475	0.08413	0.098308	0.063849	0.062524	0.13854	0.10361	0.18016	0.012973	0.030041	0.15223	0.083832	0.10048	0.21162	0.060368	0.026421	0.053827	0.1138	0.035623	0.087397	0.018193	0.025169	0.026176	0.078366	0.013651	0.017996	0.039567	0.017769	0.032579	0.013365	0.015989	0.029464	0.066736	0.031723	0.039233	0.023667	0.074252	0.01261	0.014213	0.012987	0.022498	0.013733	0.020608	0.053634	0.016285	0.018331	0.058879	0.046912	0.011886	0.015163	0.020988	0.013132	0.049501	0.032115	0.021633	0.024755	0.016796	0.018543	0.12609	0.05479	0.16594	0.066082	0.14892	0.06757	0.16074	0.070616	0.17899	0.078196	0.012053	0.19094	0.08559	0.018633	0.14553	0.042517	0.12338	0.035402	0.15738	0.090711	0.12513	0.037986	0.17009	0.041626
0.16958	0.2225	0.28483	0.27514	0.43195	0.50494	0.29837	0.26347	0.4684	0.54179	0.33224	0.33269	0.28327	0.39343	0.4381	0.51547	0.30333	0.27759	0.43793	0.32469	0.34265	0.12468	1	0.075176	0.17738	0.17511	0.69341	0.20396	0.26655	0.035143	0.39759	0.182	0.3183	0.3835	0.45933	0.11416	0.078844	0.39642	0.073309	0.23764	0.37222	0.36769	0.47953	0.41673	0.30356	0.43039	0.28402	0.52439	0.39445	0.51873	0.15524	0.11118	0.22226	0.32484	0.29909	0.064773	0.067344	0.069141	0.068753	0.030461	0.059122	0.074607	0.060417	0.060336	0.095747	0.21478	0.22326	0.19643	0.34424	0.1158	0.16035	0.075442	0.086159	0.085231	0.17789	0.051745	0.067014	0.10353	0.077631	0.083464	0.045795	0.068243	0.082345	0.12309	0.14642	0.19305	0.067122	0.19626	0.059287	0.063218	0.093299	0.088048	0.063253	0.063084	0.14526	0.062235	0.094501	0.12404	0.10802	0.028844	0.11704	0.067945	0.057171	0.13157	0.15434	0.039094	0.056028	0.089409	0.087035	0.43226	0.16816	0.47962	0.12847	0.52578	0.15619	0.5087	0.16901	0.28897	0.1767	0.049377	0.38894	0.18036	0.080402	0.36764	0.089568	0.30586	0.068402	0.36935	0.19543	0.54103	0.1201	0.31371	0.078263
0.61774	0.57011	0.52284	0.53895	0.31914	0.24518	0.50498	0.33027	0.13616	0.10595	0.33105	0.44237	0.058849	0.044632	0.083461	0.034769	0.2119	0.46297	0.34047	0.23472	0.57972	0.94926	0.075176	1	0.53828	0.52872	0.018122	0.45054	0.51492	0.0012201	0.27296	0.0036146	0.508	0.0074479	0.0082759	0.71508	0.61707	0.028554	0.46694	0.22972	0.2235	0.22873	0.44479	0.50227	0.39971	0.18532	0.55573	0.39546	0.48452	0.20505	0.027981	0.011648	0.050194	0.058906	0.036988	0.040791	0.092341	0.067477	0.12722	0.0067078	0.018623	0.10214	0.052321	0.065542	0.14037	0.036843	0.017205	0.032242	0.069544	0.022007	0.052661	0.010731	0.014261	0.015408	0.051751	0.0084013	0.010645	0.021496	0.010174	0.019246	0.0077453	0.0090555	0.017849	0.040015	0.018422	0.022995	0.014999	0.048962	0.0077785	0.0085814	0.0078083	0.013488	0.0084948	0.012867	0.034789	0.010509	0.010597	0.045182	0.029233	0.0082337	0.0085457	0.013332	0.0081697	0.033505	0.018369	0.015108	0.016059	0.0093365	0.011378	0.089965	0.028889	0.12376	0.039771	0.111	0.038591	0.12353	0.041088	0.15293	0.047049	0.0062652	0.1485	0.050612	0.01027	0.10822	0.02329	0.081676	0.018936	0.12368	0.054528	0.08766	0.020004	0.12253	0.023327
0.48397	0.51085	0.5554	0.56972	0.64888	0.47856	0.54414	0.62218	0.39817	0.303	0.68195	0.71083	0.29864	0.13367	0.16968	0.067888	0.4811	0.66191	0.62195	0.63219	0.49611	0.7075	0.17738	0.53828	1	0.98629	0.065141	0.96481	0.73546	0.00058954	0.72752	0.0047679	0.78938	0.047494	0.034612	0.55892	0.44432	0.049006	0.62132	0.56044	0.62029	0.56837	0.58876	0.59498	0.71958	0.47358	0.65902	0.52314	0.64412	0.3171	0.14409	0.085831	0.22896	0.24317	0.17042	0.18585	0.37481	0.29303	0.42149	0.069933	0.093776	0.39718	0.25582	0.29758	0.54893	0.14889	0.04732	0.14303	0.24349	0.09725	0.25916	0.059739	0.091795	0.088103	0.16478	0.041025	0.060643	0.15259	0.064257	0.10833	0.047482	0.060895	0.089618	0.19805	0.10158	0.11512	0.067685	0.1762	0.036785	0.045167	0.036395	0.070569	0.03925	0.061406	0.12442	0.041721	0.060573	0.1004	0.13554	0.028444	0.047595	0.056774	0.038631	0.12115	0.096083	0.050029	0.06676	0.061619	0.051669	0.14166	0.18562	0.15764	0.17459	0.14127	0.19984	0.13397	0.19239	0.12646	0.18866	0.058442	0.18121	0.22055	0.071267	0.13525	0.15184	0.18114	0.12694	0.12143	0.1996	0.14269	0.1467	0.19276	0.13823
0.51316	0.53996	0.58821	0.59308	0.67912	0.50024	0.56705	0.66543	0.44861	0.34147	0.72815	0.76645	0.33731	0.1542	0.1919	0.075759	0.54696	0.7132	0.66836	0.69041	0.47971	0.688	0.17511	0.52872	0.98629	1	0.067476	0.95906	0.67492	0.00055583	0.70574	0.0047955	0.73812	0.052797	0.037381	0.54906	0.42711	0.052085	0.64024	0.60419	0.6663	0.62867	0.59307	0.60929	0.75651	0.51182	0.69209	0.54782	0.67424	0.34609	0.17501	0.10787	0.27507	0.28116	0.20111	0.23399	0.44148	0.35286	0.49473	0.08967	0.12171	0.46587	0.30653	0.35811	0.61482	0.18041	0.057397	0.17496	0.28478	0.12589	0.31197	0.077934	0.11659	0.11374	0.2024	0.055618	0.079731	0.18637	0.083846	0.13876	0.06331	0.079796	0.11541	0.24119	0.12786	0.14251	0.089753	0.21794	0.049518	0.060351	0.048181	0.091943	0.052675	0.082835	0.15913	0.056438	0.078894	0.1315	0.17387	0.040015	0.060813	0.075873	0.052511	0.15558	0.12111	0.069035	0.089742	0.079335	0.067945	0.15573	0.21656	0.17225	0.21281	0.15396	0.23851	0.14405	0.23079	0.14205	0.22792	0.076136	0.20298	0.26193	0.091984	0.14887	0.18492	0.19918	0.15208	0.13153	0.23513	0.15456	0.17724	0.21312	0.1703
0.056284	0.077224	0.11302	0.098499	0.21577	0.28952	0.11047	0.11843	0.37163	0.48583	0.19096	0.15152	0.24836	0.50679	0.47649	0.68298	0.19723	0.13725	0.22964	0.19519	0.13588	0.033475	0.69341	0.018122	0.065141	0.067476	1	0.085789	0.099695	0.050699	0.20951	0.33392	0.12754	0.69598	0.71434	0.035877	0.021155	0.61659	0.022967	0.1099	0.21125	0.23381	0.19873	0.16818	0.1281	0.25302	0.11295	0.25849	0.18122	0.38311	0.19021	0.15238	0.20575	0.34286	0.33997	0.055692	0.035739	0.043404	0.033944	0.033265	0.068676	0.039679	0.036007	0.035183	0.044372	0.26573	0.43963	0.2436	0.31163	0.15688	0.12815	0.12415	0.12008	0.12179	0.17195	0.090827	0.1053	0.10835	0.12744	0.1019	0.070841	0.11089	0.10617	0.11308	0.21387	0.27167	0.10045	0.2385	0.1087	0.11238	0.18355	0.13451	0.10864	0.092439	0.15323	0.10252	0.15117	0.1345	0.1121	0.044011	0.21624	0.10183	0.1023	0.16514	0.21123	0.047396	0.074431	0.14235	0.14719	0.19281	0.11785	0.1933	0.086313	0.23312	0.11062	0.20567	0.11674	0.094752	0.1253	0.069537	0.15058	0.11798	0.11103	0.13351	0.070722	0.11373	0.038973	0.12562	0.1154	0.28064	0.10097	0.10287	0.054648
0.3952	0.42555	0.48415	0.48295	0.61923	0.45559	0.46346	0.56254	0.45241	0.35253	0.74496	0.69997	0.37305	0.15747	0.19	0.082457	0.49552	0.63597	0.62276	0.65064	0.43437	0.61255	0.20396	0.45054	0.96481	0.95906	0.085789	1	0.7427	0.0006678	0.75245	0.0059729	0.79494	0.070993	0.049621	0.56492	0.44774	0.063186	0.65808	0.50489	0.62722	0.59835	0.53802	0.54276	0.65902	0.46013	0.59137	0.51808	0.61664	0.36156	0.15983	0.10479	0.25829	0.27311	0.1938	0.19783	0.37036	0.29149	0.40666	0.081235	0.10178	0.39264	0.25177	0.30305	0.56318	0.16542	0.060317	0.16059	0.26392	0.1174	0.29514	0.072118	0.10864	0.10512	0.16963	0.05017	0.07268	0.1744	0.080988	0.1233	0.056351	0.076411	0.099454	0.20835	0.12414	0.13898	0.078757	0.21941	0.045501	0.05651	0.048226	0.083735	0.048197	0.072697	0.13775	0.050065	0.07703	0.1161	0.15837	0.032343	0.061821	0.06574	0.048777	0.15256	0.11521	0.053648	0.074261	0.077765	0.064372	0.16219	0.20618	0.15593	0.1738	0.14733	0.20829	0.13733	0.1983	0.118	0.19151	0.073569	0.18772	0.22518	0.086245	0.12856	0.16327	0.19914	0.1314	0.11972	0.19508	0.16943	0.16849	0.18837	0.14467
