Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_DgmoInf	Hippocampus_SUB	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_LD	Thalamus_LP	Thalamus_Others	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Thalamus_VPMpc	Hypothalamus_LHA	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPT	Midbrain_RN	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_NLL	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Pons_V	Medulla_CU	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MDRN	Medulla_MV	Medulla_MX	Medulla_PARN	Medulla_PGRNl	Medulla_SOL	Medulla_SPIV	Medulla_SPVO	Medulla_SUV	Medulla_VII	Medulla_X	Cerebellum_ANcr1gr	Cerebellum_ANcr1mo	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT2gr	Cerebellum_CENT2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_COPYgr	Cerebellum_COPYmo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PRMgr	Cerebellum_PRMmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUmo
0.028245	0.058994	0.037635	0.055135	0.22626	0.15556	0.065708	0.092619	0.33755	0.093012	0.59899	0.41195	0.44169	0.37378	0.58812	0.47597	0.30937	0.50833	0.67391	0.36524	0.56841	0.17784	0.74603	0.45613	0.20932	0.48238	0.81062	0.50455	1	0.29959	0.77465	0.29427	0.18967	0.16703	0.14193	0.71892	0.4905	0.75956	0.3503	0.29081	0.19114	0.24136	0.16267	0.32403	0.26752	0.28597	0.3106	0.15662	0.048376	0.021836	0.025862	0.056879	0.033501	0.32329	0.27788	0.34625	0.34293	0.16526	0.16081	0.37662	0.37717	0.3331	0.25381	0.13138	0.14317	0.12933	0.10137	0.072293	0.07513	0.15573	0.097212	0.10466	0.067341	0.079768	0.12707	0.075564	0.077919	0.041957	0.092931	0.10062	0.16325	0.1062	0.0088578	0.033283	0.054661	0.031304	0.045531	0.044429	0.022025	0.056375	0.0034138	0.0022969	0.0036877	0.00012205	0.020327	0.0029448	0.014872	0.00020152	0.0030343	0.0098055	0.0076869	0.0031272	0.012269	0.05149	0.037708	0.023991	0.0053304	0.025269	0.0058163	0.013658	0.023163	0.018075	0.029322	0.023213	0.035301	0.018056	0.028977	0.014924	0.021053	0.0034126	0.013827	0.021468	0.010861	0.013739	0.023529	0.024376	0.034903	0.013074	0.021121	0.024414	0.034859	0.016766
0.1795	0.29838	0.21146	0.22666	0.46765	0.52187	0.29159	0.31856	0.23638	0.1118	0.37833	0.77432	0.62632	0.7229	0.46898	0.47289	0.46462	0.75823	0.40691	0.1283	0.73084	0.079604	0.19107	0.13101	0.82187	0.12051	0.16431	0.90174	0.29959	1	0.2045	0.45031	0.31426	0.035293	0.028132	0.20351	0.8568	0.36087	0.59884	0.64879	0.39686	0.41726	0.46338	0.48915	0.51072	0.48015	0.49121	0.29362	0.087789	0.035294	0.046532	0.093081	0.052501	0.59373	0.31451	0.45242	0.28374	0.52774	0.57608	0.36131	0.47425	0.35896	0.20584	0.21891	0.25892	0.25043	0.69555	0.10854	0.17642	0.40962	0.31156	0.29445	0.27718	0.22605	0.24084	0.23975	0.21994	0.202	0.20831	0.24305	0.33099	0.21859	0.072239	0.11122	0.25064	0.10706	0.21859	0.19817	0.12978	0.20179	0.025774	0.022108	0.0347	0.0012205	0.066574	0.025498	0.10164	0.0021553	0.027159	0.068925	0.057212	0.021747	0.08125	0.18572	0.18416	0.03732	0.011707	0.037423	0.013611	0.029928	0.055291	0.032597	0.046718	0.036508	0.051341	0.032832	0.051414	0.02928	0.053488	0.022625	0.024181	0.043866	0.047452	0.031506	0.049658	0.036849	0.05049	0.024088	0.041726	0.039481	0.057694	0.027504
0.037714	0.066157	0.050707	0.078027	0.19751	0.10136	0.076406	0.11111	0.58202	0.23767	0.4176	0.30884	0.42177	0.32023	0.59875	0.5758	0.43048	0.45704	0.68937	0.63546	0.47033	0.4285	0.96451	0.73876	0.14956	0.75753	0.97733	0.3551	0.77465	0.2045	1	0.24406	0.18317	0.47837	0.42643	0.78066	0.39592	0.43687	0.31414	0.26396	0.19948	0.26301	0.13452	0.24891	0.24147	0.26167	0.2808	0.18273	0.025125	0.0092242	0.015678	0.035999	0.015441	0.20076	0.31359	0.33758	0.3915	0.068518	0.083281	0.34185	0.28137	0.29489	0.29834	0.070413	0.078628	0.09634	0.07004	0.038694	0.039311	0.084113	0.063054	0.061379	0.046262	0.044413	0.07172	0.043672	0.050229	0.027915	0.053097	0.05435	0.090045	0.06219	0.0065992	0.023864	0.04242	0.026266	0.026113	0.027373	0.014022	0.034467	0.0023444	0.0013349	0.0021222	0.00011373	0.013901	0.0018158	0.0079673	0.00012818	0.0022754	0.0055884	0.0044242	0.0019879	0.0079154	0.028586	0.021039	0.01545	0.0021907	0.017024	0.0024908	0.0091183	0.01095	0.012386	0.012727	0.014907	0.016151	0.012681	0.012402	0.0091652	0.0089311	0.0021434	0.010023	0.0096003	0.0053953	0.0094553	0.011621	0.016316	0.015432	0.0092689	0.0098713	0.015754	0.015127	0.0099754
0.025463	0.055245	0.039205	0.051148	0.16151	0.13698	0.057717	0.077713	0.21955	0.13104	0.73329	0.77852	0.81134	0.80991	0.70176	0.29713	0.44345	0.51604	0.20284	0.075565	0.66254	0.051002	0.27561	0.31432	0.6674	0.31496	0.20953	0.41092	0.29427	0.45031	0.24406	1	0.94181	0.076296	0.067217	0.16319	0.62965	0.34365	0.32755	0.40807	0.15725	0.26339	0.12575	0.28692	0.27406	0.41991	0.33032	0.50055	0.11897	0.051121	0.068215	0.1414	0.053798	0.52428	0.57112	0.55232	0.53616	0.27957	0.38202	0.64136	0.60726	0.63253	0.54523	0.24752	0.32189	0.36291	0.39747	0.16176	0.20645	0.45968	0.35687	0.28624	0.33847	0.27203	0.33747	0.33893	0.30646	0.27314	0.3159	0.26863	0.35052	0.36905	0.092139	0.19743	0.23223	0.24988	0.20126	0.20858	0.16966	0.2235	0.027505	0.016868	0.028067	0.0015796	0.11388	0.022259	0.092761	0.0014426	0.022904	0.057598	0.052034	0.025989	0.071249	0.17292	0.1431	0.052735	0.0093425	0.057157	0.010086	0.029526	0.035314	0.040713	0.034794	0.051401	0.037682	0.040287	0.039937	0.035384	0.037976	0.035504	0.034501	0.031337	0.05542	0.039767	0.035632	0.056982	0.036907	0.033633	0.03055	0.050142	0.043949	0.037209
0.017519	0.037601	0.028302	0.037632	0.10593	0.083282	0.039596	0.054523	0.19113	0.14251	0.58753	0.62396	0.70452	0.68814	0.60336	0.22591	0.40437	0.38886	0.13053	0.054279	0.50427	0.041672	0.21805	0.30182	0.54561	0.29883	0.15272	0.26899	0.18967	0.31426	0.18317	0.94181	1	0.078523	0.070916	0.11009	0.47678	0.21696	0.23572	0.31491	0.11166	0.20574	0.080696	0.19759	0.20091	0.33698	0.24788	0.50024	0.090405	0.036261	0.054909	0.11549	0.037031	0.39065	0.55275	0.47723	0.5047	0.17699	0.27315	0.57066	0.49239	0.56828	0.55946	0.18273	0.24637	0.31553	0.32107	0.12499	0.15626	0.3542	0.2967	0.22008	0.29561	0.21453	0.26856	0.28413	0.2615	0.2461	0.25816	0.20318	0.26196	0.30934	0.089559	0.18224	0.19952	0.25804	0.15827	0.17027	0.15029	0.17881	0.02492	0.013779	0.023064	0.001687	0.10495	0.018921	0.074664	0.0011936	0.020544	0.046078	0.042814	0.023186	0.059753	0.13109	0.1076	0.040601	0.0059437	0.04545	0.0064545	0.021951	0.02281	0.031431	0.0216	0.039597	0.023298	0.031312	0.025078	0.026574	0.02415	0.032649	0.02779	0.019777	0.043182	0.031695	0.023348	0.045331	0.022637	0.026927	0.01947	0.037977	0.027492	0.027987
0.017187	0.023853	0.025406	0.042836	0.051693	0.016188	0.029696	0.046298	0.54901	0.46762	0.099255	0.074598	0.15085	0.094694	0.23504	0.28681	0.29391	0.14106	0.23003	0.50249	0.13054	0.5938	0.50225	0.62181	0.03041	0.60279	0.42639	0.063365	0.16703	0.035293	0.47837	0.076296	0.078523	1	0.99349	0.30229	0.096539	0.064113	0.090572	0.079578	0.073092	0.11042	0.031713	0.057737	0.071822	0.083525	0.085582	0.099482	0.0038467	0.0010262	0.0032347	0.0077876	0.0019005	0.034964	0.16325	0.13052	0.20224	0.0056698	0.010686	0.12244	0.073676	0.10306	0.17301	0.01148	0.013392	0.028499	0.012632	0.0067257	0.0061197	0.01305	0.013473	0.011235	0.011001	0.007623	0.012985	0.0077459	0.011235	0.0060626	0.0097685	0.0088038	0.014741	0.012092	0.0015754	0.0070663	0.01234	0.0094503	0.0043578	0.0053734	0.0028307	0.00695	0.00047071	0.00018524	0.0002969	3.6802e-05	0.0032217	0.00028891	0.0010229	1.9712e-05	0.00050556	0.00081634	0.00064437	0.0003542	0.0014703	0.0046598	0.0032655	0.0037616	0.00019168	0.0045612	0.00022655	0.0022249	0.0012794	0.0032765	0.0013204	0.0036072	0.0018106	0.0035364	0.001266	0.0019652	0.00085889	0.0004083	0.0030022	0.0010177	0.00067641	0.0023935	0.0014283	0.0043106	0.0016426	0.0026594	0.0011307	0.0038093	0.0015997	0.0020533
0.013939	0.019357	0.021034	0.035996	0.042743	0.01282	0.024329	0.038449	0.50554	0.44792	0.086605	0.062698	0.13091	0.080563	0.20595	0.25014	0.26224	0.11919	0.19654	0.45464	0.11195	0.55463	0.45083	0.57876	0.024903	0.56351	0.38011	0.051116	0.14193	0.028132	0.42643	0.067217	0.070916	0.99349	1	0.26434	0.079768	0.053167	0.076142	0.066843	0.062041	0.095771	0.025703	0.048589	0.060274	0.071573	0.072763	0.089898	0.0032162	0.0008533	0.0027591	0.006679	0.0015766	0.028572	0.14618	0.1137	0.18207	0.0043605	0.008487	0.10763	0.063247	0.0903	0.15814	0.0095977	0.011245	0.024732	0.0099511	0.0057032	0.0050666	0.010744	0.011294	0.0093392	0.0092956	0.0063452	0.010922	0.0064491	0.0094929	0.0050446	0.0082321	0.0073071	0.012268	0.010293	0.0012955	0.0061772	0.010516	0.0084102	0.0035799	0.0044906	0.0023527	0.0059076	0.00038791	0.00014672	0.00023611	3.1179e-05	0.0027622	0.0002318	0.00081414	1.5746e-05	0.00041403	0.00065807	0.00051677	0.00029162	0.0012066	0.0038782	0.0026775	0.0033975	0.00015723	0.0041518	0.00018471	0.0019852	0.001054	0.0029705	0.0011004	0.0032599	0.0015178	0.0032124	0.0010521	0.0017486	0.0006983	0.0003395	0.0027545	0.00084399	0.00055068	0.0021433	0.001189	0.003921	0.0013715	0.0024331	0.00094555	0.0034278	0.0013325	0.0018325
0.029687	0.050762	0.038128	0.055673	0.14224	0.080547	0.058173	0.080516	0.52622	0.18577	0.34655	0.27491	0.33735	0.26571	0.48196	0.6004	0.37529	0.42172	0.75586	0.63246	0.41997	0.3885	0.75863	0.48818	0.12197	0.48767	0.78616	0.37163	0.71892	0.20351	0.78066	0.16319	0.11009	0.30229	0.26434	1	0.3582	0.56859	0.21761	0.17113	0.14465	0.16715	0.11014	0.17318	0.16303	0.15214	0.17974	0.08366	0.029738	0.014202	0.023235	0.040576	0.026228	0.12891	0.15138	0.18551	0.18715	0.050467	0.055862	0.17773	0.16789	0.15028	0.12963	0.097924	0.09869	0.11152	0.050258	0.05679	0.052338	0.070625	0.050949	0.067485	0.034277	0.045852	0.073698	0.032968	0.04895	0.01909	0.051613	0.059149	0.080426	0.058429	0.0026295	0.024886	0.032189	0.012163	0.019867	0.020218	0.0092801	0.025175	0.00061041	0.00037606	0.00069952	1.4945e-05	0.0047182	0.00050454	0.0030024	2.2075e-05	0.00061703	0.0021916	0.0016489	0.00050949	0.0030951	0.021767	0.016255	0.010495	0.00084928	0.011274	0.00096161	0.0064614	0.0084984	0.008489	0.010153	0.010176	0.013193	0.0087374	0.0097386	0.0061374	0.0068531	0.0010564	0.0063899	0.0073897	0.0031365	0.005942	0.0086902	0.010724	0.012703	0.0059388	0.0075215	0.011038	0.012241	0.0065512
0.12529	0.21706	0.15683	0.18635	0.4234	0.39043	0.22143	0.26564	0.39196	0.19444	0.59649	0.89716	0.83896	0.86718	0.74614	0.63583	0.64725	0.89241	0.5367	0.22145	0.86842	0.14313	0.40113	0.32035	0.76101	0.29939	0.33644	0.87678	0.4905	0.8568	0.39592	0.62965	0.47678	0.096539	0.079768	0.3582	1	0.51501	0.62253	0.67097	0.37626	0.45605	0.37636	0.49187	0.52363	0.54766	0.53736	0.39002	0.10477	0.040815	0.059177	0.11741	0.053369	0.67388	0.50104	0.62528	0.47652	0.44413	0.52474	0.56138	0.62476	0.54251	0.37532	0.25903	0.30521	0.32597	0.57604	0.14019	0.20693	0.45648	0.34415	0.31775	0.29651	0.25743	0.2998	0.27359	0.26872	0.22195	0.25997	0.27748	0.36931	0.2739	0.072466	0.14036	0.25099	0.13345	0.20796	0.20028	0.13496	0.20498	0.02179	0.016945	0.026973	0.001014	0.071422	0.020652	0.086	0.0014502	0.022009	0.056636	0.048486	0.019053	0.067854	0.17432	0.15813	0.038828	0.0087949	0.039809	0.010207	0.026788	0.04267	0.031527	0.037636	0.037241	0.042411	0.031959	0.041983	0.027449	0.042816	0.023035	0.024304	0.034048	0.045078	0.029246	0.039419	0.039221	0.041741	0.023582	0.032678	0.039834	0.047866	0.026744
0.014365	0.032963	0.019581	0.026609	0.13043	0.11215	0.035394	0.047876	0.21414	0.056068	0.68158	0.51107	0.46834	0.44082	0.55546	0.37628	0.26216	0.46748	0.47105	0.17201	0.57061	0.07459	0.44644	0.27125	0.27203	0.28193	0.45536	0.52239	0.75956	0.36087	0.43687	0.34365	0.21696	0.064113	0.053167	0.56859	0.51501	1	0.22671	0.20287	0.10738	0.13723	0.10634	0.21351	0.1685	0.18507	0.19342	0.10013	0.094047	0.059456	0.060343	0.098037	0.08218	0.289	0.17383	0.22763	0.19813	0.18479	0.16841	0.26275	0.2992	0.23581	0.15167	0.26875	0.28099	0.22438	0.12081	0.17146	0.16928	0.22357	0.13142	0.17823	0.089885	0.14493	0.21734	0.11143	0.13395	0.058744	0.16297	0.17725	0.21682	0.18194	0.0079937	0.066607	0.063115	0.029892	0.062083	0.058711	0.031437	0.068705	0.0018088	0.0013305	0.0025535	3.3937e-05	0.013405	0.0016852	0.011762	6.5219e-05	0.0015349	0.0074251	0.0059163	0.0017209	0.0087448	0.063769	0.047962	0.021007	0.0029041	0.021639	0.0030983	0.011505	0.02239	0.015192	0.02814	0.020447	0.0328	0.015006	0.029124	0.013245	0.022837	0.0040484	0.011146	0.020949	0.012958	0.01175	0.021657	0.020999	0.032983	0.010764	0.019913	0.021185	0.03474	0.014765
0.34037	0.53766	0.42273	0.49836	0.90113	0.74992	0.55952	0.65022	0.38203	0.19128	0.33137	0.53901	0.5173	0.51839	0.44496	0.57548	0.51336	0.77904	0.52302	0.25722	0.65942	0.18058	0.28601	0.20173	0.44679	0.19003	0.26019	0.65605	0.3503	0.59884	0.31414	0.32755	0.23572	0.090572	0.076142	0.21761	0.62253	0.22671	1	0.959	0.85401	0.90317	0.8001	0.90171	0.9448	0.85924	0.93344	0.5583	0.060033	0.016747	0.025793	0.073538	0.028378	0.66823	0.5634	0.75704	0.55902	0.4298	0.51958	0.57995	0.68536	0.56918	0.39802	0.12414	0.15006	0.16941	0.39299	0.056416	0.085789	0.30737	0.27297	0.20198	0.24508	0.14365	0.17186	0.18649	0.1481	0.15543	0.13965	0.16221	0.31543	0.15314	0.090275	0.068943	0.28559	0.15917	0.19402	0.19021	0.10321	0.22964	0.06687	0.047394	0.061854	0.0066454	0.15813	0.057611	0.13679	0.0097658	0.07166	0.11716	0.091696	0.054202	0.15613	0.213	0.18968	0.093031	0.043261	0.096882	0.049791	0.079135	0.10604	0.085154	0.091594	0.090705	0.10302	0.088354	0.09512	0.072706	0.087093	0.026166	0.070432	0.0839	0.056967	0.077364	0.096829	0.094063	0.099623	0.06848	0.083606	0.099407	0.10798	0.069777
0.31718	0.50517	0.39997	0.46344	0.80875	0.70344	0.51798	0.59846	0.34722	0.19844	0.34714	0.60797	0.58045	0.59962	0.47151	0.5231	0.54364	0.77941	0.41764	0.19222	0.66519	0.14153	0.25022	0.19942	0.55394	0.185	0.21213	0.63726	0.29081	0.64879	0.26396	0.40807	0.31491	0.079578	0.066843	0.17113	0.67097	0.20287	0.959	1	0.77517	0.87209	0.72908	0.83862	0.92142	0.89649	0.91373	0.66341	0.068556	0.018657	0.029686	0.083589	0.029184	0.74421	0.64841	0.82565	0.61245	0.47939	0.61129	0.64732	0.74446	0.64811	0.4651	0.13609	0.16982	0.19921	0.51954	0.063682	0.10139	0.3709	0.33743	0.23532	0.31695	0.17531	0.20229	0.2417	0.18688	0.2164	0.17162	0.18928	0.35255	0.1878	0.13802	0.090312	0.34955	0.21973	0.24336	0.23959	0.14504	0.27377	0.093575	0.066121	0.086502	0.010061	0.20581	0.080778	0.18808	0.013178	0.099207	0.15472	0.12617	0.07631	0.20366	0.24757	0.22582	0.091072	0.0424	0.095523	0.049231	0.075841	0.10205	0.082339	0.083243	0.088544	0.091575	0.085294	0.089146	0.071658	0.087391	0.03833	0.069117	0.078885	0.073014	0.079266	0.092532	0.093299	0.088755	0.067389	0.077899	0.095934	0.099742	0.068264
0.51491	0.69879	0.60527	0.69048	0.8991	0.70502	0.73171	0.81132	0.33331	0.18796	0.15537	0.30839	0.30348	0.30201	0.24973	0.47164	0.39853	0.5626	0.41677	0.24602	0.41565	0.19699	0.17076	0.11359	0.25241	0.10464	0.15769	0.44599	0.19114	0.39686	0.19948	0.15725	0.11166	0.073092	0.062041	0.14465	0.37626	0.10738	0.85401	0.77517	1	0.92679	0.90715	0.81827	0.9021	0.72366	0.8448	0.43834	0.046125	0.012007	0.021245	0.061216	0.023822	0.37955	0.34622	0.49229	0.34168	0.23618	0.30059	0.32472	0.39776	0.31582	0.22305	0.084522	0.098628	0.12194	0.23001	0.037042	0.055935	0.18914	0.20557	0.15315	0.1887	0.098486	0.11256	0.12315	0.10269	0.11089	0.090249	0.11346	0.23053	0.098215	0.073125	0.050818	0.27545	0.12663	0.15882	0.1569	0.078244	0.19713	0.062822	0.043929	0.057144	0.0071643	0.1314	0.052538	0.098083	0.010823	0.073969	0.10612	0.079469	0.047608	0.15143	0.19318	0.18113	0.11692	0.049362	0.12069	0.057618	0.11935	0.13213	0.11875	0.10615	0.11454	0.12179	0.12537	0.10704	0.097629	0.096916	0.024032	0.10013	0.10167	0.050835	0.1064	0.12058	0.11668	0.1159	0.097153	0.10438	0.12915	0.12118	0.088938
0.35802	0.53057	0.45493	0.54708	0.81286	0.60041	0.56266	0.66142	0.40066	0.24383	0.24696	0.41064	0.43135	0.41576	0.36949	0.51453	0.50333	0.64813	0.41482	0.24917	0.51678	0.20304	0.24066	0.18964	0.32241	0.1778	0.21141	0.45838	0.24136	0.41726	0.26301	0.26339	0.20574	0.11042	0.095771	0.16715	0.45605	0.13723	0.90317	0.87209	0.92679	1	0.76769	0.86511	0.94804	0.88399	0.94468	0.65773	0.064245	0.016791	0.029916	0.0874	0.03002	0.49199	0.54431	0.68291	0.53862	0.26557	0.35992	0.50842	0.56221	0.49632	0.39378	0.11242	0.13575	0.17512	0.27292	0.053503	0.07574	0.25705	0.27826	0.19512	0.25959	0.13468	0.16204	0.17981	0.14764	0.16061	0.13274	0.15018	0.30121	0.14922	0.1063	0.076118	0.34074	0.20918	0.19917	0.20333	0.11022	0.25332	0.084431	0.053712	0.070832	0.010301	0.20006	0.067016	0.12751	0.012578	0.092438	0.13091	0.10185	0.065926	0.18853	0.23736	0.21129	0.14616	0.055294	0.15542	0.063661	0.13247	0.13912	0.14133	0.11495	0.1429	0.13001	0.14852	0.11777	0.11663	0.10585	0.035386	0.12408	0.10867	0.068112	0.12983	0.1298	0.15064	0.124	0.11975	0.11138	0.15618	0.13253	0.11044
0.55529	0.7571	0.60868	0.64629	0.91291	0.87597	0.76331	0.79693	0.2127	0.10262	0.12695	0.2947	0.24911	0.2703	0.19118	0.38048	0.29347	0.5203	0.35747	0.1622	0.36438	0.11394	0.113	0.064828	0.26935	0.058585	0.10638	0.48931	0.16267	0.46338	0.13452	0.12575	0.080696	0.031713	0.025703	0.11014	0.37636	0.10634	0.8001	0.72908	0.90715	0.76769	1	0.77509	0.84938	0.62311	0.75403	0.30933	0.049642	0.013592	0.021195	0.057931	0.025657	0.40754	0.24867	0.40037	0.23638	0.33605	0.3799	0.25302	0.35279	0.25013	0.14493	0.09071	0.10347	0.11132	0.28579	0.038188	0.064438	0.21583	0.21746	0.17038	0.19583	0.11093	0.11774	0.13466	0.10734	0.1209	0.095452	0.12879	0.2493	0.098246	0.081036	0.048767	0.27879	0.10526	0.18807	0.17572	0.088737	0.20842	0.067208	0.05617	0.07256	0.00648	0.12049	0.063471	0.1238	0.012842	0.081101	0.12981	0.098314	0.052175	0.16931	0.21609	0.21398	0.093798	0.054018	0.092689	0.063831	0.10061	0.14442	0.093575	0.11064	0.091266	0.12371	0.09808	0.11472	0.082716	0.11486	0.026887	0.074909	0.10905	0.061367	0.086548	0.12528	0.090154	0.11983	0.073682	0.10831	0.10511	0.12855	0.073663
0.23406	0.40189	0.29468	0.3543	0.81437	0.7123	0.4195	0.49504	0.25813	0.109	0.31855	0.45472	0.41417	0.42028	0.35646	0.41712	0.35281	0.63743	0.41946	0.17893	0.5623	0.11129	0.2222	0.14327	0.36561	0.14139	0.21511	0.56217	0.32403	0.48915	0.24891	0.28692	0.19759	0.057737	0.048589	0.17318	0.49187	0.21351	0.90171	0.83862	0.81827	0.86511	0.77509	1	0.93072	0.88585	0.95311	0.53849	0.093455	0.029157	0.038571	0.11196	0.049624	0.61616	0.4568	0.63296	0.46708	0.43507	0.48786	0.51159	0.62965	0.50061	0.33217	0.15714	0.18621	0.18711	0.29453	0.074327	0.10349	0.34622	0.3222	0.24329	0.28326	0.17374	0.21324	0.22801	0.17026	0.17871	0.17197	0.2016	0.41095	0.19325	0.10655	0.078969	0.334	0.20433	0.24666	0.23792	0.12506	0.30656	0.094871	0.067171	0.089126	0.0093335	0.23426	0.080085	0.1719	0.01515	0.095629	0.16698	0.12871	0.079376	0.21933	0.3124	0.27453	0.19425	0.10706	0.19968	0.11861	0.16809	0.22722	0.18013	0.21221	0.19114	0.23374	0.18384	0.21559	0.15925	0.18592	0.04191	0.15053	0.19269	0.099402	0.16311	0.21488	0.19474	0.2279	0.14743	0.19295	0.20628	0.23972	0.15742
0.34774	0.5376	0.42507	0.49691	0.86098	0.72911	0.5567	0.63985	0.31634	0.16607	0.26925	0.45966	0.43634	0.44368	0.36935	0.47788	0.44283	0.6846	0.41111	0.20164	0.53605	0.14441	0.22244	0.16047	0.38251	0.15013	0.19853	0.54741	0.26752	0.51072	0.24147	0.27406	0.20091	0.071822	0.060274	0.16303	0.52363	0.1685	0.9448	0.92142	0.9021	0.94804	0.84938	0.93072	1	0.91259	0.97917	0.5956	0.080898	0.022051	0.035189	0.10072	0.037659	0.61288	0.51714	0.69057	0.5052	0.39497	0.48499	0.52254	0.61507	0.51592	0.36287	0.13846	0.16533	0.18974	0.35309	0.064822	0.096489	0.32954	0.33116	0.23764	0.30017	0.16772	0.19843	0.22489	0.17571	0.19686	0.16263	0.18887	0.37283	0.17797	0.13161	0.08253	0.37077	0.21475	0.24889	0.2433	0.1357	0.29093	0.10267	0.07272	0.095301	0.011254	0.22724	0.087873	0.17489	0.01616	0.11109	0.17073	0.13568	0.082366	0.23027	0.28748	0.26195	0.14258	0.071062	0.14816	0.082275	0.12848	0.16978	0.13348	0.13935	0.13885	0.15396	0.13887	0.14486	0.11696	0.13776	0.044339	0.11336	0.13219	0.090896	0.12608	0.15484	0.14425	0.14937	0.11018	0.13186	0.15256	0.16171	0.11137
0.19882	0.33991	0.26079	0.32132	0.66775	0.54515	0.35506	0.43273	0.29462	0.16276	0.37319	0.53418	0.5346	0.53425	0.46149	0.41434	0.45115	0.6599	0.33698	0.15855	0.58054	0.11308	0.25374	0.2128	0.44611	0.20621	0.21839	0.49913	0.28597	0.48015	0.26167	0.41991	0.33698	0.083525	0.071573	0.15214	0.54766	0.18507	0.85924	0.89649	0.72366	0.88399	0.62311	0.88585	0.91259	1	0.96376	0.79653	0.10722	0.030576	0.046871	0.13648	0.046652	0.68803	0.67595	0.80161	0.66336	0.40305	0.51648	0.69161	0.73858	0.68582	0.53479	0.16695	0.20781	0.24041	0.37572	0.084603	0.11927	0.40949	0.41046	0.27561	0.38287	0.21019	0.25751	0.30685	0.22851	0.27009	0.21898	0.22855	0.44632	0.24942	0.18534	0.11356	0.41795	0.33704	0.29644	0.29539	0.18533	0.35276	0.13971	0.091158	0.12162	0.016633	0.33878	0.11324	0.22898	0.019747	0.13842	0.21167	0.17563	0.11672	0.28492	0.33985	0.30077	0.18526	0.087937	0.19632	0.099496	0.14995	0.1845	0.16754	0.15936	0.18115	0.17331	0.17154	0.16804	0.14848	0.15741	0.067686	0.1471	0.15092	0.12474	0.16393	0.17713	0.19265	0.1683	0.1428	0.15097	0.19084	0.18406	0.14692
