Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_DgmoInf	Hippocampus_SUB	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_LD	Thalamus_LP	Thalamus_Others	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Thalamus_VPMpc	Hypothalamus_LHA	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPT	Midbrain_RN	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_NLL	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Pons_V	Medulla_CU	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MDRN	Medulla_MV	Medulla_MX	Medulla_PARN	Medulla_PGRNl	Medulla_SOL	Medulla_SPIV	Medulla_SPVO	Medulla_SUV	Medulla_VII	Medulla_X	Cerebellum_ANcr1gr	Cerebellum_ANcr1mo	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT2gr	Cerebellum_CENT2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_COPYgr	Cerebellum_COPYmo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PRMgr	Cerebellum_PRMmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUmo
0.017336	0.041688	0.027082	0.037885	0.16673	0.13025	0.045167	0.063883	0.26764	0.10629	1	0.73079	0.74815	0.69486	0.80355	0.37936	0.39929	0.56382	0.33687	0.12971	0.72384	0.069757	0.46648	0.41918	0.4143	0.43546	0.40737	0.45307	0.59899	0.37833	0.4176	0.73329	0.58753	0.099255	0.086605	0.34655	0.59649	0.68158	0.33137	0.34714	0.15537	0.24696	0.12695	0.31855	0.26925	0.37319	0.32965	0.33052	0.13773	0.069126	0.080055	0.15879	0.084259	0.50134	0.47607	0.49805	0.50732	0.2525	0.29004	0.62332	0.61637	0.5877	0.47542	0.31323	0.36925	0.3593	0.20084	0.21268	0.21443	0.38751	0.26842	0.26661	0.21343	0.23743	0.35446	0.24508	0.24737	0.15061	0.28728	0.26152	0.35916	0.341	0.033744	0.14078	0.1481	0.1293	0.13223	0.13502	0.085534	0.15902	0.010093	0.0060408	0.010598	0.00037934	0.064345	0.0081621	0.040045	0.00044285	0.0079754	0.026358	0.022188	0.0095551	0.03339	0.13606	0.099179	0.057013	0.0088961	0.062264	0.0093487	0.02971	0.041896	0.041394	0.048478	0.05563	0.053875	0.04131	0.052089	0.0363	0.042318	0.015618	0.034676	0.038404	0.035739	0.035346	0.04086	0.060776	0.053594	0.033364	0.037117	0.054987	0.059965	0.040824
0.077131	0.14835	0.10644	0.12709	0.32637	0.30217	0.15171	0.18599	0.33528	0.17571	0.73079	1	0.9303	0.97616	0.78929	0.53914	0.62235	0.83124	0.39567	0.14199	0.89268	0.091273	0.32606	0.28934	0.78843	0.27447	0.26125	0.73138	0.41195	0.77432	0.30884	0.77852	0.62396	0.074598	0.062698	0.27491	0.89716	0.51107	0.53901	0.60797	0.30839	0.41064	0.2947	0.45472	0.45966	0.53418	0.49189	0.44741	0.15791	0.069399	0.094313	0.17795	0.089575	0.67085	0.52414	0.61412	0.48934	0.42306	0.51545	0.60354	0.67443	0.59017	0.41929	0.36361	0.43335	0.46008	0.52776	0.2219	0.28883	0.55054	0.43279	0.41248	0.38079	0.34804	0.42059	0.36274	0.36526	0.28058	0.36325	0.36327	0.46229	0.40141	0.082023	0.21641	0.30566	0.19034	0.25703	0.25271	0.17364	0.26431	0.023079	0.016194	0.02764	0.00098876	0.092125	0.020553	0.086953	0.0012657	0.021516	0.060267	0.051474	0.020316	0.075148	0.22723	0.19671	0.060235	0.010689	0.063506	0.011965	0.039712	0.058061	0.048283	0.052719	0.058656	0.057853	0.048949	0.059061	0.042997	0.058373	0.031615	0.039178	0.04763	0.060287	0.045528	0.052955	0.062365	0.056939	0.038372	0.045643	0.060562	0.066643	0.04303
0.071824	0.13332	0.10261	0.12978	0.29394	0.22661	0.14043	0.1804	0.47267	0.2861	0.74815	0.9303	1	0.97055	0.91896	0.61965	0.76038	0.82171	0.43161	0.20346	0.88539	0.14849	0.45128	0.45276	0.67192	0.43147	0.35431	0.62591	0.44169	0.62632	0.42177	0.81134	0.70452	0.15085	0.13091	0.33735	0.83896	0.46834	0.5173	0.58045	0.30348	0.43135	0.24911	0.41417	0.43634	0.5346	0.48219	0.51702	0.12709	0.052213	0.082043	0.15919	0.069747	0.56147	0.61887	0.65491	0.5971	0.27526	0.3704	0.65732	0.64632	0.62986	0.53163	0.29589	0.35688	0.43343	0.41015	0.18566	0.22522	0.42738	0.35886	0.3284	0.31901	0.2738	0.34877	0.29028	0.3096	0.22975	0.29918	0.28374	0.36911	0.34125	0.066756	0.19304	0.26189	0.18392	0.19206	0.19715	0.13657	0.21007	0.018055	0.011205	0.01926	0.00087127	0.080073	0.014889	0.060881	0.00089617	0.016932	0.042939	0.036839	0.015524	0.057342	0.17233	0.14433	0.054017	0.0073708	0.058786	0.0083085	0.034484	0.042172	0.043789	0.038633	0.052674	0.043618	0.044743	0.042608	0.036892	0.0403	0.024741	0.036863	0.034565	0.043328	0.040806	0.039997	0.057471	0.042252	0.035631	0.033924	0.053816	0.04852	0.037303
0.078577	0.14621	0.10957	0.13231	0.30199	0.2608	0.15034	0.18611	0.37363	0.22297	0.69486	0.97616	0.97055	1	0.8282	0.54871	0.6879	0.81052	0.37401	0.1494	0.86647	0.10516	0.34095	0.33115	0.77966	0.31207	0.26395	0.66696	0.37378	0.7229	0.32023	0.80991	0.68814	0.094694	0.080563	0.26571	0.86718	0.44082	0.51839	0.59962	0.30201	0.41576	0.2703	0.42028	0.44368	0.53425	0.47874	0.49444	0.14271	0.060081	0.089591	0.17042	0.079258	0.60839	0.56137	0.62156	0.5216	0.34441	0.44719	0.61	0.63901	0.59487	0.46001	0.32469	0.39331	0.45334	0.51565	0.20073	0.25852	0.49321	0.40987	0.37627	0.37031	0.31646	0.38394	0.33905	0.34864	0.27609	0.33478	0.32379	0.41133	0.3762	0.084203	0.21508	0.29941	0.19971	0.23531	0.23484	0.1689	0.24221	0.022745	0.015076	0.025914	0.0010709	0.09074	0.019537	0.079632	0.0011975	0.021454	0.055489	0.048108	0.019605	0.071861	0.20464	0.17868	0.055814	0.0088085	0.059833	0.0099719	0.037007	0.049745	0.045538	0.043977	0.054578	0.048661	0.046307	0.0492	0.039781	0.048968	0.031396	0.037751	0.040427	0.054573	0.044004	0.046251	0.058727	0.047413	0.036875	0.039153	0.055848	0.055325	0.039621
0.047852	0.09152	0.069052	0.094013	0.2385	0.16175	0.099252	0.13495	0.53662	0.2942	0.80355	0.78929	0.91896	0.8282	1	0.64106	0.71793	0.75463	0.49297	0.27555	0.80608	0.19274	0.65862	0.6544	0.47703	0.63581	0.53568	0.54443	0.58812	0.46898	0.59875	0.70176	0.60336	0.23504	0.20595	0.48196	0.74614	0.55546	0.44496	0.47151	0.24973	0.36949	0.19118	0.35646	0.36935	0.46149	0.42227	0.42668	0.10627	0.043649	0.070929	0.13921	0.060959	0.47071	0.59652	0.60376	0.61898	0.19564	0.25673	0.64809	0.58222	0.60344	0.55444	0.25414	0.29877	0.36639	0.26207	0.16282	0.17655	0.31975	0.25929	0.24547	0.21464	0.20128	0.28703	0.20713	0.23422	0.15204	0.23329	0.21751	0.29414	0.27154	0.038815	0.13658	0.1715	0.12502	0.12146	0.12581	0.083684	0.13743	0.01004	0.0058445	0.010187	0.00044999	0.054521	0.0080414	0.034889	0.00044398	0.0092034	0.024143	0.020741	0.0086481	0.033284	0.1148	0.090572	0.041386	0.0051174	0.045873	0.0057839	0.024548	0.030833	0.032441	0.030342	0.040323	0.035163	0.033171	0.032469	0.026802	0.02879	0.014602	0.027436	0.025676	0.027572	0.028966	0.03014	0.044538	0.034105	0.026113	0.02532	0.040987	0.037699	0.028248
0.18885	0.27435	0.24169	0.30218	0.43818	0.28232	0.29953	0.36662	0.85427	0.49521	0.37936	0.53914	0.61965	0.54871	0.64106	1	0.84447	0.82743	0.82162	0.6255	0.70201	0.51059	0.56029	0.43994	0.31847	0.3993	0.48626	0.60285	0.47597	0.47289	0.5758	0.29713	0.22591	0.28681	0.25014	0.6004	0.63583	0.37628	0.57548	0.5231	0.47164	0.51453	0.38048	0.41712	0.47788	0.41434	0.47421	0.28837	0.052216	0.018577	0.036806	0.071351	0.033287	0.31593	0.38291	0.47149	0.39598	0.1376	0.18504	0.36964	0.38616	0.33736	0.28063	0.15135	0.16512	0.2252	0.19606	0.08245	0.098336	0.17793	0.1593	0.16695	0.12997	0.11398	0.14858	0.098285	0.12789	0.074667	0.11423	0.13135	0.18385	0.12422	0.018608	0.074494	0.14672	0.056451	0.080098	0.083716	0.042506	0.096664	0.0054533	0.0034499	0.0057699	0.00023761	0.02465	0.0045592	0.017757	0.00030092	0.0061568	0.014793	0.011318	0.0042445	0.021576	0.079386	0.066093	0.030357	0.003177	0.032625	0.0037286	0.02311	0.025074	0.02684	0.022297	0.029337	0.027445	0.028585	0.022959	0.020099	0.019917	0.0060089	0.021693	0.019096	0.012943	0.021417	0.022879	0.031171	0.026079	0.020536	0.019371	0.032553	0.027845	0.019187
0.15813	0.23044	0.21587	0.26809	0.33725	0.21379	0.24906	0.3079	0.80831	0.6627	0.39929	0.62235	0.76038	0.6879	0.71793	0.84447	1	0.78283	0.51882	0.3944	0.68997	0.38122	0.45366	0.48057	0.41751	0.42691	0.34016	0.49085	0.30937	0.46462	0.43048	0.44345	0.40437	0.29391	0.26224	0.37529	0.64725	0.26216	0.51336	0.54364	0.39853	0.50333	0.29347	0.35281	0.44283	0.45115	0.45183	0.44239	0.059369	0.019612	0.044304	0.086568	0.032005	0.33467	0.52707	0.55573	0.50351	0.12786	0.20257	0.45719	0.43147	0.43101	0.41304	0.15794	0.18508	0.29262	0.26949	0.092395	0.11316	0.2138	0.2125	0.19434	0.19216	0.14201	0.17872	0.13895	0.17616	0.12199	0.14741	0.14976	0.19999	0.16518	0.036413	0.11683	0.20298	0.10613	0.10528	0.1139	0.070032	0.12312	0.0095272	0.005421	0.0091554	0.00053538	0.04014	0.0074511	0.026646	0.00047793	0.010471	0.021417	0.017459	0.0073268	0.032438	0.094792	0.080875	0.032772	0.0029286	0.036541	0.0034655	0.024012	0.022438	0.029054	0.018236	0.031769	0.021804	0.031012	0.019523	0.021705	0.018213	0.010996	0.024893	0.016529	0.017687	0.02545	0.020686	0.035152	0.020566	0.023584	0.016812	0.034101	0.023119	0.020546
0.19056	0.31459	0.24544	0.29441	0.57053	0.46519	0.32915	0.39435	0.56656	0.29593	0.56382	0.83124	0.82171	0.81052	0.75463	0.82743	0.78283	1	0.67255	0.33356	0.90317	0.23328	0.45427	0.35577	0.60358	0.32947	0.38688	0.82819	0.50833	0.75823	0.45704	0.51604	0.38886	0.14106	0.11919	0.42172	0.89241	0.46748	0.77904	0.77941	0.5626	0.64813	0.5203	0.63743	0.6846	0.6599	0.69137	0.4647	0.10907	0.039906	0.063776	0.13246	0.062129	0.62967	0.5529	0.69529	0.54136	0.36176	0.44697	0.58832	0.66066	0.56225	0.40931	0.26266	0.30088	0.3488	0.42941	0.14282	0.18788	0.40105	0.34034	0.32016	0.28927	0.23903	0.29546	0.24244	0.25455	0.18948	0.23993	0.26554	0.38492	0.2606	0.061602	0.13781	0.28862	0.14046	0.2	0.19907	0.11551	0.22089	0.021801	0.015155	0.024141	0.0011105	0.079055	0.019192	0.068308	0.0015271	0.022723	0.053754	0.043334	0.018006	0.071375	0.1939	0.16783	0.06285	0.012145	0.066181	0.014	0.046919	0.06398	0.053747	0.056315	0.060944	0.064529	0.055785	0.060126	0.044965	0.056588	0.021059	0.043376	0.050146	0.043998	0.047527	0.057919	0.064182	0.062707	0.04192	0.049226	0.065922	0.069749	0.043743
0.14219	0.21838	0.17148	0.22371	0.44111	0.29177	0.24077	0.30071	0.6253	0.24051	0.33687	0.39567	0.43161	0.37401	0.49297	0.82162	0.51882	0.67255	1	0.71328	0.61344	0.46641	0.61024	0.35771	0.22614	0.34624	0.63323	0.63538	0.67391	0.40691	0.68937	0.20284	0.13053	0.23003	0.19654	0.75586	0.5367	0.47105	0.52302	0.41764	0.41677	0.41482	0.35747	0.41946	0.41111	0.33698	0.41652	0.1728	0.033754	0.012961	0.02069	0.043541	0.0246	0.26741	0.25211	0.35057	0.28873	0.13664	0.15185	0.27877	0.30811	0.24735	0.18389	0.10382	0.11012	0.12261	0.12861	0.050708	0.060629	0.12311	0.093324	0.10347	0.069714	0.067953	0.093041	0.05777	0.068479	0.03824	0.068329	0.085204	0.1339	0.074249	0.0088287	0.033264	0.077143	0.027014	0.048012	0.047633	0.021349	0.059896	0.003405	0.0023682	0.003758	0.00013568	0.015379	0.0029615	0.012791	0.00023272	0.0037354	0.0099792	0.0073082	0.0027586	0.013628	0.052419	0.043034	0.023946	0.0038402	0.024821	0.0044032	0.017919	0.023122	0.021002	0.024299	0.023208	0.030617	0.021802	0.023798	0.015758	0.018235	0.0028973	0.015826	0.019296	0.008286	0.015503	0.022294	0.02374	0.029339	0.014981	0.019634	0.025966	0.029136	0.015606
0.099117	0.1273	0.1203	0.17141	0.2186	0.099817	0.1492	0.19709	0.71396	0.36609	0.12971	0.14199	0.20346	0.1494	0.27555	0.6255	0.3944	0.33356	0.71328	1	0.26937	0.87443	0.56517	0.38686	0.066808	0.36572	0.57359	0.23739	0.36524	0.1283	0.63546	0.075565	0.054279	0.50249	0.45464	0.63246	0.22145	0.17201	0.25722	0.19222	0.24602	0.24917	0.1622	0.17893	0.20164	0.15855	0.20529	0.094378	0.0084293	0.002605	0.0060765	0.013446	0.0055893	0.082396	0.14853	0.18149	0.18117	0.026029	0.035331	0.13426	0.1207	0.11368	0.11417	0.028117	0.029465	0.044519	0.0345	0.01358	0.014918	0.030426	0.026978	0.028412	0.020141	0.017144	0.02526	0.01421	0.019881	0.010042	0.017971	0.021889	0.036317	0.019882	0.0023263	0.010282	0.026334	0.009156	0.011506	0.01246	0.0051887	0.016313	0.00084507	0.00048879	0.00076445	4.2082e-05	0.0042996	0.00065636	0.002529	5.2035e-05	0.0010211	0.0021634	0.0015512	0.00063559	0.0033909	0.012907	0.010125	0.0078406	0.00073697	0.0085029	0.00087706	0.0059447	0.0053143	0.0072121	0.0054005	0.0075237	0.0073551	0.0077334	0.0050963	0.0047006	0.0036407	0.00065154	0.0057039	0.0042107	0.0016431	0.00497	0.0053643	0.0080278	0.0068246	0.0052163	0.00451	0.0085959	0.00648	0.0045793
0.10456	0.19409	0.14413	0.17965	0.44163	0.35841	0.2049	0.25605	0.48148	0.23015	0.72384	0.89268	0.88539	0.86647	0.80608	0.70201	0.68997	0.90317	0.61344	0.26937	1	0.17546	0.46179	0.36488	0.6448	0.35605	0.40794	0.80978	0.56841	0.73084	0.47033	0.66254	0.50427	0.13054	0.11195	0.41997	0.86842	0.57061	0.65942	0.66519	0.41565	0.51678	0.36438	0.5623	0.53605	0.58054	0.57827	0.44382	0.098375	0.041035	0.056679	0.11919	0.062602	0.60438	0.53773	0.65232	0.54155	0.3489	0.42011	0.60905	0.67815	0.5813	0.43119	0.25594	0.30255	0.32599	0.38507	0.14269	0.17622	0.37985	0.29108	0.27984	0.24782	0.21645	0.27918	0.22132	0.2232	0.15909	0.22716	0.23895	0.34833	0.25954	0.044437	0.12589	0.22066	0.12713	0.16407	0.16348	0.094805	0.19171	0.016416	0.010699	0.017404	0.00078445	0.069022	0.013656	0.057494	0.0010347	0.015565	0.040656	0.032251	0.013983	0.053629	0.16286	0.13541	0.061176	0.011109	0.065327	0.012244	0.041305	0.053902	0.051291	0.054231	0.060122	0.062028	0.052224	0.05694	0.042146	0.047721	0.015575	0.041194	0.045757	0.034737	0.043864	0.051011	0.063404	0.060188	0.040023	0.045257	0.06275	0.066045	0.042765
0.10605	0.1184	0.13036	0.18404	0.15353	0.060835	0.14036	0.18349	0.7194	0.53411	0.069757	0.091273	0.14849	0.10516	0.19274	0.51059	0.38122	0.23328	0.46641	0.87443	0.17546	1	0.38643	0.32193	0.044206	0.29132	0.35651	0.13722	0.17784	0.079604	0.4285	0.051002	0.041672	0.5938	0.55463	0.3885	0.14313	0.07459	0.18058	0.14153	0.19699	0.20304	0.11394	0.11129	0.14441	0.11308	0.14378	0.083646	0.0042968	0.0011401	0.0034772	0.0077502	0.002554	0.046176	0.12078	0.1346	0.14123	0.01164	0.019091	0.091446	0.075152	0.0776	0.091765	0.014618	0.015744	0.030066	0.023732	0.0070918	0.0080075	0.016651	0.017287	0.016807	0.013947	0.00985	0.013932	0.0083853	0.012656	0.0068298	0.010208	0.012006	0.019537	0.011367	0.0017849	0.0074608	0.020262	0.0072075	0.0071098	0.0081197	0.0035356	0.010373	0.00059891	0.00031216	0.00048667	3.764e-05	0.0028326	0.00043489	0.0014778	3.5297e-05	0.00078021	0.0013419	0.00096811	0.00042262	0.002294	0.0075549	0.006086	0.0046994	0.00031076	0.005248	0.00038075	0.0037823	0.0025636	0.0045751	0.0023257	0.0045013	0.0032369	0.0050218	0.002215	0.0027808	0.0016381	0.0004382	0.0037863	0.0019048	0.00088505	0.0032166	0.0025855	0.0049383	0.002933	0.0034299	0.0020951	0.0051773	0.0028281	0.0025864
0.029541	0.053257	0.040887	0.063617	0.1664	0.084615	0.061684	0.091252	0.5841	0.25577	0.46648	0.32606	0.45128	0.34095	0.65862	0.56029	0.45366	0.45427	0.61024	0.56517	0.46179	0.38643	1	0.84849	0.15094	0.85934	0.95365	0.32337	0.74603	0.19107	0.96451	0.27561	0.21805	0.50225	0.45083	0.75863	0.40113	0.44644	0.28601	0.25022	0.17076	0.24066	0.113	0.2222	0.22244	0.25374	0.26197	0.19286	0.028851	0.010525	0.018702	0.041516	0.016539	0.21014	0.35283	0.35788	0.43235	0.066786	0.084308	0.38066	0.30092	0.33081	0.34941	0.079728	0.089373	0.11386	0.071274	0.046203	0.045786	0.093503	0.070237	0.067799	0.051571	0.050775	0.083772	0.050078	0.059733	0.032438	0.062373	0.061201	0.097251	0.072959	0.0074264	0.02924	0.045025	0.030195	0.027657	0.029451	0.015991	0.03595	0.0023043	0.0012697	0.0020632	0.00010816	0.014755	0.0017755	0.007991	0.00011072	0.0021917	0.0054583	0.0044433	0.0019733	0.0077921	0.029221	0.021091	0.014716	0.0018255	0.016412	0.002082	0.008225	0.0097421	0.011406	0.011087	0.014132	0.013964	0.01173	0.011019	0.0085035	0.0082245	0.0024284	0.0093834	0.0083808	0.0056791	0.008789	0.010227	0.015743	0.013416	0.0086267	0.0085453	0.014807	0.013461	0.0093321
0.018525	0.033236	0.02785	0.044586	0.099281	0.045092	0.038916	0.059852	0.56291	0.35246	0.41918	0.28934	0.45276	0.33115	0.6544	0.43994	0.48057	0.35577	0.35771	0.38686	0.36488	0.32193	0.84849	1	0.13361	0.98728	0.69877	0.19776	0.45613	0.13101	0.73876	0.31432	0.30182	0.62181	0.57876	0.48818	0.32035	0.27125	0.20173	0.19942	0.11359	0.18964	0.064828	0.14327	0.16047	0.2128	0.19595	0.23209	0.023966	0.0078836	0.017041	0.037831	0.011253	0.16835	0.42185	0.35404	0.4912	0.041008	0.062806	0.40157	0.27304	0.35479	0.46096	0.063333	0.075021	0.11686	0.063273	0.040334	0.038958	0.080144	0.066813	0.057275	0.052885	0.045657	0.076157	0.049272	0.060913	0.035665	0.059495	0.051074	0.077323	0.071554	0.0090526	0.034047	0.043856	0.03973	0.024033	0.027237	0.017166	0.031503	0.0023433	0.0011127	0.0018376	0.00013608	0.015777	0.0016634	0.0070092	9.3066e-05	0.0021822	0.0046696	0.0040246	0.0019781	0.0070875	0.023299	0.016467	0.011094	0.00098434	0.012987	0.0011363	0.0057373	0.0055348	0.0084328	0.0058133	0.010602	0.0072446	0.008786	0.0059845	0.0061233	0.004716	0.0027181	0.0074535	0.0045416	0.004812	0.0068752	0.0058314	0.012478	0.0068974	0.0067774	0.0046641	0.010818	0.0072631	0.0067268
0.088369	0.16194	0.11473	0.12641	0.28721	0.32274	0.15767	0.18	0.17387	0.099166	0.4143	0.78843	0.67192	0.77966	0.47703	0.31847	0.41751	0.60358	0.22614	0.066808	0.6448	0.044206	0.15094	0.13361	1	0.12467	0.11778	0.6409	0.20932	0.82187	0.14956	0.6674	0.54561	0.03041	0.024903	0.12197	0.76101	0.27203	0.44679	0.55394	0.25241	0.32241	0.26935	0.36561	0.38251	0.44611	0.3954	0.3817	0.095461	0.037416	0.049952	0.10393	0.047787	0.58216	0.3804	0.46903	0.3275	0.48032	0.5884	0.42249	0.49936	0.43068	0.27877	0.21533	0.27487	0.28406	0.81421	0.1159	0.18649	0.467	0.36742	0.30123	0.35553	0.25691	0.27287	0.31443	0.26951	0.2828	0.25362	0.25727	0.34296	0.27883	0.11694	0.14687	0.28198	0.18214	0.2496	0.23538	0.18246	0.23394	0.039909	0.030766	0.048433	0.0023591	0.10172	0.03698	0.14135	0.0030695	0.038913	0.089631	0.079029	0.035176	0.10566	0.2002	0.19459	0.036404	0.01146	0.037778	0.0131	0.026321	0.045768	0.031037	0.038565	0.03583	0.040802	0.030803	0.04383	0.027976	0.046903	0.036093	0.024056	0.037115	0.06128	0.032783	0.043196	0.037591	0.040073	0.02416	0.035288	0.037	0.04787	0.027218
0.014824	0.0277	0.022592	0.037008	0.091988	0.04134	0.032642	0.051215	0.51103	0.29772	0.43546	0.27447	0.43147	0.31207	0.63581	0.3993	0.42691	0.32947	0.34624	0.36572	0.35605	0.29132	0.85934	0.98728	0.12467	1	0.73104	0.18859	0.48238	0.12051	0.75753	0.31496	0.29883	0.60279	0.56351	0.48767	0.29939	0.28193	0.19003	0.185	0.10464	0.1778	0.058585	0.14139	0.15013	0.20621	0.1882	0.22356	0.023835	0.0081518	0.016572	0.037557	0.011572	0.16112	0.40189	0.33602	0.47968	0.039421	0.058847	0.39497	0.26657	0.34695	0.45276	0.061654	0.073248	0.10962	0.05557	0.039456	0.036987	0.076865	0.062652	0.053768	0.049132	0.043195	0.073626	0.047141	0.0567	0.032936	0.057341	0.04878	0.075651	0.070063	0.0081986	0.031437	0.039791	0.038491	0.022503	0.025443	0.015871	0.03032	0.0022656	0.0010614	0.0017514	0.00013162	0.015882	0.0015832	0.0067736	9.1218e-05	0.0020437	0.004486	0.0038437	0.0019449	0.0067645	0.02264	0.015754	0.012087	0.0011269	0.014139	0.0012798	0.006098	0.0058468	0.0091496	0.0064852	0.011594	0.0080874	0.0094489	0.0066057	0.0066441	0.0049887	0.0025993	0.008077	0.0049797	0.004788	0.0073691	0.0063175	0.013603	0.0077038	0.0073504	0.0051359	0.011708	0.0079922	0.0074346
0.024991	0.046264	0.03396	0.053865	0.1601	0.081559	0.053945	0.080456	0.4846	0.17494	0.40737	0.26125	0.35431	0.26395	0.53568	0.48626	0.34016	0.38688	0.63323	0.57359	0.40794	0.35651	0.95365	0.69877	0.11778	0.73104	1	0.30626	0.81062	0.16431	0.97733	0.20953	0.15272	0.42639	0.38011	0.78616	0.33644	0.45536	0.26019	0.21213	0.15769	0.21141	0.10638	0.21511	0.19853	0.21839	0.23598	0.14465	0.022898	0.0087537	0.013993	0.032308	0.014542	0.17613	0.26588	0.28713	0.34324	0.059965	0.069532	0.30528	0.25019	0.26117	0.26191	0.064339	0.070865	0.082287	0.052087	0.035737	0.034506	0.072606	0.051752	0.051835	0.036456	0.037718	0.063996	0.036487	0.041935	0.021815	0.046294	0.047369	0.080051	0.054602	0.0047726	0.019068	0.032332	0.020513	0.020682	0.021603	0.010707	0.027906	0.0017288	0.00097934	0.0015629	7.7799e-05	0.011292	0.0013378	0.0061706	9.17e-05	0.0016223	0.0042559	0.0033491	0.0014974	0.0059625	0.023529	0.016723	0.013659	0.0020104	0.015053	0.0022564	0.0076801	0.0097205	0.010657	0.012013	0.013168	0.015271	0.010855	0.011566	0.0079193	0.0079876	0.0016251	0.0085577	0.0087356	0.0044353	0.0078977	0.010429	0.014408	0.014696	0.0078846	0.0089512	0.013863	0.014204	0.0088621
0.16582	0.28015	0.19429	0.22359	0.52502	0.51917	0.28344	0.32498	0.32313	0.12678	0.45307	0.73138	0.62591	0.66696	0.54443	0.60285	0.49085	0.82819	0.63538	0.23739	0.80978	0.13722	0.32337	0.19776	0.6409	0.18859	0.30626	1	0.50455	0.90174	0.3551	0.41092	0.26899	0.063365	0.051116	0.37163	0.87678	0.52239	0.65605	0.63726	0.44599	0.45838	0.48931	0.56217	0.54741	0.49913	0.54154	0.26837	0.082054	0.03412	0.043809	0.08976	0.054145	0.56462	0.32064	0.46823	0.31737	0.45292	0.46718	0.38437	0.48698	0.36802	0.21927	0.21428	0.24357	0.22768	0.47103	0.10462	0.15378	0.34534	0.25028	0.25267	0.20562	0.1859	0.21715	0.18506	0.17712	0.13954	0.17751	0.21339	0.30905	0.18844	0.042681	0.084168	0.19096	0.077673	0.16155	0.14742	0.085453	0.162	0.016382	0.01361	0.021339	0.00070232	0.050605	0.015807	0.066981	0.0013314	0.017016	0.046257	0.036951	0.013923	0.055385	0.15144	0.14162	0.040412	0.011834	0.040514	0.013568	0.031074	0.055705	0.034868	0.052771	0.039429	0.060199	0.035069	0.055573	0.03011	0.051384	0.014156	0.025512	0.046132	0.034889	0.030725	0.051879	0.039634	0.059173	0.025036	0.044573	0.042949	0.063883	0.029216
