Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AOBgl	OlfactoryAreas_AOBgr	OlfactoryAreas_AOBmi	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_SUB	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_AV	Thalamus_LD	Thalamus_LP	Thalamus_PO	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Hypothalamus_LHA	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPN	Midbrain_PPT	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_NLL	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Pons_V	Medulla_AMB	Medulla_CU	Medulla_IRN	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MDRN	Medulla_MV	Medulla_PARN	Medulla_PGRNl	Medulla_SOL	Medulla_SPIV	Medulla_SPVC	Medulla_SPVI	Medulla_SUV	Medulla_VII	Cerebellum_ANcr1gr	Cerebellum_ANcr1mo	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT2gr	Cerebellum_CENT2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUgr	Cerebellum_UVUmo
0.26961	0.31302	0.34504	0.32744	0.40071	0.26258	0.30381	0.36394	0.015168	0.12903	0.22429	0.62061	0.5608	0.2593	0.10262	0.14239	0.061202	0.35243	0.41255	0.50235	0.37154	0.33259	0.49726	0.1352	0.28552	0.90749	0.91788	0.081142	1	0.6928	0.0018827	0.48839	0.0068906	0.5719	0.020947	0.0068875	0.35651	0.43003	0.034342	0.27558	0.42278	0.38143	0.36088	0.46242	0.34774	0.31542	0.48952	0.52541	0.5483	0.25839	0.03706	0.029098	0.10008	0.10483	0.065667	0.17712	0.22246	0.18691	0.23586	0.012516	0.017607	0.2016	0.10742	0.11497	0.29198	0.055709	0.057694	0.037012	0.032424	0.12459	0.021952	0.019747	0.023649	0.064852	0.0056067	0.014506	0.043633	0.011508	0.022502	0.017706	0.033642	0.062785	0.023954	0.049026	0.024897	0.036521	0.046393	0.016744	0.019087	0.017708	0.043777	0.030387	0.022876	0.065542	0.023746	0.023261	0.09441	0.06317	0.0042046	0.017301	0.036804	0.017621	0.10352	0.046705	0.053845	0.041659	0.035096	0.020528	0.02422	0.049171	0.035235	0.049434	0.034907	0.072551	0.035862	0.076588	0.032905	0.081724	0.0356	0.084796	0.026639	0.040324	0.081322	0.02927	0.020167	0.059186	0.035349	0.0723	0.034536	0.057536	0.039294	0.061021
0.22376	0.27754	0.29819	0.30279	0.30819	0.24477	0.28095	0.28671	0.0036526	0.12986	0.21302	0.51756	0.38208	0.18591	0.10935	0.16716	0.094321	0.2522	0.32718	0.39837	0.25716	0.62343	0.54952	0.28249	0.30821	0.75555	0.60848	0.12363	0.6928	1	0.0094154	0.76354	0.023842	0.93676	0.038882	0.016916	0.24592	0.34145	0.065965	0.18677	0.32373	0.24392	0.51222	0.53862	0.34869	0.36843	0.42181	0.52348	0.51124	0.22995	0.028177	0.024591	0.10826	0.082962	0.064111	0.099132	0.096978	0.083896	0.10693	0.0046898	0.0069643	0.1952	0.11217	0.043998	0.14405	0.045871	0.048617	0.016706	0.021316	0.094664	0.014777	0.010806	0.012052	0.059617	0.0020354	0.0071001	0.024456	0.0058462	0.010902	0.0084018	0.021297	0.043398	0.012233	0.04715	0.018445	0.019511	0.014438	0.010365	0.011356	0.011621	0.032918	0.026357	0.024264	0.052758	0.015228	0.031263	0.060989	0.0405	0.001336	0.016176	0.026392	0.010214	0.075094	0.038695	0.035824	0.02656	0.030256	0.014742	0.045778	0.052788	0.060859	0.047198	0.062953	0.056141	0.066734	0.068467	0.062145	0.084847	0.061884	0.083512	0.01704	0.066319	0.080325	0.020822	0.04306	0.045386	0.06488	0.07253	0.069496	0.05981	0.058	0.042161
0.0049353	0.0088536	0.0067637	0.0076382	0.0027499	0.0059866	0.009545	0.0031537	1.5597e-05	0.014145	0.0049026	0.0027762	0.00221	0.0011526	0.016981	0.037982	0.088393	0.0024026	0.0037021	0.0050658	0.0015535	0.047198	0.0054462	0.11189	0.0061391	0.0018999	0.00087371	0.038591	0.0018827	0.0094154	1	0.015376	0.58891	0.021992	0.065262	0.062049	0.001293	0.0019125	0.34718	0.0015019	0.0022167	0.0016782	0.020993	0.013028	0.0043158	0.0079048	0.0037915	0.012258	0.0068118	0.025973	0.0016779	0.0024768	0.0036301	0.002258	0.0056883	0.00020318	5.9004e-05	7.4268e-05	3.6271e-05	2.3824e-05	0.00010103	0.00044056	0.0003105	1.4945e-05	5.7642e-05	0.0026763	0.0033226	0.00055836	0.0018589	0.00097308	0.0013427	0.00048619	0.00047723	0.0075885	0.00017067	0.00034669	0.00050382	0.0004247	0.00042153	0.00019694	0.0009372	0.0012777	0.00033643	0.0079408	0.0035591	0.00098193	0.00015934	0.00089801	0.00083348	0.0011251	0.0020974	0.0029666	0.0034961	0.0032237	0.001022	0.0068857	0.002982	0.00053232	7.0951e-05	0.0021463	0.0019438	0.00070188	0.004499	0.0025307	0.0010032	0.0013974	0.0021409	0.0014072	0.0025864	0.00063076	0.0028668	0.0002524	0.013801	0.0004328	0.013474	0.00079369	0.0092	0.0017098	0.016887	0.0018001	0.00047081	0.0052856	0.00077393	0.00058081	0.0070471	0.00016632	0.0050602	0.00088092	0.0069016	0.0010516	0.0014145	0.00011968
0.22216	0.3018	0.37079	0.30971	0.3335	0.39495	0.29617	0.31688	0.0090626	0.36029	0.50755	0.71506	0.49704	0.34574	0.32956	0.41216	0.26182	0.46527	0.55583	0.61479	0.47581	0.58329	0.29738	0.41288	0.13352	0.63863	0.47866	0.28813	0.48839	0.76354	0.015376	1	0.057543	0.75168	0.10095	0.041751	0.07421	0.11429	0.11893	0.28466	0.51974	0.43627	0.64265	0.61091	0.53194	0.61325	0.5294	0.63364	0.61216	0.41875	0.11578	0.11059	0.2986	0.24627	0.21089	0.22768	0.17171	0.16297	0.16788	0.021709	0.029723	0.37027	0.27556	0.09193	0.21946	0.16992	0.17522	0.05841	0.07992	0.25066	0.065955	0.046709	0.049247	0.2057	0.008582	0.03252	0.089239	0.026092	0.045682	0.036807	0.088523	0.15065	0.052492	0.17265	0.07328	0.073515	0.042341	0.045805	0.049975	0.050972	0.13228	0.10711	0.096233	0.18117	0.06433	0.12759	0.17661	0.13783	0.0059713	0.070349	0.10561	0.044026	0.21989	0.15014	0.1307	0.09933	0.12191	0.0615	0.06453	0.13252	0.08312	0.11881	0.11549	0.17131	0.11376	0.19747	0.098184	0.23402	0.10095	0.23744	0.07176	0.095942	0.20468	0.091292	0.077387	0.13442	0.10214	0.19263	0.1103	0.17071	0.11381	0.12321
0.0088253	0.018327	0.017733	0.01591	0.0079424	0.020825	0.019367	0.0086603	0.00015349	0.10395	0.039973	0.017203	0.010204	0.014514	0.12159	0.18844	0.35322	0.016114	0.020502	0.025797	0.012093	0.077113	0.0073968	0.27341	0.0052681	0.008121	0.0041536	0.23288	0.0068906	0.023842	0.58891	0.057543	1	0.04803	0.27476	0.18901	0.001611	0.00263	0.69435	0.0068913	0.012771	0.012215	0.052912	0.03472	0.016782	0.035779	0.014495	0.041053	0.023881	0.13248	0.024282	0.026893	0.039881	0.025995	0.054272	0.0028557	0.000822	0.0009914	0.00048482	0.00078578	0.0024601	0.0057262	0.0048536	0.00030186	0.00083651	0.031907	0.03847	0.0068725	0.028093	0.013953	0.021821	0.0096194	0.0088729	0.060943	0.0028134	0.0071363	0.0092346	0.0088146	0.00733	0.0047563	0.013992	0.016252	0.0075966	0.076419	0.046984	0.013098	0.0024149	0.016365	0.015089	0.019837	0.027177	0.040563	0.054987	0.031577	0.017125	0.081235	0.02864	0.0092225	0.0011927	0.032237	0.025205	0.013362	0.046167	0.031264	0.01353	0.016575	0.029479	0.023864	0.0068966	0.0050829	0.0084361	0.002604	0.030257	0.0056998	0.028651	0.008071	0.01953	0.014318	0.032224	0.015385	0.010037	0.013111	0.0069591	0.011443	0.01612	0.0025402	0.01317	0.0075543	0.018154	0.0094087	0.0061918	0.0019008
0.20446	0.2661	0.27479	0.28445	0.25561	0.21851	0.27133	0.24355	0.0025333	0.14579	0.19758	0.44771	0.31462	0.15735	0.12581	0.20074	0.12864	0.20872	0.28847	0.35462	0.20748	0.68334	0.51337	0.37663	0.31632	0.59986	0.45869	0.15783	0.5719	0.93676	0.021992	0.75168	0.04803	1	0.055872	0.025803	0.23881	0.33235	0.11913	0.15014	0.26116	0.19919	0.50639	0.51176	0.29592	0.32839	0.36164	0.50583	0.46005	0.27211	0.027706	0.024924	0.10514	0.076814	0.067113	0.067796	0.05953	0.052764	0.06201	0.0034071	0.0058818	0.14494	0.082135	0.025017	0.087655	0.0454	0.049433	0.015581	0.023133	0.080264	0.01554	0.010506	0.011481	0.064281	0.0021321	0.0069478	0.021675	0.0061066	0.010185	0.0076683	0.0202	0.03955	0.011322	0.053379	0.021185	0.018791	0.012223	0.011004	0.0118	0.012256	0.032618	0.028848	0.027941	0.051848	0.015856	0.036813	0.059318	0.034121	0.0013017	0.017841	0.027037	0.010662	0.077184	0.038759	0.032449	0.025874	0.030395	0.01604	0.042437	0.041463	0.05592	0.034337	0.065005	0.042485	0.06934	0.053946	0.062579	0.071257	0.066527	0.07072	0.015438	0.063805	0.062534	0.019023	0.043136	0.03206	0.061644	0.05755	0.068272	0.048933	0.047824	0.029037
0.0096017	0.022844	0.025685	0.021755	0.017243	0.041455	0.025807	0.016024	0.00054427	0.15956	0.1361	0.056391	0.030923	0.10225	0.21051	0.30317	0.5545	0.08372	0.047849	0.075473	0.05194	0.068757	0.0078033	0.3629	0.0035556	0.02829	0.018347	0.66407	0.020947	0.038882	0.065262	0.10095	0.27476	0.055872	1	0.82354	0.0027399	0.0049058	0.26965	0.018415	0.053551	0.054539	0.096717	0.072963	0.04037	0.11893	0.036764	0.10833	0.06173	0.25302	0.095	0.13311	0.22674	0.12596	0.23608	0.023739	0.0095107	0.009869	0.0064542	0.010264	0.014596	0.050596	0.046183	0.0050314	0.011335	0.11612	0.14767	0.021762	0.10075	0.11362	0.071509	0.043021	0.036733	0.13285	0.0072277	0.029375	0.044839	0.033654	0.026835	0.028892	0.052706	0.054848	0.047691	0.2485	0.17892	0.049292	0.014742	0.05144	0.055106	0.096166	0.11908	0.10722	0.19853	0.1221	0.052974	0.16499	0.14792	0.07609	0.0035097	0.074536	0.079213	0.05196	0.16434	0.13095	0.065064	0.058908	0.10219	0.064333	0.06478	0.067089	0.076769	0.04178	0.082659	0.042962	0.093989	0.063985	0.07562	0.092431	0.075396	0.079181	0.062788	0.074259	0.06035	0.064388	0.085392	0.031273	0.075575	0.058606	0.1045	0.098087	0.053192	0.022226
0.0034416	0.00862	0.0089816	0.0084453	0.0060052	0.014994	0.010274	0.0054803	8.0846e-05	0.046112	0.043979	0.017265	0.0094198	0.029882	0.067487	0.11804	0.2895	0.028445	0.013882	0.024721	0.01491	0.036081	0.0033318	0.22589	0.0016205	0.0097968	0.0058672	0.34634	0.0068875	0.016916	0.062049	0.041751	0.18901	0.025803	0.82354	1	0.0011906	0.0022456	0.14165	0.0054438	0.017832	0.015982	0.047606	0.033203	0.014589	0.051336	0.012864	0.046657	0.024047	0.089894	0.02623	0.046254	0.087223	0.039011	0.089664	0.0058881	0.0021766	0.0022509	0.0015353	0.0019587	0.0026111	0.016738	0.014855	0.0010264	0.0027653	0.034043	0.046109	0.0045296	0.025587	0.035582	0.017077	0.0094478	0.0077378	0.040966	0.001245	0.0058504	0.0099683	0.006854	0.0054241	0.0058573	0.012583	0.013427	0.010581	0.087943	0.055578	0.011785	0.0028372	0.011143	0.012327	0.025615	0.035061	0.027344	0.063872	0.038381	0.01162	0.048565	0.047838	0.020658	0.00056691	0.017379	0.020252	0.011558	0.048912	0.039719	0.01713	0.015239	0.026725	0.014076	0.065066	0.034701	0.069442	0.018708	0.060008	0.012591	0.074723	0.023106	0.063045	0.036896	0.055302	0.028444	0.014874	0.061256	0.024114	0.015832	0.082263	0.0097998	0.063631	0.023421	0.092626	0.045051	0.034986	0.0063301
0.093854	0.1028	0.078679	0.11588	0.098663	0.035902	0.1102	0.090653	0.00069745	0.0076043	0.012602	0.07255	0.083851	0.017385	0.0058731	0.013287	0.0064002	0.029158	0.038862	0.062345	0.025718	0.14453	0.42965	0.0395	0.47454	0.21317	0.226	0.0084738	0.35651	0.24592	0.001293	0.07421	0.001611	0.23881	0.0027399	0.0011906	1	0.96484	0.010268	0.033437	0.042303	0.030983	0.085309	0.12381	0.043177	0.035852	0.087558	0.12761	0.11533	0.040266	0.00085238	0.00081233	0.0044973	0.0040572	0.0028993	0.0051616	0.010008	0.0077837	0.011589	0.00013752	0.00029612	0.0079347	0.0027437	0.0032564	0.015012	0.0017091	0.0019373	0.0012797	0.0010734	0.0047157	0.00048604	0.00039209	0.00051348	0.0029513	0.00016454	0.00027752	0.00098651	0.00023624	0.0004766	0.00031113	0.00078584	0.001823	0.00044832	0.0020872	0.00081998	0.001091	0.0019996	0.00037648	0.00043198	0.00041803	0.0012028	0.00086247	0.00058861	0.0026476	0.00059879	0.00071508	0.0054878	0.0017298	0.00010864	0.00042425	0.0011071	0.00041124	0.0053645	0.001455	0.0016161	0.0013915	0.00094043	0.00051371	0.0062434	0.0029579	0.0091847	0.0024199	0.0066119	0.0021478	0.0079646	0.0030063	0.0081002	0.0039993	0.009232	0.0038212	0.00049489	0.010769	0.004062	0.00055539	0.00393	0.0016819	0.0076497	0.0035661	0.0075527	0.0027309	0.0042403	0.0017067
0.10149	0.11835	0.093932	0.13572	0.11724	0.047044	0.12876	0.10665	0.00069799	0.011568	0.019669	0.1031	0.10516	0.027591	0.0090754	0.01987	0.010165	0.041278	0.052497	0.084156	0.036429	0.19837	0.47939	0.063131	0.47748	0.28216	0.28545	0.014766	0.43003	0.34145	0.0019125	0.11429	0.00263	0.33235	0.0049058	0.0022456	0.96484	1	0.014466	0.041871	0.058898	0.042443	0.12129	0.16751	0.05917	0.054764	0.11457	0.17343	0.1536	0.056019	0.0013838	0.0013497	0.008082	0.0065358	0.0048992	0.0078368	0.013989	0.010852	0.016354	0.00021094	0.00041978	0.014333	0.0052781	0.0047028	0.022124	0.0027559	0.003144	0.0016593	0.0016434	0.0080384	0.00075004	0.00058698	0.0007434	0.0044731	0.00019851	0.00040256	0.0014882	0.00034412	0.00067099	0.00046653	0.0011886	0.0027501	0.00069448	0.0034222	0.0012713	0.0015217	0.0024379	0.00056978	0.00065095	0.00065829	0.0019055	0.0013858	0.0010613	0.0040533	0.000904	0.0013068	0.0079356	0.0028013	0.00012757	0.00071212	0.0016837	0.00061803	0.0080092	0.0023464	0.0024701	0.0020163	0.0015517	0.00080031	0.010581	0.0051559	0.015323	0.0042301	0.010164	0.0034956	0.01241	0.0049691	0.012752	0.0066983	0.013577	0.0062238	0.00081925	0.016831	0.006842	0.00093397	0.0066552	0.0028979	0.012541	0.00595	0.012795	0.0047365	0.0071833	0.0028248
0.027705	0.050611	0.048715	0.042868	0.024484	0.04661	0.050655	0.026016	0.00080886	0.20348	0.083996	0.056705	0.03587	0.041713	0.20624	0.30999	0.41682	0.045012	0.061118	0.073906	0.037628	0.13335	0.026054	0.33084	0.020178	0.031978	0.020414	0.3138	0.034342	0.065965	0.34718	0.11893	0.69435	0.11913	0.26965	0.14165	0.010268	0.014466	1	0.020731	0.036083	0.039216	0.09699	0.077684	0.038388	0.067292	0.041214	0.10163	0.064592	0.31872	0.049069	0.042324	0.070686	0.056538	0.091321	0.010361	0.0036241	0.0040106	0.0021917	0.0025655	0.0081311	0.01547	0.010624	0.0013835	0.0037437	0.060061	0.072405	0.020615	0.065755	0.033111	0.048165	0.025374	0.024944	0.10215	0.0094795	0.019654	0.024638	0.025279	0.020738	0.013825	0.031031	0.036244	0.020985	0.12416	0.095387	0.034248	0.010058	0.038014	0.03584	0.042244	0.052556	0.073413	0.096492	0.055799	0.037929	0.10356	0.062161	0.020393	0.0041348	0.054205	0.049314	0.032809	0.10313	0.053535	0.027814	0.035512	0.050904	0.051488	0.0058292	0.0064126	0.0078173	0.0037349	0.025961	0.01056	0.02445	0.012832	0.016326	0.020163	0.029052	0.023138	0.022368	0.012499	0.010348	0.022139	0.011651	0.004707	0.011382	0.010778	0.014573	0.012385	0.0060521	0.0038356
0.59537	0.70233	0.8193	0.69399	0.85124	0.8886	0.67228	0.84792	0.1715	0.27474	0.45228	0.47671	0.76567	0.21129	0.24184	0.25421	0.11439	0.63534	0.72947	0.72365	0.65784	0.25595	0.23908	0.09923	0.12037	0.36454	0.35023	0.068175	0.27558	0.18677	0.0015019	0.28466	0.0068913	0.15014	0.018415	0.0054438	0.033437	0.041871	0.020731	1	0.78798	0.70434	0.50984	0.59512	0.84011	0.60451	0.84648	0.57839	0.72645	0.28207	0.1638	0.1827	0.17325	0.31337	0.21637	0.35464	0.42781	0.49885	0.38143	0.064208	0.088112	0.14736	0.13171	0.25478	0.28696	0.24896	0.22492	0.25291	0.088747	0.22473	0.081325	0.071496	0.095621	0.3184	0.034987	0.061838	0.16196	0.033005	0.12834	0.062431	0.19189	0.32222	0.08097	0.17247	0.054193	0.18547	0.18772	0.056007	0.06697	0.048063	0.18782	0.091876	0.033478	0.3159	0.093211	0.050747	0.30446	0.20021	0.0435	0.050143	0.18449	0.055766	0.26936	0.2055	0.2821	0.25724	0.12192	0.052919	0.038007	0.21521	0.047428	0.19745	0.14309	0.35999	0.11359	0.38367	0.095448	0.39027	0.13461	0.45915	0.090014	0.090991	0.36373	0.12637	0.063408	0.27842	0.087734	0.37825	0.06124	0.24974	0.13901	0.30376
0.39204	0.50716	0.65067	0.50372	0.6763	0.78159	0.48752	0.6368	0.090301	0.41246	0.71835	0.77858	0.87409	0.443	0.38326	0.40458	0.20564	0.92697	0.87964	0.93373	0.91598	0.30082	0.21417	0.17603	0.089911	0.57371	0.52619	0.16692	0.42278	0.32373	0.0022167	0.51974	0.012771	0.26116	0.053551	0.017832	0.042303	0.058898	0.036083	0.78798	1	0.93302	0.60443	0.67272	0.86305	0.81739	0.866	0.73848	0.82894	0.43179	0.25326	0.29359	0.36991	0.49462	0.36647	0.57133	0.5893	0.61971	0.54265	0.10462	0.1179	0.37377	0.32911	0.37946	0.50874	0.36397	0.34695	0.2424	0.14798	0.45243	0.13158	0.11246	0.13443	0.3985	0.03382	0.091414	0.23169	0.055419	0.15392	0.10328	0.25225	0.39142	0.14096	0.2844	0.10681	0.22794	0.21064	0.090282	0.10765	0.093407	0.2967	0.15561	0.083723	0.41896	0.13749	0.11242	0.44181	0.34798	0.035052	0.093946	0.24875	0.092028	0.41036	0.31608	0.37621	0.29922	0.21267	0.093045	0.066627	0.34085	0.085255	0.32708	0.1523	0.48899	0.13442	0.53131	0.11608	0.53882	0.13002	0.57142	0.16435	0.11986	0.51213	0.21777	0.089517	0.42651	0.12147	0.50131	0.10333	0.40951	0.19712	0.4295
0.30151	0.39252	0.53396	0.37355	0.53136	0.65324	0.36459	0.50069	0.12886	0.50268	0.79235	0.78734	0.82914	0.52031	0.47143	0.45768	0.21999	0.95617	0.90294	0.91287	0.98173	0.20169	0.14107	0.13445	0.056585	0.49593	0.47577	0.17777	0.38143	0.24392	0.0016782	0.43627	0.012215	0.19919	0.054539	0.015982	0.030983	0.042443	0.039216	0.70434	0.93302	1	0.43389	0.49967	0.70431	0.66794	0.72351	0.60971	0.68236	0.49045	0.36167	0.36872	0.41389	0.60639	0.42674	0.67662	0.66684	0.70056	0.57314	0.18521	0.21468	0.379	0.33594	0.46443	0.55343	0.47525	0.45313	0.37466	0.24446	0.53975	0.22103	0.19839	0.23443	0.48747	0.069829	0.17047	0.359	0.10963	0.2616	0.1891	0.37734	0.52329	0.24594	0.36458	0.17407	0.35818	0.3495	0.16209	0.19006	0.16028	0.41631	0.23545	0.12713	0.51576	0.22936	0.1532	0.5671	0.47091	0.069937	0.14781	0.36267	0.16585	0.54756	0.41915	0.50279	0.42142	0.30225	0.1608	0.038516	0.2799	0.052045	0.28435	0.095813	0.52745	0.082823	0.51535	0.068347	0.49446	0.080968	0.5455	0.25917	0.07293	0.45431	0.32113	0.052	0.44146	0.072155	0.44425	0.062613	0.37276	0.12909	0.45559
0.46974	0.66339	0.675	0.70182	0.64191	0.7101	0.70313	0.62697	0.01568	0.27872	0.40673	0.48203	0.5407	0.21187	0.2574	0.36277	0.26644	0.4784	0.51914	0.63896	0.41899	0.78796	0.43621	0.49381	0.24826	0.47671	0.36554	0.21757	0.36088	0.51222	0.020993	0.64265	0.052912	0.50639	0.096717	0.047606	0.085309	0.12129	0.09699	0.50984	0.60443	0.43389	1	0.9629	0.75159	0.82398	0.75609	0.87779	0.852	0.40071	0.091945	0.12555	0.22962	0.22206	0.22494	0.1596	0.14352	0.15395	0.13672	0.013256	0.019519	0.18223	0.14502	0.066114	0.14016	0.15632	0.15917	0.063315	0.051489	0.18797	0.040142	0.027288	0.032183	0.22525	0.0067003	0.01946	0.061565	0.01275	0.035838	0.019988	0.074616	0.13926	0.030948	0.16581	0.044022	0.065029	0.040329	0.025209	0.02914	0.028521	0.10905	0.064516	0.042652	0.19572	0.040701	0.067871	0.19293	0.10396	0.0059208	0.037134	0.089991	0.024452	0.19312	0.13215	0.12495	0.10305	0.082345	0.030323	0.14563	0.22295	0.16876	0.16485	0.33436	0.18329	0.31528	0.25806	0.28154	0.33548	0.32545	0.33643	0.043673	0.2537	0.29203	0.061733	0.21292	0.14553	0.25768	0.29181	0.22857	0.23922	0.24235	0.13191
0.54482	0.74403	0.75289	0.79027	0.75748	0.74479	0.78348	0.73335	0.021946	0.26259	0.40503	0.54838	0.6424	0.23254	0.23649	0.33205	0.21736	0.52673	0.57514	0.70571	0.47245	0.73963	0.52134	0.40464	0.30613	0.57422	0.47337	0.18218	0.46242	0.53862	0.013028	0.61091	0.03472	0.51176	0.072963	0.033203	0.12381	0.16751	0.077684	0.59512	0.67272	0.49967	0.9629	1	0.78441	0.80407	0.85783	0.93975	0.94058	0.41198	0.088383	0.11491	0.2148	0.22419	0.20849	0.17975	0.18495	0.19464	0.17848	0.015068	0.022268	0.18427	0.13864	0.085985	0.17804	0.15101	0.15304	0.072831	0.052668	0.19407	0.039139	0.028164	0.034288	0.21214	0.007883	0.020605	0.065231	0.013238	0.03871	0.021546	0.075969	0.14284	0.032761	0.15204	0.041184	0.069603	0.052103	0.025252	0.029492	0.0275	0.10532	0.059718	0.036813	0.19026	0.04128	0.056125	0.20281	0.10822	0.0071948	0.033553	0.089439	0.025025	0.19768	0.12597	0.1285	0.10705	0.076722	0.029398	0.12272	0.21297	0.14676	0.16438	0.27022	0.1848	0.25589	0.25173	0.2312	0.31643	0.27051	0.32051	0.043525	0.22094	0.28577	0.060641	0.16663	0.15137	0.21561	0.28264	0.18505	0.22375	0.21107	0.14126
0.58996	0.69728	0.8318	0.69442	0.8202	0.93305	0.67052	0.8087	0.080343	0.32755	0.55367	0.603	0.82026	0.24948	0.30906	0.35581	0.19178	0.7124	0.7881	0.82698	0.68956	0.43452	0.31226	0.20087	0.14969	0.48381	0.40947	0.12095	0.34774	0.34869	0.0043158	0.53194	0.016782	0.29592	0.04037	0.014589	0.043177	0.05917	0.038388	0.84011	0.86305	0.70431	0.75159	0.78441	1	0.80111	0.90538	0.72874	0.84691	0.33202	0.15545	0.19907	0.22588	0.31475	0.24287	0.34818	0.36219	0.4033	0.34255	0.047851	0.061155	0.21924	0.19446	0.20917	0.291	0.24437	0.22706	0.16718	0.081581	0.24682	0.077583	0.06182	0.075641	0.32941	0.020908	0.049514	0.13543	0.028561	0.092255	0.051906	0.16248	0.27671	0.068846	0.19276	0.06205	0.14656	0.11957	0.051083	0.060689	0.051049	0.19228	0.10344	0.045767	0.32752	0.083696	0.074655	0.29964	0.20124	0.023018	0.058105	0.16939	0.05038	0.26685	0.21819	0.25774	0.21482	0.13854	0.054461	0.086464	0.28981	0.10306	0.25629	0.24848	0.37346	0.21233	0.43902	0.18232	0.47188	0.22044	0.51321	0.086778	0.16836	0.43876	0.12532	0.13457	0.28953	0.17289	0.44949	0.13879	0.33419	0.24253	0.29904
0.31101	0.48067	0.56423	0.50626	0.56202	0.73609	0.50381	0.53109	0.028929	0.42548	0.67682	0.61502	0.60035	0.41207	0.39738	0.45682	0.31013	0.72465	0.66307	0.77128	0.66826	0.48015	0.21684	0.37972	0.092955	0.47615	0.38272	0.29683	0.31542	0.36843	0.0079048	0.61325	0.035779	0.32839	0.11893	0.051336	0.035852	0.054764	0.067292	0.60451	0.81739	0.66794	0.82398	0.80407	0.80111	1	0.7725	0.82683	0.82818	0.474	0.23082	0.28513	0.47345	0.4774	0.44968	0.3704	0.31533	0.33849	0.28901	0.052372	0.061807	0.37949	0.35177	0.17986	0.2998	0.34829	0.34799	0.13853	0.12298	0.44603	0.10175	0.075882	0.087178	0.39269	0.016182	0.05556	0.16421	0.035338	0.095663	0.061705	0.18675	0.31246	0.094854	0.32602	0.097562	0.15069	0.094108	0.065854	0.076531	0.074541	0.25364	0.14214	0.10191	0.3778	0.10094	0.14256	0.3656	0.27338	0.014869	0.088888	0.20244	0.064876	0.37196	0.29292	0.28995	0.22324	0.19231	0.073966	0.13202	0.41015	0.15911	0.34068	0.27959	0.42008	0.25594	0.52285	0.22717	0.61338	0.24485	0.61594	0.13086	0.21774	0.55065	0.1774	0.18843	0.37304	0.23163	0.53885	0.20639	0.46523	0.29789	0.3363
