Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AOBgl	OlfactoryAreas_AOBgr	OlfactoryAreas_AOBmi	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_SUB	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_AV	Thalamus_LD	Thalamus_LP	Thalamus_PO	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Hypothalamus_LHA	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPN	Midbrain_PPT	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_NLL	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Pons_V	Medulla_AMB	Medulla_CU	Medulla_IRN	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MDRN	Medulla_MV	Medulla_PARN	Medulla_PGRNl	Medulla_SOL	Medulla_SPIV	Medulla_SPVC	Medulla_SPVI	Medulla_SUV	Medulla_VII	Cerebellum_ANcr1gr	Cerebellum_ANcr1mo	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT2gr	Cerebellum_CENT2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUgr	Cerebellum_UVUmo
0.15728	0.24274	0.3462	0.23303	0.30156	0.50169	0.2327	0.28839	0.060811	0.75511	1	0.68175	0.53417	0.63597	0.76171	0.69794	0.42315	0.81072	0.75027	0.75209	0.82661	0.20895	0.076562	0.22497	0.026799	0.33691	0.28179	0.38685	0.22429	0.21302	0.0049026	0.50755	0.039973	0.19758	0.1361	0.043979	0.012602	0.019669	0.083996	0.45228	0.71835	0.79235	0.40673	0.40503	0.55367	0.67682	0.50875	0.51124	0.51699	0.61143	0.59774	0.55691	0.6994	0.83081	0.68983	0.57551	0.4282	0.46255	0.34067	0.22702	0.27532	0.45433	0.4602	0.30681	0.38114	0.73773	0.7271	0.39402	0.44111	0.71942	0.40577	0.331	0.35463	0.72782	0.09365	0.27282	0.51213	0.19955	0.35556	0.29503	0.55071	0.69919	0.38548	0.65244	0.34743	0.46702	0.29438	0.30935	0.34109	0.316	0.65665	0.48306	0.33167	0.72759	0.40556	0.40861	0.69207	0.65583	0.078843	0.34585	0.58006	0.30399	0.77327	0.69129	0.67314	0.56752	0.56604	0.33318	0.046609	0.32713	0.062665	0.32274	0.11462	0.63111	0.09997	0.60906	0.080173	0.6229	0.092982	0.67859	0.4559	0.081366	0.52486	0.55151	0.068169	0.5078	0.085868	0.51642	0.082704	0.47734	0.14589	0.48567
0.25254	0.33309	0.44222	0.33334	0.44515	0.47544	0.31482	0.41319	0.038985	0.44063	0.68175	1	0.76485	0.56139	0.38606	0.40757	0.19166	0.74347	0.82234	0.84681	0.82272	0.30961	0.2357	0.19616	0.097908	0.76494	0.69813	0.21096	0.62061	0.51756	0.0027762	0.71506	0.017203	0.44771	0.056391	0.017265	0.07255	0.1031	0.056705	0.47671	0.77858	0.78734	0.48203	0.54838	0.603	0.61502	0.69017	0.66305	0.70641	0.50086	0.20778	0.1823	0.38047	0.42094	0.29221	0.48779	0.473	0.44905	0.44443	0.076399	0.095606	0.48455	0.365	0.29737	0.51913	0.28752	0.28552	0.16263	0.15963	0.44117	0.12633	0.10585	0.12013	0.29185	0.02772	0.083576	0.20141	0.060979	0.11935	0.09813	0.1895	0.29391	0.13316	0.24008	0.11087	0.17085	0.15443	0.094346	0.1063	0.093468	0.23206	0.16128	0.11493	0.2888	0.1327	0.13745	0.32559	0.2846	0.022649	0.10638	0.19893	0.095188	0.3716	0.24446	0.26457	0.20705	0.19494	0.10953	0.034511	0.16888	0.048409	0.1757	0.064717	0.29876	0.061085	0.29556	0.052072	0.3034	0.056556	0.32344	0.15151	0.058086	0.28562	0.18492	0.038639	0.26105	0.057951	0.26534	0.055909	0.22151	0.088297	0.25759
0.56032	0.60918	0.75525	0.58091	0.76955	0.7408	0.55587	0.74173	0.12097	0.32101	0.53417	0.76485	1	0.31263	0.29747	0.34005	0.15329	0.78799	0.86965	0.91178	0.78991	0.30976	0.32749	0.13689	0.1641	0.63955	0.61224	0.1032	0.5608	0.38208	0.00221	0.49704	0.010204	0.31462	0.030923	0.0094198	0.083851	0.10516	0.03587	0.76567	0.87409	0.82914	0.5407	0.6424	0.82026	0.60035	0.85754	0.68888	0.80036	0.3798	0.14657	0.1654	0.19351	0.29671	0.19631	0.41408	0.4913	0.50504	0.46147	0.066543	0.086808	0.22606	0.17155	0.29924	0.41622	0.21806	0.20465	0.20535	0.10052	0.25181	0.090216	0.079527	0.09785	0.27945	0.033609	0.068091	0.15805	0.042692	0.11302	0.073306	0.16818	0.26411	0.090954	0.16767	0.075023	0.17474	0.20341	0.065166	0.07753	0.063999	0.19045	0.10804	0.046747	0.29444	0.099575	0.065251	0.33138	0.21835	0.035145	0.060501	0.17145	0.06686	0.28956	0.20066	0.25494	0.21765	0.13764	0.067996	0.046668	0.1865	0.061319	0.18322	0.11774	0.30445	0.10414	0.32143	0.088023	0.31736	0.10731	0.35069	0.097288	0.092026	0.30269	0.12726	0.059826	0.23276	0.08689	0.3001	0.073216	0.23054	0.12969	0.25515
0.049791	0.094799	0.13373	0.10141	0.14446	0.19323	0.099125	0.12814	0.021153	0.42908	0.63597	0.56139	0.31263	1	0.38527	0.33597	0.18541	0.51167	0.38994	0.46674	0.54658	0.11378	0.047638	0.16999	0.014726	0.35258	0.33468	0.37893	0.2593	0.18591	0.0011526	0.34574	0.014514	0.15735	0.10225	0.029882	0.017385	0.027591	0.041713	0.21129	0.443	0.52031	0.21187	0.23254	0.24948	0.41207	0.28496	0.35273	0.32336	0.47095	0.35049	0.23932	0.65776	0.59004	0.44601	0.47823	0.42156	0.38535	0.35633	0.18273	0.19418	0.62004	0.55626	0.33188	0.52413	0.41505	0.43309	0.1773	0.33929	0.78125	0.24606	0.23169	0.23765	0.31361	0.046419	0.1767	0.38701	0.15186	0.19816	0.23206	0.28808	0.38627	0.31135	0.37507	0.24974	0.23933	0.19515	0.21448	0.23082	0.24023	0.35726	0.31978	0.32564	0.37288	0.26179	0.29467	0.43885	0.56431	0.032419	0.24212	0.30948	0.22406	0.53618	0.39653	0.3843	0.2717	0.36672	0.25439	0.032708	0.21246	0.050256	0.24041	0.043565	0.42741	0.04276	0.37278	0.037557	0.36919	0.037316	0.37624	0.3969	0.048673	0.34299	0.39686	0.030017	0.39943	0.048296	0.30245	0.050551	0.29657	0.084656	0.37286
0.09881	0.16078	0.22574	0.13982	0.15326	0.3248	0.14931	0.15461	0.04358	0.93246	0.76171	0.38606	0.29747	0.38527	1	0.91169	0.68208	0.48921	0.49948	0.49112	0.47873	0.14361	0.035789	0.24391	0.014302	0.14114	0.10701	0.47089	0.10262	0.10935	0.016981	0.32956	0.12159	0.12581	0.21051	0.067487	0.0058731	0.0090754	0.20624	0.24184	0.38326	0.47143	0.2574	0.23649	0.30906	0.39738	0.2684	0.32251	0.28885	0.69591	0.61759	0.61296	0.52794	0.65514	0.66009	0.27466	0.1561	0.18113	0.10486	0.16551	0.26469	0.19434	0.20437	0.10526	0.12526	0.72899	0.72742	0.41129	0.55795	0.45883	0.53583	0.38302	0.39786	0.85397	0.14416	0.34589	0.46194	0.28332	0.39561	0.31096	0.57413	0.6215	0.40104	0.78743	0.51472	0.51525	0.26698	0.43118	0.45169	0.42314	0.69859	0.64181	0.42743	0.71966	0.51656	0.59331	0.67431	0.49354	0.10938	0.49388	0.67377	0.39898	0.80184	0.71847	0.5999	0.58905	0.65315	0.47498	0.024277	0.1565	0.033341	0.13733	0.090881	0.36062	0.076023	0.34624	0.054744	0.37975	0.076706	0.43709	0.43777	0.049017	0.26554	0.52286	0.04457	0.23249	0.050463	0.2751	0.05289	0.27376	0.07336	0.22106
0.14566	0.22728	0.29179	0.19965	0.19891	0.37819	0.21546	0.20035	0.032371	0.80747	0.69794	0.40757	0.34005	0.33597	0.91169	1	0.83796	0.50752	0.50406	0.5405	0.44722	0.23529	0.065012	0.37054	0.030576	0.18165	0.13503	0.54153	0.14239	0.16716	0.037982	0.41216	0.18844	0.20074	0.30317	0.11804	0.013287	0.01987	0.30999	0.25421	0.40458	0.45768	0.36277	0.33205	0.35581	0.45682	0.31999	0.4303	0.36736	0.7749	0.43751	0.49198	0.4596	0.5287	0.57408	0.20766	0.12429	0.14184	0.08666	0.093888	0.15782	0.16342	0.15427	0.073768	0.10347	0.55379	0.57303	0.30004	0.41171	0.36287	0.36887	0.25279	0.26305	0.72814	0.09721	0.22016	0.30952	0.18529	0.25627	0.19487	0.39583	0.44687	0.25658	0.6739	0.4226	0.38222	0.19929	0.28811	0.30592	0.31072	0.53607	0.47238	0.32035	0.61221	0.35104	0.45217	0.61779	0.36291	0.071085	0.34288	0.49716	0.27103	0.68295	0.56397	0.44841	0.4514	0.48078	0.32441	0.045705	0.16764	0.060325	0.13536	0.14559	0.27971	0.12903	0.30444	0.095935	0.35677	0.12996	0.39065	0.28618	0.086312	0.25094	0.34284	0.078786	0.17849	0.085807	0.26034	0.092217	0.27145	0.099607	0.16533
0.072012	0.12687	0.15315	0.11096	0.094953	0.21528	0.12616	0.095956	0.0095405	0.54831	0.42315	0.19166	0.15329	0.18541	0.68208	0.83796	1	0.27953	0.24006	0.28827	0.21019	0.18029	0.032183	0.44377	0.015948	0.080623	0.054047	0.62993	0.061202	0.094321	0.088393	0.26182	0.35322	0.12864	0.5545	0.2895	0.0064002	0.010165	0.41682	0.11439	0.20564	0.21999	0.26644	0.21736	0.19178	0.31013	0.16035	0.28214	0.20799	0.58219	0.28681	0.39605	0.35137	0.33292	0.47264	0.08668	0.042219	0.049404	0.027974	0.041422	0.071299	0.085631	0.084306	0.023145	0.03609	0.36773	0.40322	0.1441	0.27303	0.21978	0.23932	0.14664	0.14312	0.51875	0.0479	0.12134	0.16186	0.11077	0.13171	0.1029	0.22722	0.24241	0.14501	0.56887	0.35501	0.21783	0.08541	0.17778	0.18884	0.22789	0.36876	0.33087	0.27705	0.42352	0.20782	0.38038	0.42569	0.21068	0.031668	0.23807	0.314	0.16694	0.45673	0.39737	0.26076	0.26818	0.32735	0.20715	0.059867	0.13174	0.07361	0.091305	0.17257	0.15332	0.16131	0.19408	0.11927	0.2526	0.15536	0.25855	0.17264	0.10149	0.16423	0.20561	0.10968	0.09479	0.10279	0.17292	0.11936	0.21148	0.095109	0.080297
0.28454	0.3747	0.50809	0.35725	0.5013	0.65135	0.35282	0.46823	0.10174	0.4817	0.81072	0.74347	0.78799	0.51167	0.48921	0.50752	0.27953	1	0.83441	0.89808	0.9303	0.21977	0.13332	0.16713	0.052944	0.47092	0.43456	0.21796	0.35243	0.2522	0.0024026	0.46527	0.016114	0.20872	0.08372	0.028445	0.029158	0.041278	0.045012	0.63534	0.92697	0.95617	0.4784	0.52673	0.7124	0.72465	0.68882	0.63579	0.6789	0.49094	0.35081	0.41775	0.44735	0.60034	0.45925	0.62185	0.59583	0.62383	0.51734	0.17429	0.1883	0.38017	0.34508	0.41326	0.50696	0.47104	0.45777	0.328	0.23722	0.54356	0.21599	0.18811	0.21437	0.49614	0.059906	0.15828	0.32747	0.10364	0.23052	0.17788	0.35727	0.48123	0.23265	0.39227	0.19041	0.33999	0.3119	0.15441	0.18354	0.17201	0.43564	0.24177	0.13464	0.55313	0.21687	0.16898	0.61334	0.48881	0.059039	0.15251	0.35633	0.16007	0.54521	0.44567	0.50323	0.41158	0.32261	0.15656	0.066819	0.37228	0.086965	0.3656	0.14044	0.55656	0.12656	0.58834	0.10617	0.5777	0.11598	0.6025	0.26017	0.11347	0.53481	0.32225	0.087658	0.47485	0.11391	0.52303	0.10342	0.48178	0.19123	0.4739
0.41914	0.50483	0.66583	0.46946	0.6023	0.73797	0.45562	0.58894	0.10976	0.55198	0.75027	0.82234	0.86965	0.38994	0.49948	0.50406	0.24006	0.83441	1	0.93436	0.91133	0.29179	0.20934	0.16073	0.093536	0.52647	0.47218	0.16511	0.41255	0.32718	0.0037021	0.55583	0.020502	0.28847	0.047849	0.013882	0.038862	0.052497	0.061118	0.72947	0.87964	0.90294	0.51914	0.57514	0.7881	0.66307	0.79381	0.64432	0.73952	0.50629	0.30047	0.29065	0.33171	0.49583	0.35167	0.53153	0.4774	0.51485	0.41013	0.11013	0.152	0.30812	0.26026	0.29946	0.39063	0.40591	0.3824	0.31834	0.19728	0.39039	0.18494	0.15282	0.18344	0.47172	0.058107	0.13104	0.27736	0.085432	0.21147	0.13406	0.31032	0.45463	0.17422	0.3153	0.13989	0.29322	0.24738	0.1329	0.1515	0.11929	0.33703	0.20786	0.10798	0.43313	0.19084	0.14372	0.43427	0.32243	0.056188	0.12987	0.30817	0.12954	0.4623	0.33971	0.39329	0.35224	0.24903	0.13746	0.029367	0.18457	0.039051	0.17877	0.095527	0.38606	0.079755	0.37845	0.063285	0.38116	0.082897	0.44297	0.18232	0.061154	0.331	0.23694	0.045458	0.29021	0.061294	0.33191	0.052861	0.2566	0.098454	0.30277
0.43643	0.55871	0.69646	0.5369	0.66313	0.76574	0.52863	0.63748	0.088033	0.52461	0.75209	0.84681	0.91178	0.46674	0.49112	0.5405	0.28827	0.89808	0.93436	1	0.88742	0.36942	0.25936	0.24202	0.12143	0.61271	0.55093	0.22426	0.50235	0.39837	0.0050658	0.61479	0.025797	0.35462	0.075473	0.024721	0.062345	0.084156	0.073906	0.72365	0.93373	0.91287	0.63896	0.70571	0.82698	0.77128	0.8523	0.80302	0.85242	0.58921	0.26357	0.28608	0.36555	0.48391	0.37068	0.4846	0.4694	0.48967	0.41264	0.094202	0.12533	0.32868	0.2687	0.28622	0.41509	0.37367	0.36275	0.26449	0.18579	0.4177	0.16124	0.13324	0.15661	0.44721	0.046746	0.11088	0.24606	0.074771	0.17163	0.11752	0.26525	0.39499	0.15531	0.32182	0.14477	0.25646	0.23177	0.11697	0.13505	0.11867	0.31734	0.19769	0.10862	0.44285	0.16896	0.1442	0.48273	0.3349	0.043791	0.12037	0.28046	0.11736	0.47084	0.33659	0.37454	0.31976	0.24234	0.12559	0.060537	0.25242	0.079875	0.2357	0.15253	0.40399	0.13591	0.43004	0.11292	0.4489	0.13725	0.48885	0.17339	0.11491	0.39953	0.21981	0.081919	0.31241	0.1119	0.39409	0.10016	0.3276	0.15975	0.31854
0.264	0.34565	0.48557	0.3308	0.48083	0.61229	0.31892	0.45162	0.10887	0.52194	0.82661	0.82272	0.78991	0.54658	0.47873	0.44722	0.21019	0.9303	0.91133	0.88742	1	0.19749	0.12989	0.13019	0.048721	0.50635	0.47616	0.18104	0.37154	0.25716	0.0015535	0.47581	0.012093	0.20748	0.05194	0.01491	0.025718	0.036429	0.037628	0.65784	0.91598	0.98173	0.41899	0.47245	0.68956	0.66826	0.69384	0.57234	0.65064	0.46467	0.38133	0.36207	0.44737	0.62925	0.43319	0.7375	0.6831	0.71116	0.59445	0.19186	0.21648	0.45202	0.40735	0.48644	0.59063	0.49034	0.46559	0.35021	0.24732	0.5766	0.22877	0.20407	0.23788	0.47925	0.063714	0.17176	0.37295	0.11176	0.26176	0.19416	0.38271	0.53797	0.25454	0.36475	0.17338	0.34662	0.31099	0.16657	0.19322	0.16187	0.42078	0.24566	0.1434	0.49936	0.23312	0.16901	0.52277	0.47984	0.061998	0.15842	0.36124	0.16831	0.53777	0.42083	0.4972	0.40629	0.31397	0.16869	0.033206	0.26477	0.045013	0.27577	0.082697	0.53898	0.071054	0.51054	0.058312	0.48643	0.067829	0.54065	0.27405	0.061588	0.44748	0.3391	0.045236	0.45678	0.062864	0.43389	0.055286	0.36032	0.11758	0.46693
0.35464	0.49621	0.45516	0.54453	0.4121	0.39883	0.54075	0.41175	0.0043654	0.16064	0.20895	0.30961	0.30976	0.11378	0.14361	0.23529	0.18029	0.21977	0.29179	0.36942	0.19749	1	0.57188	0.51545	0.3914	0.39637	0.28651	0.16205	0.33259	0.62343	0.047198	0.58329	0.077113	0.68334	0.068757	0.036081	0.14453	0.19837	0.13335	0.25595	0.30082	0.20169	0.78796	0.73963	0.43452	0.48015	0.47471	0.62607	0.58045	0.28268	0.035164	0.039078	0.11108	0.093069	0.096203	0.055405	0.049367	0.051142	0.047989	0.0031685	0.0060038	0.08823	0.060391	0.018947	0.055228	0.062559	0.066032	0.022425	0.023549	0.076075	0.016435	0.010352	0.012151	0.10328	0.002608	0.0069613	0.023254	0.0051901	0.012545	0.0068118	0.026896	0.055308	0.01045	0.074518	0.020411	0.024121	0.012936	0.010824	0.01177	0.011491	0.040889	0.031098	0.022872	0.078039	0.01723	0.038828	0.077558	0.0365	0.0019004	0.018588	0.036548	0.010112	0.090796	0.052315	0.044709	0.038896	0.035192	0.014645	0.086281	0.078002	0.10369	0.055136	0.19605	0.063336	0.19171	0.09068	0.17296	0.13071	0.2106	0.13269	0.015704	0.15313	0.10877	0.021372	0.1192	0.045438	0.14945	0.10769	0.14196	0.084067	0.10589	0.04037
0.50283	0.51961	0.44502	0.57194	0.4919	0.27522	0.53436	0.48593	0.0063388	0.044819	0.076562	0.2357	0.32749	0.047638	0.035789	0.065012	0.032183	0.13332	0.20934	0.25936	0.12989	0.57188	1	0.12655	0.86259	0.45908	0.4128	0.026399	0.49726	0.54952	0.0054462	0.29738	0.0073968	0.51337	0.0078033	0.0033318	0.42965	0.47939	0.026054	0.23908	0.21417	0.14107	0.43621	0.52134	0.31226	0.21684	0.42331	0.41949	0.46147	0.10946	0.0075634	0.0077119	0.023979	0.026892	0.019583	0.03301	0.048158	0.046177	0.053875	0.0010865	0.002132	0.035735	0.018243	0.017474	0.052306	0.014715	0.014942	0.010168	0.0054044	0.022799	0.003495	0.0026303	0.0035166	0.026006	0.0010304	0.0018587	0.0071678	0.0012565	0.0039755	0.0019133	0.0072514	0.01733	0.0026883	0.014025	0.0038414	0.0080224	0.00838	0.0023589	0.0027123	0.0022483	0.0095518	0.0059891	0.0030907	0.021885	0.0041243	0.0047734	0.026473	0.010721	0.00088772	0.002924	0.0090374	0.0023539	0.026659	0.011761	0.013559	0.012124	0.0069587	0.0029669	0.028382	0.024181	0.035553	0.019146	0.060784	0.021897	0.060074	0.029784	0.056584	0.038573	0.072702	0.041008	0.0034007	0.057176	0.037347	0.0045997	0.031474	0.015913	0.049208	0.03624	0.040177	0.02322	0.035889	0.016331
0.086793	0.17487	0.16652	0.18677	0.13069	0.18969	0.20319	0.12782	0.0014538	0.24679	0.22497	0.19616	0.13689	0.16999	0.24391	0.37054	0.44377	0.16713	0.16073	0.24202	0.13019	0.51545	0.12655	1	0.074727	0.16691	0.10923	0.55466	0.1352	0.28249	0.11189	0.41288	0.27341	0.37663	0.3629	0.22589	0.0395	0.063131	0.33084	0.09923	0.17603	0.13445	0.49381	0.40464	0.20087	0.37972	0.20623	0.44306	0.30662	0.43534	0.064366	0.082387	0.22559	0.13511	0.20198	0.042623	0.0257	0.026307	0.021378	0.0048253	0.0086484	0.10268	0.080584	0.010899	0.032878	0.1028	0.11862	0.02228	0.053164	0.1271	0.035234	0.020388	0.020484	0.15109	0.0036089	0.013483	0.035255	0.012493	0.017825	0.013247	0.039569	0.064805	0.022126	0.17299	0.063536	0.033085	0.01329	0.02464	0.025987	0.033675	0.074857	0.071497	0.084832	0.11911	0.03347	0.11803	0.12382	0.061431	0.0021264	0.047199	0.061111	0.023291	0.15191	0.097927	0.061904	0.051405	0.073208	0.035546	0.13014	0.09679	0.15743	0.061722	0.23606	0.067111	0.24886	0.10131	0.21729	0.15659	0.24661	0.14613	0.034937	0.19541	0.11381	0.042805	0.17336	0.047588	0.19551	0.11073	0.22441	0.11777	0.12606	0.037636
0.40137	0.38837	0.2897	0.41847	0.30483	0.14703	0.40089	0.31053	0.0029374	0.018107	0.026799	0.097908	0.1641	0.014726	0.014302	0.030576	0.015948	0.052944	0.093536	0.12143	0.048721	0.3914	0.86259	0.074727	1	0.22274	0.20169	0.010687	0.28552	0.30821	0.0061391	0.13352	0.0052681	0.31632	0.0035556	0.0016205	0.47454	0.47748	0.020178	0.12037	0.089911	0.056585	0.24826	0.30613	0.14969	0.092955	0.22143	0.23486	0.25007	0.057594	0.002185	0.0024148	0.0070277	0.0084237	0.0065449	0.0090401	0.014067	0.013776	0.015416	0.0002287	0.00056691	0.008834	0.0039275	0.0042527	0.014337	0.0045967	0.0047508	0.0038177	0.0017346	0.0062414	0.0010362	0.00073605	0.001038	0.0099352	0.0003918	0.00053421	0.0020043	0.00036822	0.0012232	0.00049399	0.0021753	0.0054337	0.00070118	0.0048971	0.0012639	0.0027309	0.0030949	0.00069736	0.00079962	0.00064658	0.0029072	0.0018388	0.00083469	0.0075898	0.0012458	0.001396	0.009976	0.0028138	0.00033579	0.00084236	0.0029184	0.00068873	0.0096842	0.0036114	0.0041272	0.0041532	0.0020225	0.00088041	0.013397	0.0072835	0.016603	0.0051522	0.034418	0.0058658	0.034142	0.0086745	0.031644	0.012154	0.046467	0.013203	0.0008408	0.030603	0.011167	0.0011387	0.015747	0.003808	0.024342	0.011123	0.019229	0.0068359	0.01367	0.0039588
0.27574	0.33956	0.39635	0.36689	0.46837	0.35359	0.33613	0.42271	0.016534	0.17316	0.33691	0.76494	0.63955	0.35258	0.14114	0.18165	0.080623	0.47092	0.52647	0.61271	0.50635	0.39637	0.45908	0.16691	0.22274	1	0.95712	0.11123	0.90749	0.75555	0.0018999	0.63863	0.008121	0.59986	0.02829	0.0097968	0.21317	0.28216	0.031978	0.36454	0.57371	0.49593	0.47671	0.57422	0.48381	0.47615	0.62223	0.62459	0.67387	0.28295	0.061778	0.049559	0.17193	0.17006	0.10906	0.27092	0.32016	0.27825	0.34576	0.020462	0.025311	0.33864	0.2072	0.17577	0.41379	0.092531	0.094419	0.049535	0.045222	0.20472	0.032105	0.028332	0.033344	0.098539	0.0064662	0.02007	0.066266	0.014811	0.032299	0.025486	0.053213	0.10092	0.035562	0.076717	0.032819	0.050893	0.053162	0.023418	0.026788	0.024853	0.069293	0.045072	0.035634	0.10161	0.034409	0.038025	0.12812	0.10275	0.0050559	0.026608	0.056425	0.024369	0.14319	0.076087	0.086397	0.063075	0.05553	0.02844	0.039231	0.098097	0.054675	0.099967	0.053959	0.13381	0.054454	0.14305	0.051009	0.15257	0.051237	0.15528	0.043235	0.060883	0.15623	0.050728	0.034756	0.12017	0.057681	0.13944	0.055159	0.11042	0.0718	0.11929
0.24941	0.30023	0.34977	0.32576	0.44028	0.30046	0.29582	0.39293	0.020598	0.13501	0.28179	0.69813	0.61224	0.33468	0.10701	0.13503	0.054047	0.43456	0.47218	0.55093	0.47616	0.28651	0.4128	0.10923	0.20169	0.95712	1	0.078962	0.91788	0.60848	0.00087371	0.47866	0.0041536	0.45869	0.018347	0.0058672	0.226	0.28545	0.020414	0.35023	0.52619	0.47577	0.36554	0.47337	0.40947	0.38272	0.56347	0.53491	0.59559	0.23786	0.053278	0.039533	0.13944	0.14972	0.087852	0.27215	0.35977	0.30646	0.3903	0.022275	0.026978	0.29797	0.17467	0.20454	0.45629	0.078093	0.079615	0.050113	0.041455	0.18534	0.028536	0.027347	0.032936	0.078729	0.0070084	0.019701	0.064346	0.014525	0.031988	0.025757	0.048411	0.091139	0.034917	0.061021	0.0282	0.049044	0.060968	0.021406	0.024801	0.02227	0.059586	0.037241	0.028312	0.086127	0.031205	0.026874	0.11648	0.095835	0.00565	0.021204	0.049222	0.02295	0.12674	0.063775	0.078036	0.057671	0.04562	0.02491	0.027199	0.079844	0.038959	0.085635	0.035929	0.11944	0.036317	0.12149	0.034175	0.12338	0.034835	0.12741	0.039896	0.043584	0.13079	0.044641	0.022466	0.10946	0.039729	0.11533	0.036366	0.089126	0.052564	0.112
0.026702	0.06242	0.07459	0.062899	0.056033	0.11259	0.069452	0.052497	0.0024159	0.44177	0.38685	0.21096	0.1032	0.37893	0.47089	0.54153	0.62993	0.21796	0.16511	0.22426	0.18104	0.16205	0.026399	0.55466	0.010687	0.11123	0.078962	1	0.081142	0.12363	0.038591	0.28813	0.23288	0.15783	0.66407	0.34634	0.0084738	0.014766	0.3138	0.068175	0.16692	0.17777	0.21757	0.18218	0.12095	0.29683	0.12274	0.2673	0.17988	0.5747	0.25808	0.23727	0.56885	0.35972	0.49811	0.098431	0.047606	0.047953	0.034115	0.036785	0.054498	0.20348	0.18549	0.027582	0.05943	0.30988	0.36658	0.070489	0.26503	0.35999	0.18635	0.12493	0.11429	0.31148	0.021572	0.087363	0.15774	0.093105	0.087809	0.091717	0.15566	0.18626	0.14326	0.492	0.31723	0.13016	0.047995	0.14717	0.1508	0.20371	0.27048	0.28381	0.45045	0.27564	0.16198	0.40705	0.30166	0.22401	0.011238	0.21543	0.21427	0.14404	0.41343	0.30759	0.18577	0.15766	0.26711	0.18957	0.056416	0.12171	0.075216	0.092402	0.089985	0.13945	0.09326	0.16425	0.076086	0.21707	0.082595	0.20792	0.19231	0.077966	0.1523	0.19797	0.071023	0.1055	0.079726	0.14366	0.099562	0.1827	0.074795	0.082108
