Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AOBgr	OlfactoryAreas_AOBmi	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_SUB	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_AV	Thalamus_LD	Thalamus_LP	Thalamus_Others	Thalamus_PO	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Hypothalamus_LHA	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPN	Midbrain_PPT	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_NLL	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Pons_V	Medulla_AMB	Medulla_CU	Medulla_ECU	Medulla_IRN	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MV	Medulla_MX	Medulla_PARN	Medulla_PGRNl	Medulla_SOL	Medulla_SPIV	Medulla_SPVC	Medulla_SPVI	Medulla_SPVO	Medulla_SUV	Medulla_VII	Cerebellum_ANcr1gr	Cerebellum_ANcr1mo	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_COPYgr	Cerebellum_COPYmo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PRMgr	Cerebellum_PRMmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUgr	Cerebellum_UVUmo
0.15916	0.331	0.37303	0.35382	0.60133	0.28044	0.37341	0.46818	0.20858	0.31138	1	0.89686	0.085907	0.12964	0.1427	0.052734	0.47427	0.8814	0.82498	0.42716	0.29058	0.48428	0.11689	0.32468	0.38551	0.5219	0.0028222	0.49937	0.20918	0.0010973	0.24316	0.0019985	0.29591	0.0019102	0.0012556	0.099856	0.11209	0.016836	0.35255	0.50691	0.47581	0.37507	0.45669	0.41847	0.2763	0.67393	0.47767	0.6438	0.18351	0.035143	0.011219	0.026966	0.06268	0.025318	0.14796	0.29045	0.27251	0.36062	0.23184	0.025983	0.013461	0.12915	0.10308	0.13875	0.19863	0.029783	0.028653	0.054411	0.037435	0.061779	0.011527	0.0091196	0.01455	0.038285	0.0099857	0.011988	0.022701	0.0082715	0.009045	0.014876	0.029265	0.068777	0.013667	0.018008	0.0082042	0.024979	0.054034	0.0084326	0.009845	0.0065756	0.0078181	0.002668	0.0019467	0.032806	0.056666	0.0082668	0.0023724	0.056857	0.028885	0.0023627	0.033876	0.015597	0.010776	0.035509	0.011849	0.042735	0.030291	0.041141	0.0077857	0.015621	0.017663	0.081733	0.021417	0.07135	0.010263	0.07805	0.0064206	0.059613	0.0091982	0.070957	0.01532	0.023675	0.067235	0.015342	0.015243	0.039354	0.013902	0.073559	0.023371	0.064423	0.018287	0.056736	0.021582	0.096949
0.27633	0.50177	0.55204	0.50105	0.67608	0.30427	0.52281	0.61373	0.17871	0.29084	0.89686	1	0.052044	0.16777	0.20372	0.079851	0.45417	0.92291	0.89503	0.41852	0.24893	0.3863	0.11431	0.31906	0.2164	0.31905	0.0033868	0.32286	0.10574	0.0016747	0.16985	0.0029635	0.21342	0.0022191	0.0013879	0.071006	0.078967	0.022973	0.45905	0.46517	0.47523	0.38307	0.44672	0.471	0.26354	0.65617	0.46219	0.62238	0.22845	0.036506	0.014197	0.026061	0.062765	0.026978	0.11556	0.21092	0.20056	0.28673	0.14447	0.026323	0.015028	0.077042	0.06327	0.092552	0.12274	0.030402	0.029674	0.055404	0.044768	0.059073	0.013387	0.010135	0.016694	0.046883	0.011639	0.014167	0.020359	0.0096725	0.011333	0.015455	0.034259	0.065745	0.013813	0.019122	0.0096792	0.03116	0.060897	0.0099792	0.010805	0.0071883	0.009187	0.00252	0.0019367	0.033035	0.057806	0.0097347	0.0024182	0.060647	0.024129	0.0024055	0.046291	0.01903	0.013113	0.033403	0.012292	0.049531	0.035547	0.049746	0.0077062	0.01504	0.020393	0.079895	0.022055	0.066422	0.010487	0.071218	0.0069653	0.061052	0.0094026	0.067831	0.013398	0.024627	0.066252	0.014789	0.015252	0.033091	0.014476	0.073678	0.020569	0.059278	0.018955	0.055035	0.02161	0.082524
0.00080814	0.0077744	0.0094474	0.0085349	0.038746	0.13775	0.014393	0.014424	0.48661	0.26021	0.085907	0.052044	1	0.12455	0.079786	0.054172	0.23552	0.072836	0.10626	0.29311	0.1011	0.028568	0.20055	0.0082451	0.28641	0.22758	0.037783	0.18927	0.23093	0.0013338	0.27708	0.006245	0.12194	0.023287	0.01905	0.011093	0.013073	0.024361	0.033337	0.20386	0.24352	0.10404	0.16484	0.053191	0.17551	0.12746	0.19773	0.17934	0.15168	0.17689	0.076734	0.24347	0.29488	0.1783	0.2044	0.20912	0.20176	0.13724	0.2315	0.14487	0.055756	0.27046	0.32767	0.26256	0.41216	0.22246	0.19784	0.24555	0.14249	0.34407	0.10138	0.058116	0.059567	0.12132	0.068202	0.073509	0.098042	0.043866	0.023257	0.12712	0.11813	0.14679	0.18526	0.19527	0.088365	0.093075	0.16953	0.07162	0.10747	0.10582	0.09102	0.080624	0.066311	0.21551	0.3411	0.073733	0.061834	0.26096	0.44293	0.051969	0.047231	0.095617	0.075569	0.31477	0.16391	0.1604	0.12399	0.1403	0.1591	0.20019	0.018025	0.14547	0.026513	0.10522	0.020318	0.18579	0.011055	0.085037	0.013722	0.12805	0.26049	0.01997	0.076084	0.23661	0.017352	0.078921	0.021581	0.10262	0.018514	0.067896	0.020039	0.10197	0.017342	0.12001
0.023843	0.093294	0.11522	0.074891	0.12334	0.41691	0.12262	0.10264	0.56632	0.53608	0.12964	0.16777	0.12455	1	0.91049	0.70279	0.30474	0.19078	0.2727	0.52998	0.14175	0.036549	0.28755	0.024053	0.058083	0.057734	0.14873	0.058867	0.04287	0.03719	0.27349	0.13126	0.1384	0.072481	0.033057	0.0063111	0.0063413	0.29415	0.236	0.3298	0.51383	0.27917	0.30104	0.26876	0.36242	0.25661	0.31512	0.29631	0.47548	0.35604	0.46641	0.33226	0.45479	0.37478	0.11663	0.074303	0.082436	0.084843	0.049208	0.27761	0.12778	0.04473	0.058475	0.060827	0.070213	0.41174	0.39048	0.41479	0.4351	0.41602	0.43569	0.13769	0.17206	0.65531	0.21697	0.2614	0.084097	0.13751	0.079102	0.25566	0.43336	0.17108	0.33327	0.43208	0.37701	0.42284	0.55939	0.28137	0.2957	0.26695	0.37778	0.12458	0.12196	0.32942	0.51861	0.29242	0.16035	0.62458	0.29901	0.12512	0.33514	0.43498	0.34438	0.40807	0.34319	0.53282	0.42185	0.65885	0.29423	0.35141	0.047781	0.18193	0.038466	0.12543	0.034225	0.19038	0.021303	0.13674	0.019904	0.15371	0.20858	0.024862	0.10917	0.33885	0.026525	0.069449	0.030266	0.14449	0.013622	0.093007	0.028168	0.13699	0.025263	0.10795
0.042933	0.1403	0.16498	0.11108	0.16077	0.39459	0.17305	0.13647	0.39661	0.42181	0.1427	0.20372	0.079786	0.91049	1	0.84188	0.30092	0.21786	0.3211	0.45145	0.1614	0.046436	0.31169	0.037471	0.051249	0.052157	0.14971	0.058259	0.037063	0.052901	0.22093	0.14543	0.14022	0.091048	0.045742	0.0096745	0.009701	0.33542	0.2465	0.30253	0.4646	0.31742	0.34334	0.27555	0.36475	0.27321	0.36609	0.32826	0.54386	0.24579	0.33685	0.26914	0.35725	0.30865	0.072117	0.053107	0.056909	0.064635	0.032315	0.1667	0.071923	0.026203	0.032796	0.03678	0.045346	0.27701	0.2706	0.28375	0.30678	0.28797	0.29741	0.079473	0.10312	0.48094	0.13053	0.16122	0.042409	0.080376	0.050596	0.14973	0.29234	0.10854	0.20961	0.31233	0.26585	0.29564	0.37746	0.17032	0.17372	0.17371	0.25257	0.066322	0.072995	0.2006	0.37828	0.17798	0.092877	0.41622	0.17183	0.069518	0.22401	0.28486	0.21913	0.28826	0.20786	0.35458	0.27546	0.50412	0.1721	0.19656	0.063446	0.16744	0.050281	0.12541	0.04152	0.15128	0.030359	0.14771	0.027419	0.14513	0.11274	0.035824	0.12282	0.20563	0.034538	0.062667	0.041826	0.15192	0.015934	0.089019	0.038709	0.13619	0.032275	0.08809
0.017464	0.066523	0.075839	0.05122	0.077848	0.25028	0.087239	0.058052	0.24134	0.22969	0.052734	0.079851	0.054172	0.70279	0.84188	1	0.16452	0.089055	0.15337	0.24287	0.10954	0.019829	0.32249	0.016606	0.024397	0.020778	0.29396	0.025273	0.020128	0.10326	0.13717	0.2629	0.082307	0.2409	0.13419	0.0053604	0.005277	0.4388	0.10998	0.15644	0.25276	0.21423	0.23049	0.13599	0.272	0.1372	0.25352	0.18631	0.44073	0.20392	0.36957	0.32069	0.32693	0.36009	0.028531	0.018714	0.019939	0.021764	0.011087	0.11784	0.040629	0.0095995	0.013426	0.013817	0.018383	0.24725	0.24717	0.21083	0.22508	0.22236	0.32057	0.054717	0.064679	0.41367	0.099063	0.12504	0.018532	0.053217	0.029961	0.11598	0.23211	0.054972	0.2049	0.35298	0.31599	0.23823	0.2608	0.14315	0.14872	0.19251	0.28393	0.064917	0.094932	0.14298	0.33436	0.1561	0.1016	0.30667	0.13788	0.066905	0.12338	0.24887	0.19172	0.28511	0.19661	0.25943	0.20207	0.45744	0.1756	0.16239	0.084573	0.14353	0.064086	0.11417	0.059728	0.1159	0.051772	0.15177	0.041124	0.12908	0.086717	0.043498	0.12009	0.19615	0.043636	0.053361	0.061888	0.14707	0.014088	0.069563	0.050854	0.13218	0.035137	0.054604
0.036886	0.14064	0.17595	0.14844	0.31149	0.48513	0.1964	0.22446	0.52612	0.71365	0.47427	0.45417	0.23552	0.30474	0.30092	0.16452	1	0.47799	0.52658	0.7399	0.14133	0.096267	0.17222	0.044929	0.23042	0.30021	0.013418	0.24557	0.1052	0.0012029	0.21	0.0045641	0.12353	0.012268	0.009139	0.014775	0.017472	0.024632	0.30507	0.74534	0.75809	0.30407	0.36312	0.36203	0.35458	0.47578	0.44793	0.48976	0.23056	0.23775	0.081669	0.14082	0.28688	0.14858	0.47524	0.56034	0.54557	0.58957	0.43575	0.20688	0.11004	0.34867	0.32673	0.40388	0.44067	0.18258	0.19357	0.29106	0.22298	0.3148	0.078981	0.083912	0.10948	0.1758	0.090076	0.10123	0.16116	0.069583	0.083926	0.11723	0.19003	0.3634	0.10246	0.10983	0.05202	0.16416	0.23339	0.064767	0.073966	0.063694	0.05368	0.019803	0.014475	0.2425	0.31742	0.057094	0.014993	0.26597	0.19195	0.016474	0.14886	0.097182	0.071548	0.23259	0.084529	0.21761	0.17645	0.19367	0.056675	0.087051	0.045141	0.29794	0.051846	0.22427	0.037579	0.33124	0.019686	0.20281	0.024559	0.2549	0.11979	0.043336	0.1835	0.11818	0.053132	0.18463	0.032216	0.22935	0.051871	0.19367	0.039638	0.19859	0.068513	0.35014
0.25719	0.54663	0.6019	0.55742	0.78323	0.44533	0.60523	0.68278	0.22981	0.35546	0.8814	0.92291	0.072836	0.19078	0.21786	0.089055	0.47799	1	0.90501	0.52429	0.32377	0.42231	0.14836	0.31555	0.25636	0.32707	0.0051691	0.31672	0.13546	0.002382	0.23884	0.0043196	0.2595	0.0031071	0.0019026	0.061663	0.069309	0.02863	0.5999	0.60924	0.59292	0.51781	0.57916	0.61609	0.38194	0.83722	0.57405	0.76804	0.24521	0.059745	0.021905	0.046824	0.10366	0.047916	0.1456	0.23756	0.23316	0.3246	0.17161	0.036631	0.017626	0.09726	0.088496	0.11387	0.14744	0.050684	0.049624	0.084332	0.055589	0.093193	0.020492	0.011999	0.01907	0.070267	0.014094	0.018103	0.024433	0.010362	0.011955	0.02075	0.049156	0.089385	0.022277	0.031441	0.013005	0.04167	0.075311	0.012895	0.014524	0.0098232	0.013235	0.0035836	0.0028482	0.043118	0.083241	0.012027	0.0037903	0.078098	0.035938	0.0035184	0.048157	0.02497	0.016033	0.047797	0.016828	0.065679	0.04477	0.072512	0.011378	0.021535	0.025684	0.11866	0.027097	0.097308	0.014707	0.10653	0.0094193	0.091124	0.01245	0.1033	0.019473	0.028048	0.09446	0.022979	0.019346	0.053164	0.018325	0.10799	0.023771	0.084995	0.023969	0.085649	0.026274	0.11771
0.18776	0.44136	0.47844	0.4276	0.66076	0.41396	0.49359	0.51233	0.2827	0.37414	0.82498	0.89503	0.10626	0.2727	0.3211	0.15337	0.52658	0.90501	1	0.56781	0.38904	0.40175	0.2336	0.31819	0.30887	0.3872	0.012914	0.41206	0.17259	0.0053595	0.29135	0.0096519	0.33922	0.0081691	0.0053769	0.098798	0.10873	0.060142	0.45574	0.5541	0.62624	0.53326	0.6637	0.49269	0.4106	0.77956	0.68982	0.83488	0.42779	0.069823	0.033246	0.069249	0.1345	0.067335	0.12665	0.21382	0.20287	0.26504	0.14992	0.043443	0.021002	0.087707	0.080891	0.10588	0.15559	0.066051	0.063118	0.10398	0.078108	0.11638	0.031783	0.016165	0.024191	0.089579	0.019973	0.024992	0.02454	0.014504	0.014105	0.028703	0.060777	0.080445	0.033686	0.049543	0.024064	0.05513	0.10324	0.019835	0.022703	0.017014	0.02299	0.0065434	0.0060344	0.054921	0.11448	0.019774	0.0070878	0.11028	0.050756	0.0061691	0.057105	0.037798	0.025807	0.069322	0.027752	0.083803	0.059109	0.094499	0.019521	0.032566	0.032106	0.11859	0.033794	0.09593	0.017982	0.10263	0.012844	0.095144	0.015933	0.10214	0.027396	0.035298	0.095853	0.034183	0.021251	0.045717	0.025568	0.1121	0.022647	0.072838	0.02973	0.086168	0.026486	0.09456
0.038578	0.1646	0.20583	0.16002	0.31668	0.69863	0.22843	0.2398	0.7711	0.87388	0.42716	0.41852	0.29311	0.52998	0.45145	0.24287	0.7399	0.52429	0.56781	1	0.21431	0.10868	0.23945	0.052572	0.23608	0.26595	0.0357	0.22036	0.12778	0.0043991	0.38666	0.016809	0.20325	0.018091	0.010446	0.01373	0.015451	0.071136	0.46171	0.81792	0.97861	0.42223	0.49205	0.49754	0.5113	0.60699	0.52622	0.61516	0.36498	0.4209	0.20264	0.28539	0.52101	0.29639	0.4606	0.43438	0.45622	0.47433	0.33616	0.31711	0.15938	0.28768	0.32387	0.34609	0.3812	0.38599	0.37908	0.5248	0.37257	0.55071	0.1972	0.12864	0.16169	0.39579	0.1502	0.18327	0.18229	0.10328	0.094592	0.21415	0.35669	0.40307	0.23994	0.25819	0.125	0.30649	0.43887	0.14116	0.16545	0.122	0.13951	0.051642	0.043348	0.34493	0.49764	0.12739	0.048708	0.48008	0.32467	0.046237	0.23403	0.21581	0.15395	0.34604	0.18164	0.4045	0.31235	0.38633	0.13861	0.20582	0.033083	0.27704	0.032793	0.18356	0.02677	0.32316	0.013576	0.17512	0.015696	0.23184	0.21304	0.023916	0.14343	0.24309	0.027103	0.13563	0.022321	0.19864	0.022608	0.14714	0.025402	0.18323	0.032186	0.26649
0.068205	0.19246	0.18814	0.20167	0.39351	0.27599	0.25863	0.20954	0.16024	0.14518	0.29058	0.24893	0.1011	0.14175	0.1614	0.10954	0.14133	0.32377	0.38904	0.21431	1	0.57836	0.53766	0.40939	0.35472	0.21804	0.027703	0.28965	0.41363	0.042398	0.55932	0.039139	0.70361	0.024759	0.01542	0.21405	0.21448	0.129	0.16989	0.26787	0.25033	0.72132	0.76431	0.30688	0.59549	0.53079	0.67586	0.60869	0.26152	0.030174	0.02094	0.084065	0.093724	0.067401	0.023777	0.036312	0.035765	0.043011	0.033048	0.012434	0.0025197	0.019483	0.023389	0.01993	0.042345	0.037948	0.033973	0.03616	0.016974	0.054586	0.022746	0.0026516	0.0034774	0.05191	0.0040372	0.0059189	0.0030188	0.0020542	0.0011119	0.0085083	0.020891	0.015107	0.019359	0.045511	0.019789	0.015153	0.031058	0.0068641	0.0090238	0.010195	0.017964	0.0063542	0.0066418	0.016902	0.062954	0.0080221	0.010382	0.045673	0.030696	0.0060495	0.0087474	0.015333	0.0094003	0.047473	0.015689	0.030234	0.017103	0.057891	0.016877	0.025561	0.092691	0.12422	0.090586	0.13065	0.061731	0.08573	0.056576	0.13767	0.065262	0.12163	0.011284	0.087029	0.14074	0.022383	0.042057	0.045093	0.098116	0.15742	0.034861	0.075181	0.095036	0.12447	0.03996	0.048233
0.14794	0.24352	0.23627	0.27546	0.46343	0.11447	0.27508	0.28962	0.052103	0.067286	0.48428	0.3863	0.028568	0.036549	0.046436	0.019829	0.096267	0.42231	0.40175	0.10868	0.57836	1	0.13273	0.81447	0.34425	0.29343	0.0017148	0.36996	0.31679	0.00382	0.23972	0.0027444	0.48008	0.0015449	0.00099399	0.34212	0.35103	0.018584	0.13641	0.17047	0.13584	0.38596	0.42334	0.22865	0.22846	0.43301	0.3708	0.43202	0.089042	0.0049431	0.0020103	0.0094206	0.015568	0.0074101	0.014882	0.037463	0.03474	0.050271	0.034253	0.0023505	0.00064646	0.015287	0.013508	0.014624	0.03155	0.0051524	0.0046373	0.0071466	0.0034235	0.01017	0.0022304	0.00052658	0.00082429	0.0077814	0.00066349	0.00094269	0.0010498	0.0004377	0.00033203	0.0013588	0.0034949	0.0055608	0.002087	0.0045136	0.0018586	0.0026063	0.006858	0.00087504	0.0011184	0.00095562	0.0016111	0.0005307	0.00047361	0.0032075	0.010417	0.0010128	0.00068016	0.0085479	0.0045071	0.00048648	0.0026119	0.00207	0.0012721	0.0068867	0.0017707	0.0057129	0.003269	0.0087049	0.0015215	0.0030965	0.021188	0.032371	0.024152	0.037076	0.011273	0.022596	0.010004	0.033542	0.014037	0.03098	0.0016222	0.029999	0.041617	0.0024658	0.011639	0.012558	0.021618	0.041471	0.016774	0.026394	0.025589	0.029349	0.01419	0.020692
0.017566	0.080002	0.080697	0.078126	0.17606	0.29913	0.12114	0.083773	0.27668	0.1878	0.11689	0.11431	0.20055	0.28755	0.31169	0.32249	0.17222	0.14836	0.2336	0.23945	0.53766	0.13273	1	0.085177	0.18298	0.099737	0.13527	0.13404	0.2074	0.082307	0.44064	0.12386	0.3555	0.1663	0.11639	0.059121	0.060583	0.25566	0.10026	0.23294	0.26179	0.53979	0.60391	0.1893	0.61523	0.31084	0.61596	0.42791	0.41663	0.091718	0.090259	0.28676	0.25193	0.24303	0.031355	0.032311	0.031981	0.032552	0.028557	0.040675	0.0077724	0.021927	0.031963	0.024597	0.048267	0.12305	0.11406	0.097546	0.05201	0.14875	0.091633	0.010023	0.010928	0.14642	0.016446	0.022324	0.0074212	0.0075649	0.0036747	0.031576	0.065251	0.030141	0.078714	0.18166	0.091833	0.049125	0.078442	0.026708	0.03605	0.052319	0.080497	0.0275	0.036631	0.059527	0.21116	0.03229	0.042857	0.13152	0.11077	0.023766	0.020745	0.055965	0.037292	0.17786	0.066387	0.087193	0.053368	0.17191	0.074772	0.087565	0.25356	0.2693	0.23731	0.25559	0.20367	0.19022	0.19119	0.3051	0.18757	0.26389	0.042135	0.19168	0.26091	0.093187	0.12199	0.096471	0.27424	0.32372	0.069088	0.13001	0.23223	0.27589	0.10148	0.077091
0.23689	0.28545	0.2557	0.29575	0.37786	0.059383	0.27514	0.26436	0.019757	0.027315	0.32468	0.31906	0.0082451	0.024053	0.037471	0.016606	0.044929	0.31555	0.31819	0.052572	0.40939	0.81447	0.085177	1	0.14204	0.13044	0.0011871	0.19305	0.13307	0.0051955	0.11034	0.0026583	0.31493	0.0010137	0.00064614	0.36555	0.36587	0.01839	0.097198	0.078321	0.068928	0.26281	0.29594	0.14231	0.1242	0.27803	0.25238	0.29375	0.081297	0.0016508	0.00089203	0.0038961	0.0063014	0.0031731	0.0038708	0.011164	0.010086	0.016765	0.0086187	0.00067395	0.0001902	0.0032707	0.0027988	0.003421	0.0080715	0.0018489	0.0016405	0.0025863	0.0014549	0.0036141	0.0009226	0.00016024	0.0002783	0.0036261	0.00022842	0.00033094	0.00024225	0.00014837	0.00011007	0.0004309	0.0013149	0.0016021	0.00072302	0.0018775	0.00085969	0.0010773	0.0029295	0.00033311	0.0003991	0.00034348	0.00068548	0.00017183	0.00017593	0.00097943	0.0039587	0.00040237	0.00026595	0.0034311	0.0012582	0.00017492	0.0012225	0.00088235	0.00053436	0.0023706	0.00063834	0.0023261	0.0012912	0.0041616	0.00052358	0.0010365	0.013163	0.01278	0.01424	0.01548	0.0054518	0.007442	0.0060845	0.01544	0.0081128	0.012368	0.00044997	0.020366	0.020592	0.00079201	0.0058376	0.0040397	0.013714	0.018822	0.0077705	0.010655	0.015741	0.012483	0.0068963	0.0066696
0.0089731	0.036884	0.042044	0.043512	0.15492	0.12076	0.055601	0.063912	0.20696	0.17598	0.38551	0.2164	0.28641	0.058083	0.051249	0.024397	0.23042	0.25636	0.30887	0.23608	0.35472	0.34425	0.18298	0.14204	1	0.84613	0.0061972	0.84914	0.81348	0.0014386	0.46568	0.002602	0.51528	0.005266	0.0042718	0.1914	0.20906	0.019117	0.057511	0.25056	0.24499	0.2253	0.33891	0.11284	0.22853	0.3129	0.36624	0.39302	0.12613	0.026529	0.0085337	0.043667	0.065269	0.029239	0.087488	0.19311	0.1717	0.1653	0.22333	0.017558	0.0057063	0.15222	0.13946	0.13291	0.29007	0.028874	0.02567	0.041307	0.018824	0.058974	0.010866	0.0051149	0.0058988	0.021013	0.0052773	0.0065522	0.010858	0.0036246	0.0024146	0.011719	0.015788	0.027155	0.017175	0.023673	0.0093239	0.011854	0.031096	0.0056874	0.008715	0.0075275	0.008706	0.0050583	0.0050655	0.023425	0.053287	0.0063892	0.0042678	0.04212	0.045473	0.0034105	0.0072772	0.01006	0.0072196	0.043261	0.013638	0.022397	0.015347	0.022551	0.012388	0.020361	0.012652	0.053192	0.017366	0.047654	0.010506	0.054201	0.0068422	0.039165	0.0095073	0.0479	0.018752	0.01695	0.039114	0.020125	0.0098579	0.024759	0.01526	0.049304	0.013171	0.029303	0.015853	0.039015	0.011395	0.043144
0.01223	0.043073	0.050608	0.049245	0.15983	0.10226	0.058948	0.076017	0.1941	0.19364	0.5219	0.31905	0.22758	0.057734	0.052157	0.020778	0.30021	0.32707	0.3872	0.26595	0.21804	0.29343	0.099737	0.13044	0.84613	1	0.0033732	0.93355	0.52316	0.00053137	0.29524	0.001151	0.34893	0.0023615	0.0019292	0.15371	0.17169	0.01184	0.06603	0.25057	0.26761	0.15796	0.25727	0.1057	0.14863	0.2914	0.2914	0.35967	0.12508	0.024193	0.0069458	0.026334	0.050207	0.018563	0.12359	0.30463	0.26495	0.26364	0.31332	0.020013	0.009998	0.20684	0.16271	0.19173	0.37449	0.024028	0.021521	0.042836	0.025723	0.05375	0.0088054	0.0079606	0.0098735	0.018155	0.0074808	0.0086758	0.018384	0.0063015	0.0050117	0.013938	0.016837	0.036727	0.014682	0.016677	0.0076863	0.014327	0.038351	0.0068108	0.009623	0.007023	0.0071653	0.0042988	0.0037652	0.026782	0.046657	0.0073337	0.0029605	0.044334	0.03939	0.0028787	0.012339	0.010915	0.0084287	0.035159	0.012977	0.024841	0.018881	0.019303	0.0099603	0.01733	0.0058044	0.0351	0.0084116	0.029014	0.0042542	0.039143	0.0025827	0.022618	0.00377	0.029673	0.019481	0.0089094	0.023701	0.016788	0.0049937	0.015923	0.0064416	0.029457	0.0079281	0.019971	0.0071357	0.022338	0.0064889	0.038871
0.00024549	0.0020879	0.0022707	0.0014876	0.0039192	0.030303	0.0033739	0.0016382	0.057752	0.026915	0.0028222	0.0033868	0.037783	0.14873	0.14971	0.29396	0.013418	0.0051691	0.012914	0.0357	0.027703	0.0017148	0.13527	0.0011871	0.0061972	0.0033732	1	0.0045348	0.0084315	0.16149	0.050633	0.4252	0.0263	0.56485	0.37288	0.0013218	0.0012568	0.43675	0.0052904	0.014346	0.032183	0.03037	0.04387	0.0075855	0.052957	0.013496	0.047622	0.027287	0.17072	0.072956	0.22988	0.32832	0.17208	0.27098	0.0022435	0.0012965	0.0013564	0.0010563	0.00086944	0.027887	0.0065375	0.0010213	0.0018946	0.0013913	0.0027277	0.142	0.12675	0.080915	0.070612	0.096901	0.23634	0.013417	0.012392	0.14498	0.029836	0.039491	0.0019708	0.011547	0.0032429	0.046195	0.06775	0.005534	0.18087	0.34143	0.28549	0.072343	0.078618	0.068383	0.087281	0.14625	0.25372	0.07761	0.20494	0.035652	0.13801	0.081934	0.16192	0.10645	0.080238	0.072241	0.01299	0.11404	0.089161	0.1452	0.14456	0.070266	0.053633	0.16174	0.17762	0.10204	0.010306	0.019082	0.0084452	0.014574	0.0092403	0.015069	0.010216	0.021821	0.0065892	0.017838	0.051428	0.0050336	0.015715	0.14468	0.0039441	0.0060283	0.012285	0.020573	0.00074477	0.0057058	0.0069283	0.020401	0.0021484	0.00413
0.014901	0.048693	0.054372	0.053933	0.16724	0.089433	0.064491	0.07628	0.15935	0.14916	0.49937	0.32286	0.18927	0.058867	0.058259	0.025273	0.24557	0.31672	0.41206	0.22036	0.28965	0.36996	0.13404	0.19305	0.84914	0.93355	0.0045348	1	0.58754	0.0011165	0.31447	0.0019104	0.45154	0.0034343	0.0028804	0.27663	0.30192	0.018267	0.057232	0.20585	0.22863	0.17943	0.29869	0.096436	0.15568	0.29151	0.33591	0.38677	0.16322	0.016454	0.0057545	0.02423	0.041658	0.016723	0.069216	0.18607	0.15804	0.16261	0.18601	0.0121	0.0052788	0.11378	0.090911	0.10748	0.24095	0.017819	0.015661	0.029845	0.018212	0.039638	0.0071385	0.0044572	0.0056138	0.014899	0.0045909	0.0054449	0.0090801	0.0036351	0.0025479	0.0087521	0.011484	0.02043	0.010885	0.014585	0.0068673	0.0098541	0.028289	0.0047368	0.0067427	0.0053584	0.0060512	0.0033746	0.0031832	0.017343	0.036933	0.0053806	0.0027346	0.034904	0.028047	0.0023646	0.0082408	0.0081909	0.0062324	0.027425	0.0098244	0.017927	0.012923	0.016177	0.007951	0.013443	0.0073884	0.030212	0.010338	0.026318	0.0050066	0.029696	0.0035042	0.021863	0.0049422	0.026116	0.012433	0.011559	0.023252	0.0123	0.0053906	0.011988	0.0088249	0.028217	0.0078788	0.01645	0.0092082	0.020647	0.0065966	0.025923
