Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AOBgr	OlfactoryAreas_AOBmi	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_SUB	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_AV	Thalamus_LD	Thalamus_LP	Thalamus_Others	Thalamus_PO	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Hypothalamus_LHA	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPN	Midbrain_PPT	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_NLL	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Pons_V	Medulla_AMB	Medulla_CU	Medulla_ECU	Medulla_IRN	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MV	Medulla_MX	Medulla_PARN	Medulla_PGRNl	Medulla_SOL	Medulla_SPIV	Medulla_SPVC	Medulla_SPVI	Medulla_SPVO	Medulla_SUV	Medulla_VII	Cerebellum_ANcr1gr	Cerebellum_ANcr1mo	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_COPYgr	Cerebellum_COPYmo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PRMgr	Cerebellum_PRMmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUgr	Cerebellum_UVUmo
0.0047382	0.020226	0.022184	0.023749	0.093057	0.075915	0.031919	0.033211	0.14216	0.098609	0.20918	0.10574	0.23093	0.04287	0.037063	0.020128	0.1052	0.13546	0.17259	0.12778	0.41363	0.31679	0.2074	0.13307	0.81348	0.52316	0.0084315	0.58754	1	0.0033289	0.5396	0.004585	0.64303	0.0073419	0.0056358	0.24097	0.2515	0.024972	0.02906	0.14326	0.13342	0.19558	0.28469	0.069761	0.20099	0.20887	0.29323	0.27674	0.097238	0.014324	0.0061579	0.038446	0.04424	0.023738	0.031864	0.065612	0.059056	0.054572	0.083571	0.0082252	0.0018707	0.057601	0.056766	0.046391	0.1208	0.018856	0.016054	0.02166	0.0088902	0.035096	0.0083979	0.001961	0.0023261	0.014905	0.002445	0.0030807	0.0037132	0.0014581	0.00068099	0.0060274	0.0083616	0.010644	0.011702	0.019698	0.0080114	0.0058935	0.017214	0.0033369	0.0053399	0.0053542	0.0069888	0.0045706	0.0046088	0.011919	0.03434	0.0040496	0.0049528	0.026666	0.031128	0.0032351	0.0032132	0.0063084	0.0044381	0.031791	0.0099052	0.0129	0.008079	0.016986	0.01051	0.016405	0.014439	0.039926	0.020436	0.042085	0.012399	0.037108	0.0092319	0.033744	0.012483	0.038816	0.011638	0.01971	0.037026	0.014547	0.010291	0.019528	0.020128	0.041857	0.012675	0.024946	0.019087	0.034951	0.010253	0.026344
0.001209	0.0038733	0.0035535	0.0026402	0.0037042	0.0090465	0.0050118	0.0020277	0.0052687	0.0031003	0.0010973	0.0016747	0.0013338	0.03719	0.052901	0.10326	0.0012029	0.002382	0.0053595	0.0043991	0.042398	0.00382	0.082307	0.0051955	0.0014386	0.00053137	0.16149	0.0011165	0.0033289	1	0.024396	0.67419	0.027467	0.12167	0.052254	0.0029395	0.0023121	0.46325	0.0030102	0.0028169	0.0051747	0.028992	0.02781	0.005715	0.030354	0.0068974	0.022108	0.011762	0.045888	0.0028543	0.017373	0.025056	0.011429	0.021991	6.1632e-05	4.1754e-05	4.6398e-05	5.4083e-05	2.6609e-05	0.00071669	8.795e-05	1.8667e-05	3.7858e-05	2.5571e-05	6.7778e-05	0.0062143	0.0052672	0.0026691	0.0019698	0.0037133	0.016105	0.00019542	0.0002069	0.015578	0.00056353	0.00097721	2.0848e-05	0.00017602	3.6916e-05	0.0010024	0.0030409	0.00013048	0.0057087	0.022207	0.022356	0.0028407	0.0038031	0.0023717	0.0027086	0.00541	0.018444	0.0036914	0.0093408	0.00094072	0.0068643	0.0034751	0.014878	0.0056521	0.0021812	0.0045887	0.00065985	0.0058209	0.0038442	0.0062446	0.0053715	0.0038468	0.00217	0.016608	0.0086806	0.0061619	0.012132	0.0035382	0.0065122	0.0036863	0.007183	0.001741	0.011619	0.0066121	0.0071178	0.0035957	0.00084828	0.004347	0.0051471	0.0049995	0.0018977	0.0006852	0.012645	0.0060542	0.00031265	0.0012834	0.007006	0.0051025	0.00095167	0.00032569
0.014079	0.061252	0.072093	0.062202	0.16931	0.3125	0.094541	0.087823	0.46013	0.35416	0.24316	0.16985	0.27708	0.27349	0.22093	0.13717	0.21	0.23884	0.29135	0.38666	0.55932	0.23972	0.44064	0.11034	0.46568	0.29524	0.050633	0.31447	0.5396	0.024396	1	0.047247	0.73556	0.031191	0.016427	0.072528	0.072187	0.14586	0.13297	0.36323	0.39878	0.46556	0.53425	0.25661	0.55673	0.41868	0.50628	0.48127	0.25413	0.1058	0.076822	0.19613	0.22628	0.15654	0.085725	0.092759	0.096572	0.093271	0.098384	0.061953	0.015177	0.077704	0.097114	0.075001	0.13851	0.13549	0.11924	0.13044	0.064334	0.17877	0.088083	0.016254	0.018812	0.147	0.022704	0.030538	0.019094	0.012484	0.0056541	0.046848	0.077535	0.051647	0.091177	0.14439	0.072788	0.056924	0.11865	0.035081	0.048842	0.045582	0.071006	0.03496	0.034778	0.075366	0.18047	0.039803	0.046737	0.16818	0.14226	0.030311	0.031004	0.062812	0.043906	0.15875	0.074541	0.10329	0.066159	0.14737	0.081578	0.11926	0.04039	0.13433	0.040533	0.11726	0.035265	0.13404	0.02255	0.1084	0.025458	0.12603	0.062437	0.028842	0.096355	0.10078	0.023469	0.059994	0.037499	0.12388	0.017971	0.075097	0.035408	0.11524	0.022329	0.077363
0.00090404	0.0042271	0.0044365	0.0028335	0.0046808	0.025052	0.0060018	0.0027378	0.02547	0.014278	0.0019985	0.0029635	0.006245	0.13126	0.14543	0.2629	0.0045641	0.0043196	0.0096519	0.016809	0.039139	0.0027444	0.12386	0.0026583	0.002602	0.001151	0.4252	0.0019104	0.004585	0.67419	0.047247	1	0.030721	0.24646	0.10093	0.0013438	0.0011107	0.68456	0.0069397	0.0085831	0.017674	0.039629	0.039968	0.011515	0.055556	0.012188	0.034798	0.02003	0.09446	0.021667	0.11253	0.10449	0.056191	0.099146	0.00053055	0.0002642	0.00030626	0.00030387	0.00017183	0.0075073	0.001307	0.0001559	0.00032499	0.00022147	0.00044406	0.042689	0.036981	0.020239	0.01691	0.024791	0.10342	0.0026308	0.0025727	0.085444	0.0066745	0.010565	0.00033502	0.0023442	0.0005499	0.010519	0.024378	0.00126	0.045701	0.12004	0.12588	0.023582	0.027679	0.022133	0.025296	0.042354	0.11833	0.027783	0.062404	0.0091626	0.041808	0.029622	0.086092	0.039317	0.018148	0.031591	0.0058335	0.044474	0.031942	0.038132	0.042536	0.027973	0.018014	0.085144	0.063173	0.044078	0.015383	0.010979	0.0083848	0.0089817	0.01104	0.0072672	0.012746	0.01493	0.0078386	0.010327	0.0086872	0.0046091	0.010094	0.039493	0.0030993	0.0024429	0.013461	0.013728	0.00052055	0.0035223	0.0077601	0.012844	0.0016793	0.0014542
0.026082	0.078552	0.083766	0.078131	0.19221	0.15063	0.10461	0.094714	0.18323	0.14794	0.29591	0.21342	0.12194	0.1384	0.14022	0.082307	0.12353	0.2595	0.33922	0.20325	0.70361	0.48008	0.3555	0.31493	0.51528	0.34893	0.0263	0.45154	0.64303	0.027467	0.73556	0.030721	1	0.017642	0.010434	0.29471	0.28593	0.12857	0.08532	0.1984	0.22415	0.40352	0.52172	0.16771	0.35595	0.3685	0.4894	0.4713	0.25799	0.023228	0.018115	0.063385	0.071935	0.046027	0.024346	0.041664	0.039761	0.043699	0.041562	0.011647	0.0027758	0.025484	0.027441	0.024374	0.059577	0.032315	0.027425	0.034105	0.017817	0.049095	0.02105	0.0030364	0.0038857	0.040462	0.0044704	0.0061002	0.0032946	0.0025334	0.0010909	0.009483	0.017273	0.011263	0.020363	0.039895	0.020835	0.013604	0.035706	0.0075571	0.010558	0.010041	0.017741	0.007673	0.0088226	0.015815	0.051393	0.0093528	0.01143	0.049003	0.032143	0.0068122	0.0083376	0.015507	0.010761	0.042458	0.017544	0.026481	0.016149	0.042703	0.018507	0.027808	0.024312	0.047152	0.026155	0.047473	0.01643	0.038402	0.013904	0.045306	0.016144	0.045289	0.012526	0.024007	0.046801	0.021602	0.011919	0.017435	0.027157	0.053215	0.010222	0.02787	0.024817	0.04363	0.011278	0.02338
0.00020037	0.0015609	0.0016445	0.0012566	0.0035681	0.021401	0.0027477	0.0012776	0.030595	0.016268	0.0019102	0.0022191	0.023287	0.072481	0.091048	0.2409	0.012268	0.0031071	0.0081691	0.018091	0.024759	0.0015449	0.1663	0.0010137	0.005266	0.0023615	0.56485	0.0034343	0.0073419	0.12167	0.031191	0.24646	0.017642	1	0.87169	0.0014402	0.0013755	0.22809	0.0026216	0.010733	0.01849	0.028542	0.036615	0.0054663	0.050951	0.0093417	0.044031	0.019409	0.084242	0.035947	0.093471	0.20505	0.093631	0.16601	0.0012222	0.00080139	0.00079243	0.0006575	0.00059277	0.012943	0.0020961	0.00064008	0.0011536	0.00080689	0.0017284	0.058867	0.058374	0.031754	0.023033	0.042414	0.093144	0.0048595	0.0040532	0.057692	0.010092	0.013389	0.00069215	0.0037118	0.0012985	0.016771	0.027726	0.0027122	0.065268	0.15508	0.12273	0.026835	0.02574	0.019305	0.026008	0.064135	0.095965	0.021674	0.07682	0.016886	0.079016	0.025114	0.03977	0.040046	0.036947	0.017185	0.0038115	0.037368	0.028856	0.098898	0.051884	0.026158	0.019788	0.073756	0.062569	0.033863	0.041414	0.028584	0.034998	0.027654	0.042303	0.018748	0.055658	0.04424	0.035074	0.02874	0.017852	0.021976	0.032026	0.060321	0.02021	0.011171	0.054644	0.039244	0.0033731	0.0099993	0.031247	0.035678	0.010852	0.0050274
9.5784e-05	0.00083391	0.00084528	0.00069978	0.0022536	0.011504	0.0015104	0.00068176	0.016487	0.0084832	0.0012556	0.0013879	0.01905	0.033057	0.045742	0.13419	0.009139	0.0019026	0.0053769	0.010446	0.01542	0.00099399	0.11639	0.00064614	0.0042718	0.0019292	0.37288	0.0028804	0.0056358	0.052254	0.016427	0.10093	0.010434	0.87169	1	0.0013704	0.0013747	0.10733	0.0011915	0.0064453	0.010746	0.016792	0.024312	0.0025502	0.029555	0.0056714	0.031971	0.013131	0.058655	0.019112	0.040648	0.13458	0.057527	0.1019	0.00071046	0.00057331	0.00052776	0.00042805	0.00042799	0.0061568	0.00093612	0.00045635	0.0007781	0.00056303	0.0013355	0.030859	0.031425	0.017533	0.011926	0.024892	0.040647	0.002214	0.0018242	0.024672	0.004506	0.0058012	0.00033816	0.0016227	0.00062693	0.0078243	0.012575	0.0014796	0.033347	0.083099	0.054813	0.012277	0.011738	0.0077384	0.011074	0.030606	0.040551	0.0085565	0.035337	0.0085219	0.046382	0.00997	0.014987	0.019349	0.020647	0.0063502	0.0014524	0.015539	0.011823	0.059335	0.023921	0.011554	0.0087641	0.034104	0.027471	0.013818	0.029919	0.019113	0.028939	0.019615	0.031872	0.011565	0.046991	0.032055	0.029895	0.019773	0.0093868	0.02029	0.024205	0.030253	0.01751	0.0081777	0.047315	0.028261	0.0029335	0.006574	0.02662	0.024911	0.0092679	0.0033151
0.010918	0.020064	0.017436	0.020939	0.052362	0.0078554	0.021971	0.019593	0.0079214	0.0064572	0.099856	0.071006	0.011093	0.0063111	0.0096745	0.0053604	0.014775	0.061663	0.098798	0.01373	0.21405	0.34212	0.059121	0.36555	0.1914	0.15371	0.0013218	0.27663	0.24097	0.0029395	0.072528	0.0013438	0.29471	0.0014402	0.0013704	1	0.98736	0.011643	0.0060351	0.015335	0.016634	0.059769	0.1047	0.012949	0.031721	0.059467	0.10697	0.098707	0.055127	0.00031249	0.00020068	0.0017151	0.0019341	0.00099071	0.00078779	0.003611	0.0027562	0.0035254	0.0033662	0.00013182	3.1385e-05	0.0013623	0.0010393	0.0012435	0.0051542	0.00047782	0.00038717	0.00064225	0.00037213	0.0010814	0.00025514	3.4875e-05	5.2168e-05	0.0006197	5.1971e-05	6.6976e-05	4.3516e-05	3.299e-05	1.4945e-05	0.00011547	0.00021901	0.00020998	0.00026071	0.00072357	0.00036783	0.00019104	0.00076939	8.5152e-05	0.00012506	0.0001376	0.00023782	9.6037e-05	0.00013378	0.00024408	0.0012969	0.00012283	0.00013985	0.0010854	0.00059041	7.7558e-05	0.00014783	0.00021679	0.00015159	0.00099496	0.00026383	0.000445	0.00025839	0.00079279	0.00024611	0.00038506	0.0031821	0.0022886	0.0045664	0.003049	0.0014432	0.0012902	0.0020451	0.0029352	0.002717	0.0022757	0.00018461	0.0074157	0.0041457	0.00029212	0.0013929	0.00064281	0.0057973	0.0037393	0.0018282	0.00147	0.0050423	0.0023228	0.0013531	0.00090598
0.011395	0.021876	0.018958	0.02318	0.058631	0.008775	0.024136	0.021779	0.0086649	0.00711	0.11209	0.078967	0.013073	0.0063413	0.009701	0.005277	0.017472	0.069309	0.10873	0.015451	0.21448	0.35103	0.060583	0.36587	0.20906	0.17169	0.0012568	0.30192	0.2515	0.0023121	0.072187	0.0011107	0.28593	0.0013755	0.0013747	0.98736	1	0.010037	0.0067447	0.017616	0.018614	0.063065	0.11232	0.013955	0.033509	0.066201	0.11695	0.10922	0.058197	0.00035436	0.00020405	0.001885	0.0021799	0.0010968	0.00097372	0.0045374	0.0034354	0.0043725	0.0042307	0.0001474	3.546e-05	0.00173	0.0013074	0.0015784	0.006383	0.00052978	0.00043353	0.00073309	0.00041425	0.0012495	0.00025679	3.7953e-05	5.7654e-05	0.00065016	5.6011e-05	7.1384e-05	5.3367e-05	3.5534e-05	1.7092e-05	0.00012458	0.00023741	0.00026087	0.00027994	0.00076352	0.00035439	0.00020492	0.00081533	8.7238e-05	0.00012902	0.00014071	0.00023164	9.4073e-05	0.00012534	0.00027574	0.0014516	0.00012203	0.00013491	0.0011707	0.0006639	7.6311e-05	0.00015941	0.00022088	0.00015198	0.0010898	0.00027139	0.00047949	0.00027678	0.00084204	0.00024762	0.00039308	0.0033662	0.0026996	0.0050122	0.0035733	0.0015578	0.0015265	0.0021668	0.0034018	0.0029369	0.002699	0.0002083	0.0082865	0.004851	0.00031395	0.0015991	0.00079934	0.0061943	0.0043417	0.0021957	0.0017599	0.0055233	0.0027276	0.001584	0.0011323
0.004948	0.01931	0.02037	0.013627	0.02362	0.067639	0.024927	0.013849	0.081112	0.052526	0.016836	0.022973	0.024361	0.29415	0.33542	0.4388	0.024632	0.02863	0.060142	0.071136	0.129	0.018584	0.25566	0.01839	0.019117	0.01184	0.43675	0.018267	0.024972	0.46325	0.14586	0.68456	0.12857	0.22809	0.10733	0.011643	0.010037	1	0.026391	0.034429	0.072842	0.11387	0.13832	0.039004	0.13372	0.053892	0.12623	0.089243	0.32486	0.044962	0.15268	0.15942	0.11425	0.14044	0.0030977	0.0023793	0.0025417	0.0026029	0.001525	0.019614	0.0052494	0.0012329	0.0020072	0.001712	0.003574	0.080526	0.068638	0.053475	0.050729	0.060676	0.15074	0.0092026	0.0094555	0.14107	0.018438	0.026883	0.001521	0.0085025	0.0025027	0.028321	0.052714	0.0047186	0.084149	0.1818	0.19806	0.055945	0.0805	0.047397	0.055113	0.071382	0.16808	0.045153	0.10151	0.024266	0.08983	0.063515	0.094871	0.094539	0.040791	0.045561	0.019015	0.090217	0.070607	0.079689	0.082382	0.065513	0.046803	0.13982	0.098398	0.080436	0.018814	0.020472	0.012523	0.016152	0.011661	0.014978	0.012998	0.023988	0.0092213	0.018236	0.022016	0.008346	0.01785	0.069571	0.0045975	0.0043681	0.017646	0.024062	0.0011839	0.0067707	0.011219	0.020239	0.0030204	0.004139
0.27071	0.60923	0.69352	0.59974	0.61603	0.6759	0.69938	0.72665	0.20474	0.36036	0.35255	0.45905	0.033337	0.236	0.2465	0.10998	0.30507	0.5999	0.45574	0.46171	0.16989	0.13641	0.10026	0.097198	0.057511	0.06603	0.0052904	0.057232	0.02906	0.0030102	0.13297	0.0069397	0.08532	0.0026216	0.0011915	0.0060351	0.0067447	0.026391	1	0.57667	0.52487	0.46993	0.383	0.85393	0.39656	0.62861	0.33786	0.45793	0.13331	0.12305	0.052831	0.066654	0.15154	0.085718	0.14463	0.13023	0.14831	0.21618	0.085036	0.070805	0.031884	0.054898	0.06371	0.071846	0.063498	0.094694	0.097471	0.13029	0.082253	0.13316	0.043646	0.020657	0.032718	0.16042	0.026058	0.036626	0.03758	0.016837	0.021864	0.035292	0.10899	0.15582	0.038215	0.052892	0.020982	0.085502	0.10616	0.025523	0.025657	0.017156	0.025733	0.0057233	0.0037959	0.070909	0.11904	0.021228	0.007162	0.10866	0.046239	0.00663	0.095121	0.048275	0.028156	0.063056	0.026336	0.12476	0.082002	0.15305	0.018938	0.035911	0.03549	0.19808	0.028506	0.14417	0.022179	0.18561	0.011861	0.14701	0.014374	0.17051	0.02784	0.023162	0.13109	0.039538	0.023986	0.092891	0.01784	0.16356	0.022674	0.14134	0.024983	0.1447	0.032194	0.18073
0.068802	0.24973	0.30545	0.26946	0.49938	0.82311	0.35599	0.38835	0.56515	0.76682	0.50691	0.46517	0.20386	0.3298	0.30253	0.15644	0.74534	0.60924	0.5541	0.81792	0.26787	0.17047	0.23294	0.078321	0.25056	0.25057	0.014346	0.20585	0.14326	0.0028169	0.36323	0.0085831	0.1984	0.010733	0.0064453	0.015335	0.017616	0.034429	0.57667	1	0.87935	0.56901	0.55912	0.7089	0.64075	0.76329	0.58721	0.66844	0.20541	0.27564	0.096033	0.18799	0.3565	0.20234	0.41695	0.41558	0.439	0.50625	0.34922	0.1833	0.069122	0.26936	0.29523	0.29917	0.31818	0.21978	0.22837	0.29715	0.1628	0.34187	0.09033	0.05081	0.068476	0.23718	0.059719	0.076073	0.10939	0.038002	0.042693	0.091702	0.19709	0.33902	0.10535	0.1305	0.048101	0.14578	0.20271	0.052004	0.061054	0.049987	0.055658	0.018092	0.012818	0.19477	0.31203	0.044773	0.018412	0.24613	0.17939	0.016951	0.11485	0.088428	0.056129	0.21323	0.072951	0.21603	0.15063	0.24311	0.056382	0.094018	0.066888	0.42698	0.066818	0.33014	0.057639	0.45161	0.028849	0.30392	0.035955	0.38047	0.099207	0.050843	0.26606	0.11955	0.064809	0.26642	0.043537	0.33892	0.060684	0.29116	0.055484	0.31321	0.080374	0.43248
0.054494	0.21267	0.26297	0.20861	0.3898	0.76137	0.29119	0.30249	0.70253	0.85363	0.47581	0.47523	0.24352	0.51383	0.4646	0.25276	0.75809	0.59292	0.62624	0.97861	0.25033	0.13584	0.26179	0.068928	0.24499	0.26761	0.032183	0.22863	0.13342	0.0051747	0.39878	0.017674	0.22415	0.01849	0.010746	0.016634	0.018614	0.072842	0.52487	0.87935	1	0.50091	0.55932	0.58551	0.58082	0.69049	0.59378	0.68392	0.35902	0.37101	0.17415	0.26302	0.48035	0.27745	0.4099	0.40344	0.42257	0.46392	0.31202	0.25922	0.11897	0.25135	0.28221	0.30125	0.33765	0.3281	0.32773	0.44551	0.29713	0.475	0.16342	0.094393	0.1196	0.35321	0.1113	0.14027	0.13766	0.073811	0.071393	0.16162	0.30043	0.34621	0.19021	0.21973	0.099914	0.2516	0.35628	0.10571	0.12326	0.094653	0.11248	0.037244	0.031661	0.27714	0.4337	0.09503	0.037377	0.39797	0.25728	0.034276	0.18704	0.16983	0.11676	0.2925	0.13784	0.33392	0.24903	0.3439	0.10639	0.16026	0.042133	0.29844	0.04013	0.20476	0.033756	0.32844	0.017606	0.20121	0.020244	0.25329	0.15592	0.029636	0.16381	0.19274	0.033758	0.14753	0.027864	0.22512	0.027123	0.16241	0.032221	0.20416	0.040182	0.26986
0.1451	0.41192	0.42763	0.4267	0.66311	0.66521	0.54832	0.46274	0.2786	0.32187	0.37507	0.38307	0.10404	0.27917	0.31742	0.21423	0.30407	0.51781	0.53326	0.42223	0.72132	0.38596	0.53979	0.26281	0.2253	0.15796	0.03037	0.17943	0.19558	0.028992	0.46556	0.039629	0.40352	0.028542	0.016792	0.059769	0.063065	0.11387	0.46993	0.56901	0.50091	1	0.91254	0.69063	0.89908	0.81402	0.83606	0.79333	0.29682	0.098597	0.057493	0.16128	0.21486	0.15888	0.070873	0.080054	0.083654	0.10779	0.065625	0.042526	0.0098834	0.041565	0.052549	0.04663	0.069444	0.09943	0.097636	0.10148	0.048801	0.13617	0.053514	0.0090365	0.012148	0.14212	0.013219	0.019277	0.011699	0.0067634	0.00531	0.023949	0.0686	0.061142	0.045174	0.092891	0.036045	0.049198	0.07453	0.017859	0.021508	0.02292	0.036506	0.0096821	0.0091405	0.050937	0.15092	0.018135	0.014937	0.10308	0.063599	0.0099558	0.030609	0.038539	0.022564	0.10321	0.032093	0.084844	0.049709	0.15333	0.030428	0.04729	0.17603	0.33318	0.15595	0.31533	0.12652	0.24641	0.096739	0.3448	0.10836	0.32093	0.026155	0.13337	0.32	0.050798	0.10146	0.14778	0.14026	0.37433	0.075983	0.21704	0.15512	0.31695	0.10567	0.16195
0.1082	0.34146	0.35141	0.34509	0.60894	0.57795	0.44834	0.37843	0.32584	0.33564	0.45669	0.44672	0.16484	0.30104	0.34334	0.23049	0.36312	0.57916	0.6637	0.49205	0.76431	0.42334	0.60391	0.29594	0.33891	0.25727	0.04387	0.29869	0.28469	0.02781	0.53425	0.039968	0.52172	0.036615	0.024312	0.1047	0.11232	0.13832	0.383	0.55912	0.55932	0.91254	1	0.53818	0.81546	0.83359	0.96765	0.92766	0.45716	0.10219	0.059793	0.18949	0.2461	0.17255	0.078624	0.10462	0.10372	0.12605	0.085005	0.044323	0.011529	0.054709	0.065497	0.061462	0.10263	0.11141	0.10629	0.12149	0.062714	0.16375	0.057617	0.01084	0.014352	0.13833	0.01564	0.021878	0.013252	0.0083059	0.006087	0.028524	0.070096	0.061068	0.056016	0.10938	0.042653	0.054037	0.0901	0.020856	0.026218	0.026984	0.041423	0.011952	0.012616	0.056376	0.17336	0.021576	0.017504	0.12254	0.078469	0.011628	0.031755	0.043681	0.02676	0.11812	0.039453	0.090181	0.054844	0.15109	0.036392	0.053226	0.11885	0.26145	0.1164	0.23909	0.082929	0.1963	0.067115	0.26015	0.075232	0.24859	0.03346	0.10659	0.24641	0.059246	0.069523	0.10855	0.10863	0.28808	0.053646	0.15344	0.11368	0.24009	0.071223	0.12987
0.23211	0.54275	0.62381	0.56478	0.69476	0.77786	0.67975	0.70091	0.27679	0.44706	0.41847	0.471	0.053191	0.26876	0.27555	0.13599	0.36203	0.61609	0.49269	0.49754	0.30688	0.22865	0.1893	0.14231	0.11284	0.1057	0.0075855	0.096436	0.069761	0.005715	0.25661	0.011515	0.16771	0.0054663	0.0025502	0.012949	0.013955	0.039004	0.85393	0.7089	0.58551	0.69063	0.53818	1	0.62537	0.76445	0.47985	0.57276	0.14255	0.12685	0.056393	0.087241	0.17235	0.10368	0.15563	0.14357	0.16185	0.22636	0.10941	0.074076	0.025582	0.070389	0.082996	0.083371	0.084617	0.099924	0.1028	0.12457	0.068272	0.13881	0.049218	0.018359	0.026798	0.16442	0.023128	0.032833	0.033088	0.014249	0.015979	0.035006	0.10397	0.14092	0.040971	0.06281	0.026066	0.075194	0.101	0.024113	0.025831	0.020367	0.030061	0.0074159	0.0051844	0.0758	0.13812	0.021774	0.009211	0.11585	0.05865	0.0079779	0.073253	0.047125	0.027963	0.084819	0.030026	0.12028	0.076553	0.16144	0.023921	0.045061	0.081733	0.30099	0.066446	0.2459	0.057213	0.27481	0.031618	0.24512	0.038242	0.26934	0.029753	0.051673	0.21776	0.046597	0.056009	0.15108	0.044765	0.27069	0.051165	0.22539	0.059968	0.23703	0.071338	0.24049
0.063353	0.23628	0.26047	0.24636	0.4529	0.76886	0.35064	0.29426	0.42592	0.4464	0.2763	0.26354	0.17551	0.36242	0.36475	0.272	0.35458	0.38194	0.4106	0.5113	0.59549	0.22846	0.61523	0.1242	0.22853	0.14863	0.052957	0.15568	0.20099	0.030354	0.55673	0.055556	0.35595	0.050951	0.029555	0.031721	0.033509	0.13372	0.39656	0.64075	0.58082	0.89908	0.81546	0.62537	1	0.69481	0.77217	0.69018	0.28646	0.19859	0.11894	0.30005	0.37332	0.29476	0.11393	0.10495	0.11269	0.12977	0.091915	0.093085	0.021046	0.068255	0.093145	0.075207	0.10482	0.19955	0.19826	0.18895	0.087699	0.25109	0.11319	0.020406	0.024637	0.24616	0.029051	0.041806	0.024436	0.014357	0.010727	0.053264	0.13432	0.10715	0.10108	0.18601	0.073898	0.094002	0.12917	0.038566	0.047735	0.05363	0.079052	0.023585	0.022738	0.106	0.27899	0.038553	0.033882	0.18452	0.14033	0.022783	0.048103	0.07644	0.046128	0.20768	0.070743	0.15237	0.093385	0.25986	0.070917	0.10102	0.20356	0.47679	0.17644	0.42249	0.17395	0.39435	0.11853	0.45914	0.12764	0.4542	0.060384	0.1302	0.38657	0.1157	0.12585	0.23086	0.15803	0.48885	0.08234	0.2835	0.16785	0.43942	0.12531	0.23495
