Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AOBgl	OlfactoryAreas_AOBgr	OlfactoryAreas_AOBmi	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_SUB	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_AV	Thalamus_LD	Thalamus_LP	Thalamus_PO	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Thalamus_VPMpc	Hypothalamus_LHA	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPN	Midbrain_PPT	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_NLL	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_V	Medulla_CU	Medulla_IRN	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MDRN	Medulla_MV	Medulla_MX	Medulla_PARN	Medulla_PGRNl	Medulla_SPIV	Medulla_SPVC	Medulla_SPVI	Medulla_SPVO	Medulla_SUV	Medulla_VII	Medulla_X	Cerebellum_ANcr1gr	Cerebellum_ANcr1mo	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT2gr	Cerebellum_CENT2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_COPYgr	Cerebellum_COPYmo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PRMgr	Cerebellum_PRMmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUgr	Cerebellum_UVUmo
0.052421	0.13338	0.094703	0.24904	0.27034	0.46079	0.20225	0.39275	0.63515	0.89127	1	0.25813	0.14491	0.2082	0.39635	0.40237	0.13172	0.63206	0.14059	0.19651	0.45714	0.21415	0.0853	0.12835	0.031415	0.28618	0.28204	0.12142	0.2506	0.13737	0.0096152	0.46875	0.032418	0.1974	0.014468	0.0079911	0.024564	0.025304	0.060964	0.41978	0.51252	0.60602	0.30524	0.25373	0.36812	0.57741	0.10144	0.22065	0.18829	0.26383	0.63342	0.18921	0.46377	0.55848	0.25139	0.4787	0.32403	0.41092	0.24475	0.24396	0.20468	0.27995	0.27831	0.21914	0.25134	0.3407	0.3712	0.4454	0.54253	0.27956	0.45413	0.30457	0.22075	0.23765	0.52476	0.29126	0.25706	0.44573	0.22617	0.41566	0.33926	0.43696	0.63156	0.47939	0.27966	0.22872	0.32985	0.64831	0.23838	0.2472	0.20955	0.44903	0.41567	0.37137	0.19289	0.57077	0.50189	0.44669	0.23969	0.33971	0.37036	0.28383	0.19992	0.50963	0.48994	0.39471	0.44227	0.34966	0.33817	0.044354	0.32569	0.066137	0.33404	0.041876	0.28798	0.04681	0.20865	0.088487	0.41694	0.030325	0.19406	0.010767	0.046403	0.22464	0.034217	0.12057	0.29984	0.023549	0.13723	0.10056	0.41615	0.023272	0.087174	0.057155	0.32075	0.044999	0.15828
0.19726	0.28629	0.27404	0.2922	0.40921	0.19319	0.28708	0.32132	0.19129	0.16395	0.25813	1	0.72202	0.13922	0.056177	0.084306	0.011408	0.52386	0.71614	0.7403	0.70054	0.14732	0.26893	0.016525	0.15143	0.50569	0.62875	0.0058274	0.56002	0.21789	0.00050768	0.23878	0.00080359	0.20793	0.00022159	0.00014387	0.16821	0.16749	0.0037542	0.35193	0.63188	0.6398	0.50027	0.62659	0.47316	0.39668	0.58962	0.66976	0.69838	0.45835	0.081478	0.0053214	0.04647	0.094376	0.016528	0.14682	0.51238	0.41749	0.44144	0.03335	0.032014	0.31058	0.21399	0.23929	0.38013	0.2234	0.025874	0.032779	0.067829	0.019615	0.054908	0.018	0.024768	0.019421	0.038668	0.023008	0.018465	0.076481	0.017076	0.062451	0.025798	0.032182	0.094002	0.02867	0.012097	0.010154	0.026283	0.14368	0.013974	0.014926	0.0089633	0.034822	0.024867	0.023878	0.0066368	0.062427	0.063314	0.036192	0.0094188	0.022333	0.023	0.016048	0.0069933	0.045822	0.03759	0.021653	0.02809	0.021098	0.020337	0.002654	0.023057	0.0074883	0.039958	0.0070834	0.038569	0.0060898	0.026915	0.0082949	0.043593	0.0046982	0.022019	0.0017791	0.003484	0.011209	0.0062958	0.017275	0.018177	0.0032379	0.01667	0.0085933	0.047482	0.0042113	0.0098096	0.0068227	0.035019	0.0081716	0.023294
0.47729	0.51518	0.5802	0.3462	0.43545	0.1752	0.39395	0.29589	0.10292	0.072711	0.14491	0.72202	1	0.043031	0.028983	0.054604	0.0067878	0.41083	0.89505	0.96787	0.65105	0.094751	0.18754	0.0058074	0.15412	0.19519	0.25919	0.0015325	0.22693	0.062897	0.00032198	0.078937	0.0003655	0.077751	7.3174e-05	3.7467e-05	0.090654	0.087692	0.0016908	0.34661	0.47509	0.51122	0.50866	0.68839	0.49286	0.30165	0.79593	0.73528	0.83823	0.38322	0.057134	0.0020073	0.021379	0.05895	0.0089019	0.074221	0.32918	0.24376	0.22109	0.018742	0.018536	0.11952	0.088753	0.12166	0.15728	0.069482	0.014659	0.019612	0.050052	0.0086787	0.021324	0.0093679	0.01411	0.011349	0.023342	0.011625	0.0099064	0.042426	0.0090349	0.032034	0.010849	0.017162	0.057014	0.012356	0.0046108	0.0040188	0.015508	0.088345	0.0068766	0.007387	0.0031701	0.016098	0.0095294	0.011117	0.0018313	0.042725	0.029819	0.018453	0.002762	0.016752	0.011542	0.0056763	0.0023205	0.026611	0.016528	0.0093249	0.010093	0.0078243	0.0055524	0.0013606	0.0073761	0.0044181	0.016007	0.0053995	0.019175	0.0045507	0.013326	0.0053391	0.019026	0.0035617	0.011271	0.0012971	0.0018929	0.0024989	0.0040144	0.0093442	0.0051689	0.0024655	0.0079589	0.0043671	0.018597	0.0029403	0.005356	0.0039242	0.01443	0.0057119	0.011866
0.0069816	0.018834	0.010822	0.047989	0.067101	0.063473	0.03767	0.070607	0.13548	0.28394	0.2082	0.13922	0.043031	1	0.32144	0.32061	0.15486	0.28523	0.034154	0.06398	0.086701	0.1229	0.072623	0.24499	0.02934	0.21465	0.21394	0.1956	0.27448	0.21086	0.011038	0.23462	0.025628	0.23708	0.025193	0.026705	0.10377	0.10928	0.082314	0.052159	0.097782	0.1516	0.073809	0.10291	0.040644	0.10397	0.028217	0.11372	0.066778	0.38004	0.067996	0.035179	0.196	0.20769	0.1015	0.05669	0.058209	0.060574	0.049972	0.015426	0.018803	0.073347	0.042852	0.028123	0.074301	0.13729	0.10441	0.097847	0.11627	0.12036	0.083662	0.044317	0.023283	0.029562	0.073994	0.042254	0.032069	0.051483	0.031572	0.046953	0.061635	0.052157	0.071843	0.1139	0.11476	0.06099	0.042375	0.25787	0.044894	0.045111	0.085573	0.075372	0.15934	0.092439	0.078599	0.14472	0.081502	0.094877	0.072783	0.081899	0.074291	0.11957	0.094837	0.076347	0.10468	0.07217	0.10722	0.12336	0.13122	0.019221	0.090569	0.041896	0.089192	0.018046	0.04686	0.019624	0.040076	0.019143	0.051435	0.02175	0.055943	0.023527	0.029251	0.088472	0.049135	0.046143	0.084667	0.018559	0.034752	0.038043	0.065775	0.027775	0.034511	0.038576	0.085778	0.029734	0.044261
0.015168	0.040798	0.022285	0.095024	0.094811	0.17915	0.076922	0.13729	0.17417	0.54974	0.39635	0.056177	0.028983	0.32144	1	0.91905	0.74603	0.26926	0.023658	0.047656	0.078735	0.18308	0.044311	0.3695	0.023626	0.068871	0.058537	0.43911	0.07713	0.062065	0.12862	0.19406	0.28801	0.15087	0.13531	0.078306	0.02348	0.024539	0.45194	0.098489	0.079988	0.14315	0.082329	0.092088	0.060309	0.13658	0.019679	0.080369	0.050527	0.24788	0.24992	0.23271	0.58629	0.61564	0.48879	0.065436	0.028765	0.038066	0.016125	0.032262	0.037273	0.023248	0.019021	0.012413	0.020236	0.049326	0.56365	0.49762	0.52075	0.43872	0.14097	0.19225	0.059863	0.10516	0.3769	0.13616	0.10738	0.097828	0.1002	0.099881	0.14752	0.20179	0.20402	0.38122	0.45539	0.1493	0.15971	0.58344	0.19588	0.16709	0.30466	0.22726	0.47452	0.42343	0.17354	0.64305	0.15629	0.41647	0.26382	0.58525	0.31597	0.39453	0.41329	0.2887	0.31312	0.25301	0.24828	0.40166	0.21788	0.061538	0.15155	0.084556	0.13237	0.034824	0.081014	0.044565	0.073387	0.044064	0.096592	0.042947	0.11668	0.042565	0.083209	0.15107	0.074891	0.081261	0.15066	0.036885	0.063753	0.079883	0.097627	0.047401	0.074386	0.07167	0.1404	0.04475	0.074112
0.032579	0.07367	0.043266	0.14211	0.14286	0.21457	0.12164	0.18337	0.16874	0.48726	0.40237	0.084306	0.054604	0.32061	0.91905	1	0.72456	0.37499	0.042663	0.087395	0.11517	0.21781	0.06809	0.30121	0.043735	0.085307	0.078053	0.31721	0.10297	0.068093	0.12075	0.18727	0.21575	0.17477	0.099229	0.05626	0.039861	0.041198	0.41099	0.13067	0.10462	0.19092	0.12023	0.14763	0.083574	0.1632	0.036294	0.13376	0.087655	0.37941	0.23699	0.15623	0.48931	0.60876	0.41256	0.06432	0.037828	0.045303	0.019952	0.029192	0.034564	0.025206	0.01923	0.013937	0.023366	0.049728	0.46936	0.42802	0.51749	0.36962	0.11744	0.15728	0.053378	0.09269	0.32446	0.11255	0.091854	0.088355	0.084978	0.084161	0.11772	0.16762	0.18314	0.29638	0.3305	0.11517	0.14376	0.58392	0.1525	0.13384	0.21039	0.17634	0.33594	0.31176	0.11676	0.59218	0.1279	0.32069	0.16077	0.5194	0.24971	0.27237	0.27018	0.24568	0.23942	0.19005	0.17534	0.28045	0.14708	0.046663	0.10509	0.070941	0.09946	0.031662	0.063255	0.040084	0.056934	0.037305	0.072994	0.040473	0.092201	0.041228	0.067513	0.089481	0.06787	0.068149	0.10015	0.035242	0.050949	0.063225	0.073232	0.043869	0.060824	0.059867	0.10423	0.041199	0.060302
0.0051895	0.013596	0.0065669	0.034831	0.031623	0.066063	0.028072	0.045824	0.039581	0.20063	0.13172	0.011408	0.0067878	0.15486	0.74603	0.72456	1	0.10205	0.0049411	0.012692	0.017308	0.088806	0.015603	0.31063	0.010551	0.015562	0.011942	0.41686	0.019145	0.016972	0.27736	0.054408	0.47164	0.057494	0.30123	0.17852	0.010179	0.010628	0.6171	0.025966	0.017051	0.036631	0.024021	0.029719	0.013148	0.037761	0.0043994	0.026187	0.013759	0.12082	0.091371	0.14127	0.34631	0.34607	0.41524	0.011664	0.0040414	0.0054741	0.0018917	0.0058038	0.0071917	0.0029066	0.002139	0.0013077	0.0024874	0.008251	0.3811	0.29638	0.28385	0.25432	0.037159	0.072217	0.014276	0.032671	0.16788	0.042468	0.033284	0.021889	0.030912	0.022284	0.044797	0.068549	0.060163	0.17814	0.31539	0.060762	0.05586	0.25492	0.074557	0.060992	0.14997	0.071117	0.25178	0.18519	0.074438	0.38537	0.039256	0.17118	0.1046	0.41299	0.13203	0.1823	0.295	0.10348	0.11394	0.093763	0.082607	0.16952	0.077021	0.047782	0.053149	0.06178	0.045556	0.022366	0.025147	0.031545	0.026285	0.022746	0.025055	0.036778	0.055858	0.058324	0.081556	0.047675	0.070065	0.044896	0.043267	0.036882	0.029535	0.045153	0.024084	0.045739	0.047693	0.051378	0.050809	0.031583	0.032921
0.1284	0.23236	0.19435	0.29771	0.35451	0.32567	0.2767	0.35586	0.41856	0.4723	0.63206	0.52386	0.41083	0.28523	0.26926	0.37499	0.10205	1	0.32872	0.51543	0.67526	0.18376	0.13671	0.072286	0.072623	0.32915	0.40041	0.052162	0.3779	0.13257	0.0047542	0.26835	0.010369	0.18715	0.0060782	0.003845	0.078956	0.079655	0.033043	0.38056	0.59161	0.8065	0.40748	0.4941	0.37443	0.496	0.25101	0.51072	0.43343	0.66491	0.32811	0.043583	0.22895	0.38308	0.11854	0.28056	0.39025	0.37276	0.2669	0.11017	0.10712	0.24316	0.19207	0.19171	0.26854	0.24279	0.16368	0.20179	0.34255	0.13854	0.19151	0.11748	0.10838	0.11025	0.20639	0.12535	0.10937	0.2316	0.10216	0.18996	0.1384	0.1641	0.29381	0.18529	0.097691	0.090076	0.15274	0.50843	0.090252	0.099061	0.073233	0.16891	0.14975	0.13065	0.056578	0.32914	0.2321	0.17118	0.060153	0.16264	0.14366	0.10022	0.05725	0.22174	0.18606	0.13205	0.14858	0.11785	0.1117	0.014868	0.091574	0.033882	0.12367	0.025766	0.11306	0.026342	0.080489	0.036074	0.13006	0.020676	0.082567	0.010096	0.02317	0.057535	0.027421	0.063343	0.089771	0.018123	0.061091	0.037602	0.13347	0.01834	0.04281	0.029174	0.11735	0.032438	0.076098
0.52815	0.60975	0.66036	0.45453	0.5537	0.2371	0.50254	0.39319	0.085602	0.069089	0.14059	0.71614	0.89505	0.034154	0.023658	0.042663	0.0049411	0.32872	1	0.86458	0.64424	0.12823	0.2551	0.0059536	0.19573	0.23921	0.28192	0.0014178	0.23226	0.084245	0.00032091	0.10405	0.00034805	0.094347	5.6835e-05	2.8902e-05	0.086082	0.08348	0.0013873	0.46616	0.54694	0.49467	0.63194	0.75499	0.62931	0.37781	0.94274	0.74209	0.9033	0.2985	0.059618	0.0025184	0.023749	0.060944	0.0098254	0.079014	0.34221	0.27406	0.24783	0.016463	0.014876	0.13724	0.098365	0.12624	0.16069	0.083399	0.015857	0.020773	0.046813	0.0071944	0.023164	0.0076751	0.010631	0.0083344	0.024113	0.0093442	0.0077777	0.040559	0.0064255	0.032356	0.008994	0.017213	0.064731	0.012171	0.0049797	0.0029388	0.012704	0.071542	0.0053071	0.0054831	0.0024567	0.013378	0.0099722	0.010099	0.0015835	0.038451	0.02491	0.017811	0.0025308	0.01466	0.0097317	0.0049361	0.0026533	0.023784	0.01614	0.0084559	0.0091234	0.0069373	0.0055218	0.0016008	0.0093174	0.0046374	0.020806	0.0056581	0.024631	0.0048778	0.018203	0.0060119	0.023912	0.0037116	0.014653	0.0012055	0.0022936	0.0026579	0.0038183	0.012011	0.0049848	0.0024322	0.011267	0.0048048	0.023124	0.0029467	0.0069667	0.0042444	0.018467	0.0058777	0.015848
0.48728	0.56682	0.5925	0.426	0.5239	0.23742	0.47047	0.37581	0.12634	0.1061	0.19651	0.7403	0.96787	0.06398	0.047656	0.087395	0.012692	0.51543	0.86458	1	0.70672	0.13534	0.22611	0.011022	0.18247	0.24111	0.30755	0.0032719	0.27762	0.082611	0.00072821	0.10967	0.00083946	0.10803	0.0001877	9.8684e-05	0.11135	0.10821	0.0035789	0.41546	0.52977	0.58947	0.57944	0.77435	0.53417	0.36938	0.78219	0.81804	0.88818	0.49122	0.079161	0.0039115	0.035524	0.091442	0.016149	0.092405	0.34685	0.26704	0.22853	0.023244	0.022805	0.1349	0.097563	0.12463	0.16978	0.091567	0.024671	0.031967	0.076129	0.014875	0.032008	0.014131	0.018152	0.015747	0.036789	0.016451	0.014235	0.053987	0.012588	0.041227	0.015933	0.02582	0.077836	0.02037	0.0086188	0.0065332	0.022597	0.12484	0.010325	0.010961	0.0053094	0.02306	0.01587	0.017159	0.0033058	0.065919	0.04005	0.027388	0.0045936	0.026973	0.017721	0.0091741	0.0044532	0.038236	0.024937	0.014718	0.01539	0.012425	0.0091588	0.0025839	0.012497	0.0074535	0.024414	0.008072	0.026931	0.0072001	0.019509	0.0086196	0.027812	0.00585	0.017613	0.0022867	0.0034137	0.004179	0.0064892	0.014319	0.0081899	0.0039892	0.012095	0.0075496	0.027555	0.0047278	0.0085504	0.0066138	0.022178	0.0086329	0.017352
0.22909	0.38181	0.38254	0.37387	0.44242	0.36496	0.37473	0.42446	0.37804	0.274	0.45714	0.70054	0.65105	0.086701	0.078735	0.11517	0.017308	0.67526	0.64424	0.70672	1	0.1212	0.12527	0.016586	0.063807	0.31068	0.40914	0.0093303	0.29769	0.089883	0.00066602	0.20063	0.0015295	0.10351	0.00047723	0.00025228	0.039851	0.039641	0.0053136	0.61442	0.86077	0.93372	0.53507	0.58306	0.68317	0.59253	0.50625	0.55927	0.63458	0.36774	0.27103	0.01907	0.099459	0.20064	0.039724	0.38944	0.73745	0.68633	0.52637	0.14082	0.123	0.40425	0.35584	0.40921	0.43058	0.28491	0.06994	0.099064	0.1924	0.0525	0.16593	0.069538	0.096086	0.07655	0.13342	0.08556	0.076395	0.25151	0.065244	0.20849	0.088137	0.12586	0.29158	0.090289	0.032458	0.037263	0.10465	0.27845	0.048725	0.053449	0.025578	0.10716	0.059629	0.066188	0.020612	0.15031	0.18435	0.10119	0.025785	0.06521	0.075772	0.039985	0.017637	0.1516	0.11362	0.075069	0.080636	0.052528	0.053763	0.0046776	0.05383	0.01078	0.082524	0.010214	0.091757	0.0097935	0.059163	0.017806	0.1197	0.0063338	0.045783	0.0017916	0.0062497	0.029088	0.0065511	0.030133	0.052912	0.0045353	0.035561	0.014806	0.12107	0.0045887	0.017944	0.0094353	0.0752	0.011121	0.044684
0.1282	0.24408	0.13206	0.55515	0.57309	0.4885	0.44573	0.62521	0.046191	0.1832	0.21415	0.14732	0.094751	0.1229	0.18308	0.21781	0.088806	0.18376	0.12823	0.13534	0.1212	1	0.59314	0.25158	0.38551	0.2951	0.16011	0.053286	0.22187	0.35964	0.060891	0.43763	0.047677	0.53661	0.0080105	0.0049436	0.16637	0.16746	0.065217	0.31209	0.18456	0.14971	0.46067	0.36111	0.26131	0.3716	0.14778	0.29787	0.22207	0.21808	0.071887	0.045394	0.16476	0.19907	0.1451	0.027119	0.041888	0.051769	0.034411	0.0041763	0.0033941	0.031682	0.019211	0.012135	0.026642	0.060028	0.12065	0.10256	0.099726	0.026295	0.02935	0.011656	0.003785	0.0054587	0.074528	0.0078615	0.0062937	0.017875	0.0044293	0.016999	0.010215	0.028005	0.076128	0.047989	0.07366	0.0065891	0.011811	0.096358	0.0089076	0.0076632	0.010965	0.020326	0.085793	0.037755	0.010285	0.14904	0.01889	0.05054	0.015652	0.086159	0.022727	0.023311	0.065049	0.034774	0.038595	0.022607	0.025267	0.031795	0.022782	0.10865	0.10224	0.14191	0.14463	0.089355	0.09586	0.10113	0.11883	0.094299	0.084891	0.10544	0.15333	0.06334	0.091834	0.013991	0.10611	0.13844	0.013794	0.061408	0.09099	0.14074	0.082162	0.088674	0.11703	0.14059	0.13719	0.087301	0.11489
0.20125	0.26546	0.17159	0.42462	0.5311	0.20188	0.36755	0.42399	0.020404	0.057509	0.0853	0.26893	0.18754	0.072623	0.044311	0.06809	0.015603	0.13671	0.2551	0.22611	0.12527	0.59314	1	0.04937	0.80492	0.39834	0.25541	0.0065774	0.35693	0.46437	0.0072803	0.29069	0.0038591	0.56378	0.00050446	0.00033573	0.46205	0.45867	0.01046	0.20357	0.16429	0.11935	0.45304	0.42777	0.2387	0.22077	0.28929	0.39812	0.33756	0.2129	0.015832	0.0037147	0.028468	0.046904	0.01823	0.011441	0.047755	0.045498	0.045203	0.0011987	0.0010578	0.03033	0.015049	0.011633	0.031461	0.042632	0.016532	0.014988	0.020453	0.0044283	0.0067757	0.0019643	0.00098702	0.0011704	0.011963	0.0015605	0.0012265	0.0051264	0.00093002	0.0042861	0.0020178	0.0047705	0.017918	0.0068895	0.0078677	0.00096969	0.0023571	0.030389	0.0014809	0.0013494	0.0014463	0.0039868	0.011387	0.0058772	0.001256	0.02752	0.0046166	0.0086448	0.0018601	0.01248	0.0036768	0.0034703	0.0059722	0.0067904	0.006593	0.0033987	0.0041709	0.005009	0.0034979	0.011754	0.015091	0.022624	0.026397	0.017503	0.018232	0.017055	0.020863	0.01433	0.015668	0.018694	0.023811	0.010888	0.010403	0.0018414	0.021208	0.024592	0.002201	0.010602	0.015016	0.020992	0.016126	0.017277	0.017543	0.022853	0.023138	0.017796	0.021452
0.0035726	0.01257	0.0049583	0.054683	0.056361	0.10554	0.037833	0.081462	0.026804	0.20576	0.12835	0.016525	0.0058074	0.24499	0.3695	0.30121	0.31063	0.072286	0.0059536	0.011022	0.016586	0.25158	0.04937	1	0.020682	0.063726	0.031643	0.47984	0.051636	0.104	0.16137	0.18169	0.27533	0.16601	0.18688	0.16999	0.026479	0.027708	0.22951	0.037053	0.03064	0.035291	0.050114	0.041653	0.022065	0.08498	0.0065304	0.03771	0.017879	0.09005	0.05583	0.16928	0.32673	0.22523	0.39425	0.0131	0.0063986	0.0097101	0.0053429	0.0028207	0.0023325	0.0093708	0.0058293	0.0025319	0.0069322	0.032914	0.23127	0.16958	0.10989	0.071962	0.03908	0.018695	0.0035489	0.006619	0.090829	0.01122	0.0086407	0.013075	0.0065749	0.013854	0.018384	0.033697	0.052733	0.11993	0.30856	0.02395	0.014255	0.10139	0.016484	0.014364	0.045271	0.03244	0.27143	0.071216	0.053066	0.22485	0.025752	0.072243	0.059452	0.13673	0.041512	0.070914	0.31827	0.041084	0.067089	0.04662	0.062396	0.082345	0.082118	0.3701	0.24022	0.3746	0.22619	0.14663	0.1114	0.19471	0.14905	0.17346	0.094709	0.22706	0.25929	0.22423	0.3116	0.062122	0.30125	0.22538	0.041207	0.16129	0.14325	0.34931	0.099159	0.22284	0.23051	0.35977	0.23305	0.17679	0.16002
0.26801	0.26834	0.18195	0.32747	0.39135	0.10975	0.31344	0.26447	0.0062369	0.019464	0.031415	0.15143	0.15412	0.02934	0.023626	0.043735	0.010551	0.072623	0.19573	0.18247	0.063807	0.38551	0.80492	0.020682	1	0.15401	0.10133	0.0021618	0.15958	0.18543	0.0071782	0.10036	0.0022663	0.29825	0.00020023	0.00011651	0.42439	0.41452	0.0070324	0.11219	0.068822	0.055906	0.28901	0.32682	0.13031	0.095642	0.24447	0.30861	0.26777	0.16328	0.0054187	0.0010262	0.010505	0.021884	0.0077827	0.0027901	0.0161	0.013688	0.012397	0.00025964	0.00025957	0.0069241	0.0031084	0.0027032	0.0077825	0.0096038	0.0068618	0.0058765	0.0095433	0.0016536	0.0015507	0.00058113	0.00025629	0.00034576	0.0042616	0.00042418	0.00033093	0.0013047	0.00025148	0.0010505	0.00047929	0.0013537	0.0054482	0.0019153	0.0024139	0.00022081	0.00072703	0.013572	0.00045364	0.00038799	0.00040275	0.0010504	0.0031837	0.0019549	0.00025616	0.012303	0.0011086	0.0029559	0.00043582	0.0061576	0.0011597	0.001008	0.0017596	0.0021828	0.0017956	0.00088052	0.00092266	0.0014366	0.00068541	0.0041148	0.0030736	0.0086559	0.0060711	0.0070187	0.0042229	0.0068525	0.0051601	0.0042698	0.0032552	0.0087376	0.0068856	0.006673	0.0039903	0.00031785	0.010256	0.0077583	0.00041246	0.004867	0.0039176	0.0064227	0.0032103	0.0086002	0.0057312	0.0086385	0.0054247	0.0070387	0.0059067
0.053651	0.10915	0.073454	0.22266	0.32426	0.20015	0.17078	0.32932	0.13146	0.22089	0.28618	0.50569	0.19519	0.21465	0.068871	0.085307	0.015562	0.32915	0.23921	0.24111	0.31068	0.2951	0.39834	0.063726	0.15401	1	0.87299	0.022327	0.88991	0.72958	0.0017008	0.67082	0.0028995	0.57291	0.0010972	0.00092403	0.23723	0.24266	0.0096439	0.24268	0.42978	0.33375	0.36467	0.32221	0.28844	0.38404	0.1998	0.32565	0.28119	0.246	0.060726	0.014177	0.070518	0.091292	0.029222	0.11654	0.29043	0.29204	0.3526	0.019252	0.014987	0.3312	0.19751	0.14727	0.33752	0.41907	0.032272	0.036272	0.048696	0.020711	0.070239	0.014238	0.012237	0.010846	0.040349	0.015049	0.012579	0.047382	0.010261	0.039958	0.0236	0.02988	0.078973	0.039239	0.026754	0.012351	0.017739	0.093477	0.010218	0.011133	0.01048	0.031073	0.043877	0.022826	0.015074	0.056952	0.048475	0.030751	0.014893	0.019448	0.019978	0.018959	0.018345	0.034385	0.03954	0.025336	0.037652	0.026205	0.039186	0.012933	0.081939	0.02294	0.10002	0.015168	0.068426	0.014792	0.057954	0.025259	0.08975	0.011978	0.049316	0.0043117	0.010503	0.024698	0.01396	0.039144	0.029807	0.0073159	0.03791	0.034824	0.10618	0.009579	0.024147	0.022261	0.083691	0.01686	0.047555
0.052099	0.10002	0.075683	0.1652	0.25116	0.14595	0.13422	0.24403	0.18601	0.20987	0.28204	0.62875	0.25919	0.21394	0.058537	0.078053	0.011942	0.40041	0.28192	0.30755	0.40914	0.16011	0.25541	0.031643	0.10133	0.87299	1	0.015769	0.91056	0.47582	0.00073613	0.4793	0.0014738	0.38206	0.0006103	0.00049679	0.18548	0.18992	0.0071879	0.2217	0.4494	0.41558	0.28586	0.30084	0.26176	0.30633	0.21464	0.31686	0.30049	0.28412	0.062895	0.0096161	0.054281	0.082897	0.018336	0.16664	0.44216	0.40163	0.48684	0.03395	0.029757	0.45015	0.27705	0.23825	0.49295	0.48917	0.024716	0.030611	0.051253	0.02675	0.088272	0.020557	0.023239	0.019191	0.040295	0.024299	0.021017	0.069086	0.018098	0.056132	0.035607	0.036421	0.081415	0.038889	0.019337	0.017717	0.02773	0.11612	0.015222	0.017245	0.013285	0.040347	0.033095	0.024578	0.017691	0.048049	0.06699	0.03252	0.016091	0.016788	0.025197	0.021487	0.012015	0.04263	0.04404	0.03035	0.041892	0.028519	0.041949	0.0043324	0.051762	0.0086041	0.057776	0.0054623	0.039935	0.0053106	0.028938	0.010197	0.063316	0.0041344	0.023632	0.0014701	0.0038686	0.025979	0.0052515	0.016896	0.036012	0.002562	0.018	0.013885	0.079034	0.0032903	0.0096515	0.0080496	0.047853	0.006439	0.022563
