Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AOBgl	OlfactoryAreas_AOBgr	OlfactoryAreas_AOBmi	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DgmoInf	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_LD	Thalamus_LP	Thalamus_Others	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Thalamus_VPMpc	Hypothalamus_LHA	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPT	Midbrain_RN	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Medulla_CU	Medulla_LAV	Medulla_LRN	Medulla_MDRN	Medulla_MV	Medulla_MX	Medulla_PARN	Medulla_PGRNl	Medulla_SOL	Medulla_SPIV	Medulla_SPVI	Medulla_SPVO	Medulla_SUV	Medulla_VII	Cerebellum_ANcr1gr	Cerebellum_ANcr1mo	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT2gr	Cerebellum_CENT2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PRMgr	Cerebellum_PRMmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUmo
0.030258	0.076704	0.065861	0.043079	0.14303	0.25111	0.073768	0.055831	0.70854	0.94589	1	0.25544	0.24582	0.6295	0.80156	0.71014	0.49364	0.75272	0.13367	0.25518	0.10145	0.23804	0.063229	0.34859	0.020415	0.16498	0.12435	0.075128	0.094412	0.13401	0.13688	0.39843	0.14029	0.17278	0.056586	0.044723	0.012979	0.015447	0.38984	0.6006	0.70105	0.27012	0.29696	0.27636	0.57269	0.21723	0.32708	0.29176	0.47209	0.27774	0.022082	0.27819	0.28932	0.17246	0.1419	0.19448	0.11236	0.18858	0.18788	0.12582	0.16343	0.15244	0.10029	0.42421	0.42395	0.3698	0.47785	0.34373	0.23944	0.27012	0.34296	0.26961	0.23199	0.17365	0.27752	0.19134	0.28894	0.25137	0.25887	0.25213	0.487	0.26823	0.27867	0.21452	0.22824	0.10587	0.59933	0.44489	0.63206	0.53728	0.39077	0.49408	0.4609	0.44981	0.40142	0.41747	0.32653	0.52804	0.21989	0.13506	0.10821	0.2104	0.10773	0.22895	0.094996	0.26918	0.11562	0.3719	0.09142	0.31311	0.082244	0.2101	0.3179	0.10893	0.21848	0.40811	0.16327	0.45244	0.10003	0.22171	0.15592	0.29224	0.13133	0.26151	0.17761
0.078571	0.1357	0.13568	0.15135	0.2354	0.13249	0.14753	0.18012	0.31298	0.17858	0.25544	1	0.98799	0.16142	0.12816	0.16138	0.078369	0.39403	0.88748	0.96638	0.26507	0.57814	0.62788	0.070397	0.38507	0.46485	0.36126	0.0034424	0.29874	0.38326	0.035399	0.4225	0.017221	0.53708	0.0035302	0.0028182	0.19076	0.2144	0.1004	0.6113	0.58307	0.39294	0.49547	0.37762	0.1607	0.54546	0.40377	0.51601	0.27696	0.090286	0.0077364	0.050934	0.047781	0.10423	0.20579	0.19269	0.24366	0.026695	0.045124	0.13672	0.10485	0.12742	0.18033	0.078081	0.06597	0.068769	0.077206	0.046819	0.034749	0.058262	0.073569	0.046491	0.031913	0.034718	0.0342	0.03228	0.030556	0.037059	0.042598	0.06004	0.057658	0.052039	0.063876	0.024388	0.024977	0.0086166	0.096458	0.055027	0.1056	0.094554	0.066738	0.04323	0.079568	0.12857	0.071859	0.045979	0.070131	0.06924	0.049582	0.080352	0.038943	0.053793	0.044073	0.065101	0.030824	0.075997	0.040218	0.10591	0.045714	0.096296	0.042301	0.060371	0.020216	0.057347	0.094877	0.039375	0.045599	0.13876	0.036107	0.057422	0.059608	0.090685	0.057614	0.049201	0.052134
0.089064	0.144	0.14424	0.16548	0.24251	0.12616	0.15709	0.19529	0.30549	0.1688	0.24582	0.98799	1	0.1493	0.13297	0.17364	0.088024	0.39678	0.86719	0.99166	0.23381	0.59323	0.63033	0.075633	0.42619	0.42639	0.34907	0.00401	0.3041	0.34282	0.041539	0.37944	0.019937	0.52349	0.0043281	0.003477	0.21497	0.23867	0.11298	0.55572	0.53939	0.39404	0.49819	0.36854	0.14972	0.53407	0.41523	0.51128	0.2826	0.081581	0.0066526	0.04599	0.043418	0.091563	0.1934	0.17453	0.22592	0.023522	0.040319	0.12145	0.089438	0.11097	0.16583	0.069749	0.058678	0.061268	0.078618	0.041872	0.030659	0.05076	0.065424	0.042235	0.028251	0.028723	0.030925	0.028282	0.02752	0.032795	0.037019	0.050607	0.052133	0.048284	0.062403	0.022812	0.0231	0.0086854	0.089164	0.049689	0.099749	0.088682	0.061121	0.040124	0.075174	0.12185	0.065805	0.04287	0.065864	0.063737	0.04846	0.074741	0.042569	0.051452	0.048523	0.06218	0.031337	0.066065	0.041773	0.095613	0.048477	0.087892	0.04376	0.054656	0.018354	0.05802	0.085709	0.034635	0.046938	0.12164	0.039336	0.054901	0.06081	0.08418	0.061738	0.046125	0.052704
0.0044684	0.016782	0.01356	0.0098519	0.048645	0.09722	0.017125	0.013881	0.37555	0.64216	0.6295	0.16142	0.1493	1	0.36755	0.35237	0.20478	0.66909	0.066059	0.15458	0.067869	0.12528	0.0481	0.23759	0.011148	0.25153	0.20057	0.02716	0.15619	0.20703	0.043619	0.46658	0.04368	0.1977	0.036976	0.036139	0.017599	0.020917	0.14086	0.48907	0.50244	0.11336	0.17201	0.097321	0.3357	0.11123	0.20437	0.18203	0.34936	0.19875	0.018394	0.20377	0.23135	0.17217	0.13204	0.15855	0.13408	0.078841	0.09161	0.17199	0.15129	0.15337	0.13904	0.27616	0.27738	0.26083	0.26022	0.18776	0.14984	0.19588	0.22165	0.15206	0.12918	0.16254	0.16512	0.12843	0.18372	0.19048	0.17091	0.21058	0.40071	0.11991	0.13031	0.068786	0.08121	0.022856	0.37485	0.21123	0.53214	0.38426	0.18714	0.22628	0.18945	0.21473	0.19463	0.1686	0.32189	0.29889	0.071633	0.088579	0.089311	0.20584	0.096133	0.20437	0.079669	0.22945	0.094055	0.34018	0.074792	0.2994	0.069059	0.20593	0.18449	0.11407	0.19881	0.25265	0.13752	0.45256	0.090514	0.19802	0.15207	0.27316	0.11205	0.24917	0.16257
0.04034	0.080964	0.069263	0.043173	0.12509	0.21724	0.075435	0.054047	0.54762	0.77009	0.80156	0.12816	0.13297	0.36755	1	0.884	0.78408	0.52519	0.062954	0.14657	0.040179	0.16742	0.027021	0.45111	0.011495	0.054475	0.045516	0.20352	0.039469	0.041428	0.27229	0.16548	0.31421	0.073329	0.14456	0.1113	0.0060866	0.0071532	0.62242	0.29187	0.38164	0.2137	0.2107	0.20966	0.47025	0.13263	0.25789	0.18979	0.40477	0.16619	0.010751	0.18458	0.19938	0.083315	0.069716	0.098692	0.045324	0.1558	0.14946	0.049343	0.072849	0.065128	0.038299	0.2984	0.30559	0.24649	0.56465	0.27149	0.16711	0.16426	0.23305	0.20931	0.17307	0.081262	0.21803	0.1233	0.22608	0.16788	0.17013	0.12925	0.36634	0.26764	0.29067	0.26249	0.26702	0.18183	0.52811	0.40907	0.54242	0.4536	0.37062	0.52424	0.48656	0.42526	0.35976	0.45297	0.23125	0.48146	0.26885	0.089602	0.13947	0.17619	0.13602	0.18962	0.091856	0.15923	0.1236	0.24692	0.097817	0.21111	0.077648	0.13642	0.30472	0.090456	0.13314	0.32181	0.17004	0.26335	0.12595	0.18925	0.14738	0.2129	0.15277	0.22243	0.17047
0.047319	0.086158	0.071039	0.052945	0.13893	0.16847	0.084681	0.064625	0.42133	0.59478	0.71014	0.16138	0.17364	0.35237	0.884	1	0.91592	0.62986	0.07848	0.19662	0.040074	0.24685	0.046772	0.60154	0.023297	0.076839	0.062165	0.24915	0.063037	0.06005	0.40939	0.18849	0.40973	0.11566	0.221	0.17518	0.014469	0.017201	0.71688	0.28679	0.34708	0.23691	0.24651	0.19246	0.37899	0.145	0.33427	0.22538	0.4151	0.13629	0.0070184	0.13008	0.15923	0.052295	0.054508	0.067833	0.040719	0.072881	0.072299	0.037128	0.041985	0.041532	0.033976	0.17835	0.18033	0.14335	0.43166	0.15062	0.091964	0.095476	0.14371	0.11932	0.092203	0.042324	0.12241	0.06523	0.13258	0.093507	0.094732	0.073712	0.24551	0.14194	0.17014	0.12861	0.13214	0.092101	0.31228	0.21251	0.35776	0.26799	0.19207	0.29609	0.26865	0.25164	0.18625	0.23943	0.18332	0.2699	0.15252	0.055187	0.20761	0.22392	0.20678	0.2342	0.11961	0.12821	0.16966	0.23297	0.14396	0.21344	0.10605	0.13287	0.17063	0.11376	0.12753	0.16653	0.22717	0.22216	0.18837	0.23234	0.18889	0.22665	0.21376	0.24226	0.21572
0.039819	0.064733	0.051739	0.037835	0.094286	0.11029	0.063167	0.04492	0.25944	0.40417	0.49364	0.078369	0.088024	0.20478	0.78408	0.91592	1	0.40751	0.036033	0.10315	0.017679	0.15811	0.021284	0.60623	0.011858	0.030757	0.024699	0.37279	0.027329	0.02371	0.51148	0.089245	0.55134	0.053902	0.31829	0.24383	0.0065961	0.0079587	0.71333	0.14468	0.18152	0.15643	0.14932	0.11917	0.25446	0.07874	0.2243	0.13069	0.27614	0.079534	0.0034233	0.078635	0.10645	0.021834	0.022834	0.029448	0.015663	0.043048	0.039397	0.014101	0.017122	0.016466	0.012817	0.10276	0.10656	0.078604	0.33069	0.091716	0.052688	0.049807	0.083485	0.071234	0.054571	0.019442	0.075661	0.034451	0.084038	0.051689	0.052693	0.035897	0.15677	0.088516	0.1108	0.093301	0.094	0.08091	0.20312	0.13973	0.23216	0.16594	0.12148	0.21927	0.1857	0.15694	0.11454	0.1708	0.11701	0.17619	0.10951	0.027799	0.21423	0.18488	0.20749	0.19115	0.11005	0.079262	0.16332	0.1596	0.13684	0.15037	0.09356	0.091938	0.119	0.090307	0.082162	0.10261	0.21682	0.13414	0.19064	0.19328	0.16441	0.1667	0.20296	0.19784	0.19454
0.024043	0.05806	0.04933	0.042108	0.12821	0.14319	0.06021	0.055198	0.54994	0.62015	0.75272	0.39403	0.39678	0.66909	0.52519	0.62986	0.40751	1	0.19434	0.42265	0.098744	0.31597	0.14413	0.32055	0.0565	0.35044	0.31868	0.046395	0.2945	0.26978	0.11743	0.51578	0.094854	0.37662	0.058558	0.052966	0.064453	0.072653	0.33081	0.60184	0.65762	0.23955	0.33135	0.20178	0.34283	0.23178	0.38959	0.33847	0.48475	0.20108	0.014277	0.17427	0.18327	0.14129	0.1675	0.16902	0.16548	0.068978	0.079757	0.15011	0.11424	0.13157	0.15463	0.22429	0.21327	0.20709	0.31263	0.15593	0.11617	0.1491	0.17967	0.13459	0.10322	0.09447	0.13488	0.098143	0.14237	0.13554	0.12448	0.13883	0.27739	0.11329	0.14951	0.069333	0.075094	0.034022	0.29248	0.17015	0.38951	0.30564	0.15727	0.19358	0.18868	0.22517	0.17035	0.15784	0.24882	0.24004	0.091419	0.091683	0.1111	0.17245	0.12055	0.18139	0.082235	0.15931	0.10288	0.2473	0.092085	0.22144	0.08037	0.14551	0.13567	0.11042	0.15646	0.1695	0.14434	0.29725	0.10583	0.17126	0.14572	0.21377	0.13218	0.17901	0.15442
0.093366	0.14131	0.14832	0.17295	0.21154	0.099548	0.15469	0.19588	0.1849	0.087825	0.13367	0.88748	0.86719	0.066059	0.062954	0.07848	0.036033	0.19434	1	0.82502	0.29269	0.50016	0.61358	0.032341	0.43027	0.28771	0.19393	0.001252	0.14964	0.24539	0.019612	0.24968	0.008392	0.34471	0.0010387	0.00075038	0.12872	0.14819	0.051359	0.43701	0.3984	0.34528	0.38641	0.3563	0.097152	0.49922	0.27956	0.40055	0.15137	0.057708	0.0054353	0.028118	0.026265	0.058024	0.12743	0.1259	0.15205	0.015357	0.027777	0.073991	0.065079	0.076747	0.10091	0.044502	0.036637	0.037441	0.03842	0.026354	0.019356	0.034117	0.045472	0.027133	0.018332	0.019352	0.017854	0.017989	0.015303	0.019061	0.024909	0.03607	0.027497	0.030896	0.033718	0.014285	0.014205	0.0045705	0.050682	0.031384	0.048253	0.045482	0.039559	0.022256	0.047763	0.0812	0.043106	0.024892	0.035474	0.036345	0.031496	0.058347	0.020459	0.028764	0.022776	0.036603	0.019165	0.051662	0.024554	0.067201	0.029354	0.060999	0.02838	0.038732	0.0092614	0.036258	0.067899	0.019963	0.025575	0.086847	0.01856	0.031905	0.03501	0.056981	0.032317	0.02576	0.029513
0.094827	0.14953	0.14866	0.17131	0.24997	0.1288	0.16306	0.20168	0.31195	0.17424	0.25518	0.96638	0.99166	0.15458	0.14657	0.19662	0.10315	0.42265	0.82502	1	0.21296	0.61284	0.61386	0.087606	0.43193	0.41178	0.34778	0.005277	0.31512	0.32604	0.051222	0.36815	0.024838	0.5226	0.0058677	0.0047755	0.22732	0.25093	0.13368	0.53763	0.52798	0.40145	0.50846	0.36548	0.15533	0.5237	0.43765	0.51717	0.30202	0.080314	0.0061754	0.045711	0.043534	0.088169	0.18859	0.16745	0.21628	0.023321	0.039977	0.11552	0.082932	0.10374	0.15887	0.068988	0.058177	0.060381	0.086834	0.041688	0.029952	0.049141	0.063787	0.041955	0.027604	0.026468	0.030772	0.027342	0.027609	0.03218	0.035829	0.047519	0.053166	0.049935	0.065578	0.023773	0.024045	0.0095569	0.09096	0.049687	0.10407	0.090934	0.061771	0.041609	0.077086	0.12496	0.065758	0.044341	0.066708	0.064974	0.05113	0.072061	0.048598	0.055442	0.055522	0.066419	0.033523	0.064633	0.045553	0.096428	0.052944	0.089141	0.046513	0.054817	0.019298	0.060382	0.084357	0.034435	0.050944	0.11976	0.044834	0.058975	0.06482	0.086552	0.068824	0.049306	0.056308
0.0040637	0.009131	0.0089333	0.0082404	0.01607	0.014039	0.0099199	0.0096104	0.068165	0.074927	0.10145	0.26507	0.23381	0.067869	0.040179	0.040074	0.017679	0.098744	0.29269	0.21296	1	0.10589	0.0765	0.013253	0.029565	0.0645	0.028312	0.00041608	0.01652	0.058314	0.0044632	0.084227	0.0024823	0.052147	0.00029603	0.00018935	0.0064608	0.0085636	0.0099872	0.31739	0.25266	0.058451	0.05672	0.065095	0.036952	0.072101	0.042323	0.060563	0.024765	0.35377	0.13746	0.18259	0.20903	0.01076	0.013552	0.019248	0.015355	0.00449	0.0073441	0.010735	0.014839	0.013822	0.010285	0.13701	0.1223	0.10828	0.060228	0.083232	0.091404	0.14878	0.20941	0.10761	0.084619	0.1088	0.072967	0.078491	0.070558	0.083292	0.12626	0.18696	0.10703	0.010235	0.0060982	0.0050738	0.0052775	0.0008658	0.034965	0.045038	0.029513	0.025425	0.025928	0.032028	0.027547	0.039184	0.0513	0.015539	0.18598	0.047605	0.0058941	0.19772	0.008387	0.020526	0.0084876	0.024474	0.08655	0.32136	0.052908	0.21169	0.052773	0.18849	0.1045	0.24689	0.023591	0.13674	0.37388	0.047655	0.054428	0.26527	0.0078383	0.022689	0.074594	0.16926	0.013934	0.022107	0.067958
0.2248	0.33957	0.30166	0.35576	0.50997	0.24099	0.37887	0.38408	0.19302	0.15204	0.23804	0.57814	0.59323	0.12528	0.16742	0.24685	0.15811	0.31597	0.50016	0.61284	0.10589	1	0.57049	0.25502	0.38574	0.28341	0.14284	0.020542	0.13813	0.28496	0.18658	0.36961	0.095758	0.45277	0.017818	0.012896	0.12456	0.161	0.22173	0.42194	0.35814	0.74812	0.75366	0.53822	0.26422	0.66227	0.77807	0.74805	0.38494	0.035397	0.0012172	0.017587	0.026054	0.046755	0.087645	0.0993	0.10493	0.020657	0.030603	0.053333	0.048664	0.052986	0.070242	0.029287	0.026628	0.021064	0.048002	0.018194	0.010129	0.015967	0.027855	0.014578	0.0099826	0.0070206	0.010981	0.0073915	0.011053	0.0097747	0.013426	0.015764	0.028919	0.044577	0.051365	0.026663	0.028097	0.010611	0.079585	0.03498	0.085292	0.058891	0.04979	0.034168	0.068825	0.094703	0.036798	0.039568	0.030229	0.041481	0.059624	0.017151	0.19755	0.22913	0.2062	0.26458	0.064391	0.062193	0.12254	0.1541	0.13679	0.15875	0.080821	0.071785	0.011461	0.082378	0.095466	0.01869	0.12553	0.14048	0.17995	0.24304	0.13631	0.16382	0.24787	0.1862	0.12689
0.075932	0.11772	0.11354	0.17556	0.21959	0.066622	0.1405	0.19759	0.073929	0.036703	0.063229	0.62788	0.63033	0.0481	0.027021	0.046772	0.021284	0.14413	0.61358	0.61386	0.0765	0.57049	1	0.037843	0.74559	0.45667	0.28337	0.0010252	0.27588	0.44945	0.020178	0.2943	0.0071598	0.62751	0.0013716	0.0011359	0.40125	0.47534	0.037886	0.24551	0.19263	0.30649	0.41757	0.22123	0.059358	0.45672	0.35968	0.45274	0.15161	0.010511	0.00043201	0.0043138	0.0051409	0.033665	0.094446	0.076984	0.15455	0.0044974	0.0086132	0.062437	0.033887	0.046449	0.10808	0.0073138	0.0060248	0.0059818	0.0086243	0.0037433	0.0023943	0.0047942	0.0068664	0.0033525	0.0021494	0.0025882	0.0023438	0.0021195	0.0021659	0.0026035	0.003252	0.0052777	0.005761	0.00952	0.013685	0.0037567	0.0040339	0.0011869	0.016747	0.0060947	0.020456	0.015431	0.0099785	0.004697	0.012475	0.02349	0.0079949	0.006175	0.007939	0.0080081	0.011108	0.0075547	0.033045	0.038946	0.038864	0.046534	0.0099484	0.012969	0.018696	0.030144	0.024575	0.030967	0.015742	0.013733	0.0015407	0.019792	0.022722	0.0034448	0.019509	0.034332	0.031419	0.039816	0.026268	0.030565	0.047913	0.027578	0.021413
0.042051	0.083068	0.060652	0.051878	0.14525	0.14849	0.087001	0.059693	0.13927	0.27667	0.34859	0.070397	0.075633	0.23759	0.45111	0.60154	0.60623	0.32055	0.032341	0.087606	0.013253	0.25502	0.037843	1	0.017335	0.054052	0.028207	0.35212	0.031774	0.052554	0.61302	0.15107	0.59329	0.090657	0.34636	0.27194	0.010089	0.013837	0.50462	0.15542	0.14972	0.24391	0.23977	0.14206	0.34152	0.11808	0.39203	0.22126	0.35717	0.032597	0.00078727	0.025765	0.050824	0.020832	0.021035	0.029526	0.019195	0.025868	0.026363	0.016263	0.017905	0.016605	0.015379	0.037536	0.039891	0.02587	0.11625	0.028299	0.014295	0.016137	0.031335	0.019023	0.014288	0.0064549	0.019427	0.0085275	0.023774	0.014539	0.016991	0.013804	0.070362	0.05601	0.063659	0.049751	0.055288	0.028431	0.14099	0.06078	0.18294	0.098504	0.068904	0.09448	0.10173	0.092891	0.045888	0.082066	0.053544	0.079178	0.072145	0.0076744	0.57979	0.6111	0.55849	0.60058	0.14751	0.073405	0.29727	0.23863	0.25677	0.25317	0.12681	0.11539	0.04099	0.11918	0.096814	0.040146	0.3548	0.17537	0.54035	0.60975	0.28516	0.28296	0.54743	0.58225	0.32373
0.10145	0.10223	0.10543	0.19571	0.15481	0.028237	0.12446	0.20706	0.029645	0.010518	0.020415	0.38507	0.42619	0.011148	0.011495	0.023297	0.011858	0.0565	0.43027	0.43193	0.029565	0.38574	0.74559	0.017335	1	0.15713	0.11735	0.00053994	0.13869	0.1405	0.015974	0.082003	0.0046829	0.29161	0.00084402	0.00069033	0.43229	0.48494	0.025386	0.07978	0.066322	0.18276	0.24102	0.12366	0.018615	0.2641	0.20599	0.24351	0.071139	0.0028703	0.00010371	0.0010547	0.001199	0.0090025	0.03811	0.026383	0.059501	0.0011386	0.0025904	0.017424	0.0083447	0.012503	0.036717	0.0018643	0.0014645	0.0014731	0.0036439	0.00096951	0.00057235	0.001142	0.0017909	0.00095523	0.00053761	0.00045656	0.00059536	0.00050261	0.00051292	0.00059758	0.00075026	0.0010712	0.0012857	0.0033337	0.0055081	0.0013181	0.0013177	0.00053948	0.0048346	0.0017085	0.0058263	0.004543	0.0031964	0.0013366	0.0044667	0.0092361	0.0025603	0.0019318	0.0022151	0.0022958	0.0050545	0.0030988	0.019311	0.011505	0.023682	0.014055	0.0042154	0.0030035	0.0088728	0.0075503	0.01368	0.0080839	0.0079392	0.0034444	0.00036185	0.0089052	0.0063665	0.00075558	0.0083655	0.0078136	0.018044	0.01197	0.011591	0.0088196	0.027187	0.0072389	0.0085765
0.012898	0.037837	0.033633	0.039032	0.11027	0.079358	0.042935	0.051979	0.16509	0.12329	0.16498	0.46485	0.42639	0.25153	0.054475	0.076839	0.030757	0.35044	0.28771	0.41178	0.0645	0.28341	0.45667	0.054052	0.15713	1	0.76236	0.0017563	0.64124	0.93875	0.012229	0.75047	0.0063352	0.86533	0.0028128	0.0028088	0.24249	0.27553	0.04308	0.44101	0.37453	0.17833	0.31948	0.14112	0.12449	0.29986	0.30043	0.37734	0.25325	0.028765	0.0014715	0.017441	0.017643	0.15494	0.24755	0.20543	0.39911	0.018698	0.028506	0.28346	0.13755	0.18738	0.37744	0.029523	0.025711	0.028981	0.02306	0.01542	0.011405	0.021516	0.022452	0.012407	0.00918	0.017768	0.011062	0.011283	0.011159	0.014831	0.014377	0.025891	0.02938	0.026039	0.037853	0.0096172	0.01134	0.0027733	0.056982	0.020212	0.08427	0.064439	0.028289	0.016732	0.029217	0.050035	0.023862	0.019556	0.028054	0.02994	0.019031	0.015417	0.025142	0.061556	0.029928	0.067626	0.0091214	0.028636	0.01473	0.057639	0.015306	0.053373	0.011137	0.025478	0.0090575	0.018656	0.0343	0.018625	0.019858	0.084639	0.025276	0.058679	0.025613	0.046913	0.036198	0.05344	0.023734
0.0079066	0.021562	0.020518	0.023457	0.065516	0.049382	0.023739	0.033284	0.18185	0.099461	0.12435	0.36126	0.34907	0.20057	0.045516	0.062165	0.024699	0.31868	0.19393	0.34778	0.028312	0.14284	0.28337	0.028207	0.11735	0.76236	1	0.0011387	0.92091	0.57321	0.0065699	0.46191	0.003465	0.65288	0.0024633	0.0028398	0.31485	0.30748	0.038963	0.26778	0.27553	0.092157	0.1998	0.080585	0.072516	0.1818	0.18128	0.22978	0.22073	0.018639	0.0010855	0.013784	0.010044	0.19746	0.36274	0.23703	0.52202	0.018937	0.031435	0.38227	0.14552	0.22483	0.53841	0.026617	0.022212	0.030145	0.025765	0.01443	0.011069	0.020146	0.017307	0.012482	0.0086944	0.016736	0.011411	0.012546	0.010607	0.01598	0.012316	0.021285	0.02348	0.027261	0.051154	0.0093098	0.010569	0.0035962	0.051256	0.017583	0.084755	0.0754	0.026786	0.014438	0.026984	0.050296	0.02434	0.018942	0.022501	0.029174	0.019481	0.017686	0.010421	0.018444	0.013459	0.020313	0.0030074	0.011363	0.0048072	0.020013	0.0051942	0.017356	0.0039065	0.0084918	0.0089396	0.007529	0.012036	0.017093	0.0069954	0.034771	0.010573	0.01744	0.0096225	0.015334	0.015111	0.016852	0.0084896
0.01006	0.016528	0.011536	0.0071169	0.021528	0.035488	0.015293	0.0081154	0.026573	0.066633	0.075128	0.0034424	0.00401	0.02716	0.20352	0.24915	0.37279	0.046395	0.001252	0.005277	0.00041608	0.020542	0.0010252	0.35212	0.00053994	0.0017563	0.0011387	1	0.0014755	0.0015386	0.48081	0.0088928	0.72355	0.0040399	0.58381	0.45079	0.0002712	0.00035881	0.34643	0.01073	0.01377	0.028788	0.023389	0.017545	0.083331	0.0086244	0.047473	0.019384	0.066369	0.0036967	5.1469e-05	0.0041191	0.0075159	0.0022366	0.0016359	0.0026397	0.00093714	0.010206	0.0077344	0.00098184	0.0014557	0.0012162	0.00075326	0.0073562	0.0083743	0.0049057	0.052948	0.0073095	0.0027971	0.002408	0.0047289	0.0041573	0.0030646	0.00061519	0.0047324	0.0014966	0.0059585	0.0026936	0.002858	0.0014534	0.016503	0.023702	0.026873	0.03155	0.033282	0.039099	0.038007	0.018712	0.046804	0.025528	0.022238	0.041204	0.038018	0.026887	0.012691	0.039808	0.0066497	0.024346	0.037569	0.00072601	0.09432	0.093623	0.084031	0.090949	0.014331	0.0063721	0.033467	0.02412	0.024427	0.023928	0.0097394	0.0096977	0.018614	0.0073689	0.0065937	0.011209	0.043989	0.015924	0.081529	0.097139	0.025132	0.028471	0.070896	0.10249	0.03412
0.0076223	0.018287	0.017044	0.02171	0.056165	0.033793	0.020629	0.030435	0.12997	0.070491	0.094412	0.29874	0.3041	0.15619	0.039469	0.063037	0.027329	0.2945	0.14964	0.31512	0.01652	0.13813	0.27588	0.031774	0.13869	0.64124	0.92091	0.0014755	1	0.47091	0.0087306	0.34688	0.0043451	0.63126	0.0040551	0.0049135	0.45584	0.4371	0.044159	0.18094	0.18647	0.075748	0.17221	0.057554	0.050243	0.14002	0.17336	0.19442	0.19714	0.01153	0.00054278	0.0082045	0.0062891	0.11411	0.24778	0.14404	0.36876	0.0097699	0.016737	0.24138	0.075596	0.12589	0.38021	0.014869	0.012347	0.016618	0.02032	0.0079566	0.0058778	0.010646	0.0095545	0.0069622	0.0045801	0.0077036	0.0064352	0.0064581	0.0061157	0.0086441	0.0063836	0.010445	0.014381	0.016372	0.035008	0.005539	0.0062746	0.0024829	0.031729	0.0098369	0.057791	0.048088	0.015404	0.0089008	0.016489	0.031497	0.013699	0.011445	0.015317	0.017519	0.01283	0.010197	0.012798	0.0166	0.016944	0.017769	0.0028211	0.0066188	0.0048995	0.01351	0.0055881	0.012251	0.0037993	0.0057318	0.005316	0.0068977	0.0078958	0.0091402	0.0070222	0.02147	0.013049	0.015343	0.0093174	0.011482	0.017276	0.013838	0.0080821
