Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AOBgl	OlfactoryAreas_AOBgr	OlfactoryAreas_AOBmi	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_DgmoInf	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_LD	Thalamus_LP	Thalamus_Others	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Thalamus_VPMpc	Hypothalamus_LHA	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPT	Midbrain_RN	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Pons_V	Medulla_CU	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MDRN	Medulla_MV	Medulla_MX	Medulla_PARN	Medulla_SOL	Medulla_SPIV	Medulla_SPVI	Medulla_SPVO	Medulla_SUV	Medulla_VII	Cerebellum_ANcr1gr	Cerebellum_ANcr1mo	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT2gr	Cerebellum_CENT2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_COPYgr	Cerebellum_COPYmo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PRMgr	Cerebellum_PRMmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUgr	Cerebellum_UVUmo
0.060626	0.11708	0.081013	0.085671	0.25673	0.38865	0.10379	0.19057	0.7462	0.94618	1	0.10396	0.014533	0.65885	0.44495	0.40137	0.34698	0.50468	0.16294	0.081305	0.29846	0.22589	0.044181	0.5102	0.0094199	0.22176	0.13908	0.31561	0.11898	0.18388	0.41854	0.48748	0.34044	0.18062	0.37262	0.21999	0.014855	0.0099909	0.24177	0.56733	0.16269	0.17799	0.072631	0.09376	0.095107	0.24518	0.075925	0.087322	0.11425	0.087788	0.42128	0.095875	0.10967	0.22509	0.17438	0.7147	0.15716	0.30342	0.17154	0.44387	0.35992	0.55799	0.80853	0.36821	0.20868	0.35098	0.38921	0.19283	0.1721	0.14232	0.26236	0.2046	0.25315	0.26917	0.38915	0.20446	0.28338	0.19524	0.33561	0.19512	0.17347	0.26567	0.4381	0.27388	0.10818	0.18196	0.093919	0.19985	0.362	0.10213	0.12687	0.18511	0.090638	0.13621	0.03591	0.10756	0.063262	0.18044	0.12424	0.075107	0.075293	0.045546	0.13826	0.044315	0.055279	0.001212	0.0031587	0.001816	0.0050108	0.011006	0.034156	0.0045002	0.013341	0.001477	0.0036367	0.004342	0.01646	0.017165	0.044287	0.079306	0.02146	0.043857	0.0055377	0.016781	0.043169	0.0015571	0.0040453	0.021189	0.034378	0.0015891	0.0046322	0.0079968	0.017339
0.20513	0.27151	0.29483	0.33051	0.31892	0.22456	0.29716	0.31025	0.26205	0.16562	0.10396	1	0.65738	0.19656	0.34664	0.44351	0.36319	0.44905	0.93715	0.76284	0.53106	0.68872	0.65578	0.45467	0.55421	0.42081	0.35874	0.30197	0.3178	0.3291	0.45251	0.24618	0.30266	0.40943	0.2109	0.18814	0.37156	0.33189	0.54999	0.29919	0.45184	0.32146	0.35518	0.42827	0.27822	0.31372	0.41522	0.36846	0.43224	0.22929	0.093865	0.010576	0.037096	0.088252	0.026083	0.29552	0.6493	0.61068	0.7179	0.12374	0.19732	0.32865	0.1877	0.44332	0.48692	0.12677	0.135	0.16637	0.29217	0.2281	0.077151	0.060898	0.088571	0.10084	0.16888	0.056917	0.083327	0.051411	0.097832	0.11419	0.049442	0.074545	0.12538	0.088177	0.021558	0.10867	0.12818	0.066158	0.083857	0.04625	0.028964	0.11808	0.058424	0.040613	0.052164	0.080795	0.06216	0.048914	0.12577	0.061197	0.055537	0.073596	0.060057	0.10432	0.11165	0.00091853	0.0007693	0.0017909	0.0013553	0.012092	0.012557	0.0055699	0.0063832	0.0015989	0.0013791	0.0059788	0.0049468	0.011942	0.010599	0.0059374	0.011112	0.010976	0.0013044	0.011271	0.013205	0.0016212	0.0013062	0.012705	0.013903	0.0016979	0.0012017	0.0038834	0.012358
0.11658	0.13017	0.17737	0.1911	0.11521	0.064076	0.15303	0.12367	0.070441	0.029119	0.014533	0.65738	1	0.042777	0.14425	0.20726	0.18368	0.16662	0.53196	0.73433	0.23475	0.23223	0.33827	0.15015	0.54868	0.12165	0.14108	0.14464	0.13277	0.079232	0.15162	0.041467	0.11681	0.11893	0.085306	0.096616	0.30265	0.30072	0.15284	0.089843	0.22293	0.15715	0.20824	0.26653	0.13827	0.11586	0.30635	0.2852	0.27305	0.18498	0.026812	0.0028925	0.014747	0.03122	0.0064441	0.069757	0.44338	0.2893	0.42796	0.032216	0.06741	0.083777	0.034763	0.18545	0.25852	0.044956	0.045634	0.086338	0.18203	0.16259	0.027445	0.023052	0.032321	0.036208	0.064628	0.020991	0.028627	0.019237	0.033367	0.055368	0.019754	0.02521	0.034532	0.033826	0.0061985	0.05218	0.099834	0.025983	0.026105	0.024862	0.0097005	0.053268	0.028116	0.016042	0.0395	0.045429	0.036571	0.017266	0.067147	0.032638	0.0296	0.058555	0.026016	0.085394	0.085915	0.0003129	0.0001567	0.00068205	0.00029215	0.0053077	0.0031936	0.0023831	0.0016617	0.00061057	0.00031243	0.0026531	0.0010935	0.0043245	0.0023871	0.00079528	0.0036617	0.0028183	0.00050056	0.0041344	0.0032502	0.0006078	0.00027837	0.0042417	0.0039401	0.00065014	0.00024609	0.0013187	0.004657
0.031144	0.066073	0.052076	0.057273	0.16347	0.22631	0.06271	0.11274	0.61585	0.8175	0.65885	0.19656	0.042777	1	0.48005	0.52767	0.40794	0.73639	0.23328	0.15234	0.27374	0.25338	0.082987	0.52459	0.024113	0.38716	0.34239	0.32598	0.33082	0.3133	0.32356	0.57071	0.22464	0.3416	0.52482	0.42303	0.067714	0.050464	0.23234	0.45839	0.13983	0.13343	0.071421	0.11387	0.069596	0.21825	0.091507	0.13518	0.15254	0.1536	0.31666	0.10245	0.14647	0.29587	0.16767	0.76106	0.31472	0.40471	0.36839	0.23498	0.24844	0.86666	0.78216	0.54691	0.467	0.36257	0.39109	0.24207	0.16875	0.20435	0.24175	0.22876	0.29134	0.26293	0.33296	0.20377	0.31416	0.21094	0.33903	0.32541	0.20555	0.27141	0.46223	0.34875	0.082079	0.18069	0.13001	0.1573	0.25454	0.096848	0.10412	0.15731	0.060153	0.07796	0.033567	0.10213	0.043631	0.093582	0.097655	0.050591	0.050921	0.035228	0.10359	0.035656	0.04796	0.00074598	0.0010522	0.0015073	0.0017823	0.010663	0.018122	0.0039011	0.0064725	0.0012348	0.0015665	0.0037989	0.0075122	0.015318	0.021924	0.014221	0.020997	0.020619	0.0017952	0.015642	0.023616	0.0013862	0.0016867	0.021151	0.019035	0.0011474	0.0017474	0.0046544	0.016746
0.20473	0.29064	0.27212	0.26202	0.40355	0.45506	0.27573	0.34608	0.85911	0.54603	0.44495	0.34664	0.14425	0.48005	1	0.94749	0.96457	0.78236	0.48509	0.45958	0.59017	0.33689	0.10245	0.74336	0.053086	0.19809	0.16666	0.75384	0.14819	0.12688	0.63835	0.23597	0.67761	0.15935	0.60688	0.45542	0.045243	0.034524	0.30907	0.71967	0.35938	0.38938	0.2281	0.29464	0.26525	0.39242	0.29898	0.32879	0.34412	0.34021	0.51786	0.12563	0.21761	0.37659	0.18271	0.68133	0.51871	0.70005	0.44933	0.57353	0.6744	0.49038	0.54713	0.6535	0.43915	0.65995	0.68077	0.58714	0.64019	0.64413	0.53196	0.42733	0.49707	0.53957	0.8284	0.43354	0.49904	0.40423	0.60636	0.55225	0.38488	0.48788	0.55213	0.52469	0.19441	0.49791	0.37577	0.44147	0.55884	0.32752	0.23976	0.39816	0.23319	0.25308	0.12354	0.27065	0.21853	0.29095	0.37035	0.22548	0.22011	0.21271	0.29074	0.22611	0.27735	0.0012301	0.0016512	0.002048	0.0027729	0.019066	0.029913	0.0070024	0.010545	0.0016885	0.0021438	0.007145	0.010508	0.023771	0.034016	0.036441	0.025604	0.04278	0.0078435	0.023104	0.037121	0.0017131	0.0021954	0.025808	0.037376	0.0018978	0.0023598	0.011652	0.025578
0.18487	0.2702	0.26137	0.26058	0.38699	0.40811	0.26512	0.3318	0.78995	0.53077	0.40137	0.44351	0.20726	0.52767	0.94749	1	0.96035	0.88959	0.55827	0.56106	0.60386	0.38741	0.14798	0.75957	0.083412	0.28099	0.26047	0.75264	0.23983	0.18336	0.6389	0.28028	0.62022	0.23443	0.66703	0.54528	0.087533	0.069055	0.32155	0.70261	0.36967	0.38115	0.24047	0.32867	0.24932	0.39549	0.33253	0.39103	0.39421	0.3998	0.45007	0.11061	0.21308	0.37215	0.1687	0.65759	0.6289	0.73259	0.57215	0.43742	0.53752	0.55768	0.51201	0.70708	0.5576	0.57685	0.59651	0.55635	0.62026	0.63098	0.44048	0.3729	0.44086	0.46314	0.69608	0.36342	0.44443	0.34775	0.52136	0.52362	0.33776	0.41669	0.50039	0.48727	0.143	0.43621	0.39314	0.35823	0.45246	0.28021	0.1907	0.34892	0.18768	0.20397	0.1197	0.25305	0.17703	0.2308	0.312	0.18171	0.17911	0.18702	0.24418	0.19757	0.23822	0.0010936	0.0012985	0.0019652	0.0022667	0.018571	0.025638	0.0066607	0.0091548	0.0016265	0.0018219	0.0067973	0.0088491	0.022166	0.027862	0.022963	0.024049	0.033864	0.0060571	0.021877	0.031177	0.0016658	0.0018465	0.024422	0.031157	0.0017629	0.0019432	0.0094481	0.023945
0.21444	0.29691	0.29178	0.27929	0.3861	0.41168	0.28758	0.33878	0.75605	0.44861	0.34698	0.36319	0.18368	0.40794	0.96457	0.96035	1	0.75302	0.4879	0.53684	0.58185	0.30692	0.1013	0.70435	0.060858	0.17927	0.16331	0.79102	0.14905	0.11001	0.6074	0.18825	0.66899	0.14576	0.61951	0.49545	0.051891	0.040599	0.26042	0.65843	0.36852	0.40012	0.2431	0.31989	0.26583	0.37957	0.33653	0.38544	0.37835	0.40347	0.46065	0.11036	0.21059	0.35133	0.16616	0.56147	0.55103	0.67637	0.46551	0.48078	0.59291	0.42165	0.42985	0.62243	0.44902	0.59369	0.61126	0.59195	0.70039	0.68569	0.47157	0.38538	0.44363	0.48485	0.7638	0.38685	0.44424	0.36245	0.54087	0.5267	0.3501	0.42996	0.47037	0.48876	0.15616	0.47891	0.42718	0.40506	0.50011	0.32749	0.20748	0.39351	0.22672	0.24539	0.14272	0.28823	0.22111	0.27738	0.37264	0.22347	0.2194	0.24084	0.28182	0.25307	0.29958	0.0012199	0.0014512	0.0020925	0.0025343	0.020525	0.028183	0.0073952	0.010084	0.001743	0.0019974	0.0075833	0.0096291	0.02388	0.030419	0.027996	0.02483	0.03841	0.0079481	0.023493	0.033764	0.0017446	0.002008	0.025093	0.035049	0.0019457	0.0021463	0.010946	0.025674
0.11368	0.18757	0.17101	0.18237	0.32436	0.35062	0.18613	0.26523	0.77184	0.66354	0.50468	0.44905	0.16662	0.73639	0.78236	0.88959	0.75302	1	0.5265	0.43955	0.51957	0.44807	0.19479	0.72713	0.089644	0.47122	0.44046	0.5784	0.40887	0.33939	0.58482	0.47127	0.46486	0.4009	0.644	0.52919	0.13843	0.10871	0.37113	0.68215	0.29045	0.2819	0.18244	0.26429	0.17811	0.35316	0.249	0.30784	0.32805	0.30539	0.39132	0.10239	0.19332	0.365	0.16633	0.75432	0.5943	0.66804	0.61096	0.33568	0.39195	0.76961	0.63231	0.71968	0.62982	0.47791	0.50225	0.42122	0.40674	0.43971	0.33976	0.3043	0.37541	0.37194	0.51752	0.28247	0.38978	0.28004	0.42846	0.43324	0.27238	0.34479	0.49964	0.42326	0.10457	0.30945	0.27513	0.24913	0.34211	0.17897	0.14143	0.23949	0.11139	0.12947	0.070982	0.16942	0.096967	0.14963	0.18808	0.1032	0.10295	0.096749	0.16102	0.10095	0.12519	0.00074665	0.00096778	0.0014278	0.0016933	0.013089	0.019748	0.0045208	0.0068833	0.0011646	0.0013746	0.004559	0.0069493	0.016553	0.022021	0.015984	0.019388	0.024599	0.0033347	0.016408	0.024469	0.0012379	0.0014253	0.019782	0.022561	0.0012035	0.0014907	0.0062643	0.017836
0.3056	0.39166	0.40694	0.44014	0.44634	0.33954	0.41297	0.43807	0.39052	0.23458	0.16294	0.93715	0.53196	0.23328	0.48509	0.55827	0.4879	0.5265	1	0.77452	0.68303	0.75824	0.54869	0.58687	0.41177	0.3894	0.30183	0.41327	0.25724	0.29602	0.61872	0.27524	0.46232	0.35936	0.26318	0.21128	0.22997	0.19648	0.65272	0.43075	0.56389	0.43741	0.41525	0.47357	0.37373	0.39844	0.46642	0.38954	0.47065	0.2489	0.15025	0.016644	0.050936	0.1181	0.038686	0.39952	0.66524	0.73235	0.69174	0.22486	0.32789	0.37207	0.26499	0.52312	0.47904	0.19186	0.20401	0.22764	0.40991	0.29975	0.12564	0.093627	0.13155	0.15556	0.27055	0.091581	0.12493	0.080882	0.15232	0.1532	0.075878	0.11632	0.18181	0.1264	0.038513	0.16462	0.16451	0.1112	0.14278	0.074486	0.049183	0.17654	0.096798	0.071806	0.072018	0.1157	0.1016	0.087998	0.193	0.10074	0.091631	0.11276	0.096959	0.15502	0.16666	0.0012392	0.0012771	0.0021901	0.002181	0.014857	0.018818	0.0068788	0.0093123	0.0019286	0.0020402	0.0073474	0.0075308	0.015474	0.016869	0.013972	0.014279	0.018433	0.0025195	0.014412	0.020217	0.0019261	0.0019658	0.016027	0.021299	0.0021559	0.0018879	0.006012	0.015836
0.24233	0.29565	0.3513	0.3582	0.30518	0.22528	0.31928	0.30296	0.28424	0.13528	0.081305	0.76284	0.73433	0.15234	0.45958	0.56106	0.53684	0.43955	0.77452	1	0.59503	0.38482	0.29253	0.443	0.31141	0.21329	0.22695	0.48254	0.21048	0.13424	0.42695	0.11735	0.39429	0.19195	0.31502	0.30899	0.20865	0.18646	0.27088	0.33455	0.497	0.43538	0.31801	0.41514	0.26569	0.27668	0.46981	0.47666	0.45751	0.38722	0.13239	0.015427	0.05241	0.10417	0.028627	0.25376	0.78896	0.67114	0.70781	0.17221	0.28521	0.24655	0.15135	0.50505	0.52776	0.18348	0.18622	0.25309	0.53305	0.42	0.12607	0.10104	0.12983	0.14277	0.27388	0.096475	0.12091	0.089825	0.15007	0.18756	0.090006	0.11096	0.13612	0.14081	0.031935	0.19626	0.29397	0.12338	0.13598	0.11125	0.048786	0.21219	0.12314	0.091728	0.13709	0.1804	0.1418	0.10026	0.23706	0.13372	0.12609	0.19577	0.1251	0.24559	0.25276	0.0011587	0.00088548	0.0022202	0.0015697	0.014103	0.012636	0.0066567	0.0065147	0.0019051	0.001436	0.0071422	0.0050257	0.013409	0.011135	0.0077474	0.012423	0.013721	0.0034282	0.013039	0.013951	0.0019021	0.0013489	0.01349	0.01555	0.0020879	0.001317	0.0049329	0.014402
0.3585	0.48891	0.46733	0.47467	0.61358	0.59078	0.48218	0.5699	0.59086	0.38202	0.29846	0.53106	0.23475	0.27374	0.59017	0.60386	0.58185	0.51957	0.68303	0.59503	1	0.49595	0.20457	0.7376	0.11729	0.28041	0.2219	0.69501	0.19216	0.19789	0.75644	0.27971	0.72092	0.2428	0.47731	0.35972	0.08356	0.065664	0.40028	0.69547	0.8613	0.86473	0.31676	0.38319	0.34258	0.43824	0.39349	0.37648	0.4224	0.31726	0.31088	0.024239	0.05444	0.11999	0.045648	0.53402	0.66352	0.85099	0.6176	0.54086	0.65174	0.41836	0.39996	0.71395	0.52925	0.28309	0.29619	0.24668	0.64026	0.34276	0.20836	0.14456	0.18353	0.20959	0.46719	0.14732	0.18122	0.13482	0.24885	0.18294	0.12579	0.17427	0.22935	0.19277	0.06515	0.2816	0.29713	0.2307	0.31183	0.16219	0.093818	0.43708	0.29186	0.26693	0.24692	0.34321	0.28119	0.31965	0.43032	0.2902	0.27799	0.29926	0.29818	0.34623	0.34007	0.0055696	0.0080499	0.0084092	0.012696	0.026064	0.044605	0.016913	0.030021	0.0070398	0.01007	0.01742	0.027425	0.029982	0.045607	0.094282	0.029703	0.053275	0.01839	0.028954	0.05154	0.007017	0.010086	0.030934	0.049988	0.0081144	0.010808	0.013719	0.030622
0.17733	0.24706	0.22362	0.25773	0.32083	0.25544	0.25586	0.3094	0.35066	0.28329	0.22589	0.68872	0.23223	0.25338	0.33689	0.38741	0.30692	0.44807	0.75824	0.38482	0.49595	1	0.67467	0.58676	0.3521	0.56641	0.34168	0.2872	0.27607	0.51434	0.67643	0.49955	0.41334	0.54269	0.19154	0.13002	0.20167	0.16418	0.88372	0.43471	0.36395	0.26143	0.23055	0.2417	0.21578	0.26255	0.20935	0.15764	0.22729	0.084369	0.089646	0.0084484	0.022982	0.06501	0.024976	0.42219	0.379	0.51006	0.45838	0.18892	0.232	0.40442	0.31786	0.37064	0.31235	0.1044	0.117	0.10152	0.25172	0.11273	0.065014	0.044082	0.066109	0.082464	0.15571	0.043943	0.065434	0.03755	0.084405	0.067011	0.033236	0.061194	0.1199	0.06099	0.018791	0.067287	0.0507	0.049808	0.07947	0.026194	0.021906	0.073616	0.035889	0.031112	0.020202	0.039653	0.033564	0.04325	0.074066	0.035231	0.031748	0.032797	0.038779	0.04649	0.050669	0.00040097	0.00057514	0.00069644	0.0010351	0.0052683	0.0096045	0.0022768	0.0044855	0.00062547	0.00096873	0.0023917	0.0038344	0.0058895	0.0086421	0.013732	0.0054666	0.0083012	0.00074533	0.0053769	0.0098629	0.00062123	0.00095714	0.0062511	0.0096282	0.00070238	0.00092486	0.0019411	0.0057091
0.075215	0.098634	0.10197	0.12819	0.11986	0.0713	0.11243	0.1237	0.089311	0.068085	0.044181	0.65578	0.33827	0.082987	0.10245	0.14798	0.1013	0.19479	0.54869	0.29253	0.20457	0.67467	1	0.20201	0.7613	0.47729	0.33559	0.086137	0.27821	0.46226	0.24853	0.23719	0.1174	0.49908	0.059079	0.047698	0.46231	0.41984	0.51526	0.13009	0.1612	0.094177	0.13371	0.14611	0.09717	0.10498	0.12846	0.093205	0.13281	0.041177	0.018863	0.0016498	0.0065889	0.019979	0.005319	0.12702	0.24049	0.22798	0.3245	0.033677	0.050614	0.16679	0.079893	0.15094	0.18454	0.025252	0.028024	0.032322	0.081881	0.041828	0.014083	0.010396	0.016851	0.020245	0.034892	0.0096475	0.016008	0.0084052	0.018778	0.019751	0.0077077	0.013929	0.031105	0.015147	0.0035053	0.017685	0.018166	0.010283	0.014699	0.0058885	0.0043915	0.017268	0.007709	0.0054023	0.0057494	0.0098496	0.0079437	0.0071844	0.018556	0.0079739	0.0070658	0.0089332	0.0079611	0.014033	0.015047	9.045e-05	9.0413e-05	0.00018297	0.00016976	0.0015395	0.0019766	0.00064335	0.00094058	0.00016651	0.00017727	0.00069374	0.00070153	0.0015383	0.0015716	0.001277	0.0013766	0.0014884	0.00010952	0.0013953	0.0019601	0.00016857	0.00016864	0.0016496	0.0019942	0.00018014	0.00014899	0.00042891	0.0015114
0.16705	0.26123	0.23048	0.23649	0.38612	0.42072	0.25218	0.32845	0.75829	0.62288	0.5102	0.45467	0.15015	0.52459	0.74336	0.75957	0.70435	0.72713	0.58687	0.443	0.7376	0.58676	0.20201	1	0.091984	0.38352	0.28375	0.77607	0.25157	0.28685	0.86974	0.47773	0.76193	0.34165	0.6307	0.46102	0.084735	0.064814	0.47763	0.82969	0.49715	0.47527	0.19289	0.24058	0.20279	0.33377	0.22172	0.23303	0.27101	0.20295	0.28288	0.033568	0.065131	0.15114	0.070777	0.78483	0.57134	0.80442	0.57895	0.53467	0.60927	0.65681	0.66711	0.74945	0.54465	0.31115	0.33721	0.24803	0.61716	0.28479	0.2174	0.15414	0.19887	0.22314	0.47904	0.15506	0.2031	0.14206	0.28359	0.22353	0.13191	0.19497	0.28338	0.22068	0.061043	0.21118	0.17471	0.18208	0.28742	0.11532	0.079089	0.265	0.13492	0.14712	0.088222	0.17467	0.11819	0.18875	0.23012	0.12697	0.1215	0.11773	0.16765	0.13622	0.14974	0.0013466	0.0019617	0.0023262	0.0034815	0.013149	0.023332	0.0061377	0.011311	0.0020065	0.0030032	0.0062313	0.010984	0.01565	0.02384	0.050628	0.016399	0.024668	0.0041321	0.015342	0.026375	0.002019	0.0030322	0.01729	0.024731	0.0021526	0.0031905	0.0051225	0.016068
0.060605	0.067294	0.083357	0.10185	0.062214	0.029538	0.081366	0.070751	0.032225	0.017284	0.0094199	0.55421	0.54868	0.024113	0.053086	0.083412	0.060858	0.089644	0.41177	0.31141	0.11729	0.3521	0.7613	0.091984	1	0.19404	0.16084	0.04908	0.13733	0.16788	0.1188	0.062909	0.061353	0.20862	0.02694	0.025425	0.43403	0.43072	0.23654	0.051739	0.1065	0.05882	0.10968	0.11912	0.069814	0.054998	0.11757	0.082514	0.10444	0.034615	0.0067922	0.00054432	0.0030114	0.0085537	0.0017498	0.041695	0.18195	0.13452	0.2248	0.012085	0.022782	0.056474	0.021256	0.075475	0.10918	0.010919	0.011782	0.019517	0.059379	0.031784	0.0060356	0.004527	0.0072927	0.0090063	0.016297	0.0041789	0.0065427	0.003586	0.0077276	0.010484	0.0034146	0.0057158	0.011092	0.00659	0.0013314	0.0097006	0.013722	0.0047849	0.0057465	0.0033566	0.0017962	0.0091823	0.0043577	0.0024763	0.0043711	0.0058727	0.0053342	0.0030852	0.011805	0.0049383	0.0042936	0.007499	0.003955	0.012641	0.012857	4.2848e-05	2.8247e-05	9.278e-05	5.5568e-05	0.00091106	0.00076741	0.00037547	0.00037473	8.6475e-05	6.2375e-05	0.00041935	0.00023973	0.00076708	0.00053588	0.00028669	0.00061367	0.00055206	4.9579e-05	0.00069539	0.00072035	8.5068e-05	5.5974e-05	0.00075585	0.00083557	9.4804e-05	4.7058e-05	0.00020522	0.000769
0.034031	0.061775	0.053976	0.067538	0.12656	0.11508	0.065327	0.10497	0.24943	0.30955	0.22176	0.42081	0.12165	0.38716	0.19809	0.28099	0.17927	0.47122	0.3894	0.21329	0.28041	0.56641	0.47729	0.38352	0.19404	1	0.86014	0.18433	0.7811	0.95211	0.34606	0.7649	0.17071	0.97463	0.24183	0.2	0.40966	0.3345	0.38512	0.33623	0.16006	0.12222	0.063123	0.092462	0.05113	0.11664	0.077032	0.085961	0.10975	0.063194	0.06747	0.0083348	0.019411	0.05412	0.018006	0.39809	0.3524	0.3466	0.48341	0.090731	0.104	0.59469	0.33367	0.37673	0.44053	0.072058	0.078481	0.055286	0.11768	0.063817	0.043172	0.036202	0.051871	0.049306	0.086398	0.031767	0.05432	0.032061	0.062402	0.058031	0.030645	0.044349	0.095106	0.057057	0.010092	0.040587	0.040769	0.029099	0.04707	0.017234	0.014294	0.040192	0.016108	0.017819	0.012308	0.027209	0.013013	0.022311	0.028826	0.01448	0.014259	0.012555	0.023621	0.014636	0.01688	0.00015788	0.00023082	0.00033418	0.00041542	0.0018027	0.00321	0.00078279	0.0014946	0.00027379	0.00036393	0.00078635	0.001455	0.0023217	0.0033323	0.0044478	0.0028199	0.0031781	0.00035131	0.0022811	0.0038704	0.00030229	0.00037891	0.0030304	0.0031718	0.00026922	0.00037627	0.00060912	0.0024203
0.018756	0.0354	0.033533	0.04172	0.077224	0.07013	0.03844	0.062165	0.18597	0.22131	0.13908	0.35874	0.14108	0.34239	0.16666	0.26047	0.16331	0.44046	0.30183	0.22695	0.2219	0.34168	0.33559	0.28375	0.16084	0.86014	1	0.17275	0.98203	0.74143	0.22706	0.52326	0.11689	0.82531	0.27746	0.27683	0.53633	0.45442	0.19621	0.26351	0.11728	0.096072	0.039193	0.068268	0.028835	0.075488	0.061385	0.084354	0.09147	0.076621	0.055943	0.0077328	0.01915	0.049176	0.01336	0.3037	0.40777	0.30837	0.53264	0.060747	0.075882	0.53508	0.24265	0.38184	0.5412	0.06368	0.0667	0.051124	0.10885	0.069425	0.038427	0.036083	0.049018	0.041084	0.073298	0.029888	0.051135	0.03261	0.056667	0.065268	0.033242	0.039601	0.076868	0.059901	0.0075123	0.039264	0.054528	0.026019	0.037971	0.018975	0.012396	0.036685	0.014268	0.016323	0.015033	0.030643	0.011827	0.018463	0.024551	0.01292	0.013249	0.012912	0.022791	0.013761	0.015884	0.0001064	0.00012693	0.00025407	0.00023241	0.0012374	0.0017247	0.00053669	0.0008106	0.00019919	0.00019908	0.00053645	0.00078756	0.0015662	0.0018419	0.0019606	0.0020573	0.0018867	0.0002965	0.0016014	0.0022248	0.00022807	0.0002069	0.0021431	0.001801	0.0001862	0.00020733	0.00037354	0.00172
0.15951	0.22861	0.22073	0.2093	0.30439	0.34257	0.21878	0.26495	0.64295	0.40697	0.31561	0.30197	0.14464	0.32598	0.75384	0.75264	0.79102	0.5784	0.41327	0.48254	0.69501	0.2872	0.086137	0.77607	0.04908	0.18433	0.17275	1	0.15976	0.11385	0.68107	0.20445	0.79554	0.1532	0.77714	0.63425	0.047781	0.03674	0.20181	0.7783	0.45435	0.53516	0.13614	0.18587	0.15197	0.23335	0.19975	0.2397	0.22978	0.27165	0.31776	0.036424	0.069067	0.13636	0.055095	0.54765	0.58243	0.71909	0.48656	0.58787	0.69252	0.41243	0.42766	0.69706	0.49775	0.34694	0.35661	0.28609	0.90341	0.40453	0.27595	0.1992	0.22842	0.24311	0.59799	0.20325	0.22885	0.19335	0.33793	0.27818	0.18742	0.22472	0.23926	0.27029	0.070143	0.3036	0.32542	0.26635	0.35901	0.22005	0.10553	0.37459	0.23333	0.27274	0.19292	0.31263	0.21976	0.31243	0.34074	0.22775	0.227	0.25173	0.28637	0.25455	0.27005	0.0013323	0.0018543	0.0022606	0.0032843	0.010962	0.017397	0.0054904	0.0089127	0.0018632	0.0025177	0.0055272	0.0086273	0.012738	0.018843	0.055483	0.013462	0.023573	0.0094672	0.012968	0.021272	0.0018566	0.0025256	0.013348	0.020545	0.0020662	0.0028179	0.0049623	0.01358
