Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AOBgl	OlfactoryAreas_AOBgr	OlfactoryAreas_AOBmi	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_DgmoInf	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_LD	Thalamus_LP	Thalamus_Others	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Thalamus_VPMpc	Hypothalamus_LHA	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPT	Midbrain_RN	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Pons_V	Medulla_CU	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MDRN	Medulla_MV	Medulla_MX	Medulla_PARN	Medulla_SOL	Medulla_SPIV	Medulla_SPVI	Medulla_SPVO	Medulla_SUV	Medulla_VII	Cerebellum_ANcr1gr	Cerebellum_ANcr1mo	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT2gr	Cerebellum_CENT2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_COPYgr	Cerebellum_COPYmo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PRMgr	Cerebellum_PRMmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUgr	Cerebellum_UVUmo
0.014111	0.027542	0.02648	0.032972	0.062846	0.05793	0.030105	0.049182	0.16059	0.1978	0.11898	0.3178	0.13277	0.33082	0.14819	0.23983	0.14905	0.40887	0.25724	0.21048	0.19216	0.27607	0.27821	0.25157	0.13733	0.7811	0.98203	0.15976	1	0.66408	0.18736	0.45858	0.09636	0.76105	0.28096	0.2987	0.54758	0.4694	0.15108	0.22662	0.10165	0.083591	0.032711	0.060216	0.022882	0.065231	0.05397	0.081262	0.083721	0.079108	0.050421	0.0074603	0.018409	0.046181	0.012357	0.26774	0.39423	0.27799	0.51678	0.049467	0.063512	0.50411	0.21358	0.3623	0.54847	0.058156	0.060619	0.047319	0.097455	0.0654	0.034749	0.033934	0.04561	0.03688	0.064815	0.027512	0.047599	0.030674	0.052434	0.064217	0.031867	0.0364	0.069291	0.058087	0.0065501	0.036259	0.054925	0.023488	0.033839	0.018106	0.011279	0.034602	0.012967	0.014979	0.01512	0.030431	0.01067	0.016559	0.022263	0.01167	0.012083	0.011963	0.021545	0.012481	0.014438	0.00010807	0.00011545	0.00026985	0.00021403	0.0012464	0.0015541	0.00054767	0.0007425	0.00021167	0.00018863	0.0005446	0.0007242	0.0015571	0.001651	0.0014928	0.0020982	0.0016695	0.00027144	0.00162	0.0020147	0.00024488	0.0001954	0.0021687	0.0016229	0.00019172	0.00019368	0.00033786	0.0017329
0.023305	0.043996	0.036753	0.047764	0.09611	0.086887	0.046604	0.07849	0.17594	0.25128	0.18388	0.3291	0.079232	0.3133	0.12688	0.18336	0.11001	0.33939	0.29602	0.13424	0.19789	0.51434	0.46226	0.28685	0.16788	0.95211	0.74143	0.11385	0.66408	1	0.26234	0.76569	0.11417	0.96882	0.15466	0.12289	0.36178	0.29417	0.364	0.23832	0.11578	0.081897	0.047778	0.067834	0.037768	0.090839	0.052609	0.05641	0.077925	0.037685	0.04395	0.0052291	0.012021	0.035986	0.012639	0.30771	0.23081	0.23921	0.34577	0.059222	0.065935	0.48349	0.26596	0.2582	0.30587	0.044959	0.050032	0.033258	0.067971	0.035227	0.025758	0.021317	0.032053	0.030948	0.051791	0.018602	0.033701	0.018547	0.03828	0.033589	0.017394	0.027397	0.066209	0.034201	0.0063535	0.023432	0.02141	0.016785	0.028982	0.0089779	0.0085981	0.024197	0.0092224	0.010046	0.0065017	0.01511	0.0071359	0.013092	0.016884	0.008127	0.0078961	0.0064226	0.013611	0.0077939	0.009073	0.00012294	0.00018819	0.00025947	0.00033781	0.0013423	0.0025689	0.00059733	0.0012291	0.00021695	0.00031028	0.00059709	0.0012061	0.0017573	0.0026192	0.003352	0.0021407	0.0023073	0.0002002	0.0017153	0.0030301	0.00024043	0.00032416	0.0023369	0.0024056	0.00021024	0.00031439	0.00043634	0.0017981
0.27498	0.3745	0.33079	0.34282	0.47012	0.45773	0.36404	0.44545	0.67128	0.47464	0.41854	0.45251	0.15162	0.32356	0.63835	0.6389	0.6074	0.58482	0.61872	0.42695	0.75644	0.67643	0.24853	0.86974	0.1188	0.34606	0.22706	0.68107	0.18736	0.26234	1	0.39836	0.88792	0.29865	0.43936	0.28776	0.071552	0.054357	0.56332	0.83528	0.52125	0.50655	0.22475	0.24616	0.25635	0.32699	0.23772	0.20565	0.25579	0.15102	0.23953	0.022725	0.047219	0.11208	0.050914	0.60087	0.44571	0.67254	0.43752	0.53411	0.57077	0.44455	0.48102	0.54291	0.36002	0.23904	0.26045	0.20053	0.61398	0.23419	0.17591	0.11454	0.14837	0.18391	0.41154	0.12071	0.15087	0.10522	0.21507	0.1417	0.093609	0.14889	0.21455	0.14913	0.050007	0.17777	0.14044	0.15762	0.24455	0.096818	0.0648	0.21175	0.12633	0.13953	0.074359	0.13527	0.1164	0.18468	0.20743	0.1224	0.1163	0.11924	0.14141	0.13939	0.14566	0.00095853	0.0017186	0.0014748	0.003055	0.0092204	0.019792	0.0042662	0.0096052	0.0012635	0.002385	0.0043696	0.0089534	0.010779	0.019978	0.063971	0.010213	0.022179	0.0047053	0.01016	0.021545	0.0012243	0.0024103	0.010766	0.020924	0.0015021	0.0026056	0.0044023	0.010509
0.030837	0.062079	0.046514	0.056277	0.14499	0.16773	0.060717	0.11081	0.37566	0.56747	0.48748	0.24618	0.041467	0.57071	0.23597	0.28028	0.18825	0.47127	0.27524	0.11735	0.27971	0.49955	0.23719	0.47773	0.062909	0.7649	0.52326	0.20445	0.45858	0.76569	0.39836	1	0.21081	0.72642	0.27382	0.18956	0.12953	0.096507	0.40991	0.42866	0.15432	0.12659	0.052212	0.07195	0.050487	0.13473	0.054585	0.060014	0.084719	0.04673	0.10769	0.013962	0.023619	0.067574	0.031737	0.59694	0.23967	0.33271	0.33145	0.16685	0.16095	0.72946	0.60194	0.38786	0.34015	0.10222	0.11463	0.060112	0.11326	0.055908	0.063096	0.049029	0.069999	0.069058	0.12284	0.045172	0.075801	0.044379	0.092166	0.066837	0.040569	0.065164	0.14445	0.076116	0.017943	0.048469	0.033412	0.041856	0.079208	0.020434	0.022239	0.054668	0.021795	0.027258	0.011945	0.031835	0.015551	0.036897	0.036068	0.018397	0.017997	0.012211	0.033308	0.013931	0.016691	0.00028722	0.00057443	0.00054352	0.00098589	0.0025956	0.0064854	0.0011816	0.003028	0.00045057	0.00084624	0.0011604	0.0033245	0.0037494	0.0073187	0.014904	0.0047592	0.0064338	0.00058322	0.0036714	0.0079235	0.00049516	0.00091139	0.0050446	0.0060706	0.00044453	0.0009431	0.0010518	0.0038271
0.30744	0.38893	0.35446	0.34086	0.43613	0.44835	0.36796	0.42209	0.64711	0.37646	0.34044	0.30266	0.11681	0.22464	0.67761	0.62022	0.66899	0.46486	0.46232	0.39429	0.72092	0.41334	0.1174	0.76193	0.061353	0.17071	0.11689	0.79554	0.09636	0.11417	0.88792	0.21081	1	0.13912	0.44945	0.29164	0.030848	0.022972	0.33821	0.80279	0.50191	0.56049	0.1912	0.20837	0.24256	0.27688	0.21955	0.1927	0.22112	0.16159	0.27436	0.025336	0.049118	0.10518	0.048731	0.48834	0.38498	0.60721	0.32754	0.67202	0.71113	0.30033	0.3821	0.48079	0.27938	0.27259	0.28993	0.2271	0.79514	0.28759	0.22091	0.13859	0.16656	0.20967	0.52	0.15236	0.16796	0.13203	0.25403	0.16106	0.11822	0.17314	0.20263	0.17054	0.064017	0.231	0.18711	0.21855	0.3166	0.14852	0.084834	0.27985	0.19345	0.22119	0.11547	0.19279	0.18638	0.28192	0.292	0.19186	0.1845	0.19983	0.20678	0.22028	0.22537	0.0010674	0.0020005	0.0015345	0.003501	0.0092366	0.020176	0.0044187	0.0099156	0.0012933	0.0025255	0.0045267	0.0093039	0.010745	0.021145	0.092388	0.0099574	0.026292	0.008676	0.010221	0.022618	0.0012246	0.0025446	0.010197	0.022828	0.0016062	0.0028813	0.0052073	0.010624
0.028502	0.052856	0.046382	0.058949	0.10965	0.097212	0.056515	0.089904	0.19784	0.26122	0.18062	0.40943	0.11893	0.3416	0.15935	0.23443	0.14576	0.4009	0.35936	0.19195	0.2428	0.54269	0.49908	0.34165	0.20862	0.97463	0.82531	0.1532	0.76105	0.96882	0.29865	0.72642	0.13912	1	0.20354	0.17302	0.45152	0.37441	0.36173	0.27077	0.14725	0.10577	0.059993	0.087918	0.045591	0.10672	0.070678	0.079883	0.103	0.056499	0.051472	0.0061686	0.014994	0.042979	0.014526	0.33377	0.31305	0.30078	0.45013	0.067503	0.079944	0.53021	0.27713	0.32335	0.40064	0.055173	0.060772	0.043996	0.095483	0.049905	0.031583	0.026545	0.039214	0.037444	0.064995	0.023045	0.04077	0.023181	0.046874	0.044956	0.022189	0.033153	0.074741	0.043619	0.0073836	0.030733	0.031858	0.021283	0.035269	0.012393	0.010419	0.032744	0.012488	0.013215	0.010082	0.021852	0.010021	0.016739	0.023311	0.011207	0.010922	0.0097304	0.01826	0.011734	0.013438	0.0001648	0.00021933	0.00035923	0.00040108	0.0018498	0.003064	0.00082994	0.0014979	0.00030215	0.00037795	0.00083371	0.0014278	0.0023069	0.0030305	0.0034361	0.0027737	0.0027158	0.00026568	0.0022846	0.0035824	0.00033294	0.00038839	0.0030269	0.0029244	0.0002888	0.0003744	0.00054559	0.002396
0.0542	0.094136	0.086775	0.08608	0.17802	0.2318	0.089967	0.13433	0.58849	0.50827	0.37262	0.2109	0.085306	0.52482	0.60688	0.66703	0.61951	0.644	0.26318	0.31502	0.47731	0.19154	0.059079	0.6307	0.02694	0.24183	0.27746	0.77714	0.28096	0.15466	0.43936	0.27382	0.44945	0.20354	1	0.92616	0.062831	0.048122	0.1242	0.67252	0.2664	0.32396	0.065358	0.11012	0.066715	0.16326	0.11028	0.17943	0.15801	0.26021	0.33358	0.055382	0.085751	0.16348	0.064352	0.60065	0.55143	0.58604	0.4997	0.41266	0.46783	0.58281	0.51613	0.75042	0.63681	0.35661	0.36054	0.24617	0.5495	0.33134	0.28304	0.23976	0.26506	0.23699	0.49623	0.22494	0.27378	0.23592	0.37532	0.33856	0.2396	0.25237	0.27569	0.3421	0.070473	0.27918	0.32077	0.24548	0.33047	0.21821	0.11511	0.31774	0.17317	0.23258	0.15583	0.29194	0.14469	0.24948	0.22837	0.15703	0.16464	0.1521	0.26433	0.13706	0.15684	0.0011844	0.0014761	0.0022799	0.002585	0.0090043	0.012692	0.0045457	0.0062786	0.0017981	0.0019923	0.0044137	0.0068139	0.011639	0.015338	0.031746	0.01486	0.01859	0.0071706	0.012378	0.017159	0.0019329	0.0020791	0.014025	0.015039	0.0018024	0.002291	0.0036273	0.013018
0.032281	0.057963	0.056977	0.056796	0.11361	0.14396	0.056935	0.083422	0.39404	0.33854	0.21999	0.18814	0.096616	0.42303	0.45542	0.54528	0.49545	0.52919	0.21128	0.30899	0.35972	0.13002	0.047698	0.46102	0.025425	0.2	0.27683	0.63425	0.2987	0.12289	0.28776	0.18956	0.29164	0.17302	0.92616	1	0.078427	0.062632	0.075914	0.46247	0.20179	0.24293	0.047514	0.08903	0.043066	0.11513	0.091268	0.1712	0.13601	0.27509	0.23381	0.041296	0.070172	0.12942	0.044485	0.42484	0.55302	0.48479	0.49989	0.24546	0.30875	0.47755	0.34727	0.66012	0.66493	0.2678	0.26614	0.20128	0.44269	0.29774	0.20579	0.18844	0.20678	0.17177	0.35684	0.16864	0.21049	0.18455	0.28272	0.30572	0.19602	0.18775	0.1985	0.28585	0.045787	0.22266	0.32302	0.17856	0.22654	0.18082	0.082105	0.25718	0.13216	0.17093	0.15304	0.26623	0.11282	0.17287	0.17816	0.12097	0.12843	0.12961	0.2109	0.11457	0.13098	0.00097379	0.0009474	0.0020847	0.0017004	0.0075943	0.0082667	0.0039205	0.0042608	0.001641	0.00139	0.0038018	0.0045046	0.0093533	0.0097202	0.014347	0.012357	0.011737	0.0050137	0.010262	0.01136	0.0018007	0.0014278	0.011599	0.0099525	0.0015537	0.0015329	0.0025006	0.010798
0.010406	0.01679	0.019657	0.025765	0.028037	0.017164	0.020449	0.025141	0.033729	0.03124	0.014855	0.37156	0.30265	0.067714	0.045243	0.087533	0.051891	0.13843	0.22997	0.20865	0.08356	0.20167	0.46231	0.084735	0.43403	0.40966	0.53633	0.047781	0.54758	0.36178	0.071552	0.12953	0.030848	0.45152	0.062831	0.078427	1	0.98938	0.10372	0.054031	0.057167	0.035044	0.03274	0.054657	0.017315	0.032072	0.050395	0.063213	0.065552	0.043286	0.008402	0.0010323	0.004446	0.011992	0.0022628	0.059877	0.23928	0.12571	0.33419	0.0080992	0.014414	0.13455	0.036077	0.12045	0.25014	0.012425	0.013003	0.016605	0.037515	0.027242	0.0065063	0.0064139	0.0096925	0.0085461	0.013975	0.0050456	0.0092762	0.0053054	0.0097986	0.016539	0.0056022	0.0070022	0.01454	0.011312	0.0011269	0.0093092	0.018728	0.0044743	0.005589	0.0037394	0.0019437	0.0086764	0.0031144	0.0023879	0.0047308	0.0074277	0.0031181	0.002618	0.0071284	0.0031283	0.0030227	0.0042836	0.0042314	0.0056448	0.0062051	3.6139e-05	2.1309e-05	0.00010154	4.2328e-05	0.00061669	0.00044412	0.00026492	0.0002235	8.6566e-05	4.6916e-05	0.00027799	0.00017089	0.00060302	0.00036536	0.00013342	0.00067563	0.00035254	3.9114e-05	0.00060852	0.00049864	9.6899e-05	4.4596e-05	0.00076549	0.00046798	7.7785e-05	3.8291e-05	0.00010739	0.0006628
0.0082965	0.013225	0.015954	0.021045	0.021564	0.012618	0.016363	0.019505	0.024357	0.021929	0.0099909	0.33189	0.30072	0.050464	0.034524	0.069055	0.040599	0.10871	0.19648	0.18646	0.065664	0.16418	0.41984	0.064814	0.43072	0.3345	0.45442	0.03674	0.4694	0.29417	0.054357	0.096507	0.022972	0.37441	0.048122	0.062632	0.98938	1	0.082543	0.039518	0.046042	0.027362	0.027942	0.047041	0.014068	0.025414	0.043651	0.055201	0.056227	0.037136	0.0059774	0.0007357	0.0034005	0.0091725	0.0016404	0.043752	0.2044	0.10088	0.28721	0.0055497	0.010373	0.10278	0.025461	0.094883	0.20948	0.0091668	0.0095745	0.013086	0.029463	0.02212	0.0047097	0.0047192	0.0072009	0.0063291	0.010214	0.0036686	0.0068255	0.0038627	0.0071432	0.012839	0.0041162	0.0051122	0.010664	0.0084372	0.00079171	0.0070478	0.015181	0.0032373	0.003951	0.0027904	0.0013903	0.0065483	0.0023074	0.0016934	0.003757	0.0057046	0.0023634	0.0018382	0.0054665	0.0023455	0.0022566	0.0033701	0.003105	0.0045253	0.0049484	2.8113e-05	1.4945e-05	8.143e-05	3.0063e-05	0.00050647	0.00032954	0.00021665	0.00016701	6.9974e-05	3.442e-05	0.00022852	0.00012415	0.00047897	0.00026296	8.1671e-05	0.00052969	0.0002521	2.7163e-05	0.00048419	0.000365	7.8339e-05	3.2362e-05	0.00060501	0.00034822	6.2215e-05	2.727e-05	8.1109e-05	0.00052823
0.20322	0.27975	0.23981	0.27561	0.36063	0.29751	0.28281	0.34581	0.34479	0.27924	0.24177	0.54999	0.15284	0.23234	0.30907	0.32155	0.26042	0.37113	0.65272	0.27088	0.40028	0.88372	0.51526	0.47763	0.23654	0.38512	0.19621	0.20181	0.15108	0.364	0.56332	0.40991	0.33821	0.36173	0.1242	0.075914	0.10372	0.082543	1	0.34102	0.305	0.20985	0.28383	0.26867	0.28638	0.32395	0.22052	0.14832	0.23578	0.071902	0.10143	0.011993	0.030518	0.083885	0.038091	0.38959	0.25234	0.40591	0.30914	0.18166	0.21799	0.32863	0.3044	0.2751	0.20164	0.11908	0.13577	0.11756	0.17192	0.10854	0.07437	0.050267	0.077914	0.10356	0.15793	0.051165	0.076699	0.041781	0.093374	0.069242	0.035769	0.073887	0.15336	0.065142	0.027908	0.072704	0.041476	0.055714	0.090078	0.025814	0.028464	0.073393	0.036262	0.02921	0.015243	0.033764	0.033354	0.042229	0.076911	0.035386	0.030886	0.028518	0.037374	0.042853	0.049348	0.00056276	0.0008588	0.00090222	0.001466	0.0082153	0.016244	0.0033488	0.0069319	0.00082999	0.0014107	0.003534	0.0060364	0.0094772	0.014818	0.01619	0.0085542	0.013646	0.00081839	0.0083794	0.016413	0.00081823	0.0014045	0.0099229	0.01623	0.00095435	0.0013325	0.0037058	0.0089836
0.15517	0.23148	0.19821	0.2009	0.35857	0.41865	0.21747	0.31091	0.82275	0.63572	0.56733	0.29919	0.089843	0.45839	0.71967	0.70261	0.65843	0.68215	0.43075	0.33455	0.69547	0.43471	0.13009	0.82969	0.051739	0.33623	0.26351	0.7783	0.22662	0.23832	0.83528	0.42866	0.80279	0.27077	0.67252	0.46247	0.054031	0.039518	0.34102	1	0.39701	0.45709	0.11943	0.15411	0.14782	0.24719	0.15334	0.16266	0.18403	0.16211	0.36433	0.042802	0.068831	0.14986	0.064237	0.76933	0.47464	0.68212	0.44024	0.70318	0.6933	0.58023	0.66456	0.68494	0.44774	0.35243	0.36807	0.23274	0.62861	0.28493	0.28698	0.20261	0.23886	0.25575	0.56613	0.20868	0.24788	0.19732	0.34683	0.22957	0.18213	0.24003	0.30085	0.25436	0.08294	0.25981	0.20629	0.25121	0.36706	0.17048	0.11314	0.27602	0.17438	0.22612	0.10123	0.1992	0.14974	0.27438	0.2355	0.1617	0.16244	0.14125	0.22276	0.14161	0.1572	0.00085253	0.0017201	0.0013402	0.002893	0.0066747	0.015505	0.0031936	0.0072501	0.0010608	0.0019811	0.0031766	0.0076419	0.0090074	0.018664	0.077544	0.010065	0.023233	0.0073029	0.008771	0.01973	0.0010849	0.0020983	0.0098972	0.017756	0.0012325	0.0024017	0.0040272	0.0093022
0.45349	0.59009	0.58152	0.58862	0.65844	0.58409	0.59074	0.6306	0.35077	0.21573	0.16269	0.45184	0.22293	0.13983	0.35938	0.36967	0.36852	0.29045	0.56389	0.497	0.8613	0.36395	0.1612	0.49715	0.1065	0.16006	0.11728	0.45435	0.10165	0.11578	0.52125	0.15432	0.50191	0.14725	0.2664	0.20179	0.057167	0.046042	0.305	0.39701	1	0.92863	0.42003	0.47188	0.42943	0.47826	0.47717	0.42768	0.48717	0.32156	0.21605	0.013314	0.033699	0.073974	0.03019	0.29643	0.47734	0.62279	0.45036	0.34726	0.44723	0.22636	0.21042	0.46672	0.34976	0.17591	0.18702	0.17607	0.43993	0.24446	0.12313	0.082357	0.10892	0.13412	0.29505	0.084895	0.1055	0.07485	0.14606	0.10321	0.069004	0.10317	0.13945	0.11304	0.04341	0.20777	0.24122	0.16186	0.2176	0.11195	0.063453	0.43424	0.30393	0.23374	0.30337	0.34663	0.30543	0.28512	0.46152	0.31074	0.28861	0.33885	0.27085	0.42431	0.38269	0.01736	0.021555	0.024352	0.032739	0.05484	0.083156	0.043975	0.071365	0.021492	0.028629	0.045889	0.060839	0.05746	0.07646	0.10732	0.052022	0.083216	0.02998	0.055281	0.088045	0.020758	0.027768	0.05588	0.089251	0.024834	0.028611	0.026775	0.057241
0.42401	0.54569	0.53301	0.52008	0.61964	0.59921	0.53231	0.58922	0.38985	0.22676	0.17799	0.32146	0.15715	0.13343	0.38938	0.38115	0.40012	0.2819	0.43741	0.43538	0.86473	0.26143	0.094177	0.47527	0.05882	0.12222	0.096072	0.53516	0.083591	0.081897	0.50655	0.12659	0.56049	0.10577	0.32396	0.24293	0.035044	0.027362	0.20985	0.45709	0.92863	1	0.30969	0.36375	0.34991	0.40447	0.3906	0.37258	0.39856	0.32814	0.2781	0.017094	0.037897	0.077554	0.031415	0.3005	0.44972	0.5969	0.38785	0.45897	0.55048	0.20961	0.21798	0.47946	0.33024	0.21182	0.21974	0.18994	0.52321	0.27909	0.16267	0.10835	0.13325	0.15844	0.37441	0.11369	0.13043	0.10277	0.18578	0.12163	0.095473	0.12922	0.15167	0.14164	0.056813	0.2676	0.31791	0.2258	0.29159	0.16889	0.087329	0.54526	0.42919	0.37067	0.42925	0.47736	0.42698	0.43365	0.56702	0.43524	0.41765	0.47315	0.39242	0.53481	0.48003	0.016992	0.024403	0.022729	0.03619	0.045154	0.076425	0.03754	0.066037	0.019177	0.028036	0.038651	0.059326	0.050052	0.076889	0.16196	0.047221	0.092889	0.052885	0.048733	0.086532	0.018605	0.027783	0.048455	0.086045	0.022862	0.030353	0.026982	0.050553
0.62461	0.71919	0.74002	0.77439	0.66366	0.477	0.75209	0.68377	0.18391	0.097815	0.072631	0.35518	0.20824	0.071421	0.2281	0.24047	0.2431	0.18244	0.41525	0.31801	0.31676	0.23055	0.13371	0.19289	0.10968	0.063123	0.039193	0.13614	0.032711	0.047778	0.22475	0.052212	0.1912	0.059993	0.065358	0.047514	0.03274	0.027942	0.28383	0.11943	0.42003	0.30969	1	0.93472	0.919	0.76524	0.88758	0.66441	0.81937	0.35963	0.17184	0.034089	0.10461	0.17076	0.10428	0.10708	0.17142	0.22915	0.17023	0.090163	0.13107	0.079834	0.06832	0.13484	0.10415	0.17126	0.18981	0.30322	0.13232	0.26839	0.11125	0.088766	0.12665	0.18414	0.17473	0.089909	0.12	0.072742	0.11865	0.10568	0.064793	0.11698	0.1802	0.11205	0.064138	0.19226	0.17337	0.13094	0.15761	0.085027	0.077662	0.22732	0.1396	0.086667	0.095055	0.1396	0.15466	0.10821	0.28359	0.14953	0.13049	0.17173	0.11641	0.24469	0.25234	0.013572	0.012052	0.018537	0.018789	0.15821	0.1765	0.072843	0.088789	0.018039	0.019303	0.078779	0.067341	0.14482	0.13922	0.018394	0.11056	0.13759	0.014675	0.13168	0.15949	0.016608	0.017986	0.12656	0.18777	0.021334	0.016545	0.091378	0.13759
0.51382	0.63994	0.67003	0.70339	0.66868	0.508	0.67271	0.6515	0.23465	0.13501	0.09376	0.42827	0.26653	0.11387	0.29464	0.32867	0.31989	0.26429	0.47357	0.41514	0.38319	0.2417	0.14611	0.24058	0.11912	0.092462	0.068268	0.18587	0.060216	0.067834	0.24616	0.07195	0.20837	0.087918	0.11012	0.08903	0.054657	0.047041	0.26867	0.15411	0.47188	0.36375	0.93472	1	0.81539	0.82212	0.96262	0.85085	0.96322	0.54431	0.23409	0.051883	0.1531	0.24068	0.13559	0.1476	0.26242	0.30647	0.26084	0.10578	0.15695	0.12501	0.095698	0.2067	0.17879	0.23807	0.25839	0.39963	0.16749	0.37591	0.15431	0.13332	0.18433	0.24116	0.22896	0.12947	0.17592	0.11146	0.16933	0.16937	0.1034	0.165	0.2457	0.17662	0.08199	0.2662	0.2778	0.17727	0.20688	0.12626	0.10692	0.30768	0.17949	0.11758	0.14302	0.2114	0.19356	0.13841	0.34831	0.18883	0.16984	0.21983	0.16428	0.29234	0.30784	0.015753	0.012948	0.023391	0.020168	0.1752	0.1778	0.081772	0.090122	0.022063	0.020515	0.087386	0.070749	0.16531	0.14676	0.01746	0.13843	0.14796	0.018328	0.15541	0.17141	0.021053	0.0193	0.15469	0.19339	0.024747	0.017906	0.096028	0.1636
0.77566	0.8517	0.83815	0.84678	0.77033	0.59915	0.85466	0.80364	0.23039	0.11496	0.095107	0.27822	0.13827	0.069596	0.26525	0.24932	0.26583	0.17811	0.37373	0.26569	0.34258	0.21578	0.09717	0.20279	0.069814	0.05113	0.028835	0.15197	0.022882	0.037768	0.25635	0.050487	0.24256	0.045591	0.066715	0.043066	0.017315	0.014068	0.28638	0.14782	0.42943	0.34991	0.919	0.81539	1	0.7751	0.79318	0.54754	0.70389	0.30683	0.23462	0.045354	0.11801	0.18809	0.121	0.12435	0.1479	0.23177	0.13743	0.14355	0.18853	0.076417	0.08234	0.1342	0.085381	0.22151	0.24273	0.34011	0.15325	0.29496	0.15905	0.11948	0.16326	0.24295	0.23909	0.12731	0.15547	0.10116	0.1591	0.12021	0.087878	0.15815	0.22153	0.13601	0.10412	0.25164	0.18513	0.19265	0.22863	0.11948	0.11769	0.27915	0.19907	0.13148	0.10678	0.16351	0.21758	0.16484	0.36087	0.21204	0.18596	0.21889	0.16029	0.30043	0.31568	0.013415	0.015466	0.016391	0.022853	0.13609	0.19494	0.063797	0.094657	0.01547	0.020855	0.068588	0.075816	0.13583	0.16901	0.037143	0.10475	0.18359	0.024049	0.12128	0.18626	0.014139	0.01993	0.11679	0.21782	0.019531	0.019283	0.11084	0.12862
0.46363	0.6465	0.58468	0.61308	0.83529	0.7894	0.63878	0.74696	0.41032	0.30133	0.24518	0.31372	0.11586	0.21825	0.39242	0.39549	0.37957	0.35316	0.39844	0.27668	0.43824	0.26255	0.10498	0.33377	0.054998	0.11664	0.075488	0.23335	0.065231	0.090839	0.32699	0.13473	0.27688	0.10672	0.16326	0.11513	0.032072	0.025414	0.32395	0.24719	0.47826	0.40447	0.76524	0.82212	0.7751	1	0.72924	0.67657	0.82143	0.47891	0.44573	0.1118	0.23473	0.3736	0.26642	0.26533	0.23033	0.3386	0.23583	0.20312	0.24665	0.20483	0.20394	0.26219	0.18742	0.39022	0.42975	0.48644	0.17667	0.38098	0.26813	0.22697	0.30486	0.39086	0.35744	0.2248	0.30412	0.19517	0.29847	0.23407	0.17563	0.29108	0.44422	0.28894	0.16422	0.37224	0.28768	0.29412	0.38394	0.1838	0.2007	0.43251	0.25467	0.20278	0.1519	0.27279	0.23938	0.24819	0.42855	0.24894	0.22843	0.22332	0.25834	0.27326	0.30282	0.023509	0.027213	0.032152	0.040508	0.21096	0.30178	0.10064	0.14765	0.029614	0.037938	0.10398	0.13358	0.23178	0.28432	0.052396	0.21319	0.27932	0.033376	0.2187	0.3094	0.028769	0.037537	0.22889	0.31833	0.033335	0.03656	0.14622	0.22689
